Proclass,Proclass(T),Supplier,Supplier(T) 2,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Comments
320000,Social Community Care Supplies & Services,427817,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20126744,202310,07/01/2024,-525,
320000,Social Community Care Supplies & Services,427817,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20126744,202310,07/01/2024,-525,
320000,Social Community Care Supplies & Services,427817,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,8028308,202310,07/01/2024,525,
320000,Social Community Care Supplies & Services,427817,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,8028308,202310,07/01/2024,525,
320000,Social Community Care Supplies & Services,427817,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,8028308,202310,07/01/2024,525,
320000,Social Community Care Supplies & Services,427817,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,8028308,202310,07/01/2024,525,
320000,Social Community Care Supplies & Services,427817,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,8028308,202310,07/01/2024,525,
320000,Social Community Care Supplies & Services,427817,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,8028308,202310,07/01/2024,525,
320000,Social Community Care Supplies & Services,422793,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20126796,202310,07/01/2024,850,
320000,Social Community Care Supplies & Services,422793,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20126796,202310,07/01/2024,850,
320000,Social Community Care Supplies & Services,422793,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20126796,202310,07/01/2024,850,
320000,Social Community Care Supplies & Services,422793,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20126796,202310,07/01/2024,850,
320000,Social Community Care Supplies & Services,411031,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126814,202310,07/01/2024,610,
320000,Social Community Care Supplies & Services,411031,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126814,202310,07/01/2024,610,
320000,Social Community Care Supplies & Services,411031,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126814,202310,07/01/2024,610,
320000,Social Community Care Supplies & Services,411031,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126814,202310,07/01/2024,610,
320000,Social Community Care Supplies & Services,423242,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126517,202310,07/01/2024,549.68,
320000,Social Community Care Supplies & Services,423242,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126517,202310,07/01/2024,549.68,
320000,Social Community Care Supplies & Services,423242,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126517,202310,07/01/2024,549.68,
320000,Social Community Care Supplies & Services,423242,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126517,202310,07/01/2024,549.68,
320000,Social Community Care Supplies & Services,414112,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126708,202310,07/01/2024,612.13,
320000,Social Community Care Supplies & Services,414112,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126708,202310,07/01/2024,612.13,
320000,Social Community Care Supplies & Services,414112,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126708,202310,07/01/2024,612.13,
320000,Social Community Care Supplies & Services,414112,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126708,202310,07/01/2024,612.13,
320000,Social Community Care Supplies & Services,406223,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126679,202310,07/01/2024,1080.94,
320000,Social Community Care Supplies & Services,406223,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126679,202310,07/01/2024,1080.94,
320000,Social Community Care Supplies & Services,406223,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126679,202310,07/01/2024,1080.94,
320000,Social Community Care Supplies & Services,406223,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126679,202310,07/01/2024,1080.94,
320000,Social Community Care Supplies & Services,412801,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126836,202310,07/01/2024,1127.99,
320000,Social Community Care Supplies & Services,412801,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126836,202310,07/01/2024,1127.99,
320000,Social Community Care Supplies & Services,412801,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126836,202310,07/01/2024,1127.99,
320000,Social Community Care Supplies & Services,412801,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126836,202310,07/01/2024,1127.99,
320000,Social Community Care Supplies & Services,420213,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126693,202310,07/01/2024,1800,
320000,Social Community Care Supplies & Services,420213,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126693,202310,07/01/2024,1800,
320000,Social Community Care Supplies & Services,420213,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126693,202310,07/01/2024,1800,
320000,Social Community Care Supplies & Services,420213,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126693,202310,07/01/2024,1800,
320000,Social Community Care Supplies & Services,427437,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126828,202310,07/01/2024,540,
320000,Social Community Care Supplies & Services,427437,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126828,202310,07/01/2024,540,
320000,Social Community Care Supplies & Services,427437,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20126828,202310,07/01/2024,540,
