Proclass,Proclass(T),Supplier,Supplier(T) ,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Comments
391111,Buildings Repair & Maintenance,412326,Concept Elevators (UK) Ltd,Place,11288,Compliance,R2077,Property Repairs & Maintenance - Reactive,3755909,202312,05/03/2024,"1,625.00",
391111,Buildings Repair & Maintenance,412326,Concept Elevators (UK) Ltd,Place,11288,Compliance,R2077,Property Repairs & Maintenance - Reactive,3758411,202312,05/03/2024,"6,080.10",
391111,Buildings Repair & Maintenance,412326,Concept Elevators (UK) Ltd,Place,11288,Compliance,R2077,Property Repairs & Maintenance - Reactive,3754779,202312,28/02/2024,"2,034.09",
391111,Buildings Repair & Maintenance,412326,Concept Elevators (UK) Ltd,Place,11288,Compliance,R2077,Property Repairs & Maintenance - Reactive,3754780,202312,28/02/2024,"1,425.00",
391111,Buildings Repair & Maintenance,412326,Concept Elevators (UK) Ltd,Place,11288,Compliance,R2077,Property Repairs & Maintenance - Reactive,3754778,202312,28/02/2024,760.00,
391111,Buildings Repair & Maintenance,412326,Concept Elevators (UK) Ltd,Place,11288,Compliance,R2077,Property Repairs & Maintenance - Reactive,3754462,202312,27/02/2024,"1,464.00",
261300,Recruitment & Assessment,400785,Conexia Ltd,People,11234,HR - Resourcing Team,R1601,DBS Checks,3758173,202312,29/02/2024,"1,066.69",
200000,Financial Services,401090,Connect Roads Coventry Ltd,Place,10046,Lighting PFI - Unitary Charge,R4960,PFI Service Charge,3758388,202312,14/03/2024,"712,365.04",
291120,Organised Activities,425408,Connect Us Academy CIC,People,11166,South Family Hub,R4404,Client Activities,3762752,202312,14/03/2024,"3,262.50",
391111,Buildings Repair & Maintenance,420812,Connected Kerb Limited,Place,10653,Strategic Transportation,C1108,Capitalised Repairs & Maintenance,3756320,202312,29/02/2024,"342,395.41",
321311,Disabled Equipment,401092,Connevans Ltd,People,10382,Children´s Sensory Support Service,R4000,Equipment & Tools - Purchase,3755479,202312,26/02/2024,"6,040.04",
391410,Highways Construction,420716,Connor Specialist Paving Ltd,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3755826,202312,26/02/2024,"2,280.00",
391410,Highways Construction,420716,Connor Specialist Paving Ltd,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3755827,202312,26/02/2024,"6,060.00",
391410,Highways Construction,420716,Connor Specialist Paving Ltd,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3755825,202312,16/01/2024,"1,890.00",
321117,Childrens Residential Care,424098,Conquered Limited,People,10418,Residential - External Fees,R5008,Other agencies,3757276,202312,29/02/2024,"53,670.90",
391000,Architect,422835,Constellia Public Ltd,Place,10473,City of Culture Programme Office,C1105,Design Fees,3755473,202312,26/02/2024,"7,595.88",
151900,Project Management Consultants,422835,Constellia Public Ltd,Place,10473,City of Culture Programme Office,C6002,Fees - External Staff,3755518,202312,26/02/2024,"2,998.12",
151900,Project Management Consultants,422835,Constellia Public Ltd,Place,10473,City of Culture Programme Office,C6002,Fees - External Staff,3755519,202312,26/02/2024,"7,695.13",
150000,Consultancy,422835,Constellia Public Ltd,Place,10473,City of Culture Programme Office,C6002,Fees - External Staff,3755475,202312,23/02/2024,"1,391.75",
151900,Project Management Consultants,422835,Constellia Public Ltd,Place,10473,City of Culture Programme Office,C6002,Fees - External Staff,3755924,202312,13/02/2024,"2,998.12",
321050,"Temporary Accommodation, Short Stay",427973,Contento Social Homes CIC,People,10291,Section17 Payments Central,R2202,Rent - Client Accomodation,3758743,202312,27/02/2024,"1,883.05",
261517,ICT Consultancy,401102,Contract Data Research Ltd,People,10377,ICT Architecture,R4403,Services - Consultancy fees,3763060,202312,22/03/2024,"4,150.00",
181500,Pest & Animal Control,401103,Contract Sign Systems,Place,11300,Pest Control & Animal Welfare,R4007,Materials,3756000,202312,28/02/2024,835.00,
201700,Grants,428132,Conwy County Borough Council - Ysgol Glanwydden School,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3760973,202312,20/03/2024,800.00,
201700,Grants,428132,Conwy County Borough Council - Ysgol Glanwydden School,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3760984,202312,20/03/2024,600.00,
151910,Business & Management Consultants,424904,Coombe Abbey Park LACO Ltd,Place,11992,St Mary´s Management,R4403,Services - Consultancy fees,3762148,202312,31/01/2024,"63,373.42",
151910,Business & Management Consultants,424904,Coombe Abbey Park LACO Ltd,Place,11992,St Mary´s Management,R4403,Services - Consultancy fees,3763236,202312,31/01/2024,"4,215.42",
151910,Business & Management Consultants,424904,Coombe Abbey Park LACO Ltd,Place,11992,St Mary´s Management,R4403,Services - Consultancy fees,3758716,202312,31/12/2023,"4,215.42",
151910,Business & Management Consultants,424904,Coombe Abbey Park LACO Ltd,Place,11992,St Mary´s Management,R4403,Services - Consultancy fees,3758717,202312,31/12/2023,"88,904.40",
151910,Business & Management Consultants,424904,Coombe Abbey Park LACO Ltd,Place,11992,St Mary´s Management,R4403,Services - Consultancy fees,3758715,202312,30/11/2023,"4,215.42",
151910,Business & Management Consultants,424904,Coombe Abbey Park LACO Ltd,Place,11992,St Mary´s Management,R4403,Services - Consultancy fees,3762147,202312,30/11/2023,"79,141.63",
151910,Business & Management Consultants,424904,Coombe Abbey Park LACO Ltd,Place,11992,St Mary´s Management,R4403,Services - Consultancy fees,3758713,202312,31/10/2023,"76,183.42",
151910,Business & Management Consultants,424904,Coombe Abbey Park LACO Ltd,Place,11992,St Mary´s Management,R4403,Services - Consultancy fees,3758714,202312,31/10/2023,"4,215.42",
192110,Room Hire,425974,Coombe Abbey Park LACO Ltd - St Mary´s Guildhall,Place,10308,International Children´s Games (ICG) Legacy,R2201,Venue Hire,3758703,202312,10/10/2023,908.42,
321017,Residential Care,420692,Coopers Tarry Partners LLP - Roberta House,People,11301,MH Residential Care Placements,R5008,Other agencies,20145136,202312,02/03/2024,788.88,
321017,Residential Care,420692,Coopers Tarry Partners LLP - Roberta House,People,11301,MH Residential Care Placements,R5008,Other agencies,20145136,202312,02/03/2024,788.88,
321017,Residential Care,420692,Coopers Tarry Partners LLP - Roberta House,People,11301,MH Residential Care Placements,R5008,Other agencies,20145136,202312,02/03/2024,788.88,
321017,Residential Care,420692,Coopers Tarry Partners LLP - Roberta House,People,11301,MH Residential Care Placements,R5008,Other agencies,20145136,202312,02/03/2024,788.88,
261200,Professional & Advisory Services,401120,CoramBAAF Ltd T/A Coram Academy Ltd,People,10300,Internal Fostering Team,R4400,Services - Professional Fees,3759607,202312,05/03/2024,"7,037.65",
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148310,202312,12/03/2024,591.15,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148310,202312,12/03/2024,591.15,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20144918,202312,02/03/2024,651.88,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145080,202312,02/03/2024,795.76,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145080,202312,02/03/2024,795.76,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145439,202312,02/03/2024,770.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145043,202312,02/03/2024,905.04,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20144988,202312,02/03/2024,851.21,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20144988,202312,02/03/2024,851.21,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20144988,202312,02/03/2024,851.21,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145001,202312,02/03/2024,591.15,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145292,202312,02/03/2024,800.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20144904,202312,02/03/2024,613.78,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145439,202312,02/03/2024,770.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20144904,202312,02/03/2024,613.78,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145084,202312,02/03/2024,817.85,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145080,202312,02/03/2024,795.76,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145439,202312,02/03/2024,770.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145458,202312,02/03/2024,775.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145458,202312,02/03/2024,775.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145458,202312,02/03/2024,775.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20144918,202312,02/03/2024,651.88,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145001,202312,02/03/2024,591.15,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145001,202312,02/03/2024,591.15,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145424,202312,02/03/2024,617.14,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145424,202312,02/03/2024,720.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145424,202312,02/03/2024,720.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145424,202312,02/03/2024,720.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145303,202312,02/03/2024,800.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145080,202312,02/03/2024,795.76,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20144988,202312,02/03/2024,851.21,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145084,202312,02/03/2024,817.85,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20144918,202312,02/03/2024,651.88,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20144918,202312,02/03/2024,651.88,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145043,202312,02/03/2024,905.04,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145225,202312,02/03/2024,795.61,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145225,202312,02/03/2024,795.61,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145225,202312,02/03/2024,795.61,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145001,202312,02/03/2024,591.15,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145292,202312,02/03/2024,800.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145043,202312,02/03/2024,905.04,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145225,202312,02/03/2024,795.61,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145307,202312,02/03/2024,721.11,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145307,202312,02/03/2024,721.11,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145307,202312,02/03/2024,721.11,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145307,202312,02/03/2024,721.11,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145101,202312,02/03/2024,685.87,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145101,202312,02/03/2024,685.87,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145101,202312,02/03/2024,685.87,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145101,202312,02/03/2024,685.87,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20144961,202312,02/03/2024,827.20,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20144961,202312,02/03/2024,827.20,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20144961,202312,02/03/2024,827.20,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145409,202312,02/03/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145409,202312,02/03/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20144904,202312,02/03/2024,613.78,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20144904,202312,02/03/2024,613.78,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145458,202312,02/03/2024,775.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145439,202312,02/03/2024,770.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20144961,202312,02/03/2024,827.20,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145043,202312,02/03/2024,905.04,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145292,202312,02/03/2024,800.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145292,202312,02/03/2024,800.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145084,202312,02/03/2024,817.85,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145084,202312,02/03/2024,817.85,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145303,202312,02/03/2024,800.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145303,202312,02/03/2024,800.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145303,202312,02/03/2024,800.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145409,202312,02/03/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20145409,202312,02/03/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11301,MH Residential Care Placements,R5008,Other agencies,20144881,202312,02/03/2024,836.65,
321017,Residential Care,406071,Cordelia Court,People,11301,MH Residential Care Placements,R5008,Other agencies,20144881,202312,02/03/2024,836.65,
321017,Residential Care,406071,Cordelia Court,People,11301,MH Residential Care Placements,R5008,Other agencies,20144881,202312,02/03/2024,836.65,
321017,Residential Care,406071,Cordelia Court,People,11301,MH Residential Care Placements,R5008,Other agencies,20144881,202312,02/03/2024,836.65,
321017,Residential Care,406071,Cordelia Court,People,10257,LD Residential Care Placements,R5008,Other agencies,20145115,202312,02/03/2024,591.15,
321017,Residential Care,406071,Cordelia Court,People,10257,LD Residential Care Placements,R5008,Other agencies,20145115,202312,02/03/2024,591.15,
321017,Residential Care,406071,Cordelia Court,People,10257,LD Residential Care Placements,R5008,Other agencies,20145115,202312,02/03/2024,591.15,
321017,Residential Care,406071,Cordelia Court,People,10257,LD Residential Care Placements,R5008,Other agencies,20145115,202312,02/03/2024,591.15,
321017,Residential Care,406071,Cordelia Court,People,10257,LD Residential Care Placements,R5008,Other agencies,20145060,202312,02/03/2024,836.65,
321017,Residential Care,406071,Cordelia Court,People,10257,LD Residential Care Placements,R5008,Other agencies,20145060,202312,02/03/2024,836.65,
321017,Residential Care,406071,Cordelia Court,People,10257,LD Residential Care Placements,R5008,Other agencies,20145060,202312,02/03/2024,836.65,
321017,Residential Care,406071,Cordelia Court,People,10257,LD Residential Care Placements,R5008,Other agencies,20145060,202312,02/03/2024,836.65,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,642.86,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321017,Residential Care,406071,Cordelia Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20148273,202312,27/02/2024,750.00,
321040,"Temporary Accommodation, Long Stay",421162,Cornerstone Partnership Ltd,People,10225,Housing - B&B Accommodation,R2202,Rent - Client Accomodation,3762815,202312,25/03/2024,"18,357.00",
321050,"Temporary Accommodation, Short Stay",421162,Cornerstone Partnership Ltd,People,10225,Housing - B&B Accommodation,R2202,Rent - Client Accomodation,3759128,202312,11/03/2024,-912.00,
321040,"Temporary Accommodation, Long Stay",421162,Cornerstone Partnership Ltd,People,10225,Housing - B&B Accommodation,R2202,Rent - Client Accomodation,3759131,202312,01/03/2024,"174,871.00",
321040,"Temporary Accommodation, Long Stay",421162,Cornerstone Partnership Ltd,People,10225,Housing - B&B Accommodation,R2202,Rent - Client Accomodation,3758828,202312,01/03/2024,"13,566.00",
391111,Buildings Repair & Maintenance,425393,Cotterill Contractors Ltd T/A Cotterill Environmental,Place,11288,Compliance,R2077,Property Repairs & Maintenance - Reactive,3760997,202312,12/03/2024,"2,408.00",
391430,Drainage,425393,Cotterill Contractors Ltd T/A Cotterill Environmental,Place,10029,Coombe,R2076,Highways Work,3758310,202312,07/03/2024,675.00,
391111,Buildings Repair & Maintenance,425393,Cotterill Contractors Ltd T/A Cotterill Environmental,Place,11288,Compliance,R2079,Property Repairs & Maintenance - Servicing,3758696,202312,19/12/2023,"1,741.00",
391111,Buildings Repair & Maintenance,425393,Cotterill Contractors Ltd T/A Cotterill Environmental,Place,11288,Compliance,R2079,Property Repairs & Maintenance - Servicing,3758696,202312,19/12/2023,"-1,192.50",
391111,Buildings Repair & Maintenance,425393,Cotterill Contractors Ltd T/A Cotterill Environmental,Place,11288,Compliance,R2079,Property Repairs & Maintenance - Servicing,3758696,202312,19/12/2023,"1,192.50",
150000,Consultancy,413516,Cottons Property Consultants LLP,Place,11051,CPR5665 Rental Income (Low Value),R4400,Services - Professional Fees,3756952,202312,29/02/2024,595.00,
201700,Grants,418136,Coundon Kidz Club Ltd,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3760949,202312,19/02/2024,637.37,
201700,Grants,418136,Coundon Kidz Club Ltd,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3760650,202312,19/02/2024,"9,481.54",
201700,Grants,418136,Coundon Kidz Club Ltd,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3760874,202312,19/02/2024,"16,203.92",
201700,Grants,418136,Coundon Kidz Club Ltd,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3760798,202312,19/02/2024,"1,064.88",
401303,Childrens Residential Foster Care,427872,Countrywide Residential Lettings Ltd T/A Spencers,People,11712,Placement Stability (tbc),R5008,Other agencies,3761282,202312,01/03/2024,700.00,
401303,Childrens Residential Foster Care,427872,Countrywide Residential Lettings Ltd T/A Spencers,People,11712,Placement Stability (tbc),R5008,Other agencies,3761884,202312,01/02/2024,700.00,
182015,Waste Disposal,401169,Coventry & Solihull Waste Disposal Company,Place,11486,Waste Disposal,R2704,Waste Disposal,3755824,202312,19/02/2024,"20,681.97",
182000,Waste Management,401169,Coventry & Solihull Waste Disposal Company,Place,11486,Waste Disposal,R4401,Services - Fees and Charges,3756779,202312,18/02/2024,"103,600.97",
182015,Waste Disposal,401169,Coventry & Solihull Waste Disposal Company,Place,11486,Waste Disposal,R2704,Waste Disposal,3755823,202312,18/02/2024,"16,709.10",
182015,Waste Disposal,401169,Coventry & Solihull Waste Disposal Company,Place,11486,Waste Disposal,R2704,Waste Disposal,3756783,202312,15/02/2024,"4,315,953.00",
182015,Waste Disposal,401169,Coventry & Solihull Waste Disposal Company,Place,11486,Waste Disposal,R2704,Waste Disposal,3756783,202312,15/02/2024,"812,733.00",
182015,Waste Disposal,401169,Coventry & Solihull Waste Disposal Company,Place,11486,Waste Disposal,R2704,Waste Disposal,3756837,202312,15/02/2024,"-812,733.00",
201700,Grants,401154,Coventry & Warwickshire Chamber Of Commerce,Place,11606,Destination Coventry,R4700,Core Funding (Grants) to external bodies,3755122,202312,26/02/2024,"52,991.00",
201700,Grants,400752,Coventry & Warwickshire Chamber Training Ltd,Place,10600,Routes2,R4701,External Funding (Grants) to external bodies,3759508,202312,19/03/2024,"18,569.97",
201700,Grants,400752,Coventry & Warwickshire Chamber Training Ltd,Place,11641,Succeed,R4701,External Funding (Grants) to external bodies,3757986,202312,14/03/2024,"17,353.92",
201700,Grants,400752,Coventry & Warwickshire Chamber Training Ltd,Place,11890,Connect2,R4701,External Funding (Grants) to external bodies,3757609,202312,13/03/2024,"12,111.00",
201700,Grants,400752,Coventry & Warwickshire Chamber Training Ltd,Place,11470,Ambition2,R4701,External Funding (Grants) to external bodies,3757170,202312,12/03/2024,"23,839.52",
201700,Grants,400752,Coventry & Warwickshire Chamber Training Ltd,Place,12750,UK Shared Prosperity Fund (UKSPF)-EDS-SME,C5000,Grants,3755904,202312,07/03/2024,"9,633.56",
201700,Grants,401156,Coventry & Warwickshire Co-operative Development Agency,Place,12750,UK Shared Prosperity Fund (UKSPF)-EDS-SME,R4701,External Funding (Grants) to external bodies,3754949,202312,22/02/2024,"15,000.00",
321117,Childrens Residential Care,406075,Coventry & Warwickshire NHS Partnership Trust,People,11455,Hospital Education,R5008,Other agencies,3761857,202312,15/03/2024,"13,984.00",
261200,Professional & Advisory Services,406075,Coventry & Warwickshire NHS Partnership Trust,People,10558,FDAC - Family Drug and Alcohol Court,R4400,Services - Professional Fees,3761439,202312,13/03/2024,"70,679.00",
151510,Public Health,406075,Coventry & Warwickshire NHS Partnership Trust,People,10453,Sexual Health,R5008,Other agencies,3756628,202312,02/03/2024,"263,958.33",
1900ZE,Employment,406075,Coventry & Warwickshire NHS Partnership Trust,People,10008,0-19 Policy - PH,R4400,Services - Professional Fees,3755269,202312,27/02/2024,"2,233.98",
321117,Childrens Residential Care,406075,Coventry & Warwickshire NHS Partnership Trust,People,11338,SEN Independent Specialist Placements,R5008,Other agencies,3754613,202312,22/02/2024,"12,144.00",
261520,Training,406075,Coventry & Warwickshire NHS Partnership Trust,People,11580,Family Hubs & Start for Life,R1651,Training (Employer Costs),3754557,202312,16/02/2024,"11,550.00",
151510,Public Health,406075,Coventry & Warwickshire NHS Partnership Trust,People,10453,Sexual Health,R5008,Other agencies,3755539,202312,31/01/2024,"-62,000.00",
151510,Public Health,406075,Coventry & Warwickshire NHS Partnership Trust,People,10453,Sexual Health,R5008,Other agencies,3755538,202312,15/03/2023,"496,000.00",
151510,Public Health,406075,Coventry & Warwickshire NHS Partnership Trust,People,10453,Sexual Health,R5008,Other agencies,3755538,202312,15/03/2023,"-248,000.00",
151510,Public Health,406075,Coventry & Warwickshire NHS Partnership Trust,People,10453,Sexual Health,R5008,Other agencies,3755538,202312,15/03/2023,"62,000.00",
200000,Financial Services,420833,Coventry & Warwickshire Reinvestment Trust Ltd ,Place,10038,Growing Places Fund,C7000,Capital Loans,3759994,202312,21/03/2024,"545,000.10",
192110,Room Hire,426808,Coventry Arena Retail Limited,Place,10098,Municipal Elections,R2201,Venue Hire,3762819,202312,01/03/2024,"48,000.00",
271699,Telecommunications,418035,Coventry BID Ltd,Place,10071,Street Enforcement,R4003,Equipment & Tools - R & M,3754839,202312,28/02/2024,"4,084.80",
271699,Telecommunications,418035,Coventry BID Ltd,Place,11027,ESU – Emergency Services Unit,R4003,Equipment & Tools - R & M,3756987,202312,28/02/2024,"2,103.07",
271699,Telecommunications,418035,Coventry BID Ltd,Place,11766,CPR0462 Queen Victoria Road Retail Market,R4003,Equipment & Tools - R & M,3757172,202312,26/02/2024,500.00,
291120,Organised Activities,401180,Coventry Boys & Girls Club,People,11135,Youth Justice Service,R4404,Client Activities,3761890,202312,08/03/2024,"2,370.00",
200000,Financial Services,401202,Coventry Education Partnership Ltd,People,10504,Caludon PFI,R4960,PFI Service Charge,3757600,202312,08/03/2024,"178,373.17",
200000,Financial Services,401202,Coventry Education Partnership Ltd,People,10504,Caludon PFI,R4960,PFI Service Charge,3757600,202312,08/03/2024,"155,784.27",
