Authority,Departments,Spending area,Expense type,Posting date,Doc ref,Amount,Cap / Rev,Supplier name (Amended)
Hampshire County Council,Adults' Health and Care,LD-Homecare-Hart & Rushmoor,Payments to Voluntary bodies,45161,3111312426,573.84,R,Purple Oak Support
Hampshire County Council,Adults' Health and Care,LD-Homecare-Hart & Rushmoor,Payments to Voluntary bodies,45161,3111313731,2391,R,Purple Oak Support
Hampshire County Council,Adults' Health and Care,LD-Homecare-Hart & Rushmoor,Payments to Voluntary bodies,45161,3111314318,1147.68,R,Purple Oak Support
Hampshire County Council,Adults' Health and Care,LD-Homecare-Hart & Rushmoor,Payments to Voluntary bodies,45161,3111316587,1721.52,R,Purple Oak Support
Hampshire County Council,Adults' Health and Care,LD-Homecare-Hart & Rushmoor,Payments to Voluntary bodies,45161,3111311218,2514,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Hart & Rushmoor,Payments to Voluntary bodies,45161,3111312570,1927.4,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Hart & Rushmoor,Payments to Voluntary bodies,45161,3111312974,628.5,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Hart & Rushmoor,Payments to Voluntary bodies,45161,3111313602,2304.5,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Hart & Rushmoor,Payments to Voluntary bodies,45161,3111313874,2262.6,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Hart & Rushmoor,Payments to Voluntary bodies,45161,3111314168,838,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Hart & Rushmoor,Payments to Voluntary bodies,45161,3111314343,2576.85,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Hart & Rushmoor,Payments to Voluntary bodies,45161,3111314615,502.8,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Hart & Rushmoor,Payments to Voluntary bodies,45161,3111314749,2053.1,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Hart & Rushmoor,Payments to Voluntary bodies,45161,3111315140,775.15,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Hart & Rushmoor,Payments to Voluntary bodies,45161,3111315746,586.6,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45146,2216115889,1697.28,R,Acorn Villages Limited
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45146,2216115953,1217,R,Acorn Villages Limited
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45145,2216115527,9309.92,R,ALLIED CARE LTD
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45145,2216115527,3759.68,R,ALLIED CARE LTD
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45147,2216116877,11172.96,R,ALLIED CARE LTD
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45147,2216116877,3638.49,R,ALLIED CARE LTD
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45147,2216116906,3000,R,ALLIED CARE LTD
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45147,2216116906,2169.35,R,ALLIED CARE LTD
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45147,2216116963,10695.17,R,ALLIED CARE LTD
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45147,2216116963,3638.49,R,ALLIED CARE LTD
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45169,2216140950,9009.51,R,ALLIED CARE LTD
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45169,2216140950,3638.49,R,ALLIED CARE LTD
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45152,2216120841,9667.04,R,AMBITION 24 HOURS
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45152,2216120841,17850.96,R,AMBITION 24 HOURS
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45154,2216122235,4970.78,R,AMBITION 24 HOURS
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45155,2216126740,4072.5,R,AMBITION 24 HOURS
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45162,2216135638,1227.85,R,AMBITION 24 HOURS
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45147,2216116968,932.16,R,APPLETREE SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45147,2216116972,504.93,R,APPLETREE SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45153,2216121758,932.16,R,APPLETREE SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45162,2216135634,621.44,R,APPLETREE SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45163,2216137743,932.16,R,APPLETREE SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45163,2216137697,1464,R,BAYROSE LTD T/A PATHWAYS
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45163,2216137809,1464,R,BAYROSE LTD T/A PATHWAYS
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45149,2216120120,658,R,Belrose Limited t/a bluebird Care
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45149,2216120120,693.98,R,Belrose Limited t/a bluebird Care
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45141,2216112288,624,R,County Care Independent Living Ltd
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45147,2216116925,4557.93,R,Elite LiveIn Care Limited
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45146,2216115885,2568,R,Enchanting Care Limited
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45146,2216116150,534.6,R,Enchanting Care Limited
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45156,2216132003,2568,R,Enchanting Care Limited
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45169,2216140295,2568,R,Enchanting Care Limited
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45160,2216134319,2411.83,R,In Home Care Ltd
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45161,3111317034,1776.88,R,In Home Care Ltd
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45161,3111317407,970.8,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45167,2216138511,528,R,NOBILIS CARE SOUTH LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45141,2216111525,709.28,R,Platinum Care at Home
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45141,2216111529,677.04,R,Platinum Care at Home
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45141,2216111546,741.52,R,Platinum Care at Home
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45149,2216120050,1152,R,Right at Home Havant and District
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45149,2216120066,531,R,Right at Home Havant and District
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Private Contractors,45162,3111310886,543.28,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45153,2216121831,556.52,R,MINSTEAD TRAINING PROJECT
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45153,2216121831,3785.6,R,MINSTEAD TRAINING PROJECT
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45161,3111312371,665.92,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45161,3111312677,873,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45161,3111313075,558.04,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45161,3111314751,582,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45161,3111315273,957.26,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45161,3111315277,873,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45161,3111315548,1165.36,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45161,3111315992,776,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45161,3111316229,921.5,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45161,3111316231,5265.71,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45161,3111316250,624.3,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45161,3111316329,582.68,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45161,3111316330,998.88,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45161,3111316992,1212.5,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45161,3111317007,915.64,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45161,3111317125,13984.32,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Havant & EHS,Payments to Voluntary bodies,45161,3111317245,5826.8,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45145,2216115078,506.52,R,AMBITION 24 HOURS
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45145,2216115086,506.52,R,AMBITION 24 HOURS
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45145,2216115093,506.52,R,AMBITION 24 HOURS
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45152,2216121201,6642.86,R,People Matter Support Services Ltd
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45142,2216113964,1776.32,R,STARFISH SUPPORT SERVICES
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45142,2216113971,1776.32,R,STARFISH SUPPORT SERVICES
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45153,2216121702,2058.4,R,The Pines Homecare Limited
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45145,2216115637,2503.56,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45145,2216115637,1111.04,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45146,2216115908,631.78,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45146,2216115908,2503.56,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45146,2216115915,1081.47,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45146,2216115915,868.13,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45146,2216115915,1544.01,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45146,2216115920,3155.52,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45146,2216116057,1053,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45146,2216116057,2373,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45146,2216116112,2373,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45146,2216116112,1053,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45146,2216116123,951,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45146,2216116123,2143,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45146,2216116133,2503.56,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45146,2216116133,631.78,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45147,2216116942,3704.15,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45147,2216116950,3493.61,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45152,2216120663,3704.15,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45152,2216120764,688.94,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45152,2216120764,1760.66,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45152,2216120768,2296.5,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45152,2216120781,2143.4,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45153,2216121395,2373.05,R,THE REGARD PARTNERSHIP
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Private Contractors,45159,2216133120,4066.24,R,VOYAGE (DCA) SOUTH
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Voluntary bodies,45154,2216122282,5041.31,R,Autism Anglia
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Voluntary bodies,45149,2216119838,4365.61,R,AUTISM HAMPSHIRE
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Voluntary bodies,45153,2216121823,2204.8,R,MINSTEAD TRAINING PROJECT
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Voluntary bodies,45153,2216121835,2870.4,R,MINSTEAD TRAINING PROJECT
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Voluntary bodies,45153,2216121855,1164.8,R,MINSTEAD TRAINING PROJECT
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Voluntary bodies,45161,3111312114,582,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Voluntary bodies,45161,3111312980,582,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Voluntary bodies,45161,3111313218,679,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Voluntary bodies,45161,3111313228,582,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Voluntary bodies,45161,3111313403,970,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Voluntary bodies,45161,3111313871,970,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Voluntary bodies,45161,3111314181,970,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Voluntary bodies,45161,3111315309,776,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Voluntary bodies,45161,3111315731,1794.5,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Voluntary bodies,45161,3111315881,5335,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Voluntary bodies,45161,3111317235,4074,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Voluntary bodies,45161,3111317278,582,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-New Forest,Payments to Voluntary bodies,45161,3111317415,502.8,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111311910,755.52,R,ABICARE SERVICES LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111317446,5234.04,R,Alina Homecare
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111317765,520.3,R,All Care GB Ltd
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111315279,548,R,Apex Prime Care - Abbey Court
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111315279,613.76,R,Apex Prime Care - Abbey Court
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111315279,569.92,R,Apex Prime Care - Abbey Court
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111312416,1198.4,R,Awesome Healthcare Basingstoke
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111312417,1198.4,R,Awesome Healthcare Basingstoke
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111312690,3289.5,R,Belrose Limited T/A Bluebird Care
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45162,2216136048,2636.2,R,Berkley Home Health
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45162,2216136092,4511.64,R,Berkley Home Health
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,2216135139,3111.64,R,Blue Angel Care Ltd
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45149,2216119944,856.94,R,Blue Angel Care Ltd Basingstoke
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45149,2216119945,838.97,R,Blue Angel Care Ltd Basingstoke
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,2216135215,527.34,R,Blue Angel Care Ltd Basingstoke
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45153,2216121528,5906.43,R,CARE OPPORTUNITIES LTD
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45146,2216116348,654.14,R,CAREMARK (WINCHESTER & EASTLEIGH)
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45162,2216136018,687.17,R,CAREMARK (WINCHESTER & EASTLEIGH)
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111312110,508.56,R,FLOW HEALTHCARE LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111310990,582.48,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111311051,631.02,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111311078,1941.6,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111311846,1359.12,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111312028,728.1,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111312482,4174.44,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111312526,1504.74,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111312568,2427,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111312810,1407.66,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111313605,1359.12,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111313629,1601.82,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111313772,679.56,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111313833,1116.42,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111313885,1359.12,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111313952,1262.04,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111314046,533.94,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111314073,5339.4,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111314247,728.1,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111314507,582.48,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111314754,1262.04,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111314755,1795.98,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111314888,2912.4,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111314888,1140.69,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111314991,1674.63,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111315326,582.48,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111315528,1164.96,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111315847,1456.2,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111316018,2427,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111316058,679.56,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111316507,2135.76,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111317033,1164.96,R,J & K CARE SPECIALISTS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111313321,1224.08,R,JEFF JEN CARE PLUS LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111311976,612.64,R,Naveed Medicare Ltd
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111315995,2012.96,R,Naveed Medicare Ltd
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111316572,1137.76,R,Naveed Medicare Ltd
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45156,2216132561,1324.68,R,NOBILIS CARE SOUTH LIMITED
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111312088,666.56,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45161,3111313710,1749.72,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45152,2216121203,2480,R,People Matter Support Services Ltd
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45152,2216121206,4061.74,R,People Matter Support Services Ltd
Hampshire County Council,Adults' Health and Care,LD-Homecare-Winch & Bas,Payments to Private Contractors,45139,2216109528,1022.07,R,REQUEST NURSING SERVICES
