Authority,Departments,Spending area,Expense type,Posting date,Doc ref,Amount,Cap / Rev,Supplier name (Amended)
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215945696,4588.93,R,Bonhomie House (Bursledon)
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215945699,3038.62,R,Bonhomie House (Bursledon)
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45044,2215970255,4517.14,R,Bonhomie Oaklands Park
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215948164,3556.32,R,Bonhomie Sarisbury Green
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215948165,3691.17,R,Bonhomie Sarisbury Green
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215945304,3108.06,R,CARE MANAGEMENT GROUP LIMITED
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215947591,4858.94,R,Chesham House
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45034,2215955054,6502.16,R,CONSENSUS COMMUNITY SUPPORT LTD
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215948174,3312.35,R,Cordelia House Care Home
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215947828,5328.9,R,Crofton Lodge
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215947829,2664.76,R,Crofton Lodge
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215947833,2557.81,R,Crofton Lodge
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215947891,3886.16,R,Dibden View
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215947892,4145.94,R,Dibden View
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215947893,4736.8,R,Dibden View
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215946503,4585.65,R,DOWNHAM LODGE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215946147,2376.77,R,DUNRAVEN HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215945516,3983.19,R,EAST HILL HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215945878,2869.05,R,ELIZABETH HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215945879,2217.43,R,ELIZABETH HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215945880,2205.65,R,ELIZABETH HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215945882,2540.76,R,ELIZABETH HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215945883,2567.73,R,ELIZABETH HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215945884,3147.74,R,ELIZABETH HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215945885,2587.26,R,ELIZABETH HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215945886,2570.52,R,ELIZABETH HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215947759,8740.14,R,Holmhurst
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215945776,1976.56,R,MERLIN PARK RESIDENTIAL HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215947065,3139.99,R,OAK VIEW CARE HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215947066,3385.2,R,OAK VIEW CARE HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215945537,4568.78,R,OCKNELL PARK
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215945534,4692.78,R,PARKWOOD LODGE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215947515,5491.34,R,QUAYSIDE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215947518,4314.58,R,QUAYSIDE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215947170,4417.81,R,SHANGRI-LA CARE HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215946434,3580.5,R,ST LEONARDS REST HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45034,2215954649,3906,R,ST LEONARDS REST HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215945527,8877.16,R,STOKEWOOD
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215947444,2543.86,R,THE REDHOUSE CARE HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215947504,4017.6,R,VICTORIA LODGE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45033,2215947472,5361.76,R,WILLOW LODGE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45019,2215934383,4871.65,R,St James Care
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45019,2215934387,4400.2,R,St James Care
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45019,2215934390,4871.65,R,St James Care
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45019,2215934392,4243.05,R,St James Care
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45019,2215934410,4871.65,R,St James Care
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45033,2215947080,1509.08,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45041,2215963740,11961.84,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45033,2215945718,3046.68,R,WARNFORD HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45033,2215945719,3046.68,R,WARNFORD HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45033,2215945720,3046.68,R,WARNFORD HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45033,2215945721,1523.34,R,WARNFORD HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45033,2215945722,3046.68,R,WARNFORD HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45033,2215945723,3046.68,R,WARNFORD HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45033,2215945724,3046.68,R,WARNFORD HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45033,2215945725,1523.34,R,WARNFORD HOUSE
Hampshire County Council,Adults' Health and Care,MH-Sup Acc-North West,Payments to Private Contractors,45020,2215935821,2632.5,R,C TITHERIDGE
Hampshire County Council,Adults' Health and Care,MH-Sup Acc-South East,Payments to Private Contractors,45020,2215935745,1370.7,R,D & R LONGLEY
Hampshire County Council,Adults' Health and Care,MH-Sup Acc-South East,Payments to Private Contractors,45020,2215935866,1755.6,R,E ROBERTSON
Hampshire County Council,Adults' Health and Care,MH-Sup Acc-South East,Payments to Private Contractors,45020,2215935922,1620.75,R,Julie Middle
Hampshire County Council,Adults' Health and Care,MH-Sup Acc-South East,Payments to Private Contractors,45020,2215935986,1261.74,R,Louisa Moss
Hampshire County Council,Adults' Health and Care,MH-Sup Acc-South East,Payments to Private Contractors,45020,2215936116,1757.4,R,Rebecca Hoare
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45020,2215936748,2600,R,2 CARE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45029,2215942690,756,R,ALEXANDER'S SUPPORTED LIVING LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45029,2215942740,1074.64,R,ALEXANDER'S SUPPORTED LIVING LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45030,2215944019,594.89,R,ALEXANDER'S SUPPORTED LIVING LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45033,2215948733,2753.64,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45035,2215956428,3244.8,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45028,2215941132,18816,R,Care4u WE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45034,2215955032,22411.2,R,Codeko Homes Ltd HEAD OFFICE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45040,2215961808,8420.93,R,Magic House
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45037,2215961208,8113.63,R,NORTHBROOK
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45022,2215938541,2243.84,R,Voyage 1 Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Voluntary bodies,45022,2215938526,1722.84,R,Coopers Chase (Enham Trust)
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Voluntary bodies,45021,3111239595,627.99,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45020,2215936696,1750.6,R,2 CARE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45020,2215936697,2144.4,R,2 CARE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45020,2215936700,2144.4,R,2 CARE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45020,2215936704,2144.4,R,2 CARE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45020,2215936705,2144.4,R,2 CARE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45020,2215936706,2144.4,R,2 CARE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45020,2215936709,2600,R,2 CARE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45020,2215936713,2600,R,2 CARE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45033,2215949719,3565.49,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45033,2215949839,1770.27,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45035,2215956478,2210.61,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45040,2215961767,1457.2,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45027,2215940591,2156.23,R,Caretech Community Services Ltd
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45027,2215940843,1283.18,R,Caretech Community Services Ltd
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45028,2215941499,2493.95,R,Fair Ways Community Benefit Society
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45042,2215966001,4214.4,R,Greenlight Care Solutions Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45036,2215958873,5072.93,R,Magic House
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45021,2215937776,13812,R,Northbright Care
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45043,2215967259,13812,R,Northbright Care
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45019,2215935350,2099.56,R,Rose Lodge - ARCH Winchester
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45021,2215937672,7145.19,R,Sportfit Support Services Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45027,2215940424,3664.68,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45033,2215948675,2148.3,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45035,2215956396,1954.77,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45035,2215956493,3534.22,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45022,2215938100,2407.33,R,Caretech Community Services Ltd
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45022,2215938103,2407.33,R,Caretech Community Services Ltd
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45022,2215938105,2104.55,R,Caretech Community Services Ltd
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45022,2215938106,2142.23,R,Caretech Community Services Ltd
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45019,2215935357,24416.61,R,Fair Ways Community Benefit Society
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45020,2215935575,24416.61,R,Fair Ways Community Benefit Society
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45042,2215965979,4287.52,R,Greenlight Care Solutions Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45030,2215944298,1128.92,R,MAPLES COMMUNITY CARE LIMITED
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45020,2215936611,6278.34,R,NORTHBROOK
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45019,2215934529,2449.72,R,STEP BY STEP PARTNERSHIP LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45040,2215962104,1838.26,R,STEP BY STEP PARTNERSHIP LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45028,2215941400,1195.14,R,No Supplier Name Quoted
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45030,2215944465,1323.19,R,No Supplier Name Quoted
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45033,2215949052,1662.64,R,No Supplier Name Quoted
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45034,2215954071,2829.5,R,Choice Support
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45021,3111240301,837.26,R,Dimensions (NSO)
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45021,3111241670,1783.98,R,Dimensions (NSO)
Hampshire County Council,Adults' Health and Care,MS-CHC Team,Agency Staff,45041,2215963733,750,R,Soleus People
Hampshire County Council,Adults' Health and Care,MS-CHC Team,Agency Staff,45041,2215963734,750,R,Soleus People
Hampshire County Council,Adults' Health and Care,MS-CHC Team,Staff Advertising - General,45020,2215936744,750,R,Soleus People
Hampshire County Council,Adults' Health and Care,MS-FAB Team,Hired and Contracted Services,45035,2215955712,35000,R,Flex360 Ltd
Hampshire County Council,Adults' Health and Care,MS-Portfolio Management Office,Other Training Courses and Qualification,45017,2215934567,2985,R,Wellingtone Limited
Hampshire County Council,Adults' Health and Care,MS-Reablement Mgt,Agency Staff,45030,2215944121,6031.6,R,Access Independent
Hampshire County Council,Adults' Health and Care,MS-Reablement Mgt,IT Software,45035,2215955731,12323.52,R,HCSS Education part of Access Group
Hampshire County Council,Adults' Health and Care,MS-Reablement Mgt,IT Software,45034,2215955123,31200,R,UDMS LIMITED
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45020,2215935731,2000.04,R,ALVERSTOKE HOUSE NURSING
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45020,2215935770,6200,R,BEECHWOOD HOUSE
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45020,2215935775,6200,R,BEECHWOOD HOUSE
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45022,2215938890,4743,R,BURY LODGE CARE HOME
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45019,2215934415,1000,R,Gorseway Nursing Home LTD
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45037,2215959164,2164.11,R,HAMILTON HOUSE
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45037,2215959168,5410.29,R,HAMILTON HOUSE
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45037,2215959170,5590.63,R,HAMILTON HOUSE
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45037,2215959180,5590.63,R,HAMILTON HOUSE
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45037,2215959190,5049.6,R,HAMILTON HOUSE
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45037,2215959199,5590.63,R,HAMILTON HOUSE
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45037,2215959205,5410.29,R,HAMILTON HOUSE
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45040,2215961962,3967.54,R,HAMILTON HOUSE
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45041,2215963665,5590.63,R,HAMILTON HOUSE
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45021,2215936922,4846.33,R,SOLENT CLIFFS NURSING HOME
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45021,2215936927,5899.88,R,SOLENT CLIFFS NURSING HOME
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45019,2215934332,4585.8,R,SOUTH AFRICA LODGE
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45021,2215936996,15200,R,STEEP HOUSE NURSING HOME
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45022,2215938264,1242.9,R,STEEP HOUSE NURSING HOME
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - F&G CCG,Payments to Private Contractors,45044,2215970666,14707.65,R,STEEP HOUSE NURSING HOME
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - NE & Farnham CCG,Payments to Private Contractors,45033,2215949926,2698.35,R,BEAUMONT LODGE NURSING HOME
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - NE & Farnham CCG,Payments to Private Contractors,45029,2215942446,2778.31,R,ORANGERY CARE HOME
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - NE & Farnham CCG,Payments to Voluntary bodies,45019,2215934256,41838.59,R,BRENDONCARE ALTON
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - NE & Farnham CCG,Payments to Voluntary bodies,45043,2215967608,7628.7,R,BRENDONCARE ALTON
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - North Hants CCG,Payments to Private Contractors,45044,2215970838,5138.7,R,BEAUMONT LODGE NURSING HOME
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - North Hants CCG,Payments to Private Contractors,45044,2215970188,4871.65,R,Beech Tree Nursing Home
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - North Hants CCG,Payments to Private Contractors,45033,2215948595,5014.29,R,Bereweeke Nursing Home
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - North Hants CCG,Payments to Private Contractors,45019,2215935431,857.16,R,CHATTERWOOD NURSING HOME
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - North Hants CCG,Payments to Private Contractors,45036,2215957562,5978.76,R,MILLWAY HOUSE
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - North Hants CCG,Payments to Private Contractors,45044,2215970773,2742.88,R,ORANGERY CARE HOME
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - North Hants CCG,Payments to Private Contractors,45037,2215959249,5600,R,Tilford Park Residential Home
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - North Hants CCG,Payments to Private Contractors,45037,2215959251,5600,R,Tilford Park Residential Home
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - North Hants CCG,Payments to Private Contractors,45040,2215962265,6200,R,Tilford Park Residential Home
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - West CCG,Payments to Private Contractors,45041,2215963957,18320.94,R,ABBEY HOUSE NURSING HOME
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - West CCG,Payments to Private Contractors,45037,2215961065,6000,R,ALLENBROOK NURSING HOME
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - West CCG,Payments to Private Contractors,45037,2215961092,6200,R,ALLENBROOK NURSING HOME
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - West CCG,Payments to Private Contractors,45037,2215961105,4200,R,ALLENBROOK NURSING HOME
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - West CCG,Payments to Private Contractors,45028,2215941872,3935.71,R,GORSELANDS N H
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - West CCG,Payments to Private Contractors,45020,2215936445,5200.16,R,KNIGHTS GROVE
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - West CCG,Payments to Private Contractors,45029,2215942262,32315.28,R,KNIGHTS GROVE
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - West CCG,Payments to Private Contractors,45028,2215941136,15357.88,R,Sunnybank House
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - West CCG,Payments to Private Contractors,45019,2215935307,6510,R,The Grange Nursing Home Limited
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - West CCG,Payments to Private Contractors,45029,2215942455,6753.66,R,The Grange Nursing Home Limited
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - West CCG,Payments to Private Contractors,45030,2215943034,6642.99,R,The Grange Nursing Home Limited
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - West CCG,Payments to Private Contractors,45034,2215954859,6300,R,The Grange Nursing Home Limited
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - West CCG,Payments to Private Contractors,45020,2215935689,5322.87,R,WHITE ROCK NURSING HOME LTD
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - West CCG,Payments to Private Contractors,45020,2215935689,12857.25,R,WHITE ROCK NURSING HOME LTD
Hampshire County Council,Adults' Health and Care,NURS CHC D2A - West CCG,Payments to Private Contractors,45034,2215954287,4928.7,R,WINDYRIDGE NURSING HOME
Hampshire County Council,Adults' Health and Care,OA CRM,Catering Equipment,45019,2215934643,834.95,R,COMAX (UK) LTD
Hampshire County Council,Adults' Health and Care,OA CRM,Catering Equipment,45019,2215934663,815.95,R,COMAX (UK) LTD
Hampshire County Council,Adults' Health and Care,OA CRM,Disability Aids and Equipment,45036,2215958328,505.4,R,Care & Independence Ltd
Hampshire County Council,Adults' Health and Care,OA CRM,Disability Aids and Equipment,45044,2215970042,10800,R,Innova Care Concepts LTD
Hampshire County Council,Adults' Health and Care,OA CRM,Drugs and Medical Supplies,45020,2215936080,550,R,Blueleaf Limited
Hampshire County Council,Adults' Health and Care,OA CRM,Drugs and Medical Supplies,45027,2215940341,542.4,R,BRISTOL MAID
Hampshire County Council,Adults' Health and Care,OA CRM,Equipment,45027,2215940323,635,R,DDC DOLPHIN LTD
Hampshire County Council,Adults' Health and Care,OA CRM,Equipment,45040,2215963258,1167.14,R,DDC DOLPHIN LTD
Hampshire County Council,Adults' Health and Care,OA CRM,Equipment,45040,2215963262,805.27,R,DDC DOLPHIN LTD
Hampshire County Council,Adults' Health and Care,OA CRM,Equipment,45040,2215963263,508,R,DDC DOLPHIN LTD
Hampshire County Council,Adults' Health and Care,OA CRM,Equipment,45042,2215965988,898.76,R,DDC DOLPHIN LTD
Hampshire County Council,Adults' Health and Care,OA CRM,Equipment,45033,2215948542,840.87,R,HOOPER SERVICES LTD
Hampshire County Council,Adults' Health and Care,OA CRM,Equipment,45034,2215954839,572.11,R,HOOPER SERVICES LTD
Hampshire County Council,Adults' Health and Care,OA CRM,Equipment,45040,2215961923,534.26,R,HOOPER SERVICES LTD
Hampshire County Council,Adults' Health and Care,OA CRM,Equipment,45042,2215965672,1275.15,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,OA CRM,Furniture,45020,2215935631,537.22,R,HOOPER SERVICES LTD
Hampshire County Council,Adults' Health and Care,OA CRM,Furniture,45019,2215934889,1830,R,Pressure Care Management Limited
Hampshire County Council,Adults' Health and Care,OA CRM,Furniture,45019,2215934889,2728,R,Pressure Care Management Limited
Hampshire County Council,Adults' Health and Care,OA CRM,Furniture,45019,2215934889,1830,R,Pressure Care Management Limited
Hampshire County Council,Adults' Health and Care,OA CRM,Furniture,45019,2215934889,2230,R,Pressure Care Management Limited
Hampshire County Council,Adults' Health and Care,OA CRM,Furniture,45019,2215934889,2230,R,Pressure Care Management Limited
Hampshire County Council,Adults' Health and Care,OA CRM,Furniture,45033,2215949492,642.87,R,SHOWCASE PSR PORTSDOWN LIMITED
Hampshire County Council,Adults' Health and Care,OA CRM,Grounds Maintenance Contracts,45021,3400212452,778.65,R,John O'Conner
Hampshire County Council,Adults' Health and Care,OA CRM,Grounds Maintenance Contracts,45021,3400212453,1612.74,R,John O'Conner
Hampshire County Council,Adults' Health and Care,OA CRM,Grounds Maintenance Contracts,45021,3400212453,1409.27,R,John O'Conner
Hampshire County Council,Adults' Health and Care,OA CRM,Other premises related costs,45030,3400212611,2533.25,R,Corrigenda Limited t/a Corrigenda F
Hampshire County Council,Adults' Health and Care,OA CRM,Other premises related costs,45030,3400212611,1689.64,R,Corrigenda Limited t/a Corrigenda F
Hampshire County Council,Adults' Health and Care,OA CRM,Other Services,45040,2215962740,1800,R,LOCKS HEATH REMOVALS LTD
Hampshire County Council,Adults' Health and Care,OA-Day Care-North East,Payments to Voluntary bodies,45041,2215965069,725.12,R,AGE CONCERN HAMPSHIRE
Hampshire County Council,Adults' Health and Care,OA-Day Care-North East,Payments to Voluntary bodies,45041,2215965072,527.36,R,AGE CONCERN HAMPSHIRE
Hampshire County Council,Adults' Health and Care,OA-Day Care-North East,Payments to Voluntary bodies,45041,2215965084,527.36,R,AGE CONCERN HAMPSHIRE
