Authority,Departments,Spending area,Expense type,Posting date,Doc ref,Amount,Cap / Rev,Supplier name (Amended)
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111272831,539.28,R,BeHappy@Home
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111252723,1409.59,R,Belrose Limited t/a bluebird Care
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111272958,1433.04,R,Belrose Limited t/a bluebird Care
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111251787,907.9,R,BIG HEARTS RECRUITMENT LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111253285,590.24,R,BIG HEARTS RECRUITMENT LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111254427,1260.78,R,BIG HEARTS RECRUITMENT LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111256749,2656.08,R,BIG HEARTS RECRUITMENT LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45068,2216004617,3580,R,BIG HEARTS RECRUITMENT LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111269552,1237.6,R,BIG HEARTS RECRUITMENT LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111269689,2700.18,R,BIG HEARTS RECRUITMENT LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270523,600.04,R,BIG HEARTS RECRUITMENT LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111271470,1281.8,R,BIG HEARTS RECRUITMENT LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111250916,736.92,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111251105,1409.45,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111251483,1509.38,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111251650,840.94,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111251968,1358.44,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111252051,563.78,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111252111,563.78,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111252377,563.78,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111252650,709.56,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111252859,2255.12,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111253097,506.39,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111253098,563.78,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111253231,563.78,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111253408,1147.7,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111254530,1409.45,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111254887,766.8,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111254913,563.78,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111255015,1207.5,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111255358,2415,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111255393,1006.43,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111255477,845.67,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111255483,2255.12,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111255541,704.73,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111255742,845.67,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111256133,2537.01,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111256213,563.78,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111256257,2060.78,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111256600,603.75,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111257408,3019.28,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111266600,798.33,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111266634,552.69,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111266727,573.16,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111267133,1023.12,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111267388,573.16,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111267415,716.45,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111267768,1380.96,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111267879,1432.9,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111268145,1534.4,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111268779,1432.9,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111268858,798.33,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111269046,2292.64,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111269207,3069.36,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111269226,779.52,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270041,2455.04,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270764,573.16,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270797,2292.64,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270929,859.74,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270992,573.16,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111271181,854.88,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111271241,573.16,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111271261,1391.96,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111271295,573.16,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111271681,1227.52,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111271747,573.16,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111271763,1146.32,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111272006,573.16,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111272118,2094.96,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111272256,573.16,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111272616,1166.79,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111272754,613.76,R,BLESSINGS HEALTHCARE SERVICES LIMIT
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111251793,871.15,R,Blue Angel Care Ltd
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111255382,3920.18,R,Blue Angel Care Ltd
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45051,3111257774,812.9,R,Blue Angel Care Ltd
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45051,3111257775,2069.2,R,Blue Angel Care Ltd
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45051,3111257777,2069.2,R,Blue Angel Care Ltd
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45051,3111257778,1965.74,R,Blue Angel Care Ltd
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270717,2214.1,R,Blue Angel Care Ltd
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270717,2126.15,R,Blue Angel Care Ltd
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270717,2180.05,R,Blue Angel Care Ltd
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111271153,3985.38,R,Blue Angel Care Ltd
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111272090,885.64,R,Blue Angel Care Ltd
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111254479,1960.09,R,Blue Angel Care Ltd Basingstoke
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111256210,6346.95,R,Blue Angel Care Ltd Basingstoke
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111267721,1992.69,R,Blue Angel Care Ltd Basingstoke
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270158,6705.56,R,Blue Angel Care Ltd Basingstoke
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111253834,1409.31,R,BLUEBIRD CARE (ALTON AND ALRESFORD)
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111255110,6341.9,R,BLUEBIRD CARE (ALTON AND ALRESFORD)
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111255129,1761.64,R,BLUEBIRD CARE (ALTON AND ALRESFORD)
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111267182,1790.95,R,BLUEBIRD CARE (ALTON AND ALRESFORD)
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111273095,1432.76,R,BLUEBIRD CARE (ALTON AND ALRESFORD)
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111255299,708,R,Bluezone Care Ltd
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111272627,640.08,R,Bridge-it Options Ltd
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111250956,2593.36,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111251048,810.43,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111251150,2903.99,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111251214,1451.99,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111251561,645.33,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111252656,2593.36,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111252797,645.33,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111252960,1475.04,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111253506,2917.53,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111254376,2593.36,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111255130,3871.98,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111255395,1451.99,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111255472,1659.42,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111255988,1458.77,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111256076,1451.99,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111256093,1458.77,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111256940,1296.68,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111257034,1064.88,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111257329,1613.33,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111257428,2903.99,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111266293,823.9,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111266533,1640.1,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111267186,1082.55,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111268337,1499.52,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111268511,1483.02,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111268599,1412.4,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111269116,656.04,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111269321,2636.48,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111269362,1476.09,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111269523,1476.09,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111269984,2952.18,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270056,3936.24,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270318,2952.18,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270354,1686.96,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270446,2636.48,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270742,1224.08,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270849,1476.09,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111271183,656.04,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111271883,1483.02,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111272255,2966.04,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111272586,1318.24,R,Caremaid Care Services
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111251746,640.92,R,Caremark Surrey Heath & Rushmoor
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111257217,640.92,R,Caremark Surrey Heath & Rushmoor
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111257363,961.38,R,Caremark Surrey Heath & Rushmoor
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45063,2215994426,2544.75,R,Caremark Surrey Heath & Rushmoor
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111266579,2932.02,R,Caremark Surrey Heath & Rushmoor
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111267400,977.34,R,Caremark Surrey Heath & Rushmoor
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111268239,651.56,R,Caremark Surrey Heath & Rushmoor
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45050,2215975662,4200,R,Crown Home Care LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45050,2215975674,2400,R,Crown Home Care LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45050,2215975674,1800,R,Crown Home Care LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45076,2216012994,4200,R,Crown Home Care LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45048,2215972729,4200,R,Personal Payments
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45048,2215972767,4380,R,Personal Payments
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45072,2216010869,4380,R,Personal Payments
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111251490,4150.69,R,DOMINIC CARE LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111251941,2348.33,R,DOMINIC CARE LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111252211,3314.92,R,DOMINIC CARE LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111253769,527.18,R,DOMINIC CARE LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111255356,3396.02,R,DOMINIC CARE LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111255638,2021.44,R,DOMINIC CARE LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111256480,1320.67,R,DOMINIC CARE LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111256530,2371.82,R,DOMINIC CARE LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111257327,566,R,DOMINIC CARE LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111266468,4219.6,R,DOMINIC CARE LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111267287,3370.08,R,DOMINIC CARE LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111268028,1342.6,R,DOMINIC CARE LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111269067,2387.28,R,DOMINIC CARE LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111269639,3452.4,R,DOMINIC CARE LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270059,575.4,R,DOMINIC CARE LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111271627,535.92,R,DOMINIC CARE LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111272130,2055,R,DOMINIC CARE LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111272197,2411.2,R,DOMINIC CARE LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,2215974222,1243,R,Elder Technologies Limited
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45055,2215980379,762.86,R,Elder Technologies Limited
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45062,2215989818,750,R,Elder Technologies Limited
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45072,2216011229,882.86,R,Elder Technologies Limited
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111253809,645.33,R,ELITE CARE
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270954,656.04,R,ELITE CARE
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111251900,1745.1,R,EMINENT CARE LIMITED
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111270156,1774.08,R,EMINENT CARE LIMITED
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,3111256471,2012.85,R,Enchanting Care Limited
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45077,3111267712,2046.24,R,Enchanting Care Limited
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45055,2215980777,1056,R,EVERYCARE (CENTRAL HANTS) LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45055,2215980777,5152.5,R,EVERYCARE (CENTRAL HANTS) LTD
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,2215973656,1974.7,R,Executive Care Personnel Limited
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,2215973685,962.21,R,Executive Care Personnel Limited
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,2215973715,1772.7,R,Executive Care Personnel Limited
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,2215973722,1918.28,R,Executive Care Personnel Limited
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,2215973775,1914.25,R,Executive Care Personnel Limited
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,2215973870,1981.25,R,Executive Care Personnel Limited
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,2215973891,1829.42,R,Executive Care Personnel Limited
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,2215973954,1772.7,R,Executive Care Personnel Limited
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,2215974800,1974.7,R,Executive Care Personnel Limited
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,2215974826,1914.25,R,Executive Care Personnel Limited
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,2215974841,1974.7,R,Executive Care Personnel Limited
Hampshire County Council,Adults' Health and Care,OA-Homecare-North East,Payments to Private Contractors,45049,2215974848,1914.25,R,Executive Care Personnel Limited
