Authority,Departments,Spending area,Expense type,Posting date,Doc ref,Amount,Cap / Rev,Supplier name (Amended)
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45170,2216142354,621.12,R,Admiral Care Day Centre
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45170,2216142357,621.12,R,Admiral Care Day Centre
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45177,2216151486,621.12,R,Admiral Care Day Centre
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45181,2216155940,1003.32,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45181,2216156078,2655.06,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45181,2216156114,2235.84,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45181,2216156157,2471.06,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45181,2216156175,2096.1,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45181,2216156179,752.64,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45181,2216156191,806.4,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45181,2216156202,1003.32,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45181,2216156213,1117.92,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45181,2216156306,645.12,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45181,2216156326,585.27,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45181,2216156333,668.88,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45181,2216156372,1588.59,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45183,2216160124,508.73,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45191,2216178419,668.8,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45187,2216167341,1055.46,R,KINGSLEY VILLAGE CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45187,2216167404,678.51,R,KINGSLEY VILLAGE CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45187,2216167483,1432.41,R,KINGSLEY VILLAGE CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45187,2216167521,603.12,R,KINGSLEY VILLAGE CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45187,2216167672,1130.85,R,KINGSLEY VILLAGE CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45187,2216167700,527.73,R,KINGSLEY VILLAGE CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45187,2216167707,829.29,R,KINGSLEY VILLAGE CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45187,2216167714,1055.46,R,KINGSLEY VILLAGE CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45187,2216167718,678.51,R,KINGSLEY VILLAGE CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45198,2216185138,980.07,R,KINGSLEY VILLAGE CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45198,2216185175,980.07,R,KINGSLEY VILLAGE CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45198,2216185198,678.51,R,KINGSLEY VILLAGE CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45198,2216185212,1357.02,R,KINGSLEY VILLAGE CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45198,2216185216,678.51,R,KINGSLEY VILLAGE CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45198,2216186278,1055.46,R,KINGSLEY VILLAGE CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45198,2216186289,678.51,R,KINGSLEY VILLAGE CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45175,2216147840,727.2,R,NXT Skills Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45173,2216144363,1459.25,R,OPTIONS DAY SERVICE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45173,2216144366,957.72,R,OPTIONS DAY SERVICE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45174,2216144636,893.34,R,OPTIONS DAY SERVICE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45174,2216144683,2231.93,R,OPTIONS DAY SERVICE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45174,2216144742,973.17,R,OPTIONS DAY SERVICE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45174,2216144751,1026,R,OPTIONS DAY SERVICE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45181,2216156532,1300.65,R,ORMSBY LODGE DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45181,2216156544,1681.12,R,ORMSBY LODGE DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45181,2216156550,1158.62,R,ORMSBY LODGE DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45181,2216156558,749.64,R,ORMSBY LODGE DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45175,2216147337,1032.64,R,Minstead Training Trust Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45176,2216148361,802.48,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45176,2216148365,914.48,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45176,2216148471,762,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45176,2216148500,814.98,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45176,2216148748,2521.4,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45176,2216148829,700.68,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45176,2216148888,1371.72,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45176,2216148914,690.8,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45176,2216148973,817.28,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45181,2216156787,846.8,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45181,2216156795,743.08,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45181,2216156812,743.08,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167943,717.84,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167944,897.3,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167945,717.84,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167946,640.68,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167947,717.88,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167948,717.88,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167949,538.41,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167950,520.89,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167951,640.68,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167952,795.17,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167953,653.28,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167954,743.08,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167956,743.08,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167958,743.08,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167959,743.08,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167960,743.08,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167964,743.08,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167965,743.08,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167966,557.31,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216167988,802.48,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216168011,802.48,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45187,2216168039,802.48,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45190,2216175237,818.12,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45190,2216175239,920.52,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45190,2216175243,818.12,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45190,2216175245,920.43,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45190,2216175246,818.16,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45190,2216175247,818.16,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182606,628,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182617,846.8,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182621,846.8,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182623,846.8,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182628,846.8,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182634,846.8,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182639,846.8,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182644,635.1,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182648,635.1,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182662,635.1,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182679,669,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182690,685.92,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182704,685.92,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182817,818.12,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182822,920.52,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182838,818.12,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182858,920.43,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182862,818.16,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45196,2216182882,818.16,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45182,2216158477,596.88,R,THE NEW BLENDWORTH CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45182,2216158480,596.88,R,THE NEW BLENDWORTH CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45182,2216158484,994.8,R,THE NEW BLENDWORTH CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45182,2216158487,596.88,R,THE NEW BLENDWORTH CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45182,2216158490,994.8,R,THE NEW BLENDWORTH CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45182,2216158495,596.88,R,THE NEW BLENDWORTH CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45182,2216158497,596.88,R,THE NEW BLENDWORTH CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45182,2216158501,795.84,R,THE NEW BLENDWORTH CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45182,2216158506,596.88,R,THE NEW BLENDWORTH CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45182,2216158513,994.8,R,THE NEW BLENDWORTH CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45182,2216158515,596.88,R,THE NEW BLENDWORTH CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45182,2216158516,994.8,R,THE NEW BLENDWORTH CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45182,2216158518,596.88,R,THE NEW BLENDWORTH CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45182,2216158525,795.84,R,THE NEW BLENDWORTH CENTRE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45181,2216155241,536.55,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45181,2216155243,536.55,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45181,2216155327,679.63,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45181,2216155349,536.55,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45181,2216155391,536.55,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45181,2216155401,679.63,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45181,2216155429,536.55,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45181,2216155434,572.32,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45181,2216155458,536.55,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45181,2216155582,882.88,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45181,2216155630,572.32,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45189,3111325353,3977,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45197,2216184617,1006.73,R,EQUINABLE
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45182,2216158374,1070.72,R,Personal Payments
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45182,2216158382,841.28,R,Personal Payments
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45182,2216157633,2119.68,R,Reach Out Caring Limited
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45180,2216154620,2570,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45183,2216160203,940.96,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45191,2216178834,621.12,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45191,2216179112,621.12,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45191,2216179134,1235.85,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45191,2216179173,983.44,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45191,2216179225,621.12,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45191,2216179230,828.16,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45191,2216179253,882.15,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45191,2216179274,1927.5,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45191,2216179282,621.12,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45191,2216179283,1927.5,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45191,2216179286,569.36,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45191,2216179289,1028,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45191,2216179291,1028,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45194,2216179721,569.36,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45194,2216179946,828.16,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45194,2216179962,569.36,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45194,2216179986,1442.08,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45194,2216179996,776.4,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45194,2216180101,1035.2,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45194,2216180118,632.28,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45194,2216180118,2441.5,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45194,2216180148,569.36,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45194,2216180503,1542,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45194,2216180577,1927.5,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45194,2216180617,569.36,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45194,2216180667,986.44,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45194,2216180716,776.4,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45194,2216180718,983.44,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45194,2216180725,1393.57,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45194,2216180728,621.12,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45195,2216181084,672.88,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45195,2216181709,569.36,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45195,2216181748,865.8,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45195,2216181895,2441.5,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45196,2216182592,2113.2,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45196,2216183544,2056,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45196,2216183598,2441.5,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Voluntary bodies,45198,2216186720,508.41,R,HEADWAY CENTRE
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Voluntary bodies,45175,2216147634,1032.64,R,MINSTEAD LODGE
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Voluntary bodies,45174,2216146088,1032.64,R,Minstead Training Trust Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Voluntary bodies,45175,2216147392,1032.64,R,Minstead Training Trust Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Voluntary bodies,45175,2216147402,516.32,R,Minstead Training Trust Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Voluntary bodies,45175,2216147529,516.32,R,Minstead Training Trust Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Voluntary bodies,45175,2216147536,1032.64,R,Minstead Training Trust Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Voluntary bodies,45175,2216147544,1032.64,R,Minstead Training Trust Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Voluntary bodies,45175,2216147550,516.32,R,Minstead Training Trust Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Voluntary bodies,45175,2216147558,1032.64,R,Minstead Training Trust Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Voluntary bodies,45175,2216147570,774.48,R,Minstead Training Trust Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Voluntary bodies,45175,2216147576,774.48,R,Minstead Training Trust Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Voluntary bodies,45175,2216147581,1032.64,R,Minstead Training Trust Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Voluntary bodies,45175,2216147585,1032.64,R,Minstead Training Trust Ltd
