Authority,Departments,Spending area,Expense type,Posting date,Doc ref,Amount,Cap / Rev,Supplier name (Amended)
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216209710,3100.8,R,DUNRAVEN HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216209711,2412.26,R,DUNRAVEN HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216209713,2223,R,DUNRAVEN HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216209442,2642.4,R,ELIZABETH HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45219,2216221316,2834.72,R,FAIRHAVEN
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216210600,2025.3,R,FRITHAM LODGE
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216210601,9282.9,R,FRITHAM LODGE
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45224,2216223732,1856.58,R,FRITHAM LODGE
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216209390,2654.4,R,HOLMHURST CARE HOME
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216211584,4463.1,R,Homefield Grange
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216211036,6951.6,R,JADEN HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216211037,5991.6,R,JADEN HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45202,2216190674,2768.92,R,James Boston House
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216210702,2986.8,R,OAK VIEW CARE HOME
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216209083,2575.8,R,OCKNELL PARK
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216209085,4645.8,R,OCKNELL PARK
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216211582,2903.7,R,Orchard Gardens
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216209200,2113.2,R,OSBORNE LODGE
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216211653,4255.8,R,Park View
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216211655,4255.8,R,Park View
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216211656,2127.9,R,Park View
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216209080,5430.6,R,PARKWOOD LODGE
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216211949,3732.9,R,Retreat House
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216211567,7714.5,R,St Benedicts Ferndale House
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216210149,3069.6,R,THE WHITE HOUSE (CURDRIDGE) LTD
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216210152,3063.3,R,THE WHITE HOUSE (CURDRIDGE) LTD
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Private Contractors,45217,2216212200,4387.5,R,TOWER HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Voluntary bodies,45217,2216209410,2164.5,R,CLIFTON HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Voluntary bodies,45217,2216209412,2700.3,R,CLIFTON HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Voluntary bodies,45217,2216208794,2907.6,R,ENHAM
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Voluntary bodies,45217,2216210563,2585.7,R,KIRTLING HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Voluntary bodies,45217,2216210565,2489.7,R,KIRTLING HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Voluntary bodies,45217,2216210567,2461.8,R,KIRTLING HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Voluntary bodies,45212,2216205369,5261.01,R,St James Care
Hampshire County Council,Adults' Health and Care,MH-Res-North West,Payments to Voluntary bodies,45212,2216205368,5347.5,R,THE SOCIETY OF ST JAMES
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216212285,2218.2,R,66 Park Lane
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45202,2216189771,8347.94,R,Arlo House
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216212288,4318.2,R,Arlo House
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216210072,2121.9,R,AUTUMN VALE REST HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216210074,3510.3,R,AUTUMN VALE REST HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216210076,2587.8,R,AUTUMN VALE REST HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216210077,3019.2,R,AUTUMN VALE REST HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216210080,6717.6,R,AUTUMN VALE REST HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216210081,6594.9,R,AUTUMN VALE REST HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45223,2216222773,3294.6,R,BARODA REST HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45223,2216222782,5299.2,R,BARODA REST HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216209502,2840.4,R,BEACONSFIELD CARE HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216209253,4361.4,R,Bonhomie House (Bursledon)
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216209256,2940.6,R,Bonhomie House (Bursledon)
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216211900,3441.6,R,Bonhomie Sarisbury Green
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216211901,3572.1,R,Bonhomie Sarisbury Green
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216208846,3007.8,R,CARE MANAGEMENT GROUP LIMITED
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216211288,4702.2,R,Chesham House
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216211909,3205.5,R,Cordelia House Care Home
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216211543,5157,R,Crofton Lodge
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216211546,2475.3,R,Crofton Lodge
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216211587,3760.8,R,Dibden View
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216211588,4012.2,R,Dibden View
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216211589,4584,R,Dibden View
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216210130,4437.73,R,DOWNHAM LODGE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216209712,2300.1,R,DUNRAVEN HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216209439,2776.5,R,ELIZABETH HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216209440,2145.9,R,ELIZABETH HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216209441,2134.5,R,ELIZABETH HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216209443,2458.8,R,ELIZABETH HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216209444,2484.9,R,ELIZABETH HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216209445,3046.2,R,ELIZABETH HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216209446,2487.6,R,ELIZABETH HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216211470,8458.2,R,Holmhurst
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216209340,1912.8,R,MERLIN PARK RESIDENTIAL HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216210709,3038.7,R,OAK VIEW CARE HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216210710,3276,R,OAK VIEW CARE HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216210716,3885.9,R,OAK VIEW CARE HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216210719,6428.7,R,OAK VIEW CARE HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216209084,4421.4,R,OCKNELL PARK
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216209081,4541.4,R,PARKWOOD LODGE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216211592,3823.2,R,Portchester Lodge
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216211206,5314.2,R,QUAYSIDE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216211209,4175.4,R,QUAYSIDE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216211210,6661.5,R,QUAYSIDE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45225,2216224993,5738.4,R,QUAYSIDE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216210026,3465,R,ST LEONARDS REST HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216210027,3780,R,ST LEONARDS REST HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216209073,8590.8,R,STOKEWOOD
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216211131,2461.8,R,THE REDHOUSE CARE HOME
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216211195,3888,R,VICTORIA LODGE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45229,2216228424,6952.2,R,Willow Brook
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Private Contractors,45217,2216211161,5188.8,R,WILLOW LODGE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45217,2216209344,2115.9,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45217,2216209345,2785.8,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45215,2216206232,2639.52,R,WARNFORD HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45217,2216209285,3088.8,R,WARNFORD HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45217,2216209286,3088.8,R,WARNFORD HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45217,2216209287,1544.4,R,WARNFORD HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45217,2216209288,3088.8,R,WARNFORD HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45217,2216209289,3088.8,R,WARNFORD HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45217,2216209290,3088.8,R,WARNFORD HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45217,2216209291,1544.4,R,WARNFORD HOUSE
Hampshire County Council,Adults' Health and Care,MH-Res-South East,Payments to Voluntary bodies,45217,2216209292,1544.4,R,WARNFORD HOUSE
Hampshire County Council,Adults' Health and Care,MH-Sup Acc-North West,Payments to Private Contractors,45209,2216197873,2748.15,R,Personal Payments
Hampshire County Council,Adults' Health and Care,MH-Sup Acc-North West,Payments to Private Contractors,45209,2216197931,1051.52,R,Personal Payments
Hampshire County Council,Adults' Health and Care,MH-Sup Acc-South East,Payments to Private Contractors,45209,2216197980,1832.72,R,Personal Payments
Hampshire County Council,Adults' Health and Care,MH-Sup Acc-South East,Payments to Private Contractors,45209,2216198193,1317.19,R,Personal Payments
Hampshire County Council,Adults' Health and Care,MH-Sup Acc-South East,Payments to Private Contractors,45209,2216198264,1834.58,R,Personal Payments
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45205,2216196211,2782,R,2 CARE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45226,2216227098,797.72,R,ALEXANDER'S SUPPORTED LIVING LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45226,2216227168,627.75,R,ALEXANDER'S SUPPORTED LIVING LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45202,2216190084,3140.13,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45202,2216190125,2664.81,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45222,2216221489,3562.12,R,CARE OPPORTUNITIES LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45229,2216228471,7750,R,Caretech Community Services Ltd
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45203,2216192430,5343.94,R,Chessel Avenue
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45230,2216229714,5522.07,R,Chessel Avenue
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45201,2216189094,3956.93,R,Magic House
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45208,2216197219,3829.29,R,Magic House
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45210,2216199893,4909.29,R,Magic House
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45210,2216199906,5072.93,R,Magic House
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45219,2216220202,9673.95,R,NORTHBROOK
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45218,2216218012,11228.4,R,Precious Homes Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45212,2216205339,4425.03,R,Ravenna Lodge
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45219,2216220416,4117.59,R,Ravenna Lodge
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45226,2216227100,3814.2,R,The Beehive Enterprise LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45222,2216221684,8853.09,R,Upper Park Road
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45201,2216188456,3345.43,R,Versita Care LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45201,2216188466,4655.6,R,Versita Care LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45222,2216221485,3237.51,R,Versita Care LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45222,2216221486,4505.42,R,Versita Care LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Private Contractors,45210,2216199924,2400.76,R,Voyage 1 Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Voluntary bodies,45218,2216218117,1843.36,R,Coopers Chase (Enham Trust)
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Voluntary bodies,45217,3111341628,586.6,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North East,Payments to Voluntary bodies,45217,3111344675,607.55,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45205,2216195868,1932.6,R,2 CARE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45205,2216195897,2338.6,R,2 CARE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45205,2216195920,2338.6,R,2 CARE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45205,2216195926,2326.4,R,2 CARE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45205,2216195937,2338.6,R,2 CARE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45205,2216196176,2782,R,2 CARE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45205,2216196181,2782,R,2 CARE
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45202,2216190117,2139.3,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45202,2216190148,3538.54,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45202,2216190154,1713.17,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45203,2216191852,2016.39,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45201,2216188059,1241.7,R,Caretech Community Services Ltd
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45201,2216188078,2129.61,R,Caretech Community Services Ltd
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45224,2216224388,1283.09,R,Caretech Community Services Ltd
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45224,2216224425,2200.6,R,Caretech Community Services Ltd
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45226,2216226975,2362.2,R,Fair Ways Community Benefit Society
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45211,2216202735,4158,R,Greenlight Care Solutions Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45211,2216202758,4178.91,R,Greenlight Care Solutions Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45211,2216202784,4078.46,R,Greenlight Care Solutions Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45215,2216205639,13812,R,Northbright Care
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45215,2216205963,2099.56,R,Rose Lodge - ARCH Winchester
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45203,2216192265,3446.1,R,Sportfit Support Services Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45230,2216230800,3560.97,R,Sportfit Support Services Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45226,2216227096,1842.86,R,The Beehive Enterprise LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Private Contractors,45229,2216228849,1904.29,R,The Beehive Enterprise LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Voluntary bodies,45218,2216218557,13853.2,R,SEEABILITY
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Voluntary bodies,45218,2216218559,13853.2,R,SEEABILITY
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Voluntary bodies,45218,2216218563,13853.2,R,SEEABILITY
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Voluntary bodies,45218,2216218564,13853.2,R,SEEABILITY
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Voluntary bodies,45218,2216218567,13853.2,R,SEEABILITY
Hampshire County Council,Adults' Health and Care,MH-Sup Living-North West,Payments to Voluntary bodies,45218,2216218568,13853.2,R,SEEABILITY
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45201,2216188215,526.17,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45202,2216190103,3420.21,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45202,2216190134,2079,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45202,2216190141,1891.71,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45202,2216190316,3546.47,R,Auckland Care Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45201,2216188102,2073.13,R,Caretech Community Services Ltd
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45201,2216188177,2036.66,R,Caretech Community Services Ltd
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45201,2216188192,2044.67,R,Caretech Community Services Ltd
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45224,2216224374,2104.55,R,Caretech Community Services Ltd
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45224,2216224405,2112.83,R,Caretech Community Services Ltd
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45219,2216221107,2864.8,R,F & A SUPPORTED LIVING LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45211,2216202769,4149.21,R,Greenlight Care Solutions Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45210,2216200544,20660.88,R,HABITAT SUPPORT SERVICES LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45211,2216202228,19994.4,R,HABITAT SUPPORT SERVICES LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45211,2216202353,23091.94,R,Letombo Limited
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45210,2216200494,5072.84,R,Magic House
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45210,2216200496,5072.84,R,Magic House
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45224,2216223929,1128.92,R,MAPLES COMMUNITY CARE LIMITED
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45219,2216220216,11622.77,R,NORTHBROOK
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45219,2216220241,6487.62,R,NORTHBROOK
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45225,2216225042,1051.2,R,NORTHBROOK
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45225,2216225127,570.36,R,NORTHBROOK
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45224,2216224342,14716.14,R,PBS4
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45226,2216226903,3676.68,R,RISE Support Services ltd
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45224,2216224575,1912.64,R,Wansbeck House
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45224,2216224579,1829,R,Wansbeck House
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45224,2216224581,2562.04,R,Wansbeck House
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Private Contractors,45225,2216224888,2562.88,R,Wansbeck House
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45201,2216188830,3030.74,R,No Supplier Name Quoted
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45201,2216188894,1415.77,R,No Supplier Name Quoted
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45203,2216192746,1464.9,R,No Supplier Name Quoted
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45203,2216192747,1663.41,R,No Supplier Name Quoted
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45204,2216193308,1370.1,R,No Supplier Name Quoted
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45204,2216193376,2932.97,R,No Supplier Name Quoted
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45229,2216229057,1718.86,R,No Supplier Name Quoted
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45219,2216220479,2929.91,R,Choice Support
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45229,2216229094,3027.57,R,Choice Support
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45217,3111342714,1694.28,R,Dimensions (NSO)
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45216,2216207896,4557.84,R,SCA COMMUNITY CARE SERVICES LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45216,2216207900,4557.84,R,SCA COMMUNITY CARE SERVICES LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45216,2216207909,4341.12,R,SCA COMMUNITY CARE SERVICES LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45216,2216207911,4341.12,R,SCA COMMUNITY CARE SERVICES LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45225,2216225097,4720.62,R,SCA COMMUNITY CARE SERVICES LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45225,2216225098,4720.62,R,SCA COMMUNITY CARE SERVICES LTD
Hampshire County Council,Adults' Health and Care,MH-Sup Living-South East,Payments to Voluntary bodies,45225,2216225100,4883.4,R,SCA COMMUNITY CARE SERVICES LTD
