Authority,Departments,Spending area,Expense type,Posting date,Doc ref,Amount,Cap / Rev,Supplier name (Amended)
Hampshire County Council,Adults' Health and Care,LD-Day Care-Eastleigh & TV,Payments to Voluntary bodies,45093,2216036893,603.2,R,WORKMOBILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Eastleigh & TV,Payments to Voluntary bodies,45093,2216036895,754,R,WORKMOBILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Eastleigh & TV,Payments to Voluntary bodies,45093,2216036897,603.2,R,WORKMOBILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45100,2216052404,1676.88,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45100,2216052414,2160.32,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45079,2216015382,611.84,R,Personal Payments
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45079,2216015391,917.76,R,Personal Payments
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45100,2216052824,611.84,R,Personal Payments
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45100,2216052826,535.36,R,Personal Payments
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45100,2216052844,917.76,R,Personal Payments
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45083,2216018739,617.64,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45083,2216019969,628.32,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45099,2216050666,1100.55,R,ORMSBY LODGE DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45096,2216041634,834.8,R,SOLENT DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45096,2216041648,1391.6,R,SOLENT DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45096,2216041672,834.8,R,SOLENT DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45096,2216041693,556.64,R,SOLENT DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45096,2216041698,1391.6,R,SOLENT DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45096,2216041701,834.8,R,SOLENT DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45096,2216041769,1391.6,R,SOLENT DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45096,2216041782,556.64,R,SOLENT DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45096,2216041788,834.8,R,SOLENT DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45097,2216046123,556.64,R,SOLENT DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45097,2216046130,556.64,R,SOLENT DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45092,2216033183,576.12,R,THE GROVE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Private Contractors,45092,2216033184,553.96,R,THE GROVE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Voluntary bodies,45097,2216046602,774.48,R,Minstead Training Trust Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Voluntary bodies,45097,2216046623,774.48,R,Minstead Training Trust Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Voluntary bodies,45099,2216050281,1049.28,R,QUEEN ELIZABETH II SILVER JUBILEE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Voluntary bodies,45099,2216050291,524.64,R,QUEEN ELIZABETH II SILVER JUBILEE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Fareham & Gosp,Payments to Voluntary bodies,45099,2216050309,524.64,R,QUEEN ELIZABETH II SILVER JUBILEE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Private Contractors,45096,2216040684,753.52,R,James Place Adult Daycare Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Private Contractors,45096,2216041420,1977.89,R,James Place Adult Daycare Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Private Contractors,45096,2216041978,847.71,R,James Place Adult Daycare Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Private Contractors,45098,2216048058,910,R,James Place Adult Daycare Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Private Contractors,45098,2216048062,1883.7,R,James Place Adult Daycare Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Private Contractors,45105,2216057334,652.08,R,James Place Adult Daycare Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Private Contractors,45096,2216040657,1977.99,R,JAMES'S PLACE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Private Contractors,45083,2216019790,1322.76,R,Out of Town Centre Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Private Contractors,45079,3111266080,554.04,R,Purple Oak Support
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45091,2216030792,2660.08,R,OLD MILL DAY CENTRE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45091,2216030808,2660.08,R,OLD MILL DAY CENTRE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45083,2216019885,1270.2,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45083,2216019888,846.8,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45079,2216016154,763.44,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45079,2216016164,1017.92,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45079,2216016172,1526.88,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45079,2216016176,1526.88,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45079,2216016196,508.96,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45079,2216016197,2544.8,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45079,2216016198,2544.8,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45079,2216016199,1119.12,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45082,2216017647,763.44,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45082,2216017667,1017.92,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45082,2216017682,1526.88,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45082,2216017688,1526.88,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45082,2216017732,508.96,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45082,2216017743,2544.8,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45082,2216017748,2544.8,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45082,2216017754,1119.12,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45096,2216041856,763.44,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45096,2216041870,1017.92,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45096,2216041879,1526.88,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45096,2216041881,1526.88,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45096,2216041898,508.96,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45096,2216041903,2544.8,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45096,2216041907,2544.8,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45096,2216041910,1119.12,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45098,2216049089,2544.8,R,PARITY FOR DISABILITY
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45093,2216035917,992.04,R,PARKSIDE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45093,2216035944,779.46,R,PARKSIDE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45093,2216036000,1059.48,R,PARKSIDE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45093,2216036052,637.74,R,PARKSIDE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45093,2216036057,637.74,R,PARKSIDE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45093,2216036062,637.74,R,PARKSIDE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45093,2216036069,708.6,R,PARKSIDE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45093,2216036074,779.46,R,PARKSIDE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45093,2216036088,992.04,R,PARKSIDE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45096,2216040869,1275.48,R,PARKSIDE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Hart & Rushmoor,Payments to Voluntary bodies,45105,3111284462,11620.26,R,Purple Oak Support
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45091,2216031606,1216.6,R,Acorn Villages Limited
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45079,2216015381,882,R,AQUA CARS LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45093,2216036462,637,R,AQUA CARS LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45100,2216052386,2655.06,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45100,2216052410,2235.84,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45100,2216052417,2655.06,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45100,2216052421,2096.1,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45100,2216052424,1021.44,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45100,2216052432,591.36,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45100,2216052437,501.66,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45100,2216052445,838.44,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45100,2216052464,893.36,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45100,2216052493,585.27,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45100,2216052496,668.88,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45100,2216052501,1588.59,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45107,2216059856,540.08,R,CHAOS SUPPORT LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45089,2216028567,1234.75,R,OPTIONS DAY SERVICE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45090,2216030156,877.91,R,OPTIONS DAY SERVICE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45090,2216030195,829.53,R,OPTIONS DAY SERVICE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45090,2216030217,2114.46,R,OPTIONS DAY SERVICE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45090,2216030279,1796.6,R,OPTIONS DAY SERVICE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45090,2216030286,973.17,R,OPTIONS DAY SERVICE LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45099,2216050657,749.64,R,ORMSBY LODGE DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45099,2216050661,1300.65,R,ORMSBY LODGE DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45099,2216050672,1681.12,R,ORMSBY LODGE DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45099,2216050680,1158.62,R,ORMSBY LODGE DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45097,2216046044,1120,R,OverWorld Limited
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45098,2216048087,960,R,OverWorld Limited
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45096,2216041681,834.8,R,SOLENT DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Private Contractors,45096,2216041794,556.64,R,SOLENT DAY CARE
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45096,2216041865,839.02,R,Minstead Training Trust Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45097,2216046609,774.48,R,Minstead Training Trust Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019755,846.8,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019761,647.76,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019763,539.8,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019771,863.68,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019829,539.8,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019836,755.72,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019838,647.76,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019846,539.8,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019870,1897.4,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019874,647.76,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019876,539.8,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019878,647.76,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019881,901.06,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019882,647.76,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019895,647.76,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019897,952.65,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019899,647.76,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019903,846.8,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019907,539.8,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019908,539.8,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019922,647.76,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019925,809.7,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019929,1164.35,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45083,2216019936,670.6,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45099,2216050805,1004.8,R,ON TRACK
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45079,2216015862,500.78,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45079,2216015867,500.78,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45079,2216015915,643.86,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45079,2216015924,500.78,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45079,2216015935,500.78,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45079,2216015945,643.86,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45079,2216015956,500.78,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45079,2216015957,572.32,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45079,2216015964,500.78,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45079,2216016028,882.88,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45079,2216016058,572.32,R,The Right To Work C.I.C
Hampshire County Council,Adults' Health and Care,LD-Day Care-Havant & EHS,Payments to Voluntary bodies,45105,3111283088,3977,R,THE YOU TRUST
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45083,2216019317,1006.88,R,EQUINABLE
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45100,2216052182,1006.88,R,EQUINABLE
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45079,2216015480,1070.72,R,Personal Payments
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45079,2216015497,764.8,R,Personal Payments
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45100,2216052935,1147.2,R,Personal Payments
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45100,2216052943,841.28,R,Personal Payments
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45082,2216017769,676.43,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45082,2216017812,914.08,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45082,2216017916,507.35,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45082,2216017957,953.39,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45083,2216018717,823.53,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45083,2216019016,1276.2,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45083,2216019052,507.34,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45083,2216019067,507.29,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45083,2216019120,507.53,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45083,2216019956,785.4,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45083,2216019959,575.96,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45083,2216019961,575.96,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45083,2216019962,1169.64,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45083,2216019968,785.4,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45083,2216019971,575.96,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45083,2216019972,523.6,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45083,2216019974,1433.96,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45083,2216019978,628.32,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45083,2216019980,575.96,R,KARIBU
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45083,2216019808,2699.52,R,Out of Town Centre Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45090,2216029127,1835.6,R,Out of Town Centre Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45090,2216029127,1586.4,R,Out of Town Centre Ltd
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45099,2216050564,529.92,R,Reach Out Caring Limited
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45079,2216015369,2441.76,R,TEALS DAY PROVISION LIMITED
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45079,2216015369,888,R,TEALS DAY PROVISION LIMITED
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45079,2216015403,1702,R,TEALS DAY PROVISION LIMITED
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45078,2216015194,621.12,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45078,2216015211,983.44,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45078,2216015220,1016.16,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45078,2216015224,621.12,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45078,2216015227,1225.49,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45078,2216015232,621.12,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45078,2216015233,828.16,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45078,2216015235,882.15,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,Adults' Health and Care,LD-Day Care-New Forest,Payments to Private Contractors,45078,2216015236,1905.3,R,WINDWARD DAY SERVICES LTD
