Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:  10,,,,,,
Start Date:  10 December 2023,,,,,,
End Date: 06 January 2024,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204479,27 Dec 23,"2,877.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205579,03 Jan 24,"2,877.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202773,20 Dec 23,"2,877.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201767,13 Dec 23,"2,877.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202880,20 Dec 23,"2,877.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203971,27 Dec 23,"2,877.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205266,03 Jan 24,"2,877.00",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204290,27 Dec 23,"2,871.95",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202098,13 Dec 23,"2,871.95",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203685,20 Dec 23,"2,871.95",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205954,03 Jan 24,"2,871.95",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203538,20 Dec 23,"2,865.63",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203992,27 Dec 23,"2,854.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206032,03 Jan 24,"2,854.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203393,20 Dec 23,"2,854.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205526,03 Jan 24,"2,854.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202184,13 Dec 23,"2,854.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203470,20 Dec 23,"2,854.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202219,13 Dec 23,"2,854.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202186,13 Dec 23,"2,854.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204564,27 Dec 23,"2,854.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204643,27 Dec 23,"2,854.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202831,20 Dec 23,"2,854.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206033,03 Jan 24,"2,854.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202017,13 Dec 23,"2,853.95",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203993,27 Dec 23,"2,853.95",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202832,20 Dec 23,"2,853.95",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205528,03 Jan 24,"2,853.95",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202869,20 Dec 23,"2,853.70",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202870,20 Dec 23,"2,853.70",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205462,03 Jan 24,"2,853.70",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203322,20 Dec 23,"2,853.55",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206134,03 Jan 24,"2,853.55",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204483,27 Dec 23,"2,853.55",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202266,13 Dec 23,"2,853.55",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205524,03 Jan 24,"2,851.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203360,20 Dec 23,"2,851.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201736,13 Dec 23,"2,851.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202875,20 Dec 23,"2,851.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204487,27 Dec 23,"2,851.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205764,03 Jan 24,"2,851.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201448,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202685,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205523,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204063,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201905,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203117,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205776,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204296,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203399,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204083,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204261,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201902,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203398,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202253,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203990,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205795,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201567,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204012,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203379,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201810,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203988,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204515,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203989,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203033,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204032,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205508,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205512,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205509,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202540,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205787,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204029,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203786,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204030,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202670,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203330,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202658,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201455,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202004,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204579,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205702,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202651,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202198,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202200,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202190,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203372,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201594,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204308,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205652,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203332,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201601,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202669,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201600,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203088,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205648,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201497,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203338,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204570,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201950,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203346,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202604,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205774,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201926,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204202,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202766,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201451,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204578,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205714,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202204,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202675,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205713,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205239,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201452,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203349,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202206,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204577,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205346,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205347,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205345,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201733,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203385,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202877,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203858,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203336,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204332,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202526,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205831,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202988,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205816,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201516,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204227,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205427,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204524,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206108,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203918,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205372,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205373,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205370,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205371,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201735,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206145,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201522,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203129,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203298,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201737,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203297,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203854,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202987,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202876,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203853,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203851,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201738,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203845,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203852,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204500,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201541,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201542,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201540,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206104,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205458,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206102,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201463,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203930,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201491,13 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203808,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204212,27 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202860,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206097,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205306,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203387,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202952,20 Dec 23,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206096,03 Jan 24,"2,850.45",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204875,27 Dec 23,"2,848.15",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205981,03 Jan 24,"2,848.15",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202514,13 Dec 23,"2,848.15",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203604,20 Dec 23,"2,848.15",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206282,03 Jan 24,"2,847.11",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202982,20 Dec 23,"2,847.11",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202693,20 Dec 23,"2,847.11",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206045,03 Jan 24,"2,847.11",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201464,13 Dec 23,"2,847.11",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204066,27 Dec 23,"2,847.11",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206046,03 Jan 24,"2,847.11",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205833,03 Jan 24,"2,847.11",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202011,13 Dec 23,"2,847.11",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201456,13 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201509,13 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201511,13 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205696,03 Jan 24,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201525,13 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201550,13 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205885,03 Jan 24,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202615,20 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205799,03 Jan 24,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203308,20 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201466,13 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201551,13 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204589,27 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204586,27 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203089,20 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204478,27 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202664,20 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204517,27 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205811,03 Jan 24,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202656,20 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201524,13 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202874,20 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205973,03 Jan 24,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205803,03 Jan 24,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203090,20 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202657,20 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201472,13 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205839,03 Jan 24,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201513,13 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203121,20 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205779,03 Jan 24,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205772,03 Jan 24,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204480,27 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203368,20 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205864,03 Jan 24,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202627,20 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201471,13 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205786,03 Jan 24,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900204204,27 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205815,03 Jan 24,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201514,13 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202609,20 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201470,13 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205818,03 Jan 24,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203366,20 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205875,03 Jan 24,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205782,03 Jan 24,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205732,03 Jan 24,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900202642,20 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900203350,20 Dec 23,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205750,03 Jan 24,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900205748,03 Jan 24,"2,847.10",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201563,13 Dec 23,"2,847.10",
