Payments for Publishing for Invoices paid between 01-JUNE-2023 and 30-JUNE-2023,,,,,,,
Supplier Name,Transaction Number,Paid Date,Paid Amount,Department ,Cost Centre,Description,Irrecoverable VAT
DERWEN COLLEGE,121230,29-JUN-2023,"21,940.10","Children, Families & Education",E5944,Special Educ Needs Top Ups,
DERWEN COLLEGE,117246,14-JUN-2023,"25,682.43","Children, Families & Education",E5944,Special Educ Needs Top Ups,
DERWEN COLLEGE,115217,07-JUN-2023,"1,352.52",Adults Care and Health and Strategic Commissioning,S6142,Learning & Disability Support - Adults (18-64),
DHCH14 BROOKLANDS,115218,07-JUN-2023,"2,542.28",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
DIANE HALL,120437,26-JUN-2023,944.74,"Children, Families & Education",E1170,Services,
DISABILITY POSITIVE,114815,06-JUN-2023,"1,210.15",Adults Care and Health and Strategic Commissioning,S2280,Medical Service Provider,
DISCLOSURE & BARRING SERVICES,115545,08-JUN-2023,"15,603.00",Resources,P1000,"Equipment, Furniture & Materials",
DNA LEGAL LIMITED,115546,08-JUN-2023,793.00,Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
DNA LEGAL LIMITED,120851,27-JUN-2023,793.00,Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
DNA LEGAL LIMITED,114028,02-JUN-2023,637.00,Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
DNA LEGAL LIMITED,121489,30-JUN-2023,773.00,Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
DNA LEGAL LIMITED,120851,27-JUN-2023,525.00,Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
DNA LEGAL LIMITED,121231,29-JUN-2023,647.98,Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
DNA LEGAL LIMITED,115546,08-JUN-2023,"1,389.00","Children, Families & Education",E7034,Care Provision,
DR HELEN BIBBY,114702,06-JUN-2023,650.00,"Children, Families & Education",E3010,Training Expenses,
DR JENNIFER ASHCROFT,121358,29-JUN-2023,"2,439.80",Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121491,30-JUN-2023,505.20,Adults Care and Health and Strategic Commissioning,S5120,Payments to Other Agencies,
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,"1,347.20",Adults Care and Health and Strategic Commissioning,S5130,Payments to Other Agencies,
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121491,30-JUN-2023,"1,288.26",Adults Care and Health and Strategic Commissioning,S5130,Payments to Other Agencies,
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,917.78,Adults Care and Health and Strategic Commissioning,S5130,Payments to Other Agencies,
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,118466,20-JUN-2023,"1,020.28",Adults Care and Health and Strategic Commissioning,S5140,Hired or Contracted services,
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,118466,20-JUN-2023,"1,507.62",Adults Care and Health and Strategic Commissioning,S5140,Hired or Contracted services,
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,118466,20-JUN-2023,"1,019.48",Adults Care and Health and Strategic Commissioning,S5140,Hired or Contracted services,
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,118466,20-JUN-2023,"1,473.50",Adults Care and Health and Strategic Commissioning,S5150,Hired or Contracted services,
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,"1,473.50",Adults Care and Health and Strategic Commissioning,S5150,Hired or Contracted services,
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,119.46,Adults Care and Health and Strategic Commissioning,S6111,Physical Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,311.32,Adults Care and Health and Strategic Commissioning,S6111,Physical Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,"1,064.28",Adults Care and Health and Strategic Commissioning,S6111,Physical Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,"1,433.52",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,"1,563.84",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,477.84,Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,434.40,Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,"1,498.68",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,"1,563.84",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,"2,412.73",Adults Care and Health and Strategic Commissioning,S6132,Learning & Disability Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,"2,432.64",Adults Care and Health and Strategic Commissioning,S6132,Learning & Disability Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,"2,432.64",Adults Care and Health and Strategic Commissioning,S6132,Mental Health Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,"2,432.64",Adults Care and Health and Strategic Commissioning,S6132,Mental Health Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,"9,176.70",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,"9,795.36",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,"13,549.51",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,"13,868.22",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,"2,258.88",Adults Care and Health and Strategic Commissioning,S6141,Learning & Disability Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,"2,117.70",Adults Care and Health and Strategic Commissioning,S6141,Learning & Disability Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,"2,063.40",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,"1,867.92",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,"2,736.72",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,"2,736.72",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,597.30,Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,"2,009.10",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,"2,633.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,"3,486.06",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,"3,279.72",Adults Care and Health and Strategic Commissioning,S6161,Learning & Disability Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,"3,040.80",Adults Care and Health and Strategic Commissioning,S6161,Learning & Disability Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,390.96,Adults Care and Health and Strategic Commissioning,S6161,Memory & Cognition Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,477.84,Adults Care and Health and Strategic Commissioning,S6161,Memory & Cognition Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,130.32,Adults Care and Health and Strategic Commissioning,S6161,Mental Health Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,514.83,Adults Care and Health and Strategic Commissioning,S6161,Mental Health Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,304.08,Adults Care and Health and Strategic Commissioning,S6161,Physical Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,912.24,Adults Care and Health and Strategic Commissioning,S6161,Physical Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,390.96,Adults Care and Health and Strategic Commissioning,S6161,Physical Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,"1,238.04",Adults Care and Health and Strategic Commissioning,S6167,Memory & Cognition Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,"1,270.62",Adults Care and Health and Strategic Commissioning,S6167,Memory & Cognition Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,"1,476.96",Adults Care and Health and Strategic Commissioning,S6167,Physical Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,"1,471.53",Adults Care and Health and Strategic Commissioning,S6167,Physical Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,157.00,Adults Care and Health and Strategic Commissioning,S6998,Physical Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,"7,082.35",Adults Care and Health and Strategic Commissioning,S6999,Learning & Disability Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,"2,166.57",Adults Care and Health and Strategic Commissioning,S6999,Physical Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,"2,400.06",Adults Care and Health and Strategic Commissioning,S6999,Physical Support - Adults (18-64),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,117247,14-JUN-2023,"2,432.64",Adults Care and Health and Strategic Commissioning,S6999,Physical Support - Older People (65+),
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,121233,29-JUN-2023,"2,432.64",Adults Care and Health and Strategic Commissioning,S6999,Physical Support - Older People (65+),
DR RUCHIT SOOD C/O ARRK SOLUTIONS LIMITED,121492,30-JUN-2023,"1,840.95",Adults Care and Health and Strategic Commissioning,S2280,Medical Service Provider,
Dransfield Properties Ltd,116191,09-JUN-2023,"22,183.65",Balance Sheet,00000,Creditors - Other Entities and Individuals,
Dransfield Properties Ltd,116191,09-JUN-2023,-77.40,Balance Sheet,00000,Creditors - Other Entities and Individuals,
Dransfield Properties Ltd,116191,09-JUN-2023,386.99,Finance,F5020,Interest Payable,
DSOLOMON LIMITED,120440,26-JUN-2023,"1,310.75","Children, Families & Education",E9965,Grants & Subscriptions,
DUCKLINGS DAY NURSERY,120441,26-JUN-2023,"10,886.82","Children, Families & Education",E1170,Services,
DUCKLINGS DAY NURSERY,120441,26-JUN-2023,"1,850.94","Children, Families & Education",E1170,Services,
DUCKLINGS DAY NURSERY,120441,26-JUN-2023,"4,827.42","Children, Families & Education",E1170,Services,
DUCKLINGS DAY NURSERY,120939,28-JUN-2023,"2,059.20","Children, Families & Education",E9902,Educational Provider,
Duckworth Psychology LTD,117740,16-JUN-2023,"20,400.00","Children, Families & Education",E6020,Agency Staff,
DUN & BRADSTREET LIMITED,121494,30-JUN-2023,"1,491.00",Finance,F4800,"Equipment, Furniture & Materials",
DUNDORAN NURSING HOME,114929,07-JUN-2023,"2,972.00",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Older People (65+),
DUNDORAN NURSING HOME,114929,07-JUN-2023,"2,603.71",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
DUNDORAN NURSING HOME,114929,07-JUN-2023,"4,200.00",Adults Care and Health and Strategic Commissioning,S6132,Memory & Cognition Support - Adults (18-64),
DUNDORAN NURSING HOME,114929,07-JUN-2023,"2,972.00",Adults Care and Health and Strategic Commissioning,S6132,Mental Health Support - Older People (65+),
DUNDORAN NURSING HOME,114929,07-JUN-2023,"2,972.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DUNDORAN NURSING HOME,114929,07-JUN-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DUNDORAN NURSING HOME,114929,07-JUN-2023,"2,972.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DUNDORAN NURSING HOME,114929,07-JUN-2023,"2,972.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
DUNDORAN NURSING HOME,114929,07-JUN-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Adults (18-64),
DUNDORAN NURSING HOME,114929,07-JUN-2023,"2,972.00",Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Older People (65+),
DUNDORAN NURSING HOME,114929,07-JUN-2023,"2,972.00",Adults Care and Health and Strategic Commissioning,S6166,Mental Health Support - Adults (18-64),
DUNDORAN NURSING HOME,114929,07-JUN-2023,"2,972.00",Adults Care and Health and Strategic Commissioning,S6167,Mental Health Support - Older People (65+),
DUNDORAN NURSING HOME,114929,07-JUN-2023,"2,972.00",Adults Care and Health and Strategic Commissioning,S6167,Social Care Activities,
E A REED & SONS,118468,20-JUN-2023,760.00,Neighbourhood Services,L4971,"Repairs, alterations and maintenance",
E A REED & SONS,118468,20-JUN-2023,"2,280.00",Neighbourhood Services,L4971,"Repairs, alterations and maintenance",
E A REED & SONS,121235,29-JUN-2023,"1,250.00",Neighbourhood Services,L4978,"Repairs, alterations and maintenance",
E A REED & SONS,118468,20-JUN-2023,760.00,Neighbourhood Services,L4979,"Repairs, alterations and maintenance",
E A REED & SONS,118468,20-JUN-2023,"2,280.00",Neighbourhood Services,L4979,"Repairs, alterations and maintenance",
E A REED & SONS,118468,20-JUN-2023,"2,280.00",Neighbourhood Services,V1430,"Repairs, alterations and maintenance",
E A REED & SONS,118468,20-JUN-2023,760.00,Neighbourhood Services,V1430,"Repairs, alterations and maintenance",
E.ON,113783,01-JUN-2023,"1,202.34",Finance,F6075,Benefits,
E.ON,113783,01-JUN-2023,"2,461.76",Finance,F6075,Benefits,
EARTH MOVES COOPERATIVE LIMITED,117647,15-JUN-2023,"1,800.00","Children, Families & Education",E6150,Hired or Contracted services,
EAST MIDLANDS CROSSROADS - CARING FOR CARERS,121236,29-JUN-2023,662.64,Adults Care and Health and Strategic Commissioning,E6760,Care Provision,
EAST MIDLANDS CROSSROADS - CARING FOR CARERS,121236,29-JUN-2023,904.20,Adults Care and Health and Strategic Commissioning,E6761,Care Provision,
EAST MIDLANDS CROSSROADS - CARING FOR CARERS,121236,29-JUN-2023,839.88,Adults Care and Health and Strategic Commissioning,E6761,Care Provision,
EAST MIDLANDS CROSSROADS - CARING FOR CARERS,121236,29-JUN-2023,951.78,Adults Care and Health and Strategic Commissioning,E6761,Care Provision,
EAST MIDLANDS CROSSROADS - CARING FOR CARERS,117111,13-JUN-2023,"2,917.00","Children, Families & Education",E9675,Hired or Contracted services,
EAST MIDLANDS CROSSROADS - CARING FOR CARERS,117111,13-JUN-2023,"5,000.00","Children, Families & Education",E9675,Hired or Contracted services,
EASTFIELD CHILDRENS HOME,120786,27-JUN-2023,"28,983.60","Children, Families & Education",E7080,Care Provision,
ECHOSENS UK LIMITED,120442,26-JUN-2023,"30,975.00",Adults Care and Health and Strategic Commissioning,P4201,Hired or Contracted services,
ECLIPSE ACCESS SOLUTIONS LTD,120171,26-JUN-2023,"2,807.00",Regeneration & Place,C4115,Expenditure on Capital Grants,
ECLIPSE ACCESS SOLUTIONS LTD,118088,19-JUN-2023,"13,572.90",Regeneration & Place,C4117,Expenditure on Capital Grants,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"3,670.67",Regeneration & Place,C1669,Miscellaneous,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"3,370.72",Regeneration & Place,C1669,Miscellaneous,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"3,668.58",Regeneration & Place,C1669,Miscellaneous,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,570.44,Regeneration & Place,D2140,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,560.56",Regeneration & Place,D2140,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,444.08",Regeneration & Place,D2140,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"7,117.96",Regeneration & Place,D2510,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"7,139.26",Regeneration & Place,D2510,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"13,500.69",Regeneration & Place,D2510,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"11,080.98",Regeneration & Place,D2510,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"5,633.97",Regeneration & Place,D2520,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"6,754.84",Regeneration & Place,D2520,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"5,689.17",Regeneration & Place,D2520,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"3,894.82",Regeneration & Place,D2520,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"2,565.00",Regeneration & Place,D2540,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"4,277.59",Regeneration & Place,D2540,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"7,530.26",Regeneration & Place,D2540,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"7,633.24",Regeneration & Place,D2540,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,856.00,Regeneration & Place,D2550,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,572.19,Regeneration & Place,D2610,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"3,155.33",Regeneration & Place,D2680,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,915.61",Regeneration & Place,D2690,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,627.50",Regeneration & Place,D2690,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"4,645.89",Regeneration & Place,D3170,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"3,970.36",Regeneration & Place,D3170,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"3,985.94",Regeneration & Place,D3170,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,560.96,Neighbourhood Services,D3501,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,565.81,Neighbourhood Services,D3501,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,638.64",Neighbourhood Services,D3518,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"5,201.98",Neighbourhood Services,D3532,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"5,042.53",Neighbourhood Services,D3532,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"8,472.68",Neighbourhood Services,D3532,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,772.93,Neighbourhood Services,D3541,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,925.16,Neighbourhood Services,D3541,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"4,032.68",Regeneration & Place,D3544,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"6,385.64",Regeneration & Place,D4040,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,176.56",Regeneration & Place,D4040,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"8,863.69",Regeneration & Place,D4040,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"2,164.79",Regeneration & Place,D5500,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,781.78,Regeneration & Place,D5500,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,552.76,"Children, Families & Education",E1410,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,686.11,"Children, Families & Education",E1410,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,966.21","Children, Families & Education",E1420,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,831.00","Children, Families & Education",E1420,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,628.95,"Children, Families & Education",E6350,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"2,111.56","Children, Families & Education",E6763,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"2,101.43","Children, Families & Education",E6763,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,582.63,"Children, Families & Education",E7493,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"2,523.10","Children, Families & Education",E8940,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,914.63,"Children, Families & Education",E9160,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,944.32,Neighbourhood Services,E9890,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,972.06,Neighbourhood Services,E9890,Energy Costs,
EDF ENERGY 1 LIMITED,117612,15-JUN-2023,"2,558.89",Neighbourhood Services,H3130,Environ Management,
EDF ENERGY 1 LIMITED,118032,16-JUN-2023,"2,384.27",Neighbourhood Services,H3130,Environ Management,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"2,987.68",Covid-19,H4133,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"3,101.12",Covid-19,H4133,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,813.73",Neighbourhood Services,L2020,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"2,691.13",Neighbourhood Services,L2020,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,384.26",Neighbourhood Services,L2020,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,585.41",Neighbourhood Services,L2030,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,506.24,Neighbourhood Services,L2050,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,782.10,Neighbourhood Services,L2060,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,713.10,Neighbourhood Services,L2080,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,370.11",Neighbourhood Services,L2210,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,230.13",Neighbourhood Services,L2210,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,571.63",Neighbourhood Services,L2210,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,803.36,Neighbourhood Services,L2210,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,999.58",Neighbourhood Services,L2430,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"3,038.22",Neighbourhood Services,L2430,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"3,815.48",Neighbourhood Services,L2470,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"19,682.95",Neighbourhood Services,L3180,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"19,751.60",Neighbourhood Services,L3180,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"18,751.44",Neighbourhood Services,L3190,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"19,718.88",Neighbourhood Services,L3190,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"19,718.85",Neighbourhood Services,L3240,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"20,212.59",Neighbourhood Services,L3240,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"2,413.40",Neighbourhood Services,L3250,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,451.00",Neighbourhood Services,L3250,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"7,516.54",Neighbourhood Services,L3290,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"6,966.33",Neighbourhood Services,L3290,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"20,771.83",Neighbourhood Services,L3320,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"19,725.93",Neighbourhood Services,L3320,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,395.40",Regeneration & Place,L3720,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"10,691.15",Neighbourhood Services,L3950,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"10,833.79",Neighbourhood Services,L3950,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"11,027.18",Neighbourhood Services,L3950,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"10,329.30",Neighbourhood Services,L3950,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,441.50",Regeneration & Place,L3970,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"2,114.92",Regeneration & Place,L3970,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"3,053.39",Neighbourhood Services,L4820,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"1,201.63",Neighbourhood Services,L4820,Energy Costs,
EDF ENERGY 1 LIMITED,115939,08-JUN-2023,"2,496.14",Neighbourhood Services,L4820,Energy Costs,
