Payments for Publishing for Invoices paid between 01-NOV-2023 and 30-NOV-2023,,,,,,,
Supplier Name,Payment Number,Paid Date,Line Amount,Department ,Cost Centre,Subjective Desc,Irrecoverable VAT
POTENSIAL LIMITED T/A POTENS,154996,08-NOV-2023,"3,172.18",Adults Care and Health and Strategic Commissioning,S6162,Learning & Disability Support - Adults (18-64),
POTENSIAL LIMITED T/A POTENS,154996,08-NOV-2023,"3,457.22",Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Adults (18-64),
POTENSIAL LIMITED T/A POTENS,154996,08-NOV-2023,"4,006.39",Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Older People (65+),
POTENSIAL LIMITED T/A POTENS,159073,22-NOV-2023,"4,866.60",Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Adults (18-64),
POTENSIAL LIMITED T/A POTENS,159057,22-NOV-2023,"3,373.28",Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Adults (18-64),
POTENSIAL LIMITED T/A POTENS,154996,08-NOV-2023,"3,457.22",Adults Care and Health and Strategic Commissioning,S6165,Mental Health Support - Adults (18-64),
POTENSIAL LIMITED T/A POTENS,154724,06-NOV-2023,352.80,Adults Care and Health and Strategic Commissioning,S6165,Mental Health Support - Adults (18-64),
POTENSIAL LIMITED T/A POTENS,154996,08-NOV-2023,"3,457.22",Adults Care and Health and Strategic Commissioning,S6166,Mental Health Support - Adults (18-64),
POTENSIAL LIMITED T/A POTENS,154996,08-NOV-2023,627.20,Adults Care and Health and Strategic Commissioning,S6167,Mental Health Support - Older People (65+),
PREMIER CARE LIMITED,156542,10-NOV-2023,"6,597.45",Adults Care and Health and Strategic Commissioning,S6111,Physical Support - Older People (65+),
PREMIER CARE LIMITED,154725,06-NOV-2023,460.60,Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Older People (65+),
PREMIER CARE LIMITED,154725,06-NOV-2023,"1,528.80",Adults Care and Health and Strategic Commissioning,S6121,Physical Support - Adults (18-64),
PREMIER CARE LIMITED,156911,13-NOV-2023,927.19,Adults Care and Health and Strategic Commissioning,S6121,Physical Support - Adults (18-64),
PREMIER CARE LIMITED,156542,10-NOV-2023,342.09,Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Adults (18-64),
PREMIER CARE LIMITED,156542,10-NOV-2023,"3,654.39",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,483.00,Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156542,10-NOV-2023,238.92,Adults Care and Health and Strategic Commissioning,S6132,Learning & Disability Support - Older People (65+),
PREMIER CARE LIMITED,156542,10-NOV-2023,608.16,Adults Care and Health and Strategic Commissioning,S6132,Memory & Cognition Support - Adults (18-64),
PREMIER CARE LIMITED,156542,10-NOV-2023,"6,959.81",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Adults (18-64),
PREMIER CARE LIMITED,156911,13-NOV-2023,"1,216.13",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Adults (18-64),
PREMIER CARE LIMITED,156911,13-NOV-2023,"3,053.26",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,"1,832.81",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156542,10-NOV-2023,"59,624.25",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,357.94,Adults Care and Health and Strategic Commissioning,S6132,Sensory Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,-488.40,Adults Care and Health and Strategic Commissioning,S6141,Customer and Client - Community Care,
PREMIER CARE LIMITED,156542,10-NOV-2023,216.84,Adults Care and Health and Strategic Commissioning,S6141,Learning & Disability Support - Adults (18-64),
PREMIER CARE LIMITED,156911,13-NOV-2023,"3,385.31",Adults Care and Health and Strategic Commissioning,S6141,Memory & Cognition Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,"2,328.75",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Adults (18-64),
PREMIER CARE LIMITED,156542,10-NOV-2023,"4,376.22",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Adults (18-64),
PREMIER CARE LIMITED,156911,13-NOV-2023,"1,427.44",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,"18,250.54",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156542,10-NOV-2023,"16,409.46",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,241.50,Adults Care and Health and Strategic Commissioning,S6141,Social Care Activities,
PREMIER CARE LIMITED,156911,13-NOV-2023,"1,017.75",Adults Care and Health and Strategic Commissioning,S6142,Learning & Disability Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,353.63,Adults Care and Health and Strategic Commissioning,S6142,Learning & Disability Support - Older People (65+),
PREMIER CARE LIMITED,156542,10-NOV-2023,"1,058.85",Adults Care and Health and Strategic Commissioning,S6142,Learning & Disability Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,564.94,Adults Care and Health and Strategic Commissioning,S6142,Memory & Cognition Support - Adults (18-64),
PREMIER CARE LIMITED,156542,10-NOV-2023,608.16,Adults Care and Health and Strategic Commissioning,S6142,Memory & Cognition Support - Adults (18-64),
PREMIER CARE LIMITED,156911,13-NOV-2023,707.25,Adults Care and Health and Strategic Commissioning,S6142,Memory & Cognition Support - Older People (65+),
PREMIER CARE LIMITED,156542,10-NOV-2023,"4,544.91",Adults Care and Health and Strategic Commissioning,S6142,Memory & Cognition Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,237.47,Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Adults (18-64),
PREMIER CARE LIMITED,156542,10-NOV-2023,"2,117.70",Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,"2,091.57",Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,"4,084.23",Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,"2,574.57",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Adults (18-64),
PREMIER CARE LIMITED,156911,13-NOV-2023,561.78,Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Adults (18-64),
PREMIER CARE LIMITED,156911,13-NOV-2023,836.63,Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Adults (18-64),
PREMIER CARE LIMITED,156542,10-NOV-2023,"17,657.28",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Adults (18-64),
PREMIER CARE LIMITED,156911,13-NOV-2023,711.57,Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156542,10-NOV-2023,"57,726.70",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,"8,366.27",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,"19,370.63",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,"15,488.79",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,590.81,Adults Care and Health and Strategic Commissioning,S6142,Sensory Support - Adults (18-64),
PREMIER CARE LIMITED,156542,10-NOV-2023,"2,432.64",Adults Care and Health and Strategic Commissioning,S6142,Sensory Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,720.19,Adults Care and Health and Strategic Commissioning,S6142,Sensory Support - Older People (65+),
PREMIER CARE LIMITED,156542,10-NOV-2023,912.24,Adults Care and Health and Strategic Commissioning,S6142,Social Care Activities,
PREMIER CARE LIMITED,156911,13-NOV-2023,"1,220.44",Adults Care and Health and Strategic Commissioning,S6142,Social Care Activities,
PREMIER CARE LIMITED,156911,13-NOV-2023,"1,970.81",Adults Care and Health and Strategic Commissioning,S6151,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156542,10-NOV-2023,"2,432.64",Adults Care and Health and Strategic Commissioning,S6151,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,340.11,Adults Care and Health and Strategic Commissioning,S6152,Physical Support - Adults (18-64),
PREMIER CARE LIMITED,156911,13-NOV-2023,690.00,Adults Care and Health and Strategic Commissioning,S6152,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156542,10-NOV-2023,173.40,Adults Care and Health and Strategic Commissioning,S6161,Mental Health Support - Adults (18-64),
PREMIER CARE LIMITED,156542,10-NOV-2023,325.80,Adults Care and Health and Strategic Commissioning,S6161,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,"1,519.73",Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Adults (18-64),
PREMIER CARE LIMITED,156542,10-NOV-2023,"1,232.97",Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Adults (18-64),
PREMIER CARE LIMITED,156542,10-NOV-2023,"1,200.39",Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,681.38,Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Older People (65+),
PREMIER CARE LIMITED,156542,10-NOV-2023,780.47,Adults Care and Health and Strategic Commissioning,S6162,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,"2,669.44",Adults Care and Health and Strategic Commissioning,S6167,Mental Health Support - Older People (65+),
PREMIER CARE LIMITED,156542,10-NOV-2023,304.08,Adults Care and Health and Strategic Commissioning,S6167,Physical Support - Older People (65+),
PREMIER CARE LIMITED,156911,13-NOV-2023,709.55,Adults Care and Health and Strategic Commissioning,S6167,Physical Support - Older People (65+),
PREMIER CARE LIMITED,154997,08-NOV-2023,"15,939.00",Adults Care and Health and Strategic Commissioning,S6420,Care Provision,
PREMIER CARE LIMITED,154997,08-NOV-2023,"15,939.00",Adults Care and Health and Strategic Commissioning,S6420,Care Provision,
PREMIER CARE LIMITED,154997,08-NOV-2023,"15,939.00",Adults Care and Health and Strategic Commissioning,S6420,Care Provision,
PREMIER CARE LIMITED,154997,08-NOV-2023,"15,939.00",Adults Care and Health and Strategic Commissioning,S6420,Care Provision,
PREMIER CARE LIMITED,156542,10-NOV-2023,"9,165.48",Adults Care and Health and Strategic Commissioning,S6999,Physical Support - Adults (18-64),
PREMIER CARE LIMITED,156542,10-NOV-2023,"16,055.12",Adults Care and Health and Strategic Commissioning,S6999,Physical Support - Older People (65+),
PRENTON PREP SCHOOL LTD,161599,29-NOV-2023,"2,281.57",Schools / DSG,E1170,Services,
PRENTON PREP SCHOOL LTD,153794,01-NOV-2023,"2,749.38",Schools / DSG,E1170,Services,
PRENTON PREP SCHOOL LTD,161599,29-NOV-2023,"1,085.14",Schools / DSG,E1170,Services,
PRENTON PREP SCHOOL LTD,157702,16-NOV-2023,"3,488.12",Schools / DSG,E5870,Specialist Contracts & Fees,
PRENTON PREP SCHOOL LTD,157702,16-NOV-2023,"5,441.40",Schools / DSG,E5870,Specialist Contracts & Fees,
PRENTON PREP SCHOOL LTD,156599,13-NOV-2023,"7,270.00",Schools / DSG,E5870,Specialist Contracts & Fees,
PRENTON PREP SCHOOL LTD,157702,16-NOV-2023,"3,488.12",Schools / DSG,E5870,Specialist Contracts & Fees,
PRENTON PREP SCHOOL LTD,157702,16-NOV-2023,"6,291.76",Schools / DSG,E5870,Specialist Contracts & Fees,
PRENTON PREP SCHOOL LTD,157702,16-NOV-2023,"4,386.68",Schools / DSG,E5870,Specialist Contracts & Fees,
PRESTIGE ADOLESCENT CARE & EDUCATION LIMITED,157053,14-NOV-2023,"16,762.68","Children, Families & Education",E7080,Care Provision,
PRESTIGE ADOLESCENT CARE & EDUCATION LIMITED,157053,14-NOV-2023,"3,433.32",Schools / DSG,E5870,Specialist Contracts & Fees,
PRETTY 333 LIMITED T/A SIBBERTOFT MANOR NURSING HOME,159069,22-NOV-2023,"2,808.00",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
PRIMA GROUP,161178,28-NOV-2023,"2,919.14",Finance,F6075,Benefits,
PRIMA GROUP,160993,27-NOV-2023,"23,386.00",Capital,C4122,Expenditure on Capital Grants,
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,156912,13-NOV-2023,879.66,Adults Care and Health and Strategic Commissioning,S6111,Physical Support - Older People (65+),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,156912,13-NOV-2023,"2,280.60",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Adults (18-64),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,156912,13-NOV-2023,"25,282.08",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,159074,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,159074,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,156912,13-NOV-2023,"3,801.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Adults (18-64),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,159074,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6132,Memory & Cognition Support - Adults (18-64),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,159074,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Memory & Cognition Support - Older People (65+),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,159074,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Mental Health Support - Older People (65+),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,159074,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6132,Mental Health Support - Older People (65+),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,159074,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,159074,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,159074,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,159074,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,159074,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6132,Social Care Activities,
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,156912,13-NOV-2023,"7,080.72",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,159074,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Adults (18-64),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,159074,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,159074,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,159074,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,159074,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6161,Physical Support - Adults (18-64),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,159074,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6161,Physical Support - Older People (65+),
PRIME CARE (UK) LIMITED T/A SYLVAN HOME CARE SERVICES,156912,13-NOV-2023,"14,291.76",Adults Care and Health and Strategic Commissioning,S6999,Physical Support - Older People (65+),
PRISM MEDICAL UK,156968,13-NOV-2023,"1,826.32",Capital,C4115,Expenditure on Capital Grants,
PRISM MEDICAL UK,156968,13-NOV-2023,"2,150.60",Capital,C4115,Expenditure on Capital Grants,
PRISM MEDICAL UK,158309,20-NOV-2023,"3,671.35",Capital,C4115,Expenditure on Capital Grants,
PRISM MEDICAL UK,160883,27-NOV-2023,"5,084.83",Capital,C4117,Expenditure on Capital Grants,
PRISM MEDICAL UK,154727,06-NOV-2023,"9,408.82",Capital,C4117,Expenditure on Capital Grants,
Proforce Security,161143,28-NOV-2023,"2,425.50",Neighbourhood Services,L3950,General Supplies and Services,
PROPULSION TRAMPOLINING CLUB,153651,01-NOV-2023,"1,500.00",Neighbourhood Services,L5835,Services,
PROSPERO GROUP LIMITED T/A PROSPERO TEACHING,157704,16-NOV-2023,"1,325.00","Children, Families & Education",E7036,Care Provision,
Protocol office ltd,156988,13-NOV-2023,919.20,Neighbourhood Services,L3320,"Equipment, Furniture & Materials",
PSL PRINT MANAGEMENT LIMITED,161180,28-NOV-2023,"36,388.37",Resources,F1110,Communications & Computing,
PSL PRINT MANAGEMENT LIMITED,161180,28-NOV-2023,"2,914.07",Resources,F1110,Communications & Computing,
PSL PRINT MANAGEMENT LIMITED,161180,28-NOV-2023,"6,461.56",Resources,F1110,Communications & Computing,
PSMG-FTF-FERNLEY DAY CENTRE,153652,01-NOV-2023,"16,743.45",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
PSMG-FTF-FERNLEY DAY CENTRE,157814,17-NOV-2023,"5,675.74",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
PUDSEY DAY NURSERY,161625,29-NOV-2023,"3,293.16",Schools / DSG,E1170,Services,
PUDSEY DAY NURSERY,161625,29-NOV-2023,"1,199.00",Schools / DSG,E1170,Services,
PUDSEY DAY NURSERY,153796,01-NOV-2023,"3,129.49",Schools / DSG,E1170,Services,
PUDSEY DAY NURSERY,161625,29-NOV-2023,"1,646.58",Schools / DSG,E1170,Services,
PUDSEY DAY NURSERY,153796,01-NOV-2023,"6,024.33",Schools / DSG,E1170,Services,
PULFORD PLAYGROUP,153803,01-NOV-2023,"4,804.34",Schools / DSG,E1170,Services,
PULFORD PLAYGROUP,161626,29-NOV-2023,"3,993.90",Schools / DSG,E1170,Services,
PULFORD PLAYGROUP,157190,14-NOV-2023,660.60,Schools / DSG,E1170,Services,
PULFORD PLAYGROUP,161626,29-NOV-2023,"4,562.36",Schools / DSG,E1170,Services,
PULFORD PLAYGROUP,161626,29-NOV-2023,"1,598.66",Schools / DSG,E1170,Services,
PULFORD PLAYGROUP,153803,01-NOV-2023,"12,397.77",Schools / DSG,E1170,Services,
PULSE FITNESS LIMITED,154412,06-NOV-2023,"1,050.60",Neighbourhood Services,L3320,"Equipment, Furniture & Materials",
QUALITY PROTECTS CHILDREN LIMITED,161343,28-NOV-2023,-714.29,"Children, Families & Education",E7080,Care Provision,
QUALITY PROTECTS CHILDREN LIMITED,161343,28-NOV-2023,"26,721.25","Children, Families & Education",E7080,Care Provision,
QUALITY PROTECTS CHILDREN LIMITED,161343,28-NOV-2023,"33,320.57","Children, Families & Education",E7080,Care Provision,
QUALITY PROTECTS CHILDREN LIMITED,157067,14-NOV-2023,0.00,"Children, Families & Education",E7080,Care Provision,
QUALITY PROTECTS CHILDREN LIMITED,161343,28-NOV-2023,"27,611.97","Children, Families & Education",E7080,Care Provision,
QUALITY PROTECTS CHILDREN LIMITED,161343,28-NOV-2023,"22,857.15","Children, Families & Education",E7081,Care Provision,
QUALITY PROTECTS CHILDREN LIMITED,157067,14-NOV-2023,"21,428.57","Children, Families & Education",E7081,Care Provision,
QUALITY PROTECTS CHILDREN LIMITED,161343,28-NOV-2023,"5,473.03",Schools / DSG,E5870,Specialist Contracts & Fees,
QUALITY PROTECTS CHILDREN LIMITED,161343,28-NOV-2023,"5,655.46",Schools / DSG,E5870,Specialist Contracts & Fees,
QUALITY PROTECTS CHILDREN LIMITED,161343,28-NOV-2023,"6,642.86",Schools / DSG,E5870,Specialist Contracts & Fees,
R & J TRAVEL(COACH HIRE),157516,15-NOV-2023,860.00,"Children, Families & Education",E5731,School Transport - Secondary,
R & J TRAVEL(COACH HIRE),155140,08-NOV-2023,860.00,"Children, Families & Education",E5731,School Transport - Secondary,
R & J TRAVEL(COACH HIRE),161629,29-NOV-2023,860.00,"Children, Families & Education",E5731,School Transport - Secondary,
R & J TRAVEL(COACH HIRE),159083,22-NOV-2023,860.00,"Children, Families & Education",E5731,School Transport - Secondary,
R & J TRAVEL(COACH HIRE),155140,08-NOV-2023,"8,885.00","Children, Families & Education",E5731,School Transport - Special,
R & J TRAVEL(COACH HIRE),161629,29-NOV-2023,"8,935.00","Children, Families & Education",E5731,School Transport - Special,
R & J TRAVEL(COACH HIRE),159083,22-NOV-2023,"8,419.00","Children, Families & Education",E5731,School Transport - Special,
R & J TRAVEL(COACH HIRE),157516,15-NOV-2023,"8,935.00","Children, Families & Education",E5731,School Transport - Special,
R B TRAVEL,156412,10-NOV-2023,900.00,"Children, Families & Education",E5731,School Transport - Secondary,
R B TRAVEL,161950,30-NOV-2023,900.00,"Children, Families & Education",E5731,School Transport - Secondary,
R B TRAVEL,154238,03-NOV-2023,900.00,"Children, Families & Education",E5731,School Transport - Secondary,
R B TRAVEL,158158,20-NOV-2023,900.00,"Children, Families & Education",E5731,School Transport - Secondary,
R B TRAVEL,156412,10-NOV-2023,"10,050.00","Children, Families & Education",E5731,School Transport - Special,
R B TRAVEL,158158,20-NOV-2023,"9,130.00","Children, Families & Education",E5731,School Transport - Special,
R B TRAVEL,161950,30-NOV-2023,"9,860.00","Children, Families & Education",E5731,School Transport - Special,
R B TRAVEL,154238,03-NOV-2023,"8,100.00","Children, Families & Education",E5731,School Transport - Special,
R B TRAVEL,158158,20-NOV-2023,"3,000.00",Neighbourhood Services,S5600,Care Provision,
R B TRAVEL,156412,10-NOV-2023,"3,000.00",Neighbourhood Services,S5600,Care Provision,
R B TRAVEL,154238,03-NOV-2023,"3,000.00",Neighbourhood Services,S5600,Care Provision,
R B TRAVEL,161950,30-NOV-2023,"3,000.00",Neighbourhood Services,S5600,Care Provision,
R BROWN & K JONES LTD (AVALON CARE HOME),159084,22-NOV-2023,"2,940.00",Adults Care and Health and Strategic Commissioning,S6165,Mental Health Support - Adults (18-64),
RAINBOW STEPS CHILDCARE - KERRY BENTLEY,153806,01-NOV-2023,926.10,Schools / DSG,E1170,Services,
RAINBOW STEPS CHILDCARE - KERRY BENTLEY,161632,29-NOV-2023,798.78,Schools / DSG,E1170,Services,
RAISING ASPIRATIONS LIMITED,160148,23-NOV-2023,550.00,"Children, Families & Education",E7042,Hired or Contracted services,
RANDOMLIGHT LIMITED,159085,22-NOV-2023,"3,136.44",Adults Care and Health and Strategic Commissioning,S6142,Learning & Disability Support - Adults (18-64),
RCH CARE HOMES LIMITED T/A ATLAS HOME SUPPORT LIMITED,161634,29-NOV-2023,"2,779.82",Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Adults (18-64),
REBECCA DAVIES,161951,30-NOV-2023,900.00,Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
RED ENTS LIMITED T/A RED ENTERTAINMENT,154098,03-NOV-2023,"4,213.31",Neighbourhood Services,L3950,Customer and Client Receipts - Non Vatable,
REDACTED PERSONAL DATA,153800,01-NOV-2023,"4,000.00",Adults Care and Health and Strategic Commissioning,S2260,Services,
REDACTED PERSONAL DATA,154450,06-NOV-2023,"1,500.00",Adults Care and Health and Strategic Commissioning,S6000,Hired or Contracted services,
REDACTED PERSONAL DATA,158311,20-NOV-2023,"1,500.00",Adults Care and Health and Strategic Commissioning,S6000,Hired or Contracted services,
REDACTED PERSONAL DATA,159310,22-NOV-2023,"1,412.92",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
REDACTED PERSONAL DATA,159304,22-NOV-2023,"2,968.80",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
REDACTED PERSONAL DATA,159397,22-NOV-2023,697.60,Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
REDACTED PERSONAL DATA,159397,22-NOV-2023,"1,412.92",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
REDACTED PERSONAL DATA,159411,22-NOV-2023,"1,412.92",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
REDACTED PERSONAL DATA,159437,22-NOV-2023,"1,412.92",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
REDACTED PERSONAL DATA,159438,22-NOV-2023,"1,412.92",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
REDACTED PERSONAL DATA,159467,22-NOV-2023,"1,608.12",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
REDACTED PERSONAL DATA,159469,22-NOV-2023,"1,833.56",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
REDACTED PERSONAL DATA,159036,22-NOV-2023,"1,412.92",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Older People (65+),
REDACTED PERSONAL DATA,159036,22-NOV-2023,"1,308.00",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Older People (65+),
REDACTED PERSONAL DATA,159115,22-NOV-2023,"1,785.00",Adults Care and Health and Strategic Commissioning,S6131,Learning & Disability Support - Adults (18-64),
REDACTED PERSONAL DATA,159116,22-NOV-2023,"1,412.92",Adults Care and Health and Strategic Commissioning,S6131,Learning & Disability Support - Adults (18-64),
REDACTED PERSONAL DATA,159397,22-NOV-2023,"1,412.92",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Adults (18-64),
REDACTED PERSONAL DATA,159439,22-NOV-2023,784.80,Adults Care and Health and Strategic Commissioning,S6132,Learning & Disability Support - Adults (18-64),
REDACTED PERSONAL DATA,159441,22-NOV-2023,"1,412.92",Adults Care and Health and Strategic Commissioning,S6132,Learning & Disability Support - Adults (18-64),
REDACTED PERSONAL DATA,159445,22-NOV-2023,"1,412.92",Adults Care and Health and Strategic Commissioning,S6132,Learning & Disability Support - Adults (18-64),
REDACTED PERSONAL DATA,159464,22-NOV-2023,"1,412.92",Adults Care and Health and Strategic Commissioning,S6132,Learning & Disability Support - Adults (18-64),
REDACTED PERSONAL DATA,159464,22-NOV-2023,"1,412.92",Adults Care and Health and Strategic Commissioning,S6132,Learning & Disability Support - Adults (18-64),
