Payments for Publishing for Invoices paid between 01-NOV-2023 and 30-NOV-2023,,,,,,,
Supplier Name,Payment Number,Paid Date,Line Amount,Department ,Cost Centre,Subjective Desc,Irrecoverable VAT
COMMUNITY CARING LTD          ,158302,20-NOV-2023,176.81,Adults Care and Health and Strategic Commissioning,S6141,Sensory Support - Older People (65+),
COMMUNITY CARING LTD          ,157264,15-NOV-2023,"2,758.44",Adults Care and Health and Strategic Commissioning,S6141,Social Care Activities,
COMMUNITY CARING LTD          ,157264,15-NOV-2023,"2,454.36",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
COMMUNITY CARING LTD          ,157264,15-NOV-2023,"2,476.08",Adults Care and Health and Strategic Commissioning,S6152,Physical Support - Older People (65+),
COMMUNITY CARING LTD          ,157264,15-NOV-2023,"1,216.32",Adults Care and Health and Strategic Commissioning,S6161,Mental Health Support - Older People (65+),
COMMUNITY CARING LTD          ,157264,15-NOV-2023,"1,216.32",Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Older People (65+),
COMMUNITY CARING LTD          ,157264,15-NOV-2023,"1,954.80",Adults Care and Health and Strategic Commissioning,S6167,Mental Health Support - Older People (65+),
COMMUNITY CARING LTD          ,158302,20-NOV-2023,"15,939.00",Adults Care and Health and Strategic Commissioning,S6420,Care Provision,
COMMUNITY CARING LTD          ,157264,15-NOV-2023,"20,454.81",Adults Care and Health and Strategic Commissioning,S6999,Physical Support - Older People (65+),
COMMUNITY INDEPENDENT LIVING LTD,161740,29-NOV-2023,"60,485.88",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
COMMUNITY INDEPENDENT LIVING LTD,154133,03-NOV-2023,"29,009.52",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
COMMUNITY INDEPENDENT LIVING LTD,153563,01-NOV-2023,"31,978.24",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
COMMUNITY INDEPENDENT LIVING LTD,157435,15-NOV-2023,"3,670.68",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Adults (18-64),
COMMUNITY INDEPENDENT LIVING LTD,157435,15-NOV-2023,"5,473.44",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
COMMUNITY INDEPENDENT LIVING LTD,157435,15-NOV-2023,912.24,Adults Care and Health and Strategic Commissioning,S6141,Mental Health Support - Older People (65+),
COMMUNITY INDEPENDENT LIVING LTD,157435,15-NOV-2023,912.24,Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
COMMUNITY INDEPENDENT LIVING LTD,157435,15-NOV-2023,-434.40,Adults Care and Health and Strategic Commissioning,S6999,Physical Support - Older People (65+),
COMMUNITY INTEGRATED CARE,161352,29-NOV-2023,"19,196.82",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
COMMUNITY INTEGRATED CARE,153579,01-NOV-2023,"19,196.82",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
COMMUNITY INTEGRATED CARE,161352,29-NOV-2023,"6,913.21",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Older People (65+),
COMMUNITY INTEGRATED CARE,153579,01-NOV-2023,"6,913.21",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Older People (65+),
COMMUNITY SUPPORTED LIVING LTD,156707,13-NOV-2023,"3,423.41",Adults Care and Health and Strategic Commissioning,S6132,Learning & Disability Support - Adults (18-64),
COMMUNITY SUPPORTED LIVING LTD,156707,13-NOV-2023,-711.20,Adults Care and Health and Strategic Commissioning,S6132,Mental Health Support - Adults (18-64),
COMMUNITY SUPPORTED LIVING LTD,156707,13-NOV-2023,428.18,Adults Care and Health and Strategic Commissioning,S6132,Mental Health Support - Older People (65+),
COMMUNITY SUPPORTED LIVING LTD,156707,13-NOV-2023,"1,765.97",Adults Care and Health and Strategic Commissioning,S6132,Social Support - Substance Misuse,
COMMUNITY SUPPORTED LIVING LTD,156707,13-NOV-2023,980.00,Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Adults (18-64),
COMMUNITY SUPPORTED LIVING LTD,156707,13-NOV-2023,"2,658.04",Adults Care and Health and Strategic Commissioning,S6151,Physical Support - Adults (18-64),
COMMUNITY SUPPORTED LIVING LTD,156707,13-NOV-2023,"79,704.22",Adults Care and Health and Strategic Commissioning,S6161,Mental Health Support - Adults (18-64),
COMMUNITY SUPPORTED LIVING LTD,157265,15-NOV-2023,912.24,Adults Care and Health and Strategic Commissioning,S6161,Mental Health Support - Adults (18-64),
COMMUNITY SUPPORTED LIVING LTD,156707,13-NOV-2023,"9,296.40",Adults Care and Health and Strategic Commissioning,S6161,Mental Health Support - Older People (65+),
COMMUNITY SUPPORTED LIVING LTD,156707,13-NOV-2023,"9,994.43",Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Adults (18-64),
COMMUNITY SUPPORTED LIVING LTD,156707,13-NOV-2023,842.80,Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Older People (65+),
COMMUNITY SUPPORTED LIVING LTD,156707,13-NOV-2023,"11,057.57",Adults Care and Health and Strategic Commissioning,S6165,Mental Health Support - Adults (18-64),
COMMUNITY SUPPORTED LIVING LTD,156707,13-NOV-2023,"6,425.45",Adults Care and Health and Strategic Commissioning,S6167,Mental Health Support - Older People (65+),
COMPASS FOSTERING NORTH LIMITED,157016,14-NOV-2023,"3,698.30","Children, Families & Education",E7080,Care Provision,
COMPASS FOSTERING NORTH LIMITED,161251,28-NOV-2023,"3,483.90","Children, Families & Education",E7080,Care Provision,
COMPASS FOSTERING NORTH LIMITED,161251,28-NOV-2023,"3,577.80","Children, Families & Education",E7080,Care Provision,
COMPASS FOSTERING NORTH LIMITED,157016,14-NOV-2023,"3,697.06","Children, Families & Education",E7080,Care Provision,
COMPASS FOSTERING NORTH LIMITED,157016,14-NOV-2023,"2,574.88","Children, Families & Education",E7080,Care Provision,
COMPASS FOSTERING NORTH LIMITED,157016,14-NOV-2023,"3,998.07","Children, Families & Education",E7080,Care Provision,
COMPASS FOSTERING NORTH LIMITED,157016,14-NOV-2023,"3,697.06","Children, Families & Education",E7080,Care Provision,
COMPASS FOSTERING NORTH LIMITED,161251,28-NOV-2023,"3,767.40","Children, Families & Education",E7080,Care Provision,
COMPASS FOSTERING NORTH LIMITED,161251,28-NOV-2023,"3,579.00","Children, Families & Education",E7080,Care Provision,
COMPASS FOSTERING NORTH LIMITED,157016,14-NOV-2023,"3,697.06","Children, Families & Education",E7080,Care Provision,
COMPASS FOSTERING NORTH LIMITED,157016,14-NOV-2023,"3,600.03","Children, Families & Education",E7080,Care Provision,
COMPASS FOSTERING NORTH LIMITED,161251,28-NOV-2023,"3,577.80","Children, Families & Education",E7080,Care Provision,
COMPASS FOSTERING NORTH LIMITED,157016,14-NOV-2023,"3,892.98","Children, Families & Education",E7080,Care Provision,
COMPASS FOSTERING NORTH LIMITED,157016,14-NOV-2023,"3,892.98","Children, Families & Education",E7080,Care Provision,
COMPASS FOSTERING NORTH LIMITED,161251,28-NOV-2023,"3,577.80","Children, Families & Education",E7080,Care Provision,
COMPASS FOSTERING NORTH LIMITED,157016,14-NOV-2023,"2,640.81","Children, Families & Education",E7080,Care Provision,
COMPASS FOSTERING NORTH LIMITED,161251,28-NOV-2023,"3,869.10","Children, Families & Education",E7080,Care Provision,
COMPLETE NETWORK SERVICES LIMITED,160527,24-NOV-2023,"2,820.00",Resources,F4418,Communications & Computing,
CONIFERS CARE HOMES LIMITED,159318,22-NOV-2023,"3,817.80",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Adults (18-64),
CONOR MC DONAGH,160528,24-NOV-2023,"2,790.30",Schools / DSG,E3680,Care Provision,
CONOR MC DONAGH,160528,24-NOV-2023,857.10,Schools / DSG,E3680,Care Provision,
CONOR MC DONAGH,160528,24-NOV-2023,826.50,Schools / DSG,E3680,Care Provision,
CONOR MC DONAGH,160528,24-NOV-2023,680.10,Schools / DSG,E3680,Care Provision,
CONSORTIA INTEGRATED SERVICES LIMITED,161894,30-NOV-2023,"7,171.34",Regeneration & Place,D2700,"Repairs, alterations and maintenance",
CONSORTIA INTEGRATED SERVICES LIMITED,156793,13-NOV-2023,644.61,Regeneration & Place,D2700,"Repairs, alterations and maintenance",
CONSORTIA INTEGRATED SERVICES LIMITED,156793,13-NOV-2023,874.23,Regeneration & Place,L3970,"Repairs, alterations and maintenance",
CONSORTIA INTEGRATED SERVICES LIMITED,154830,07-NOV-2023,505.81,Schools / DSG,E1970,"Repairs, alterations and maintenance",
CONSORTIA INTEGRATED SERVICES LIMITED,161894,30-NOV-2023,719.03,Schools / DSG,E2290,"Repairs, alterations and maintenance",
CONSORTIA INTEGRATED SERVICES LIMITED,154830,07-NOV-2023,643.77,Schools / DSG,E2450,"Repairs, alterations and maintenance",
CONSORTIA INTEGRATED SERVICES LIMITED,154830,07-NOV-2023,614.91,Schools / DSG,E2630,"Repairs, alterations and maintenance",
CONSORTIA INTEGRATED SERVICES LIMITED,156486,10-NOV-2023,"1,663.67",Schools / DSG,E5620,"Repairs, alterations and maintenance",
CONSORTIA INTEGRATED SERVICES LIMITED,156486,10-NOV-2023,"1,958.55",Capital,C0324,Contractors - Main,
CONSORTIA INTEGRATED SERVICES LIMITED,156793,13-NOV-2023,"1,060.00",Capital,C2144,Contractors - Main,
CONSORTIA INTEGRATED SERVICES LIMITED,161894,30-NOV-2023,"23,556.25",Capital,C2195,Contractors - Main,
CONSORTIA INTEGRATED SERVICES LIMITED,161894,30-NOV-2023,"7,233.67",Capital,C2210,Contractors - Main,
CONSORTIA INTEGRATED SERVICES LIMITED,156793,13-NOV-2023,"2,409.74",Capital,C2820,Contractors - Main,
CONSORTIA INTEGRATED SERVICES LIMITED,156793,13-NOV-2023,"5,614.00",Capital,C2820,Contractors - Main,
CONTINENTAL LANDSCAPES LIMITED,161253,28-NOV-2023,"4,374.94",Neighbourhood Services,H2930,Waste Service Provider,
CONTINENTAL LANDSCAPES LIMITED,157753,16-NOV-2023,"4,374.94",Neighbourhood Services,H2930,Waste Service Provider,
CONTINENTAL LANDSCAPES LIMITED,161253,28-NOV-2023,"3,897.40",Regeneration & Place,D8005,"Repairs, alterations and maintenance",
CONTINENTAL LANDSCAPES LIMITED,157753,16-NOV-2023,"18,840.52",Regeneration & Place,D8005,"Repairs, alterations and maintenance",
CONTINUUM SUPPORT CARE SERVICES LIMITED,161254,28-NOV-2023,"23,360.67","Children, Families & Education",E7080,Care Provision,
COOPERS CARE HOME T/A CUFFEY CARE LIMITED,159370,22-NOV-2023,"6,930.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
COPPER BEECH RESIDENTIAL HOME,159321,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6141,Mental Health Support - Older People (65+),
COPPER BEECH RESIDENTIAL HOME,159321,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6142,Learning & Disability Support - Older People (65+),
COPPER BEECH RESIDENTIAL HOME,159321,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Adults (18-64),
COPPER BEECH RESIDENTIAL HOME,159321,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Adults (18-64),
COPPER BEECH RESIDENTIAL HOME,159321,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Adults (18-64),
COPPER BEECH RESIDENTIAL HOME,159321,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Adults (18-64),
COPPER BEECH RESIDENTIAL HOME,159321,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Adults (18-64),
COPPER BEECH RESIDENTIAL HOME,159321,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Adults (18-64),
COPPER BEECH RESIDENTIAL HOME,159321,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6161,Mental Health Support - Adults (18-64),
COPPER BEECH RESIDENTIAL HOME,159321,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6161,Physical Support - Adults (18-64),
COPPER BEECH RESIDENTIAL HOME,159321,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Adults (18-64),
COPPER BEECH RESIDENTIAL HOME,159321,22-NOV-2023,"2,944.00",Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Adults (18-64),
COPPER BEECH RESIDENTIAL HOME,159321,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Adults (18-64),
COPPER BEECH RESIDENTIAL HOME,159321,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Adults (18-64),
COPPER BEECH RESIDENTIAL HOME,159321,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6165,Mental Health Support - Adults (18-64),
COPPER BEECH RESIDENTIAL HOME,159321,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6165,Mental Health Support - Adults (18-64),
COPPER BEECH RESIDENTIAL HOME,159321,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6165,Mental Health Support - Adults (18-64),
COPPER BEECH RESIDENTIAL HOME,159321,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6167,Mental Health Support - Older People (65+),
COPPER FIELD RESIDENTIAL HOME,159322,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
COPPER FIELD RESIDENTIAL HOME,159322,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Older People (65+),
COPPER FIELD RESIDENTIAL HOME,159322,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Adults (18-64),
COPPER FIELD RESIDENTIAL HOME,159322,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Adults (18-64),
COPPER FIELD RESIDENTIAL HOME,159322,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Adults (18-64),
COPPER FIELD RESIDENTIAL HOME,159322,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Older People (65+),
COPPER FIELD RESIDENTIAL HOME,159322,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Older People (65+),
COPPER FIELD RESIDENTIAL HOME,159322,22-NOV-2023,720.00,Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Older People (65+),
COPPER FIELD RESIDENTIAL HOME,159322,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
COPPER FIELD RESIDENTIAL HOME,159322,22-NOV-2023,576.00,Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
COPPER FIELD RESIDENTIAL HOME,159322,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Adults (18-64),
COPPER FIELD RESIDENTIAL HOME,159322,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6162,Mental Health Support - Older People (65+),
CORONA HOUSE,159323,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
CORONA HOUSE,159323,22-NOV-2023,"2,296.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
CORONA HOUSE,159323,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6167,Mental Health Support - Older People (65+),
CORSTORPHINE & WRIGHT LIMITED,155770,09-NOV-2023,"43,076.48",Capital,C0516,Consultants Fees,
COUNTY LOOS LIMITED,160529,24-NOV-2023,"1,630.00",Capital,C0525,Contractors - Sub,
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6131,Memory & Cognition Support - Older People (65+),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,684.00",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,684.00",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,472.00",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,684.00",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,472.00",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,030.57",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,472.00",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,684.00",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,684.00",Adults Care and Health and Strategic Commissioning,S6131,Social Care Activities,
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,472.00",Adults Care and Health and Strategic Commissioning,S6141,Memory & Cognition Support - Older People (65+),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,687.00,Adults Care and Health and Strategic Commissioning,S6141,Mental Health Support - Older People (65+),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,684.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Adults (18-64),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"1,147.71",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,684.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,684.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,684.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,684.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,684.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,684.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
COURSECHANGE LIMITED T/A GRANGE NURSING HOME,159324,22-NOV-2023,"2,684.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
Courthall Care LTD,155049,08-NOV-2023,"2,617.26",Adults Care and Health and Strategic Commissioning,S6111,Physical Support - Older People (65+),
Courthall Care LTD,155049,08-NOV-2023,"2,736.72",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Adults (18-64),
Courthall Care LTD,155049,08-NOV-2023,"5,039.04",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
Courthall Care LTD,155049,08-NOV-2023,"2,736.72",Adults Care and Health and Strategic Commissioning,S6141,Mental Health Support - Adults (18-64),
Courthall Care LTD,155049,08-NOV-2023,"2,867.04",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Adults (18-64),
Courthall Care LTD,155049,08-NOV-2023,"8,796.60",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
Courthall Care LTD,155049,08-NOV-2023,"3,866.16",Adults Care and Health and Strategic Commissioning,S6999,Physical Support - Older People (65+),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,"1,602.29",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Adults (18-64),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6142,Learning & Disability Support - Adults (18-64),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6142,Learning & Disability Support - Older People (65+),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,"2,972.00",Adults Care and Health and Strategic Commissioning,S6142,Memory & Cognition Support - Older People (65+),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Older People (65+),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Adults (18-64),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Adults (18-64),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,520.00,Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
COZEE CARE HOMES LIMITED T/A BARNSTON COURT NURSING HOME,159325,22-NOV-2023,"2,972.00",Adults Care and Health and Strategic Commissioning,S6142,Sensory Support - Older People (65+),
CRAEGMOOR FLC NEW DIRECTIONS BISHOP CORNER,159351,22-NOV-2023,"6,205.32",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
CREA8ING COMMUNITY T/A CREA8ING CAREERS,153889,02-NOV-2023,"4,200.00","Children, Families & Education",E7025,Care Provision,
CREA8ING COMMUNITY T/A CREA8ING CAREERS,153889,02-NOV-2023,"4,200.00","Children, Families & Education",E7025,Care Provision,
CREA8ING COMMUNITY T/A CREA8ING CAREERS,153889,02-NOV-2023,"4,200.00","Children, Families & Education",E7025,Care Provision,
CREATIVE SUPPORT LIMITED,157436,15-NOV-2023,"1,996.05",Adults Care and Health and Strategic Commissioning,S6161,Mental Health Support - Adults (18-64),
CROFTWOOD CARE UK LIMITED,159353,22-NOV-2023,546.00,Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,"1,357.16",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,901.29,Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,"1,548.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,978.86,Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,"1,904.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,"1,549.86",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,"1,916.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
CROFTWOOD CARE UK LIMITED,159352,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
