Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
AA,26/09/2023,12/09/2023,Purchase,133.59,Travelodge Gb0000
JB,26/09/2023,05/09/2023,Purchase,134.49,Travelodge Gb0000
JR,26/09/2023,19/09/2023,Purchase,138.06,Lavazza Pro
JB,26/09/2023,25/09/2023,Purchase,138.89,Back Market
JB,26/09/2023,21/09/2023,Purchase,138.99,Amznmktplace
JB,26/09/2023,29/08/2023,Purchase,139,Sopra Steria Limited Ukvc
JB,26/09/2023,12/09/2023,Purchase,140,High Street Vouchers
AA,26/09/2023,07/09/2023,Purchase,140.43,Www.Screwfix.Com
JR,26/09/2023,25/09/2023,Purchase,141.97,Trainline
JR,26/09/2023,07/09/2023,Purchase,144,Green Skip Hire
DS,26/09/2023,05/09/2023,Purchase,144,Eti Ltd
JR,26/09/2023,31/08/2023,Purchase,144.85,Hartleys Direct
JB,26/09/2023,13/09/2023,Purchase,146.33,Amznmktplace
AA,26/09/2023,22/09/2023,Purchase,150,Facebk Zzwlgukgx2
AA,26/09/2023,11/09/2023,Purchase,150.32,Travelodge Gb0000
JB,26/09/2023,14/09/2023,Purchase,154.99,Amznmktplace
AA,26/09/2023,06/09/2023,Purchase,157.05,Travelodge Gb0000
AA,26/09/2023,20/09/2023,Purchase,157.06,Travelodge Gb0000
JB,26/09/2023,13/09/2023,Purchase,159,Tvlicensing.Co.Uk
AA,26/09/2023,07/09/2023,Purchase,159,Tvlicensing.Co.Uk
DS,26/09/2023,21/09/2023,Purchase,163.46,Trainline
JB,26/09/2023,13/09/2023,Credit Voucher,165,Www.Argos.Co.Uk
JB,26/09/2023,13/09/2023,Purchase,165,Www.Argos.Co.Uk
JR,26/09/2023,21/09/2023,Purchase,165.98,Premier Inn
AA,26/09/2023,19/09/2023,Purchase,167.5,Dvla Vehicle Tax
AA,26/09/2023,06/09/2023,Purchase,168,Drone Safe Register
JR,26/09/2023,20/09/2023,Purchase,169,The Pound Plus Shop
JR,26/09/2023,05/09/2023,Purchase,170.24,Booker Ltd - 38598984
JB,26/09/2023,04/09/2023,Purchase,171,Wetherspoon Hotel
JB,26/09/2023,21/09/2023,Purchase,171,Wetherspoon Hotel
AA,26/09/2023,06/09/2023,Purchase,172.55,Premier Inn
JB,26/09/2023,18/09/2023,Purchase,175,Storage Giant Ltd
AA,26/09/2023,04/09/2023,Purchase,176.43,Travelodge Gb0000
AA,26/09/2023,04/09/2023,Purchase,176.43,Travelodge Gb0000
AA,26/09/2023,04/09/2023,Purchase,176.43,Travelodge Gb0000
AA,26/09/2023,06/09/2023,Purchase,177.65,Premier Inn
JR,26/09/2023,03/09/2023,Purchase,178.78,Lavazza Pro
JR,26/09/2023,18/09/2023,Purchase,180,Edge Training Ltd
JR,26/09/2023,29/08/2023,Purchase,181.15,Booker Ltd - 38529434
AA,26/09/2023,01/09/2023,Purchase,181.52,Travelodge Gb0000
AA,26/09/2023,07/09/2023,Purchase,181.73,Travelodge Gb0000
AA,26/09/2023,31/08/2023,Purchase,181.8,Facebk *uynq9uf4w2
AA,26/09/2023,05/09/2023,Purchase,183.6,Premier Inn
AA,26/09/2023,22/09/2023,Purchase,184.58,Travelodge Gb0000
AA,26/09/2023,22/09/2023,Purchase,184.58,Travelodge Gb0000
AA,26/09/2023,15/09/2023,Purchase,184.58,Travelodge Gb0000
AA,26/09/2023,14/09/2023,Purchase,188.66,Travelodge Gb0000
AA,26/09/2023,14/09/2023,Purchase,188.66,Travelodge Gb0000
JB,26/09/2023,19/09/2023,Purchase,189,Currys Online
JB,26/09/2023,19/09/2023,Purchase,189,Currys Online
AA,26/09/2023,11/09/2023,Purchase,190.4,Premier Inn
JB,26/09/2023,14/09/2023,Purchase,192.1,Hotelscom7265555981487
JB,26/09/2023,05/09/2023,Purchase,195,Halfords E.Comm
JR,26/09/2023,21/09/2023,Purchase,196.24,Health And Care Professio
JR,26/09/2023,21/09/2023,Purchase,196.24,Health And Care Professio
JR,26/09/2023,04/09/2023,Purchase,196.24,Health And Care Professio
JR,26/09/2023,12/09/2023,Purchase,196.24,Health And Care Professio
JR,26/09/2023,12/09/2023,Purchase,196.24,Health And Care Professio
JB,26/09/2023,16/09/2023,Purchase,197.1,Bkg*hotel At Booking.C
AA,26/09/2023,11/09/2023,Purchase,197.79,Aerling 2f8ksw Athers
JB,26/09/2023,30/08/2023,Purchase,198,Chrisbeon Office Supplies
AA,26/09/2023,29/08/2023,Purchase,198.86,Travelodge Gb0000
AA,26/09/2023,29/08/2023,Purchase,198.86,Travelodge Gb0000
AA,26/09/2023,29/08/2023,Purchase,198.86,Travelodge Gb0000
AA,26/09/2023,14/09/2023,Purchase,198.86,Travelodge Gb0000
AA,26/09/2023,14/09/2023,Purchase,198.86,Travelodge Gb0000
AA,26/09/2023,01/09/2023,Purchase,198.9,Premier Inn
AA,26/09/2023,01/09/2023,Purchase,198.9,Premier Inn
AA,26/09/2023,01/09/2023,Purchase,198.9,Premier Inn
JB,26/09/2023,08/09/2023,Purchase,199,Hp Inc Hp.Com Store Uk
JB,26/09/2023,25/09/2023,Purchase,199.08,Cartwright Waste Dispo
JB,26/09/2023,08/09/2023,Purchase,199.95,Bose Limited
JB,26/09/2023,05/09/2023,Purchase,200,Facebk *tshwrub3q2
JB,26/09/2023,13/09/2023,Purchase,200,Facebk *hjgd2vb3q2
AA,26/09/2023,07/09/2023,Purchase,200.9,Travelodge Gb0000
AA,26/09/2023,07/09/2023,Purchase,200.9,Travelodge Gb0000
AA,26/09/2023,07/09/2023,Purchase,200.9,Travelodge Gb0000
JB,26/09/2023,02/09/2023,Purchase,203.48,Travelodge Gb0000
AA,26/09/2023,06/09/2023,Purchase,204.9,The White House Hotel
AA,26/09/2023,06/09/2023,Purchase,204.9,The White House Hotel
AA,26/09/2023,01/09/2023,Purchase,207.02,Travelodge Gb0000
AA,26/09/2023,29/08/2023,Purchase,207.02,Travelodge Gb0000
AA,26/09/2023,29/08/2023,Purchase,207.02,Travelodge Gb0000
AA,26/09/2023,01/09/2023,Purchase,207.02,Travelodge Gb0000
AA,26/09/2023,12/09/2023,Purchase,209.06,Travelodge Gb0000
JR,26/09/2023,19/09/2023,Purchase,210,Smart Health Solutions
AA,26/09/2023,01/09/2023,Purchase,212.12,Travelodge Gb0000
AA,26/09/2023,01/09/2023,Purchase,212.12,Travelodge Gb0000
AA,26/09/2023,01/09/2023,Purchase,212.12,Travelodge Gb0000
JB,26/09/2023,29/08/2023,Purchase,214.89,Trainline
AA,26/09/2023,29/08/2023,Purchase,215.9,Premier Inn
AA,26/09/2023,29/08/2023,Purchase,216.2,Travelodge Gb0000
AA,26/09/2023,29/08/2023,Purchase,216.2,Travelodge Gb0000
JR,26/09/2023,13/09/2023,Purchase,219.6,Thriiver Limited
AA,26/09/2023,11/09/2023,Purchase,221.94,Easyjet K62s17j
AA,26/09/2023,10/09/2023,Purchase,223.16,Adobe Creative Cloud
AA,26/09/2023,24/09/2023,Purchase,223.16,Adobe Systems Software
AA,26/09/2023,22/09/2023,Purchase,223.34,Travelodge Gb0000
AA,26/09/2023,22/09/2023,Purchase,223.34,Travelodge Gb0000
AA,26/09/2023,07/09/2023,Purchase,224.36,Travelodge Gb0000
AA,26/09/2023,07/09/2023,Purchase,224.36,Travelodge Gb0000
JR,26/09/2023,19/09/2023,Purchase,226.18,Booker Limited Ecom
AA,26/09/2023,20/09/2023,Purchase,227.8,Premier Inn
DS,26/09/2023,06/09/2023,Purchase,228,Www.Amberhawk.Com
JR,26/09/2023,29/08/2023,Purchase,231.13,Radmore And Tucker Ltd
AA,26/09/2023,22/09/2023,Purchase,232.05,Premier Inn
JB,26/09/2023,08/09/2023,Purchase,232.93,Www.Argos.Co.Uk
AA,26/09/2023,12/09/2023,Purchase,234.56,Travelodge Gb0000
JB,26/09/2023,07/09/2023,Purchase,238.75,Adobe Systems Software
JR,26/09/2023,04/09/2023,Purchase,238.8,Ticketingprofessionals
AA,26/09/2023,06/09/2023,Purchase,239.04,Msft * E0700ozdvu
AA,26/09/2023,11/09/2023,Purchase,239.33,Wherethetradebuys.Co.U
JR,26/09/2023,14/09/2023,Purchase,240,Shropshire Removals Telfo
AA,26/09/2023,25/09/2023,Purchase,241.69,Travelodge Gb0000
AA,26/09/2023,25/09/2023,Purchase,241.69,Travelodge Gb0000
AA,26/09/2023,25/09/2023,Purchase,241.69,Travelodge Gb0000
JR,26/09/2023,18/09/2023,Purchase,242,Bkg*hotel At Booking.C
JB,26/09/2023,19/09/2023,Purchase,242.4,Mol*big Bertha Original
DS,26/09/2023,07/09/2023,Purchase,244,Www.Aat-Org.Uk
AA,26/09/2023,01/09/2023,Purchase,246.8,Travelodge Gb0000
AA,26/09/2023,07/09/2023,Purchase,247,Premier Inn
JR,26/09/2023,12/09/2023,Purchase,250,Telford & Wrekin Counc
JB,26/09/2023,04/09/2023,Purchase,252.99,Www.Argos.Co.Uk
AA,26/09/2023,20/09/2023,Purchase,255,Chartered Association
DS,26/09/2023,20/09/2023,Purchase,255.99,Premier Inn
JB,26/09/2023,15/09/2023,Purchase,256.91,Welcome Break Days Inn Te
JB,26/09/2023,06/09/2023,Purchase,257,Inspiration Books Ltd
AA,26/09/2023,22/09/2023,Purchase,257,Travelodge Gb0000
AA,26/09/2023,22/09/2023,Purchase,257,Travelodge Gb0000
AA,26/09/2023,22/09/2023,Purchase,257,Travelodge Gb0000
JB,26/09/2023,04/09/2023,Purchase,258.3,Cartwright Waste Dispo
JB,26/09/2023,06/09/2023,Purchase,258.3,Cartwright Waste Dispo
JB,26/09/2023,14/09/2023,Purchase,258.3,Cartwright Waste Dispo
JB,26/09/2023,18/09/2023,Credit Voucher,258.3,Cartwright Waste Dispo
JB,26/09/2023,25/09/2023,Purchase,258.3,Cartwright Waste Dispo
DS,26/09/2023,30/08/2023,Purchase,258.57,The Clean Machine Direct
JB,26/09/2023,20/09/2023,Purchase,260,Ovo Energy Ltd
JR,26/09/2023,14/09/2023,Purchase,270,Paypal *abc Foodlaw
AA,26/09/2023,14/09/2023,Purchase,270.36,Travelodge Gb0000
AA,26/09/2023,22/09/2023,Purchase,273,Premier Inn
JR,26/09/2023,15/09/2023,Purchase,273.16,Radmore And Tucker Ltd
AA,26/09/2023,29/08/2023,Purchase,277.4,Travelodge Gb0000
JR,26/09/2023,19/09/2023,Purchase,278.41,Radmore And Tucker Ltd
DS,26/09/2023,30/08/2023,Purchase,278.96,Trainline
AA,26/09/2023,08/09/2023,Purchase,282.35,The White House Hotel
AA,26/09/2023,07/09/2023,Purchase,282.35,The White House Hotel
AA,26/09/2023,01/09/2023,Purchase,284.1,Hadley Park
AA,26/09/2023,07/09/2023,Purchase,288,Wordpress R6sf7ys1vm
JR,26/09/2023,14/09/2023,Purchase,288,Shropshire Removals Telfo
AA,26/09/2023,31/08/2023,Purchase,290.7,Premier Inn
JR,26/09/2023,14/09/2023,Purchase,292.41,Amazon* 204-7259020-63
JR,26/09/2023,15/09/2023,Purchase,296,Ukc Psychotherapy
AA,26/09/2023,07/09/2023,Purchase,298,Telford Golf & Spa
JB,26/09/2023,20/09/2023,Purchase,300,Facebk *jcyxytb4q2
JR,26/09/2023,15/09/2023,Purchase,300,Thriiver Limited
DS,26/09/2023,25/09/2023,Purchase,300,Dunelm Soft Furnishings
AA,26/09/2023,18/09/2023,Purchase,300.85,Travelodge Gb0000
AA,26/09/2023,18/09/2023,Purchase,300.85,Travelodge Gb0000
JR,26/09/2023,08/09/2023,Purchase,315.36,Maths Circle Ltd
AA,26/09/2023,25/09/2023,Purchase,316.2,Premier Inn
JB,26/09/2023,18/09/2023,Purchase,318,Ndna National Day Nurs
AA,26/09/2023,18/09/2023,Purchase,323.85,Premier Inn
AA,26/09/2023,18/09/2023,Purchase,323.85,Premier Inn
JR,26/09/2023,05/09/2023,Purchase,338.58,Booker Limited Ecom
AA,26/09/2023,19/09/2023,Purchase,338.6,Travelodge Gb0000
AA,26/09/2023,19/09/2023,Purchase,338.6,Travelodge Gb0000
AA,26/09/2023,19/09/2023,Purchase,338.6,Travelodge Gb0000
DS,26/09/2023,21/09/2023,Purchase,339.92,Screwfix Dir Ltd
AA,26/09/2023,25/09/2023,Purchase,342.67,Travelodge Gb0000
AA,26/09/2023,06/09/2023,Purchase,354,R3 Events Ltd
JR,26/09/2023,11/09/2023,Purchase,356.87,Aghoco 1607 Ltd
JB,26/09/2023,19/09/2023,Purchase,360,Amazon.Co.Uk*1411o6ig4
JB,26/09/2023,11/09/2023,Purchase,369.99,Amznbusiness*140jh5fs4
JR,26/09/2023,23/09/2023,Purchase,372.91,Amznmktplace
AA,26/09/2023,18/09/2023,Purchase,387.46,Www.Screwfix.Com
AA,26/09/2023,11/09/2023,Purchase,389.98,Agoda.Com Grand Cent
JB,26/09/2023,11/09/2023,Purchase,393.44,Travelodge Gb0000
JR,26/09/2023,31/08/2023,Purchase,400,Facebk Wuqwnt3xp2
JR,26/09/2023,20/09/2023,Purchase,402.5,The White House Hotel
AA,26/09/2023,12/09/2023,Purchase,409.93,Tesco Stores 3290
JB,26/09/2023,14/09/2023,Purchase,427.64,Enterprise Rent A Car
JB,26/09/2023,29/08/2023,Purchase,432.95,Www.Argos.Co.Uk
JR,26/09/2023,19/09/2023,Purchase,441.87,Lavazza Pro
DS,26/09/2023,30/08/2023,Purchase,449.99,Complete Care Shop
AA,26/09/2023,18/09/2023,Purchase,450.79,Travelodge Gb0000
AA,26/09/2023,04/09/2023,Purchase,460.99,Travelodge Gb0000
AA,26/09/2023,04/09/2023,Purchase,460.99,Travelodge Gb0000
AA,26/09/2023,04/09/2023,Purchase,460.99,Travelodge Gb0000
AA,26/09/2023,30/08/2023,Purchase,483.94,Travelodge Gb0000
JB,26/09/2023,06/09/2023,Purchase,486.99,Amznbusiness*1u45x5b84
JB,26/09/2023,08/09/2023,Purchase,500,Amazon* 204-2741129-63
DS,26/09/2023,30/08/2023,Purchase,500.4,Edmundson Electrical- 044
AA,26/09/2023,07/09/2023,Purchase,506.39,Tesco Stores 3290
JR,26/09/2023,01/09/2023,Purchase,528,Simplybook.Me
JR,26/09/2023,08/09/2023,Purchase,558,Uk Healthcare Chairs
JR,26/09/2023,19/09/2023,Purchase,576,Purple
JB,26/09/2023,26/09/2023,Purchase,592.46,Amznmktplace
DS,26/09/2023,11/09/2023,Purchase,594,Www.Local.Gov.Uk
DS,26/09/2023,11/09/2023,Purchase,594,Www.Local.Gov.Uk
DS,26/09/2023,11/09/2023,Purchase,594,Www.Local.Gov.Uk
DS,26/09/2023,12/09/2023,Purchase,596,Novotel Liverpool Padding
AA,26/09/2023,22/09/2023,Purchase,624,Castlebroom Engineering
DS,26/09/2023,12/09/2023,Purchase,636.35,Trainline
JR,26/09/2023,19/09/2023,Purchase,636.4,Travelodge Gb0000
JR,26/09/2023,21/09/2023,Purchase,656.25,High Street Vouchers
JR,26/09/2023,20/09/2023,Purchase,658.5,High Street Vouchers
JR,26/09/2023,20/09/2023,Credit Voucher,658.5,High Street Vouchers
JB,26/09/2023,08/09/2023,Purchase,700,Www.1508stays.Co.Uk
JB,26/09/2023,08/09/2023,Purchase,700,Www.1508stays.Co.Uk
JB,26/09/2023,08/09/2023,Purchase,700,Www.1508stays.Co.Uk
JR,26/09/2023,21/09/2023,Purchase,713.92,Travelodge Gb0000
JR,26/09/2023,07/09/2023,Purchase,900,Edge Training Ltd
AA,26/09/2023,30/08/2023,Purchase,922.81,Microsoft*365
DS,26/09/2023,06/09/2023,Purchase,1047.6,Complete Care Shop
JR,26/09/2023,06/09/2023,Purchase,1131.29,Trade Uk
JR,26/09/2023,11/09/2023,Purchase,1199.45,Trade Uk
JR,26/09/2023,19/09/2023,Purchase,1330.8,Back Care Solutions
JR,26/09/2023,19/09/2023,Purchase,1330.8,Back Care Solutions
JB,26/09/2023,06/09/2023,Purchase,1400,Planet Doors
JB,26/09/2023,15/09/2023,Purchase,1400,Planet Doors
JR,26/09/2023,05/09/2023,Purchase,18808.46,Lyreco UK Ltd
