Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
DS,26/07/2023,29/06/2023,Purchase,138.1,Trainline.Com
JB,26/07/2023,19/07/2023,Purchase,139,Sopra Steria Limited Ukvc
JR,26/07/2023,08/07/2023,Purchase,139.08,Booker Ltd - 38598984
DS,26/07/2023,01/07/2023,Purchase,142.39,Facebk Exebeqpx82
JB,26/07/2023,30/06/2023,Purchase,144,A1 Recyclers
JR,26/07/2023,04/07/2023,Purchase,144.97,Amznmktplace
AA,26/07/2023,19/07/2023,Purchase,145.75,Amznmktplace
JR,26/07/2023,26/06/2023,Purchase,149,Bkg*hotel At Booking.C
AA,26/07/2023,12/07/2023,Purchase,149.91,Travelodge Gb0000
JR,26/07/2023,26/06/2023,Purchase,151.96,Easyjet K5mwbzb
JR,26/07/2023,18/07/2023,Purchase,151.96,Cartridge Save
JR,26/07/2023,27/06/2023,Purchase,151.98,Easyjet 000k5n2q61
JB,26/07/2023,21/07/2023,Purchase,155.98,Amznmktplace
AA,26/07/2023,29/06/2023,Credit Voucher,155.98,Artlist
AA,26/07/2023,26/06/2023,Purchase,156.9,Artlist
JB,26/07/2023,22/07/2023,Purchase,157.25,Premier Inn
JB,26/07/2023,19/07/2023,Purchase,159,Tvlicensing.Co.Uk
JB,26/07/2023,12/07/2023,Purchase,159,Tvlicensing.Co.Uk
JB,26/07/2023,15/07/2023,Purchase,159.09,Travelodge Gb0000
DS,26/07/2023,11/07/2023,Purchase,159.99,Www.Screwfix.Com
JR,26/07/2023,27/06/2023,Purchase,161.94,Easyjet K5n4wtd
AA,26/07/2023,28/06/2023,Purchase,163.17,Travelodge Gb0000
JB,26/07/2023,29/06/2023,Purchase,163.35,Bkg*hotel At Booking.C
DS,26/07/2023,14/07/2023,Purchase,165.65,Travis Perkins
AA,26/07/2023,25/07/2023,Purchase,166.23,Travelodge Gb0000
JR,26/07/2023,26/06/2023,Purchase,166.8,Industry Signage
DS,26/07/2023,26/06/2023,Purchase,167.5,Dvla Vehicle Tax
DS,26/07/2023,26/06/2023,Purchase,167.5,Dvla Vehicle Tax
DS,26/07/2023,24/07/2023,Purchase,167.5,Dvla Vehicle Tax
DS,26/07/2023,24/07/2023,Purchase,167.5,Dvla Vehicle Tax
JR,26/07/2023,01/07/2023,Purchase,169.43,Facebk Bad9tskwp2
AA,26/07/2023,13/07/2023,Purchase,173.34,Sp Services UK Ltd
AA,26/07/2023,17/07/2023,Purchase,173.37,Travelodge Gb0000
JB,26/07/2023,04/07/2023,Purchase,173.88,Cartwright Waste Dispo
JR,26/07/2023,19/07/2023,Purchase,175.98,Currys Online
DS,26/07/2023,20/07/2023,Purchase,176,Cipd Membership Fee
JB,26/07/2023,20/07/2023,Purchase,176.95,Paypal *argosdirect
JR,26/07/2023,14/07/2023,Purchase,177,Bkg*hotel At Booking.C
AA,26/07/2023,07/07/2023,Purchase,180,Paypal *swimengland
JB,26/07/2023,12/07/2023,Purchase,182,Halfords E.Comm
JR,26/07/2023,27/06/2023,Purchase,182.4,Trainline
AA,26/07/2023,30/06/2023,Purchase,184.5,The Coal Authority
JR,26/07/2023,15/07/2023,Purchase,184.85,Www.Screwfix.Com
JB,26/07/2023,29/06/2023,Purchase,185,British Gas Otp
DS,26/07/2023,05/07/2023,Purchase,187.77,Www.Nisbets.Com
JB,26/07/2023,30/06/2023,Purchase,189.99,Www.Argos.Co.Uk
JB,26/07/2023,19/07/2023,Purchase,191.5,The Works
AA,26/07/2023,30/06/2023,Purchase,195,The Ribbon Company
AA,26/07/2023,19/07/2023,Purchase,196,Amznmktplace
AA,26/07/2023,10/07/2023,Purchase,198.05,Premier Inn
JB,26/07/2023,06/07/2023,Purchase,199.08,Cartwright Waste Dispo
JB,26/07/2023,11/07/2023,Purchase,199.08,Cartwright Waste Dispo
JB,26/07/2023,11/07/2023,Purchase,199.08,Cartwright Waste Dispo
JR,26/07/2023,14/07/2023,Purchase,199.08,Cartwright Waste Dispo
JB,26/07/2023,20/07/2023,Purchase,200,Facebk *dg2wsrp3q2
JB,26/07/2023,06/07/2023,Purchase,200,Serenitysens.Co.Uk
JR,26/07/2023,27/06/2023,Purchase,204.46,Easyjet K5n4xtf
DS,26/07/2023,30/06/2023,Purchase,205,Cipd Membership Fee
DS,26/07/2023,11/07/2023,Purchase,205,Cipd Membership Fee
JB,26/07/2023,19/07/2023,Purchase,206.99,Argos Ltd
JR,26/07/2023,14/07/2023,Purchase,207.28,Lavazza Pro
JB,26/07/2023,18/07/2023,Purchase,210,Www.Argos.Co.Uk
JB,26/07/2023,20/07/2023,Purchase,210,Www.Argos.Co.Uk
JB,26/07/2023,13/07/2023,Purchase,210,Www.Argos.Co.Uk
JB,26/07/2023,29/06/2023,Purchase,214.72,E.On Next
AA,26/07/2023,19/07/2023,Purchase,217.23,Travelodge Gb0000
JB,26/07/2023,07/07/2023,Purchase,217.48,Currys Shrewsbury
JB,26/07/2023,08/07/2023,Purchase,218.25,Travelodge Gb0000
JR,26/07/2023,14/07/2023,Purchase,221.88,Booker Ltd - 38598984
AA,26/07/2023,10/07/2023,Purchase,223.16,Adobe Creative Cloud
AA,26/07/2023,24/07/2023,Purchase,223.16,Adobe Systems Software
AA,26/07/2023,25/07/2023,Purchase,223.34,Travelodge Gb0000
AA,26/07/2023,11/07/2023,Purchase,224.85,The Soccer Store
DS,26/07/2023,05/07/2023,Purchase,225,Www.Aat-Org.Uk
AA,26/07/2023,07/07/2023,Purchase,225.25,Premier Inn
JR,26/07/2023,19/07/2023,Purchase,228,Lockman 24-7
JB,26/07/2023,25/07/2023,Purchase,229,Amznmktplace
AA,26/07/2023,21/07/2023,Purchase,229.46,Travelodge Gb0000
AA,26/07/2023,30/06/2023,Purchase,229.5,Premier Inn
DS,26/07/2023,27/06/2023,Purchase,232.02,Travelodge Gb0000
JB,26/07/2023,27/06/2023,Purchase,234.75,Expedia Hotelscom72592522
JR,26/07/2023,25/07/2023,Purchase,235.49,Sp Biggamehunters
JB,26/07/2023,29/06/2023,Purchase,239.4,Cartwright Waste Dispo
JB,26/07/2023,04/07/2023,Purchase,240.91,Kiwi.Com
JR,26/07/2023,29/06/2023,Purchase,242,Telford Centr T/O
JB,26/07/2023,06/07/2023,Purchase,248,Newport&district Agricul
JR,26/07/2023,24/07/2023,Purchase,248,Paypal *midlandspar
JB,26/07/2023,14/07/2023,Purchase,248.95,Www.Argos.Co.Uk
DS,26/07/2023,04/07/2023,Purchase,251.04,Cps
DS,26/07/2023,28/06/2023,Purchase,251.56,Trainline.Com
JR,26/07/2023,20/07/2023,Purchase,252,B & Q 1122
JR,26/07/2023,29/06/2023,Purchase,257.79,Lavazza Pro
JB,26/07/2023,26/06/2023,Purchase,258.3,Cartwright Waste Dispo
JB,26/07/2023,03/07/2023,Purchase,258.3,Cartwright Waste Dispo
JB,26/07/2023,03/07/2023,Purchase,258.3,Cartwright Waste Dispo
JB,26/07/2023,05/07/2023,Purchase,258.3,Cartwright Waste Dispo
JB,26/07/2023,06/07/2023,Purchase,258.3,Cartwright Waste Dispo
JB,26/07/2023,12/07/2023,Purchase,258.3,Cartwright Waste Dispo
JB,26/07/2023,28/06/2023,Purchase,260,Www.Argos.Co.Uk
JB,26/07/2023,20/07/2023,Purchase,260,Www.Argos.Co.Uk
JB,26/07/2023,20/07/2023,Purchase,262.73,Chrisbeon Office Supplies
DS,26/07/2023,21/07/2023,Purchase,267.75,Trainline.Com
JB,26/07/2023,05/07/2023,Purchase,268.95,Amznbusiness*824jz2cg5 Am
JB,26/07/2023,05/07/2023,Purchase,269,Www.Argos.Co.Uk
JR,26/07/2023,05/07/2023,Purchase,270,Royal Bath Hotel
AA,26/07/2023,07/07/2023,Purchase,275.4,Premier Inn
JR,26/07/2023,26/06/2023,Purchase,278.97,Premier Inn
JB,26/07/2023,14/07/2023,Purchase,279.99,Amazon.Co.Uk*la7kx48h5
AA,26/07/2023,06/07/2023,Purchase,284,Parkholidays.Com
AA,26/07/2023,04/07/2023,Purchase,285.56,Travelodge Gb0000
AA,26/07/2023,14/07/2023,Purchase,288.15,Premier Inn
AA,26/07/2023,14/07/2023,Purchase,288.15,Premier Inn
JR,26/07/2023,26/06/2023,Purchase,292.95,Www.Argos.Co.Uk
JB,26/07/2023,30/06/2023,Purchase,296.13,Amznmktplace
JB,26/07/2023,13/07/2023,Credit Voucher,296.13,Amz*comfy-Living
JB,26/07/2023,19/07/2023,Purchase,296.13,Amznmktplace
AA,26/07/2023,21/07/2023,Purchase,296.78,Travelodge Gb0000
AA,26/07/2023,21/07/2023,Purchase,296.78,Travelodge Gb0000
JB,26/07/2023,29/06/2023,Purchase,300,Edpsy.Org.Uk
JB,26/07/2023,29/06/2023,Purchase,300,Edpsy.Org.Uk
JB,26/07/2023,26/06/2023,Credit Voucher,300,Argos Ltd
JR,26/07/2023,19/07/2023,Purchase,303.95,Www.Argos.Co.Uk
JB,26/07/2023,09/06/2023,Credit Voucher,309,Currys Online
DS,26/07/2023,11/07/2023,Purchase,312,Westminster Forum Proj
AA,26/07/2023,04/07/2023,Purchase,312.8,Premier Inn
JB,26/07/2023,19/07/2023,Purchase,315.2,Amznmktplace
AA,26/07/2023,06/07/2023,Purchase,321.26,Travelodge Gb0000
JB,26/07/2023,19/07/2023,Purchase,321.41,A2bgocarzabc
AA,26/07/2023,14/07/2023,Purchase,322.5,Dvla Vehicle Tax
DS,26/07/2023,11/07/2023,Purchase,322.5,Dvla Vehicle Tax
DS,26/07/2023,11/07/2023,Purchase,322.5,Dvla Vehicle Tax
DS,26/07/2023,24/07/2023,Purchase,322.5,Dvla Vehicle Tax
DS,26/07/2023,24/07/2023,Purchase,322.5,Dvla Vehicle Tax
DS,26/07/2023,26/06/2023,Purchase,323.33,Plastic Centre Telford
AA,26/07/2023,30/06/2023,Purchase,329.62,W R Davies
AA,26/07/2023,11/07/2023,Purchase,330,Chartered Association
JR,26/07/2023,04/07/2023,Purchase,330,Rm Po Box Online
JR,26/07/2023,12/06/2023,Credit Voucher,330,Rm Po Box Online
AA,26/07/2023,10/07/2023,Purchase,336.56,Travelodge Gb0000
JB,26/07/2023,30/06/2023,Purchase,347.7,Allpay *the Wrekin Housin
JB,26/07/2023,27/06/2023,Purchase,347.96,Premier Inn
JR,26/07/2023,19/07/2023,Purchase,353.94,Www.Argos.Co.Uk
JR,26/07/2023,10/07/2023,Purchase,360,Amznmktplace
AA,26/07/2023,20/07/2023,Purchase,367.2,Premier Inn
JR,26/07/2023,26/06/2023,Purchase,380,Bkg*hotel At Booking.C
JB,26/07/2023,19/07/2023,Purchase,381.99,Jysk Limited
AA,26/07/2023,17/07/2023,Purchase,385.51,Travelodge Gb0000
AA,26/07/2023,27/06/2023,Purchase,409.2,Yorksurvey.Co.Uk
AA,26/07/2023,03/07/2023,Purchase,409.2,Yorksurvey.Co.Uk
AA,26/07/2023,18/07/2023,Purchase,416.49,Amznmktplace
JR,26/07/2023,10/07/2023,Purchase,421.1,Www.Themount.Co.Uk
JB,26/07/2023,05/07/2023,Purchase,441,Drayton Manor
AA,26/07/2023,11/07/2023,Purchase,449.95,Www.Memorialbenchesuk.
JR,26/07/2023,18/07/2023,Purchase,460.5,B&q Ltd
AA,26/07/2023,12/07/2023,Purchase,469,Currys Online
JR,26/07/2023,27/06/2023,Purchase,480,Hotelscom7259258891626
JB,26/07/2023,19/07/2023,Purchase,485.54,Asda Superstore 04236
AA,26/07/2023,18/07/2023,Purchase,488.7,Asda Superstore
JR,26/07/2023,27/06/2023,Purchase,501.64,Bt Business Bill
JB,26/07/2023,20/07/2023,Purchase,507.04,Ast Floorcoverings Ltd
JR,26/07/2023,02/07/2023,Purchase,511.75,The White House Hotel
DS,26/07/2023,26/06/2023,Purchase,516.67,Westminster Insight
JB,26/07/2023,13/07/2023,Purchase,518.5,Www.Argos.Co.Uk
JB,26/07/2023,26/06/2023,Purchase,558,Currys Online
JB,26/07/2023,21/07/2023,Purchase,575,Www.1508stays.Co.Uk
JR,26/07/2023,10/07/2023,Purchase,576,Shropshire Removals Telfo
JR,26/07/2023,14/07/2023,Purchase,576,Shropshire Removals Telfo
DS,26/07/2023,05/07/2023,Purchase,592.84,A.K. Williams And Sons
DS,26/07/2023,28/06/2023,Purchase,607.96,Aghoco 1607 Ltd
JR,26/07/2023,20/07/2023,Purchase,613,Hadley Lc Swimming Office
AA,26/07/2023,18/07/2023,Purchase,618,Currys Online
AA,26/07/2023,05/07/2023,Purchase,630,The Coal Authority
JB,26/07/2023,20/07/2023,Purchase,712.15,Nandos Telford
AA,26/07/2023,05/07/2023,Purchase,717.12,Tarmac Trading
JB,26/07/2023,21/07/2023,Purchase,720,Crossbar Coaching
AA,26/07/2023,11/07/2023,Purchase,749.85,Sp Inka-Corp
DS,26/07/2023,26/06/2023,Purchase,776.04,Bitepro Limited
AA,26/07/2023,21/07/2023,Purchase,985.56,United Kingdom Health Sec
JB,26/07/2023,21/07/2023,Purchase,1000,Www.1508stays.Co.Uk
DS,26/07/2023,28/06/2023,Purchase,1000,Aghoco 1607 Ltd
DS,26/07/2023,29/06/2023,Purchase,1020.97,Complete Care Shop
AA,26/07/2023,18/07/2023,Purchase,1032,Qa.Com
AA,26/07/2023,07/07/2023,Purchase,1038.24,Microsoft G024722558
JR,26/07/2023,19/07/2023,Purchase,1117.99,Currys Online
DS,26/07/2023,07/07/2023,Purchase,1362.69,Trade Uk
JB,26/07/2023,10/07/2023,Purchase,1400,Planet Doors
JB,26/07/2023,25/07/2023,Purchase,1400,Planet Doors
DS,26/07/2023,29/06/2023,Purchase,1518.47,Complete Care Shop
JB,26/07/2023,30/06/2023,Purchase,1560,Www.1508stays.Co.Uk
DS,26/07/2023,30/06/2023,Purchase,1742.85,Seated Furniture Ltd
JR,26/07/2023,17/07/2023,Purchase,1878.95,Dunelm Softfurnishings
DS,26/07/2023,18/07/2023,Purchase,1892.9,S&t Audio Ltd. (Professio
JR,26/07/2023,18/07/2023,Purchase,1908.3,Heightadjustabledesks
JR,26/07/2023,18/07/2023,Purchase,1908.3,Heightadjustabledesks
JR,26/07/2023,18/07/2023,Purchase,1908.3,Heightadjustabledesks
JR,26/07/2023,03/07/2023,Purchase,2884.11,Lyreco UK Ltd
JR,26/07/2023,20/07/2023,Purchase,6254,Bkg*hotel At Booking.C
JR,26/07/2023,13/07/2023,Purchase,6900,Www.Sell2.In-Tend.Co.Uk
