Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
AA,26/03/2024,06/03/2024,Purchase,119.98,Toolstop.Co.Uk
JB,26/03/2024,19/03/2024,Purchase,120,Parentassess
JR,26/03/2024,19/03/2024,Purchase,120.7,Booker Limited Ecom
JB,26/03/2024,04/03/2024,Purchase,120.95,Www.Argos.Co.Uk
JR,26/03/2024,13/03/2024,Purchase,121.16,Asda Stores Ltd
JB,26/03/2024,16/03/2024,Purchase,122,Bkg*hotel At Booking.C
JB,26/03/2024,25/03/2024,Purchase,122,Travelodge Gb0000
AA,26/03/2024,17/03/2024,Purchase,122.06,Shop.Swimming.Org
DS,26/03/2024,18/03/2024,Purchase,122.34,Digital Id
DS,26/03/2024,27/02/2024,Purchase,123.35,Amazon* 202-9165310-44
AA,26/03/2024,14/03/2024,Credit Voucher,123.4,Amazon* 202-5097838-45
JR,26/03/2024,20/03/2024,Purchase,124.3,Defib Pad
AA,26/03/2024,04/03/2024,Purchase,125,Premier Inn
AA,26/03/2024,04/03/2024,Purchase,125,Premier Inn
DS,26/03/2024,27/02/2024,Purchase,125.98,Amznbusiness*r39hx88g5
AA,26/03/2024,18/03/2024,Purchase,129.44,Sp Britannia Safety Lt
DS,26/03/2024,20/03/2024,Purchase,130.01,Shell Stirchley
AA,26/03/2024,27/02/2024,Purchase,130.45,Nbxwwwtheiheorg
JR,26/03/2024,12/03/2024,Purchase,130.72,Booker Limited Ecom
AA,26/03/2024,12/03/2024,Purchase,132.21,Travelodge Gb0000
AA,26/03/2024,20/03/2024,Purchase,134,Premier Inn
AA,26/03/2024,11/03/2024,Purchase,136,Travelodge Gb0000
DS,26/03/2024,11/03/2024,Purchase,136.8,Instantpromotion.Co.Uk
DS,26/03/2024,08/03/2024,Purchase,138.96,Amazon* 205-3407047-47
AA,26/03/2024,01/03/2024,Purchase,139.1,Canalrivertrust.Org.Uk 82
AA,26/03/2024,19/03/2024,Purchase,140.01,Travelodge Gb0000
AA,26/03/2024,19/03/2024,Purchase,140.75,Asda Superstore 04236
AA,26/03/2024,12/03/2024,Purchase,141,Premier Inn
AA,26/03/2024,02/03/2024,Purchase,141.06,Facebk Nu6qg2grl2
JB,26/03/2024,22/03/2024,Purchase,141.99,Travelodge Gb0000
AA,26/03/2024,07/03/2024,Purchase,142.67,Huwsgrayltd2
JB,26/03/2024,07/03/2024,Purchase,142.89,Trainline
JB,26/03/2024,26/02/2024,Purchase,142.91,Amazon* 204-3389314-91
DS,26/03/2024,08/03/2024,Purchase,143.24,Posturite Ltd
JB,26/03/2024,11/03/2024,Purchase,143.29,Trainline
JB,26/03/2024,25/03/2024,Purchase,144,Green Skip Hire
JB,26/03/2024,13/03/2024,Purchase,144,Bkg*hotel At Booking.C
JB,26/03/2024,06/03/2024,Purchase,144.79,Trainline
JB,26/03/2024,20/03/2024,Purchase,144.79,Trainline
JR,26/03/2024,12/03/2024,Purchase,144.95,Amznmktplace
JB,26/03/2024,08/03/2024,Purchase,145.75,B&m 049 - Astle Park
AA,26/03/2024,05/03/2024,Purchase,146.58,Firstaid4less
JR,26/03/2024,29/02/2024,Purchase,146.76,A.K. Williams And Sons
AA,26/03/2024,08/03/2024,Purchase,149.99,Travelodge Gb0000
JR,26/03/2024,06/03/2024,Purchase,150,Royal Mail Online Shop
JB,26/03/2024,27/02/2024,Purchase,150.01,Travelodge Gb0000
JB,26/03/2024,20/03/2024,Purchase,150.89,Trainline
AA,26/03/2024,11/03/2024,Purchase,157.98,Www.Vanpimps.Co.Uk
JB,26/03/2024,10/03/2024,Purchase,158,Buckatree Hall Hotel
JR,26/03/2024,25/03/2024,Purchase,158.04,St John Ambulance
AA,26/03/2024,08/03/2024,Purchase,158.99,Travelodge Gb0000
JB,26/03/2024,06/03/2024,Purchase,159,Tvlicensing.Co.Uk
AA,26/03/2024,26/02/2024,Purchase,159,Tvlicensing.Co.Uk
DS,26/03/2024,12/03/2024,Purchase,160,Halfords 0862
JB,26/03/2024,06/03/2024,Purchase,160.71,Amznmktplace
JB,26/03/2024,22/03/2024,Purchase,161.49,Trainline
DS,26/03/2024,15/03/2024,Purchase,161.9,Safe.Co.Uk
JB,26/03/2024,05/03/2024,Credit Voucher,162,Bkg*hotel At Booking.C
JB,26/03/2024,05/03/2024,Purchase,162,Bkg*hotel At Booking.C
JB,26/03/2024,05/03/2024,Purchase,162,Bkg*hotel At Booking.C
AA,26/03/2024,11/03/2024,Purchase,163,Travelodge Gb0000
DS,26/03/2024,21/03/2024,Purchase,164.26,The Clean Machine Direct
AA,26/03/2024,22/03/2024,Purchase,166.99,Travelodge Gb0000
AA,26/03/2024,13/03/2024,Purchase,167,Travelodge Gb0000
JR,26/03/2024,06/03/2024,Purchase,167.25,Baker Ross
AA,26/03/2024,22/03/2024,Purchase,167.5,Dvla Vehicle Tax
JB,26/03/2024,28/02/2024,Purchase,167.8,Www.Therange.Co.Uk
JB,26/03/2024,17/03/2024,Purchase,168,Buckatree Hall Hotel
JB,26/03/2024,02/03/2024,Purchase,170,Bkg*hotel At Booking.C
JB,26/03/2024,02/03/2024,Purchase,170,Bkg*hotel At Booking.C
JR,26/03/2024,13/03/2024,Purchase,170,Amznmktplace
JR,26/03/2024,27/02/2024,Purchase,170,Telford Timber Supplies
AA,26/03/2024,15/03/2024,Purchase,170.99,Travelodge Gb0000
AA,26/03/2024,12/03/2024,Purchase,171,Travelodge Gb0000
JR,26/03/2024,12/03/2024,Purchase,174.99,Amznmktplace
JR,26/03/2024,01/03/2024,Credit Voucher,175.6,Trainline
AA,26/03/2024,19/03/2024,Purchase,176.6,Asda Superstore 04236
AA,26/03/2024,01/03/2024,Purchase,177,Travelodge Gb0000
AA,26/03/2024,22/03/2024,Purchase,177.99,Travelodge Gb0000
JB,26/03/2024,06/03/2024,Purchase,178.59,Trainline
AA,26/03/2024,26/02/2024,Purchase,180,Www.Leisurejobs.Com
JR,26/03/2024,29/02/2024,Purchase,180.54,Booker Ltd - 38598984
AA,26/03/2024,20/03/2024,Purchase,181,Premier Inn
JB,26/03/2024,13/03/2024,Purchase,182.29,Trainline
JB,26/03/2024,22/03/2024,Purchase,183,Bkg*hotel At Booking.C
JB,26/03/2024,20/03/2024,Purchase,183.38,Bham Council Phone Pyt
DS,26/03/2024,18/03/2024,Purchase,183.89,Trainline
JB,26/03/2024,29/02/2024,Purchase,185,Amznbusiness*dh07f2bq5
AA,26/03/2024,22/03/2024,Purchase,185,Premier Inn
AA,26/03/2024,22/03/2024,Purchase,185,Premier Inn
AA,26/03/2024,04/03/2024,Purchase,187.69,Trainline
AA,26/03/2024,04/03/2024,Purchase,187.69,Trainline
JB,26/03/2024,29/02/2024,Purchase,188.09,Trainline
JR,26/03/2024,01/03/2024,Purchase,188.09,Trainline
JR,26/03/2024,01/03/2024,Purchase,188.09,Trainline
JR,26/03/2024,01/03/2024,Purchase,188.09,Trainline
JR,26/03/2024,13/03/2024,Purchase,189.67,Amazon* 204-6357802-46
AA,26/03/2024,07/03/2024,Purchase,190.64,Cambers Country St
AA,26/03/2024,22/03/2024,Purchase,192,Premier Inn
AA,26/03/2024,22/03/2024,Purchase,192,Premier Inn
JR,26/03/2024,07/03/2024,Purchase,192,Green Skip Hire
AA,26/03/2024,29/02/2024,Purchase,193.5,Clr*apm
AA,26/03/2024,22/03/2024,Purchase,193.99,Travelodge Gb0000
JB,26/03/2024,18/03/2024,Purchase,196.5,Cake Shop
JB,26/03/2024,08/03/2024,Purchase,196.59,Trainline
JB,26/03/2024,08/03/2024,Purchase,196.59,Trainline
AA,26/03/2024,08/03/2024,Purchase,196.99,Travelodge Gb0000
DS,26/03/2024,07/03/2024,Purchase,203.8,Keyclampstore.Com
JB,26/03/2024,27/02/2024,Purchase,207.69,Trainline
AA,26/03/2024,15/03/2024,Purchase,208.09,Travelodge Gb0000
JB,26/03/2024,01/03/2024,Purchase,209,Bkg*hotel At Booking.C
AA,26/03/2024,07/03/2024,Purchase,210,Wiggle Ltd
JB,26/03/2024,07/03/2024,Purchase,211.98,Amazon* 204-6785756-63
AA,26/03/2024,15/03/2024,Purchase,213,The White House Hotel
JB,26/03/2024,22/03/2024,Purchase,214,Premier Inn
JB,26/03/2024,08/03/2024,Purchase,214.65,Bkg*hotel At Booking.C
JB,26/03/2024,13/03/2024,Purchase,214.97,Amazon.Co.Uk*xx16q5hi5
JB,26/03/2024,14/03/2024,Purchase,216,Green Skip Hire
JB,26/03/2024,14/03/2024,Purchase,216,Green Skip Hire
JB,26/03/2024,01/03/2024,Purchase,216,Green Skip Hire
JB,26/03/2024,15/03/2024,Purchase,216,Green Skip Hire
JR,26/03/2024,13/03/2024,Purchase,216.06,A.K. Williams And Sons
AA,26/03/2024,12/03/2024,Purchase,216.99,Travelodge Gb0000
JR,26/03/2024,05/03/2024,Purchase,218.46,Booker Limited Ecom
JB,26/03/2024,28/02/2024,Purchase,218.99,Argos Ltd
JB,26/03/2024,25/03/2024,Purchase,219.59,Amazon* 204-6969626-67
JB,26/03/2024,26/02/2024,Purchase,219.98,House Of Fraser
DS,26/03/2024,04/03/2024,Purchase,221.76,Eurocell
AA,26/03/2024,09/03/2024,Purchase,223.16,Adobe Systems Software
AA,26/03/2024,05/03/2024,Purchase,223.16,Adobe Systems Software
AA,26/03/2024,25/03/2024,Purchase,223.16,Adobe
JR,26/03/2024,24/03/2024,Purchase,225,Next
JB,26/03/2024,13/03/2024,Purchase,225.95,Www.Argos.Co.Uk
JB,26/03/2024,10/03/2024,Purchase,226.21,Asda Stores Ltd 5878
JB,26/03/2024,05/03/2024,Purchase,226.95,Paypal *argosdirect
DS,26/03/2024,25/03/2024,Purchase,228,The Headset Store
JB,26/03/2024,20/03/2024,Purchase,232.91,B&m 210 - Northern Quarte
JB,26/03/2024,22/03/2024,Purchase,235,Www.Anyvan.Com
JB,26/03/2024,17/03/2024,Purchase,239,Amazon* 206-3188172-69
JB,26/03/2024,26/02/2024,Purchase,249.99,Sp Dusk.Com
AA,26/03/2024,26/02/2024,Purchase,250.69,Www.Screwfix.Com
JB,26/03/2024,26/02/2024,Purchase,253.95,Www.Argos.Co.Uk
AA,26/03/2024,05/03/2024,Purchase,255.25,Institution Of Civil
JB,26/03/2024,05/03/2024,Purchase,264,Ao Retail Limited
AA,26/03/2024,15/03/2024,Purchase,266,Premier Inn
JR,26/03/2024,08/03/2024,Purchase,267.69,Sp Britannia Safety Lt
AA,26/03/2024,15/03/2024,Purchase,268.5,The White House Hotel
DS,26/03/2024,18/03/2024,Purchase,269.85,Tafs
JB,26/03/2024,15/03/2024,Purchase,272,Safe Haven Training
JR,26/03/2024,21/03/2024,Purchase,272,Dunelm Soft Furnishings
JB,26/03/2024,19/03/2024,Purchase,273.6,Trulife Limited
AA,26/03/2024,12/03/2024,Credit Voucher,276.8,Trainline
JB,26/03/2024,08/03/2024,Purchase,278.09,Trainline
AA,26/03/2024,05/03/2024,Purchase,279.29,Trainline
JB,26/03/2024,28/02/2024,Purchase,285.94,Www.Argos.Co.Uk
DS,26/03/2024,15/03/2024,Purchase,289.49,Trainline
JR,26/03/2024,24/03/2024,Purchase,292.97,Wf *uk4231232524
JB,26/03/2024,04/03/2024,Purchase,298,Dial A Mattress
DS,26/03/2024,19/03/2024,Purchase,299.23,Safe.Co.Uk
AA,26/03/2024,08/03/2024,Purchase,300,Chrisbeon Office Supplies
JR,26/03/2024,13/03/2024,Purchase,300.6,Telford Timber Supplies
JB,26/03/2024,22/03/2024,Purchase,306.5,One4all
DS,26/03/2024,22/03/2024,Purchase,312.79,Plastic Centre Telford
JB,26/03/2024,08/03/2024,Purchase,314.98,Amazon* 206-3437171-04
JR,26/03/2024,04/03/2024,Purchase,315,Royal Mail Online Shop
JR,26/03/2024,01/03/2024,Purchase,318.49,Cps
JB,26/03/2024,14/03/2024,Purchase,321.31,Airbnb * Hmazc2rtt5
AA,26/03/2024,27/02/2024,Purchase,322,Www.Ciob.Org.Uk
DS,26/03/2024,20/03/2024,Purchase,322.5,Dvla Vehicle Tax
DS,26/03/2024,08/03/2024,Purchase,323.24,Pixartprinting
AA,26/03/2024,26/02/2024,Purchase,336,Hse - Bsr
AA,26/03/2024,26/02/2024,Purchase,336,Hse - Bsr
AA,26/03/2024,05/03/2024,Purchase,336,Hse - Bsr
JB,26/03/2024,24/03/2024,Credit Voucher,339.98,Amazon* 204-1593108-02
AA,26/03/2024,08/03/2024,Purchase,341.98,Travelodge Gb0000
JR,26/03/2024,08/03/2024,Purchase,345.87,Bkg*hotel At Booking.C
JB,26/03/2024,26/02/2024,Purchase,349.92,Www.Therange.Co.Uk
JR,26/03/2024,08/03/2024,Purchase,357,Bkg*hotel At Booking.C
DS,26/03/2024,21/03/2024,Purchase,363.4,Tafs
DS,26/03/2024,19/03/2024,Purchase,363.75,Asda George Com Leeds
AA,26/03/2024,09/03/2024,Credit Voucher,378.64,Amazon* 204-7959988-82
JR,26/03/2024,27/02/2024,Purchase,385,Powerpoint Stores Limited
AA,26/03/2024,07/03/2024,Purchase,393.98,Travelodge Gb0000
JR,26/03/2024,28/02/2024,Purchase,394.95,Travelodge Gb0000
JB,26/03/2024,15/03/2024,Purchase,404.25,High Street Vouchers
JR,26/03/2024,29/02/2024,Purchase,404.45,Travelodge Gb0000
JB,26/03/2024,22/03/2024,Purchase,406.5,One4all
AA,26/03/2024,21/03/2024,Purchase,420.08,Severn Trent Water
JR,26/03/2024,01/03/2024,Purchase,422.45,The White House Hotel
JR,26/03/2024,08/03/2024,Purchase,422.45,The White House Hotel
JR,26/03/2024,22/03/2024,Purchase,422.45,The White House Hotel
JR,26/03/2024,15/03/2024,Purchase,422.45,The White House Hotel
DS,26/03/2024,13/03/2024,Purchase,429.6,Chrisbeon Office Supplies
JR,26/03/2024,22/03/2024,Purchase,442.5,Next Directory
JB,26/03/2024,11/03/2024,Purchase,456,Green Skip Hire
DS,26/03/2024,08/03/2024,Purchase,457.8,Amazon* 205-7320336-81
JB,26/03/2024,15/03/2024,Purchase,461.96,Amazon* 204-1593108-02
JR,26/03/2024,07/03/2024,Purchase,473,Telford Timber Supplies
AA,26/03/2024,07/03/2024,Purchase,473.33,Bin Shop
JR,26/03/2024,08/03/2024,Purchase,500,Ironbridge Holidays
AA,26/03/2024,26/02/2024,Purchase,507.7,The Darts Shack Ltd
AA,26/03/2024,04/03/2024,Purchase,511.71,Amazon* 204-7959988-82
AA,26/03/2024,28/02/2024,Purchase,522.61,Midlandnews.Com
JB,26/03/2024,14/03/2024,Purchase,523.95,Amazon* 204-7586766-28
JB,26/03/2024,08/03/2024,Purchase,525,Www.1508stays.Co.Uk
JB,26/03/2024,15/03/2024,Purchase,525,Www.1508stays.Co.Uk
JB,26/03/2024,01/03/2024,Purchase,531.95,Www.Argos.Co.Uk
AA,26/03/2024,22/03/2024,Purchase,539,Rics Subs UK Cybs
AA,26/03/2024,22/03/2024,Purchase,539,Rics Subs UK Cybs
AA,26/03/2024,09/03/2024,Purchase,540,Matterport.Com
JB,26/03/2024,21/03/2024,Purchase,541.99,Nrs Healthcare
JB,26/03/2024,05/03/2024,Purchase,556.94,Www.Argos.Co.Uk
DS,26/03/2024,25/03/2024,Purchase,568.38,The Jackloc Co Ltd
DS,26/03/2024,08/03/2024,Purchase,594,Xl Displays Ltd
JB,26/03/2024,25/03/2024,Purchase,598.79,Bham Council Phone Pyt
JR,26/03/2024,25/03/2024,Purchase,609.95,Www.Argos.Co.Uk
JB,26/03/2024,26/02/2024,Purchase,641.95,Www.Argos.Co.Uk
JR,26/03/2024,01/03/2024,Purchase,646,Bkg*hotel At Booking.C
JB,26/03/2024,11/03/2024,Purchase,662.98,Www.Argos.Co.Uk
JB,26/03/2024,14/03/2024,Purchase,663,Bkg*hotel At Booking.C
JR,26/03/2024,22/03/2024,Purchase,664,Dunelm Softfurnishings
DS,26/03/2024,25/03/2024,Purchase,680.4,Www.Local.Gov.Uk
DS,26/03/2024,21/03/2024,Purchase,680.4,Www.Local.Gov.Uk
JR,26/03/2024,22/03/2024,Purchase,709.94,Www.Therange.Co.Uk
JR,26/03/2024,25/03/2024,Purchase,714,Bkg*hotel At Booking.C
AA,26/03/2024,20/03/2024,Credit Voucher,749.85,Sp Inka-Corp
JR,26/03/2024,20/03/2024,Credit Voucher,799,Amznmktplace
JB,26/03/2024,11/03/2024,Purchase,806.25,High Street Vouchers
JR,26/03/2024,15/03/2024,Purchase,900,Ironbridge Holidays
JB,26/03/2024,08/03/2024,Purchase,909.78,Sp Livingworks-Uk
JR,26/03/2024,22/03/2024,Purchase,936,Powerpoint Stores Limited
AA,26/03/2024,26/02/2024,Purchase,1035.95,Www.Mpb.Com
JB,26/03/2024,22/03/2024,Purchase,1050,Www.1508stays.Co.Uk
JB,26/03/2024,26/02/2024,Purchase,1063.75,Www.Multimac.Co.Uk
JB,26/03/2024,07/03/2024,Purchase,1063.75,Www.Multimac.Co.Uk
AA,26/03/2024,05/03/2024,Purchase,1155,Informa UK Moto Gb
JR,26/03/2024,14/03/2024,Purchase,1242.36,Bkg*hotel At Booking.C
DS,26/03/2024,29/02/2024,Purchase,1248,Oceanmedia.Co.Uk
AA,26/03/2024,01/03/2024,Purchase,1325.08,Ripencccom
JB,26/03/2024,01/03/2024,Purchase,1400,Planet Doors
JB,26/03/2024,19/03/2024,Purchase,1400,Planet Doors
JB,26/03/2024,25/03/2024,Purchase,1400,Ironbridge Holidays
JR,26/03/2024,22/03/2024,Purchase,1428,The Swan Hotel
JR,26/03/2024,26/02/2024,Purchase,1436.4,Eposnow
JR,26/03/2024,20/03/2024,Purchase,1598.9,Aghoco 1607 Ltd
AA,26/03/2024,29/02/2024,Purchase,1605,Jnesecurity
AA,26/03/2024,26/02/2024,Purchase,1749,Currys Online
DS,26/03/2024,25/03/2024,NDR & Ctax summons court payment,1913.5,Hmcts Staffordshire038
AA,26/03/2024,26/02/2024,Purchase,1954.98,Amazon* 204-1586717-77
JB,26/03/2024,04/03/2024,Purchase,2000,One4all
JB,26/03/2024,04/03/2024,Purchase,2249.19,Airbnb * Hmazc2rtt5
JB,26/03/2024,07/03/2024,Purchase,2500,Halfords 0862
JR,26/03/2024,05/03/2024,Purchase,2791.67,Lyreco UK Ltd
JR,26/03/2024,04/03/2024,Purchase,2797.79,Trade Uk
JR,26/03/2024,11/03/2024,Purchase,3802.83,Lyreco UK Ltd
JR,26/03/2024,12/03/2024,Purchase,6000,Powerpoint Stores Limited
