Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
JR,29/08/2023,08/08/2023,Purchase,119.36,Trainline
JB,29/08/2023,24/08/2023,Purchase,119.95,Www.Argos.Co.Uk
DS,29/08/2023,22/07/2023,Other Credits,120,
JR,29/08/2023,28/07/2023,Purchase,121.68,Chrisbeon Office Supplies
AA,29/08/2023,11/08/2023,Purchase,122.38,Travelodge Gb0000
JB,29/08/2023,31/07/2023,Purchase,122.51,Facebk *dbg5ts3rn2
AA,29/08/2023,21/08/2023,Purchase,124.41,Travelodge Gb0000
JR,29/08/2023,14/08/2023,Purchase,126.29,Www.Screwfix.Com
DS,29/08/2023,01/08/2023,Purchase,126.97,Facebk Vgphapfx82
JB,29/08/2023,02/08/2023,Purchase,129.99,Amazon.Co.Uk*lq1e89zn5
JR,29/08/2023,10/08/2023,Purchase,129.99,Amznmktplace
JB,29/08/2023,15/08/2023,Purchase,130,Bkg*hotel At Booking.C
AA,29/08/2023,14/08/2023,Purchase,131.55,Travelodge Gb0000
AA,29/08/2023,14/08/2023,Purchase,131.55,Travelodge Gb0000
JR,29/08/2023,22/08/2023,Purchase,132.1,Agecoinc.Co.Uk
AA,29/08/2023,20/08/2023,Purchase,132.15,Asda Groceries Online
JB,29/08/2023,15/08/2023,Purchase,134.95,Nike Gbp
JB,29/08/2023,24/08/2023,Purchase,134.98,Amazon* 204-1310795-60
JB,29/08/2023,10/08/2023,Purchase,134.99,Amznmktplace
JB,29/08/2023,16/08/2023,Purchase,135.95,Www.Argos.Co.Uk
AA,29/08/2023,24/08/2023,Purchase,139,Asda Store 4351
AA,29/08/2023,31/07/2023,Purchase,139.93,Niton Equipment
JB,29/08/2023,27/07/2023,Purchase,139.98,Smyths Toys
JR,29/08/2023,10/08/2023,Purchase,140,Hadley Lc Swimming Office
AA,29/08/2023,31/07/2023,Purchase,140.73,Travelodge Gb0000
JR,29/08/2023,11/08/2023,Purchase,140.99,Onbuy.Com
JR,29/08/2023,24/08/2023,Purchase,141.3,Pearson Education Ltd.
AA,29/08/2023,31/07/2023,Purchase,142.77,Travelodge Gb0000
AA,29/08/2023,29/07/2023,Purchase,144,Planglow Ltd.
DS,29/08/2023,01/08/2023,Purchase,147.87,Travelodge Gb0000
JB,29/08/2023,25/08/2023,Purchase,148.9,Booker Ltd - 38598984
JB,29/08/2023,19/08/2023,Purchase,150.88,Welcome Break Days Inn Te
AA,29/08/2023,16/08/2023,Purchase,151.95,Travelodge Gb0000
AA,29/08/2023,16/08/2023,Purchase,151.95,Travelodge Gb0000
AA,29/08/2023,16/08/2023,Purchase,151.95,Travelodge Gb0000
AA,29/08/2023,16/08/2023,Purchase,151.95,Travelodge Gb0000
JR,29/08/2023,29/07/2023,Purchase,152,Select
JR,29/08/2023,08/08/2023,Purchase,153.46,Easyjet K5vjc2q
JR,29/08/2023,11/08/2023,Purchase,153.88,Booker Ltd - 38598984
AA,29/08/2023,17/08/2023,Purchase,155.01,Travelodge Gb0000
JR,29/08/2023,11/08/2023,Purchase,155.98,Directsalonfurniture Co U
JB,29/08/2023,14/08/2023,Purchase,156.17,B&m 320 - An Telford
DS,29/08/2023,03/08/2023,Purchase,157.7,Brewers Telford
JB,29/08/2023,28/07/2023,Purchase,159,Tvlicensing.Co.Uk
JB,29/08/2023,22/08/2023,Purchase,159,Tvlicensing.Co.Uk
AA,29/08/2023,14/08/2023,Purchase,159,Premier Inn
JB,29/08/2023,25/08/2023,Purchase,159.99,Amznmktplace
AA,29/08/2023,31/07/2023,Purchase,162.15,Travelodge Gb0000
JR,29/08/2023,13/08/2023,Purchase,164.97,Amznmktplace
AA,29/08/2023,26/07/2023,Purchase,165.21,Travelodge Gb0000
AA,29/08/2023,17/08/2023,Purchase,165.6,Paypal *paypalconfe
AA,29/08/2023,10/08/2023,Purchase,166.22,Travelodge Gb0000
AA,29/08/2023,31/07/2023,Purchase,166.76,Facebk Txk5asbsy2
JB,29/08/2023,12/08/2023,Purchase,166.8,Stk*shutterstock
DS,29/08/2023,21/08/2023,Purchase,167.5,Dvla Vehicle Tax
AA,29/08/2023,22/08/2023,Purchase,169.29,Travelodge Gb0000
JB,29/08/2023,03/08/2023,Purchase,169.95,Amznmktplace
JB,29/08/2023,15/08/2023,Purchase,170.45,Amznmktplace
JR,29/08/2023,06/08/2023,Purchase,171.56,Lavazza Pro
AA,29/08/2023,16/08/2023,Purchase,173.37,Travelodge Gb0000
JB,29/08/2023,31/07/2023,Purchase,173.88,Cartwright Waste Dispo
JB,29/08/2023,16/08/2023,Purchase,173.88,Cartwright Waste Dispo
JB,29/08/2023,16/08/2023,Purchase,173.88,Cartwright Waste Dispo
JR,29/08/2023,31/07/2023,Purchase,173.88,Cartwright Waste Dispo
JB,29/08/2023,07/08/2023,Purchase,174.99,Amznmktplace
JB,29/08/2023,18/08/2023,Credit Voucher,174.99,Amz*sleep Factory Limi
DS,29/08/2023,25/08/2023,Purchase,176,Cipd Membership Fee
JR,29/08/2023,01/08/2023,Purchase,178.56,Facebk Yhx9ss3xp2
JB,29/08/2023,31/07/2023,Purchase,179.99,Currys Online
AA,29/08/2023,21/08/2023,Purchase,180,Www.Leisurejobs.Com
JR,29/08/2023,22/08/2023,Purchase,181.75,Booker Ltd - 38598984
JB,29/08/2023,21/08/2023,Purchase,182.95,Www.Argos.Co.Uk
JR,29/08/2023,07/08/2023,Purchase,183.97,Booker Ltd - 38529434
AA,29/08/2023,10/08/2023,Purchase,184,Post Office Counter
AA,29/08/2023,31/07/2023,Purchase,187.42,Tool Chimp Ltd
JB,29/08/2023,31/07/2023,Purchase,188.95,Www.Argos.Co.Uk
JR,29/08/2023,18/08/2023,Purchase,191.08,Booker Ltd - 38598984
JR,29/08/2023,26/07/2023,Purchase,192.01,Booker Ltd - 38598984
JB,29/08/2023,10/08/2023,Purchase,193.55,Allpay *sanctuary Housing
AA,29/08/2023,09/08/2023,Purchase,194.79,Travelodge Gb0000
AA,29/08/2023,26/07/2023,Purchase,194.9,The White House Hotel
JR,29/08/2023,18/08/2023,Purchase,196.24,Health And Care Professio
JR,29/08/2023,26/08/2023,Purchase,199.02,Booker Ltd - 38529434
JB,29/08/2023,31/07/2023,Purchase,199.08,Cartwright Waste Dispo
JB,29/08/2023,17/08/2023,Purchase,199.08,Cartwright Waste Dispo
JB,29/08/2023,23/08/2023,Purchase,200,Xscapenow!
JB,29/08/2023,11/08/2023,Purchase,200,Facebk *bmarttt3q2
JR,29/08/2023,08/08/2023,Purchase,200,Asda Stores Ltd
JR,29/08/2023,08/08/2023,ATM Cash Withdrawal,200,Royal Bank UK /
AA,29/08/2023,11/08/2023,Purchase,201.92,Travelodge Gb0000
AA,29/08/2023,02/08/2023,Purchase,203.97,Travelodge Gb0000
JR,29/08/2023,07/08/2023,Purchase,204,Gem Scientific Limited
AA,29/08/2023,11/08/2023,Purchase,210,Waterfitnes
JR,29/08/2023,22/08/2023,Purchase,211.13,Booker Ltd - 38598984
JB,29/08/2023,26/08/2023,Purchase,211.5,Bkg*hotel At Booking.C
AA,29/08/2023,17/08/2023,Purchase,211.69,Nothing But Padloc
JR,29/08/2023,16/08/2023,Purchase,212.74,Workwear Express
AA,29/08/2023,08/08/2023,Purchase,213.26,Trainline
DS,29/08/2023,28/07/2023,Purchase,214.45,Farr & Harris Ltd.
AA,29/08/2023,07/08/2023,Purchase,215.19,Travelodge Gb0000
JB,29/08/2023,08/08/2023,Purchase,220,Www.Waterstonesgiftcar
AA,29/08/2023,23/08/2023,Purchase,220,Paypal *royal Mail
AA,29/08/2023,10/08/2023,Purchase,220.15,Premier Inn
AA,29/08/2023,10/08/2023,Purchase,223.16,Adobe Creative Cloud
AA,29/08/2023,24/08/2023,Purchase,223.16,Adobe Systems Software
JR,29/08/2023,01/08/2023,Purchase,223.99,Amzn Mktp Uk*pw8s88mz5 Am
AA,29/08/2023,04/08/2023,Purchase,224.36,Travelodge Gb0000
DS,29/08/2023,21/08/2023,Purchase,226.37,Plastic Centre Telford
JB,29/08/2023,26/08/2023,Purchase,229.97,Travelodge Gb0000
AA,29/08/2023,17/08/2023,Purchase,230.48,Travelodge Gb0000
AA,29/08/2023,17/08/2023,Purchase,230.48,Travelodge Gb0000
AA,29/08/2023,17/08/2023,Purchase,230.48,Travelodge Gb0000
AA,29/08/2023,17/08/2023,Purchase,230.48,Travelodge Gb0000
AA,29/08/2023,01/08/2023,Purchase,230.48,Travelodge Gb0000
AA,29/08/2023,22/08/2023,Purchase,230.48,Travelodge Gb0000
DS,29/08/2023,23/08/2023,Purchase,233.2,Tafs
AA,29/08/2023,07/08/2023,Purchase,234.55,Travelodge Gb0000
AA,29/08/2023,27/08/2023,Purchase,235.84,Amznmktplace
JB,29/08/2023,08/08/2023,Purchase,239.4,Cartwright Waste Dispo
DS,29/08/2023,23/08/2023,Purchase,241.99,Premier Inn
JR,29/08/2023,08/08/2023,Purchase,245.6,Booker Ltd - 38598984
AA,29/08/2023,28/07/2023,Purchase,246.8,Travelodge Gb0000
AA,29/08/2023,28/07/2023,Purchase,246.8,Travelodge Gb0000
JB,29/08/2023,04/08/2023,Purchase,247.84,Expedia Hotelscom72624360
JB,29/08/2023,21/08/2023,Purchase,249.99,Sp Ankerwork Uk
AA,29/08/2023,08/08/2023,Purchase,250.88,Travelodge Gb0000
JB,29/08/2023,02/08/2023,Purchase,251.95,Www.Argos.Co.Uk
AA,29/08/2023,15/08/2023,Purchase,252,Premier Farnell
AA,29/08/2023,04/08/2023,Purchase,252.92,Travelodge Gb0000
JB,29/08/2023,04/08/2023,Purchase,253,Paypal *argosdirect
JB,29/08/2023,07/08/2023,Purchase,258.3,Cartwright Waste Dispo
JB,29/08/2023,16/08/2023,Purchase,258.3,Cartwright Waste Dispo
JB,29/08/2023,21/08/2023,Purchase,258.3,Cartwright Waste Dispo
JB,29/08/2023,02/08/2023,Purchase,258.99,Currys Online
JB,29/08/2023,14/08/2023,Purchase,260,Www.Argos.Co.Uk
AA,29/08/2023,14/08/2023,Purchase,263.11,Travelodge Gb0000
AA,29/08/2023,14/08/2023,Purchase,263.11,Travelodge Gb0000
AA,29/08/2023,14/08/2023,Purchase,264,Sutton Media Ltd
AA,29/08/2023,28/07/2023,Purchase,269.24,Travelodge Gb0000
AA,29/08/2023,28/07/2023,Purchase,269.24,Travelodge Gb0000
JB,29/08/2023,21/08/2023,Purchase,270,Storage Giant Ltd
JR,29/08/2023,31/07/2023,Purchase,270,Paypal *abc Foodlaw
JR,29/08/2023,02/08/2023,Purchase,270,Paypal *abc Foodlaw
JR,29/08/2023,02/08/2023,Purchase,270,Paypal *abc Foodlaw
JR,29/08/2023,02/08/2023,Purchase,270,Paypal *abc Foodlaw
JR,29/08/2023,02/08/2023,Purchase,270,Paypal *abc Foodlaw
JR,29/08/2023,02/08/2023,Purchase,270,Paypal *abc Foodlaw
JR,29/08/2023,02/08/2023,Purchase,270,Paypal *abc Foodlaw
JB,29/08/2023,02/08/2023,Purchase,271.49,Bensonsforbedsretail
AA,29/08/2023,21/08/2023,Purchase,272.29,Travelodge Gb0000
AA,29/08/2023,21/08/2023,Purchase,272.29,Travelodge Gb0000
AA,29/08/2023,21/08/2023,Purchase,272.29,Travelodge Gb0000
JR,29/08/2023,09/08/2023,Purchase,272.95,Www.Argos.Co.Uk
JR,29/08/2023,04/08/2023,Purchase,275,Sp Sam Turner & Sons
AA,29/08/2023,24/08/2023,Purchase,278.49,Tesco Stores 3290
AA,29/08/2023,25/08/2023,Purchase,280,Carre Arms
AA,29/08/2023,10/08/2023,Purchase,282.5,Travelodge Gb0000
AA,29/08/2023,04/08/2023,Purchase,283.52,Travelodge Gb0000
AA,29/08/2023,24/08/2023,Purchase,286.24,Tesco Stores 3290
AA,29/08/2023,04/08/2023,Purchase,287.6,Travelodge Gb0000
AA,29/08/2023,04/08/2023,Purchase,287.6,Travelodge Gb0000
AA,29/08/2023,04/08/2023,Purchase,287.6,Travelodge Gb0000
JB,29/08/2023,27/07/2023,Purchase,288.99,Amznmktplace
JB,29/08/2023,11/08/2023,Purchase,290,Www.Argos.Co.Uk
AA,29/08/2023,07/08/2023,Purchase,291.67,Travelodge Gb0000
AA,29/08/2023,23/08/2023,Purchase,294.73,Travelodge Gb0000
AA,29/08/2023,23/08/2023,Purchase,294.73,Travelodge Gb0000
DS,29/08/2023,24/08/2023,Purchase,297.16,Expedia Expedia 726397203
AA,29/08/2023,23/08/2023,Purchase,299.2,Premier Inn
JB,29/08/2023,28/08/2023,Purchase,300,Facebk *drf3mt3rn2
AA,29/08/2023,27/08/2023,Purchase,300,International Hotel Telfo
AA,29/08/2023,31/07/2023,Purchase,300.85,Travelodge Gb0000
AA,29/08/2023,31/07/2023,Purchase,300.85,Travelodge Gb0000
JB,29/08/2023,03/08/2023,Purchase,304.42,Www.Therange.Co.Uk
AA,29/08/2023,31/07/2023,Purchase,310.03,Travelodge Gb0000
AA,29/08/2023,26/07/2023,Purchase,312.96,Travelodge Gb0000
JR,29/08/2023,27/07/2023,Purchase,315.6,Materials Market
JR,29/08/2023,22/08/2023,Purchase,322,Telford - Protyre
DS,29/08/2023,28/07/2023,Purchase,322.5,Dvla Vehicle Tax
DS,29/08/2023,21/08/2023,Purchase,322.5,Dvla Vehicle Tax
DS,29/08/2023,21/08/2023,Purchase,322.5,Dvla Vehicle Tax
AA,29/08/2023,31/07/2023,Purchase,329,Www.Ciob.Org.Uk
AA,29/08/2023,23/08/2023,Purchase,349.35,Premier Inn
JR,29/08/2023,04/08/2023,Purchase,354.6,Www.Tardisenvironmenta
AA,29/08/2023,10/08/2023,Purchase,357.16,Net World Sports
JB,29/08/2023,21/08/2023,Purchase,360,Media & Communications L
AA,29/08/2023,09/08/2023,Purchase,361.03,Travelodge Gb0000
AA,29/08/2023,23/08/2023,Purchase,367.13,Travelodge Gb0000
AA,29/08/2023,17/08/2023,Purchase,369.19,Travelodge Gb0000
AA,29/08/2023,31/07/2023,Purchase,370.21,Travelodge Gb0000
AA,29/08/2023,24/08/2023,Purchase,378.36,Travelodge Gb0000
AA,29/08/2023,04/08/2023,Purchase,384.79,Amznmktplace
JB,29/08/2023,10/08/2023,Credit Voucher,390,Crossbar Coaching
JB,29/08/2023,04/08/2023,Purchase,391.79,Enterprise Rent A Car
JB,29/08/2023,19/08/2023,Purchase,394,Marston Group Limited
AA,29/08/2023,23/08/2023,Purchase,396.71,Travelodge Gb0000
JR,29/08/2023,11/08/2023,Purchase,398.4,Https://Www.Bigvaluebann
AA,29/08/2023,10/08/2023,Purchase,403.85,Travelodge Gb0000
AA,29/08/2023,11/08/2023,Purchase,403.85,Travelodge Gb0000
JB,29/08/2023,27/07/2023,Purchase,404.25,High Street Vouchers
AA,29/08/2023,07/08/2023,Purchase,404.89,Travelodge Gb0000
AA,29/08/2023,24/08/2023,Purchase,407.94,Travelodge Gb0000
JB,29/08/2023,04/08/2023,Purchase,414.6,My Club Europe Plc
JB,29/08/2023,10/08/2023,Purchase,418.71,Bromford Housing Associat
JR,29/08/2023,26/07/2023,Purchase,419.4,Heightadjustabledesks
AA,29/08/2023,07/08/2023,Purchase,420,Microsoft Mpn Pc
JR,29/08/2023,01/08/2023,Purchase,424,Hadley Lc Swimming Office
AA,29/08/2023,14/08/2023,Purchase,428.95,Asda Store 4351
AA,29/08/2023,16/08/2023,Purchase,429.96,The Bikeability Trust
AA,29/08/2023,17/08/2023,Purchase,460.97,Travelodge Gb0000
JB,29/08/2023,01/08/2023,Purchase,463.2,Something Different
JB,29/08/2023,04/08/2023,Purchase,473.95,Paypal *argosdirect
DS,29/08/2023,11/08/2023,Purchase,478.81,Ableworld Newport
JR,29/08/2023,31/07/2023,Purchase,479.19,Amznmktplace
DS,29/08/2023,27/07/2023,Purchase,482.32,Complete Care Shop
JR,29/08/2023,11/08/2023,Purchase,486.95,Dunelm Softfurnishings
AA,29/08/2023,25/08/2023,Purchase,496.01,Hotelscom7264064956741
AA,29/08/2023,25/08/2023,Purchase,501.54,Tesco Stores 3290
AA,29/08/2023,15/08/2023,Purchase,529.48,Tesco Stores 3290
JR,29/08/2023,09/08/2023,Purchase,540,Furniture@work Ltd
AA,29/08/2023,14/08/2023,Purchase,541.43,Tesco Stores 3290
AA,29/08/2023,01/08/2023,Purchase,549,Currys Online
AA,29/08/2023,23/08/2023,Purchase,549,Www.Gardenmachinerydir
JR,29/08/2023,11/08/2023,Purchase,558,Uk Healthcare Chairs
AA,29/08/2023,24/08/2023,Purchase,576.5,Asda Superstore 04236
JR,29/08/2023,14/08/2023,Purchase,579.96,Amznmktplace
AA,29/08/2023,25/08/2023,Purchase,580.15,Asda Superstore 04236
AA,29/08/2023,07/08/2023,Purchase,583.35,Travelodge Gb0000
AA,29/08/2023,15/08/2023,Purchase,593.28,Msft * E0500oo2ly
JB,29/08/2023,10/08/2023,Purchase,598,Premier Inn
DS,29/08/2023,09/08/2023,Purchase,627.7,Keyclampstore.Com
JB,29/08/2023,09/08/2023,Purchase,630,Word360
AA,29/08/2023,03/08/2023,Purchase,650.76,Splashtop.Com
DS,29/08/2023,09/08/2023,Purchase,692.69,Keyclampstore.Com
JR,29/08/2023,23/08/2023,Purchase,755,Oak Furniture Clearance
JR,29/08/2023,09/08/2023,Purchase,758.95,Dunelm Softfurnishings
JB,29/08/2023,01/08/2023,Purchase,850.5,Bkg*hotel At Booking.C
AA,29/08/2023,25/08/2023,Purchase,890,International Hotel Telfo
DS,29/08/2023,27/07/2023,Purchase,975,Trp7 Ltd
JB,29/08/2023,11/08/2023,Purchase,1000,Www.1508stays.Co.Uk
JB,29/08/2023,11/08/2023,Purchase,1000,Www.1508stays.Co.Uk
AA,29/08/2023,22/08/2023,Purchase,1000,International Hotel Telfo
AA,29/08/2023,23/08/2023,Purchase,1000,International Hotel Telfo
JB,29/08/2023,04/08/2023,Purchase,1038.17,Bkg*hotel At Booking.C
JB,29/08/2023,04/08/2023,Purchase,1038.17,Bkg*hotel At Booking.C
JR,29/08/2023,04/08/2023,Purchase,1052.4,Epc The Hawkhills
JR,29/08/2023,17/08/2023,Purchase,1142.4,Epc The Hawkhills
JR,29/08/2023,11/08/2023,Purchase,1159.08,Www.Officeboffins.Co.U
AA,29/08/2023,23/08/2023,Purchase,1385,Asgard Storage
JB,29/08/2023,03/08/2023,Purchase,1400,Planet Doors
JB,29/08/2023,23/08/2023,Purchase,1400,Planet Doors
DS,29/08/2023,08/08/2023,Purchase,1440.95,Complete Care Shop
AA,29/08/2023,26/07/2023,Purchase,1858.68,Bt Repayment Works Or
AA,29/08/2023,04/08/2023,Purchase,1918.8,Ntp Online Learning
JB,29/08/2023,04/08/2023,Purchase,1975.9,Bkg*hotel At Booking.C
JB,29/08/2023,24/08/2023,Purchase,2144.47,Word360
JR,29/08/2023,07/08/2023,Purchase,2146.33,A.K. Williams And Sons
JR,29/08/2023,17/08/2023,Purchase,3524.86,Lyreco UK Ltd
JR,29/08/2023,04/08/2023,Purchase,4091.59,Trade Uk
