Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
JB,26/05/2023,26/04/2023,Purchase,60,Https://Www.Estore.Wlv
JB,26/05/2023,26/04/2023,Purchase,60,Https://Www.Estore.Wlv
JB,26/05/2023,02/05/2023,Purchase,60,Https://Www.Estore.Wlv
JB,26/05/2023,02/05/2023,Purchase,60,Https://Www.Estore.Wlv
JB,26/05/2023,02/05/2023,Purchase,108,Paypal *centralconf
JB,26/05/2023,16/05/2023,Purchase,35,Eb *the Multiple Conte
JB,26/05/2023,16/05/2023,Purchase,35,The Association For Fa
JB,26/05/2023,16/05/2023,Purchase,44.89,Amznmktplace
JB,26/05/2023,16/05/2023,Purchase,66.32,Amzn Mktp Uk*1x6es7pe5
JB,26/05/2023,16/05/2023,Purchase,18.3,Paypal *kirwinmacle
JB,26/05/2023,03/05/2023,Purchase,571,Lib Property
JB,26/05/2023,12/05/2023,Purchase,78.5,Premier Inn
JB,26/05/2023,04/05/2023,Purchase,8.99,Amznmktplace
JB,26/05/2023,04/05/2023,Purchase,16,Amazon.Co.Uk*ai68i56u5
JB,26/05/2023,10/05/2023,Purchase,151.34,Bkg*hotel At Booking.C
JB,26/05/2023,16/05/2023,Purchase,143.8,Travelodge Gb0000
JB,26/05/2023,16/05/2023,Purchase,110.65,Travelodge Gb0000
JB,26/05/2023,20/05/2023,Purchase,89.9,Amznmktplace
JB,26/05/2023,20/05/2023,Purchase,135.63,Travelodge Gb0000
JB,26/05/2023,02/05/2023,Purchase,37,Www.Argos.Co.Uk
JB,26/05/2023,03/05/2023,Purchase,15,Telford & Wrekin Counc
JB,26/05/2023,05/05/2023,Purchase,117.98,Amznmktplace
JB,26/05/2023,05/05/2023,Purchase,38,Www.Argos.Co.Uk
JB,26/05/2023,12/05/2023,Purchase,8.13,Tesco Stores 5853
JB,26/05/2023,12/05/2023,Purchase,88.22,Tesco Stores 5853
JB,26/05/2023,19/05/2023,Purchase,49.81,Amznmktplace
JB,26/05/2023,12/05/2023,Purchase,36.58,Uber *trip
JB,26/05/2023,13/05/2023,Credit Voucher,29.64,Uber *trip
JB,26/05/2023,12/05/2023,Purchase,69.62,Uber *trip
JB,26/05/2023,27/04/2023,Purchase,11.48,Amznmktplace
JB,26/05/2023,27/04/2023,Purchase,39.99,Amznmktplace
JB,26/05/2023,27/04/2023,Purchase,10.45,Amznmktplace
JB,26/05/2023,27/04/2023,Purchase,4.3,Amznmktplace
JB,26/05/2023,27/04/2023,Purchase,15.95,Www.Argos.Co.Uk
JB,26/05/2023,27/04/2023,Purchase,5.48,Amznmktplace
JB,26/05/2023,27/04/2023,Purchase,105.5,Voucher Express
JB,26/05/2023,27/04/2023,Purchase,85.25,B & Q 1162
JB,26/05/2023,28/04/2023,Purchase,15.96,Amznmktplace
JB,26/05/2023,30/04/2023,Purchase,16.96,Amznmktplace
JB,26/05/2023,28/04/2023,Credit Voucher,59.22,Cartwright Waste Dispo
JB,26/05/2023,10/05/2023,Purchase,13.9,Amznmktplace
JB,26/05/2023,11/05/2023,Purchase,29.99,Amznmktplace
JB,26/05/2023,11/05/2023,Purchase,43.95,Www.Argos.Co.Uk
JB,26/05/2023,11/05/2023,Purchase,258.3,Cartwright Waste Dispo
JB,26/05/2023,11/05/2023,Purchase,17.99,Amznmktplace
JB,26/05/2023,15/05/2023,Purchase,51,Www.Argos.Co.Uk
JB,26/05/2023,16/05/2023,Purchase,806.25,High Street Vouchers
JB,26/05/2023,17/05/2023,Purchase,17.48,Amznmktplace
JB,26/05/2023,17/05/2023,Purchase,17.48,Amznmktplace
JB,26/05/2023,17/05/2023,Purchase,17.47,Amznmktplace
JB,26/05/2023,18/05/2023,Purchase,98.95,Www.Argos.Co.Uk
JB,26/05/2023,22/05/2023,Purchase,258.3,Cartwright Waste Dispo
JB,26/05/2023,24/05/2023,Purchase,101.49,Amznmktplace
JB,26/05/2023,24/05/2023,Purchase,101.48,Amznmktplace
JB,26/05/2023,26/05/2023,Purchase,27.97,Amznmktplace
JB,26/05/2023,25/05/2023,Purchase,76.2,Amznmktplace
JB,26/05/2023,25/05/2023,Purchase,239.4,Cartwright Waste Dispo
JB,26/05/2023,25/05/2023,Purchase,40.67,Poundstretcher
JB,26/05/2023,25/05/2023,Purchase,40.67,Poundstretcher
JB,26/05/2023,25/05/2023,Purchase,40.66,Poundstretcher
JB,26/05/2023,25/05/2023,Purchase,92.67,B&m 210 - Northern Quarte
JB,26/05/2023,25/05/2023,Purchase,92.67,B&m 210 - Northern Quarte
JB,26/05/2023,25/05/2023,Purchase,92.66,B&m 210 - Northern Quarte
JB,26/05/2023,27/04/2023,Purchase,5.99,Eb *supporting Vulnera
JB,26/05/2023,27/04/2023,Purchase,5.99,Eb *supporting Student
JB,26/05/2023,27/04/2023,Purchase,5.99,Eb *supporting Student
JB,26/05/2023,27/04/2023,Purchase,5.99,Eb *supporting Vulnera
JB,26/05/2023,17/05/2023,Purchase,21.29,Amznmktplace
JB,26/05/2023,23/05/2023,Purchase,16.54,Amznbusiness*l75o72xu5
JB,26/05/2023,23/05/2023,Purchase,3.99,Amznbusiness*l75o72xu5
JB,26/05/2023,25/05/2023,Purchase,384,Surveymonk* T 44318994
JB,26/05/2023,25/05/2023,Purchase,4.49,B&m 210 - Northern Quarte
JB,26/05/2023,27/04/2023,Purchase,11.95,Costa Coffee 43011553
JB,26/05/2023,27/04/2023,Purchase,8.9,Starbucks
JB,26/05/2023,03/05/2023,Purchase,14.27,McDonalds
JB,26/05/2023,10/05/2023,Purchase,10.25,McDonalds
JB,26/05/2023,15/05/2023,Purchase,7.95,Asda Superstore 04236
JB,26/05/2023,17/05/2023,Purchase,7.35,Costa Coffee 43011553
JB,26/05/2023,23/05/2023,Purchase,4.05,Iceland
JB,26/05/2023,23/05/2023,Purchase,55.28,Domino S Pizza
JB,26/05/2023,27/04/2023,Purchase,16.14,Amznmktplace
JB,26/05/2023,02/05/2023,Purchase,16.18,Dobbies
JB,26/05/2023,04/05/2023,Purchase,40.71,Amznmktplace
JB,26/05/2023,06/05/2023,Purchase,19,Asda Superstore 04236
JB,26/05/2023,09/05/2023,Purchase,56.81,Amznmktplace
JB,26/05/2023,10/05/2023,Purchase,101.88,Twinkl
JB,26/05/2023,13/05/2023,Purchase,5.99,Amazon.Co.Uk*w09wn5s15
JB,26/05/2023,16/05/2023,Purchase,14.27,Amznmktplace
JB,26/05/2023,20/05/2023,Credit Voucher,12,Asda Superstore 04236
JB,26/05/2023,19/05/2023,Purchase,29.66,Amazon.Co.Uk*1v0o62cu5
JB,26/05/2023,22/05/2023,Purchase,6.98,Amznmktplace
JB,26/05/2023,26/04/2023,Purchase,280,Leeds 4 Learning
JB,26/05/2023,26/04/2023,Purchase,205.7,The Queens
JB,26/05/2023,04/05/2023,Purchase,20.46,Trainline
JB,26/05/2023,17/05/2023,Purchase,13,Disclosure & Barring
JB,26/05/2023,27/04/2023,Purchase,72.26,Bkg*hotel At Booking.C
JB,26/05/2023,30/04/2023,Purchase,57.76,Facebk Lapv3rxhp2
JB,26/05/2023,03/05/2023,Purchase,146.25,Trainline
JB,26/05/2023,03/05/2023,Purchase,166.8,Eb *the Autism Show Bi
JB,26/05/2023,22/05/2023,Purchase,49,B&m 210 - Northern Quarte
JB,26/05/2023,26/04/2023,Purchase,52,Tesco Stores 5332
JB,26/05/2023,27/04/2023,Purchase,109.95,Amznmktplace
JB,26/05/2023,27/04/2023,Purchase,92.99,Amznmktplace
JB,26/05/2023,03/05/2023,Purchase,8.99,Amznmktplace
JB,26/05/2023,03/05/2023,Purchase,249.95,Amznmktplace
JB,26/05/2023,03/05/2023,Purchase,150.95,Www.Argos.Co.Uk
JB,26/05/2023,04/05/2023,Purchase,121.99,Amazon.Co.Uk*jh1t028u5
JB,26/05/2023,15/05/2023,Purchase,21.3,Wilko Retail Limited
JB,26/05/2023,17/05/2023,Purchase,22.5,Asda Store 4351
JB,26/05/2023,17/05/2023,Purchase,8.39,Subway 63587 Wrekin Park
JB,26/05/2023,23/05/2023,Purchase,26.99,Amazon.Co.Uk*8q9qk1135
JB,26/05/2023,25/05/2023,Purchase,8.99,Amznmktplace
JB,26/05/2023,25/05/2023,Purchase,11.5,Amznmktplace
JB,26/05/2023,03/05/2023,Purchase,13.04,Tesco Stores 5853
JB,26/05/2023,08/05/2023,Purchase,30.27,Bodycare
JB,26/05/2023,08/05/2023,Purchase,9.5,The Works
JB,26/05/2023,08/05/2023,Purchase,17,Poundland Ltd
JB,26/05/2023,08/05/2023,Purchase,49.7,Jungleland
JB,26/05/2023,08/05/2023,Purchase,25,The Works
JB,26/05/2023,08/05/2023,Purchase,216,Zettle_*hatters Entert
JB,26/05/2023,08/05/2023,Purchase,10.98,Bodycare
JB,26/05/2023,08/05/2023,Purchase,90,Exotic Zoo Wildlife Park
JB,26/05/2023,09/05/2023,Purchase,625,Sumup *eden Bakery
JB,26/05/2023,11/05/2023,Purchase,77.96,The Range
JB,26/05/2023,15/05/2023,Purchase,75,Www.Theworks.Co.Uk
JB,26/05/2023,15/05/2023,Purchase,20.98,Amznmktplace
JB,26/05/2023,15/05/2023,Purchase,59.4,Bodycare
JB,26/05/2023,15/05/2023,Purchase,9.38,Boots 0300
JB,26/05/2023,15/05/2023,Purchase,176.75,Poundland Ltd
JB,26/05/2023,15/05/2023,Purchase,55.63,Bodycare
JB,26/05/2023,17/05/2023,Purchase,33.28,Amznmktplace
JB,26/05/2023,16/05/2023,Purchase,208.7,Starbucks
JB,26/05/2023,15/05/2023,Purchase,4.8,Primark
JB,26/05/2023,16/05/2023,Purchase,16.2,Asda Superstore 04236
JB,26/05/2023,18/05/2023,Purchase,490,Sumup *ktsmithltd
JB,26/05/2023,19/05/2023,Purchase,24,B&m 320 - An Telford
JB,26/05/2023,19/05/2023,Purchase,30,B&m 210 - Northern Quarte
JB,26/05/2023,19/05/2023,Purchase,135.86,Smyths Toys Telford
JB,26/05/2023,22/05/2023,Purchase,106.2,Asda Stores 5011
JB,26/05/2023,24/05/2023,Purchase,117.98,Premier Inn
JB,26/05/2023,25/05/2023,Purchase,9.51,Trainline
JB,26/05/2023,26/05/2023,Credit Voucher,75,Www.Theworks.Co.Uk
JB,26/05/2023,26/04/2023,Credit Voucher,32.87,Posturite Ltd
JB,26/05/2023,28/04/2023,Purchase,40,Facebk *6a4skpb4q2
JB,26/05/2023,01/05/2023,Purchase,60,Facebk *td59pqt3q2
JB,26/05/2023,03/05/2023,Purchase,7.65,Post Office Counter
JB,26/05/2023,15/05/2023,Purchase,103.99,Amzn Digital
JB,26/05/2023,16/05/2023,Purchase,129,Amazon.Co.Uk*fs6if4k55
JB,26/05/2023,18/05/2023,Purchase,109,Amazon.Co.Uk*6z8oa2e85
JB,26/05/2023,20/05/2023,Purchase,77.54,Facebk *5p949qb4q2
JB,26/05/2023,19/05/2023,Purchase,778.52,Www.Avpartmaster.Net
JB,26/05/2023,17/05/2023,Purchase,179.95,Bose Limited
