BATCH ID,NAME VEND,INVOICE ID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1,ID GLAC EXP
800194312   ,BYWATERS LTD                  ,P245877               ,116,91.95,PLANNED REFUSE COLLECTION               ,22/06/2023,,Property Department,Environmental Services,F12382AA23                                   
800194312   ,BYWATERS LTD                  ,P245877               ,117,117.55,PLANNED REFUSE COLLECTION               ,22/06/2023,,Property Department,Environmental Services,F12382AA22                                   
800194312   ,BYWATERS LTD                  ,P245877               ,118,189.15,PLANNED REFUSE COLLECTION               ,22/06/2023,,Property Department,Environmental Services,F12382AA21                                   
800194312   ,BYWATERS LTD                  ,P245877               ,119,174.05,PLANNED REFUSE COLLECTION               ,22/06/2023,,Property Department,Environmental Services,F12382AA46                                   
800194312   ,BYWATERS LTD                  ,P245877               ,120,193.15,PLANNED REFUSE COLLECTION               ,22/06/2023,,Property Department,Environmental Services,F12382AA44                                   
800194312   ,BYWATERS LTD                  ,P245877               ,121,126.70,PLANNED REFUSE COLLECTION               ,22/06/2023,,Property Department,Environmental Services,F12382AA43                                   
800194312   ,BYWATERS LTD                  ,P245877               ,122,115.70,PLANNED REFUSE COLLECTION               ,22/06/2023,,Property Department,Environmental Services,F12382AA42                                   
800194312   ,BYWATERS LTD                  ,P245877               ,123,137.05,PLANNED REFUSE COLLECTION               ,22/06/2023,,Property Department,Environmental Services,H12382HH34                                   
800194312   ,BYWATERS LTD                  ,P245877               ,124,117.55,PLANNED REFUSE COLLECTION               ,22/06/2023,,Property Department,Environmental Services,F12382AA40                                   
800194312   ,BYWATERS LTD                  ,P245877               ,125,305.90,PLANNED REFUSE COLLECTION               ,22/06/2023,,Property Department,Environmental Services,F12382AA39                                   
800194312   ,BYWATERS LTD                  ,P245877               ,126,115.50,PLANNED REFUSE COLLECTION               ,22/06/2023,,Property Department,Environmental Services,F12382AA38                                   
800194312   ,BYWATERS LTD                  ,P245877               ,127,275.05,PLANNED REFUSE COLLECTION               ,22/06/2023,,Property Department,Environmental Services,F12382AA41                                   
