BATCH ID,NAME VEND,INVOICE ID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1
120523L     ,London Retired Police Dogs    ,LRPD02/2023          ,1,"2,500.00",GENERAL                                 ,18/05/2023,"2,500.00",Rescue and ISAR Policy ,Consultancy
180523K1    ,Safeguard Medical Technologies,0000022882            ,1,"1,250.00",GENERAL CONSUMABLES                     ,30/05/2023,"1,958.00",Technical & Support Service,Emergency Services
180523K1    ,Safeguard Medical Technologies,0000022882            ,2,708.00,GENERAL CONSUMABLES                     ,30/05/2023,,Technical & Support Service,Emergency Services
144382      ,PA CONSULTING SERVICES LTD    ,0000023997            ,1,"11,949.50",SOFTWARE COTS                           ,15/05/2023,"11,949.50",Grenfell Investigation Legal Costs,ICT
144401      ,PA CONSULTING SERVICES LTD    ,0000024244            ,1,"12,287.00",SOFTWARE COTS                           ,22/05/2023,"12,287.00",Grenfell Investigation Legal Costs,ICT
144408      ,REDTRONIC LTD                 ,0000051360            ,1,"8,477.45",OPERATIONAL EQUIP-PURCHASE              ,30/05/2023,"8,477.45",Technical & Support Service,Fire & Rescue
220523L     ,GARRAN LOCKERS LTD            ,0000055092            ,1,"2,772.96",ACQUISITION EXP-SURVEYORS FEES          ,30/05/2023,"4,394.00",Property Department,Legal Services
220523L     ,GARRAN LOCKERS LTD            ,0000055092            ,2,"1,621.04",ACQUISITION EXP-SURVEYORS FEES          ,30/05/2023,,Property Department,Legal Services
270423K     ,GARRAN LOCKERS LTD            ,0000055886            ,1,439.40,OFFICE FURNITURE                        ,08/05/2023,659.10,Fire Stations (North West),Furniture & Soft Furnishings
270423K     ,GARRAN LOCKERS LTD            ,0000055886            ,2,219.70,OFFICE FURNITURE                        ,08/05/2023,,Fire Stations (North West),Furniture & Soft Furnishings
160523K1    ,GARRAN LOCKERS LTD            ,0000056098            ,1,206.88,OFFICE FURNITURE                        ,22/05/2023,620.64,Fire Stations (North West),Furniture & Soft Furnishings
160523K1    ,GARRAN LOCKERS LTD            ,0000056098            ,2,206.88,OFFICE FURNITURE                        ,22/05/2023,,Fire Stations (North West),Furniture & Soft Furnishings
160523K1    ,GARRAN LOCKERS LTD            ,0000056098            ,3,206.88,OFFICE FURNITURE                        ,22/05/2023,,Fire Stations (North West),Furniture & Soft Furnishings
160523K1    ,GARRAN LOCKERS LTD            ,0000056099            ,1,413.76,OFFICE FURNITURE                        ,22/05/2023,413.76,Fire Stations (South East),Furniture & Soft Furnishings
800192592   ,APEX LIFT & ESCALATOR         ,0000102184            ,1,48.22,PLANNED LIFTS                           ,22/05/2023,"1,417.23",Property Department,Facilities & Management Services
800192592   ,APEX LIFT & ESCALATOR         ,0000102184            ,2,69.45,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192592   ,APEX LIFT & ESCALATOR         ,0000102184            ,3,48.23,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192592   ,APEX LIFT & ESCALATOR         ,0000102184            ,4,48.23,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192592   ,APEX LIFT & ESCALATOR         ,0000102184            ,5,48.23,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192592   ,APEX LIFT & ESCALATOR         ,0000102184            ,6,207.37,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192592   ,APEX LIFT & ESCALATOR         ,0000102184            ,7,48.22,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192592   ,APEX LIFT & ESCALATOR         ,0000102184            ,8,48.22,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192592   ,APEX LIFT & ESCALATOR         ,0000102184            ,9,149.51,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192592   ,APEX LIFT & ESCALATOR         ,0000102184            ,10,48.23,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192592   ,APEX LIFT & ESCALATOR         ,0000102184            ,11,96.46,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192592   ,APEX LIFT & ESCALATOR         ,0000102184            ,12,48.23,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192592   ,APEX LIFT & ESCALATOR         ,0000102184            ,13,96.45,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192592   ,APEX LIFT & ESCALATOR         ,0000102184            ,14,48.22,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192592   ,APEX LIFT & ESCALATOR         ,0000102184            ,15,48.23,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192592   ,APEX LIFT & ESCALATOR         ,0000102184            ,16,48.23,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192592   ,APEX LIFT & ESCALATOR         ,0000102184            ,17,219.27,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192592   ,APEX LIFT & ESCALATOR         ,0000102184            ,18,48.23,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192697   ,APEX LIFT & ESCALATOR         ,0000102230            ,1,49.92,PLANNED LIFTS                           ,22/05/2023,"1,467.19",Property Department,Facilities & Management Services
800192697   ,APEX LIFT & ESCALATOR         ,0000102230            ,2,71.90,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192697   ,APEX LIFT & ESCALATOR         ,0000102230            ,3,49.93,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192697   ,APEX LIFT & ESCALATOR         ,0000102230            ,4,49.93,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192697   ,APEX LIFT & ESCALATOR         ,0000102230            ,5,49.93,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192697   ,APEX LIFT & ESCALATOR         ,0000102230            ,6,214.68,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192697   ,APEX LIFT & ESCALATOR         ,0000102230            ,7,49.92,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192697   ,APEX LIFT & ESCALATOR         ,0000102230            ,8,154.78,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192697   ,APEX LIFT & ESCALATOR         ,0000102230            ,9,49.92,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192697   ,APEX LIFT & ESCALATOR         ,0000102230            ,10,99.86,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192697   ,APEX LIFT & ESCALATOR         ,0000102230            ,11,99.85,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192697   ,APEX LIFT & ESCALATOR         ,0000102230            ,12,49.92,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192697   ,APEX LIFT & ESCALATOR         ,0000102230            ,13,49.93,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192697   ,APEX LIFT & ESCALATOR         ,0000102230            ,14,49.93,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192697   ,APEX LIFT & ESCALATOR         ,0000102230            ,15,49.93,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192697   ,APEX LIFT & ESCALATOR         ,0000102230            ,16,49.93,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192697   ,APEX LIFT & ESCALATOR         ,0000102230            ,17,227.00,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
800192697   ,APEX LIFT & ESCALATOR         ,0000102230            ,18,49.93,PLANNED LIFTS                           ,22/05/2023,,Property Department,Facilities & Management Services
090523K1    ,HUNTERS CONTRACTS LIMITED     ,0000411264            ,1,279.00,OFFICE FURNITURE                        ,18/05/2023,279.00,Fire Stations (South West),Furniture & Soft Furnishings
250423K     ,HUNTERS CONTRACTS LIMITED     ,0000411344            ,1,165.47,OFFICE FURNITURE                        ,02/05/2023,"3,050.83",Control and Mobilising,Furniture & Soft Furnishings
