BATCH ID,NAME VEND,INVOICE ID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1
080923B     ,Ambient People Limited        ,0000000033            ,1,"3,021.00",GENERAL                                 ,14/09/2023,"3,021.00",Finance Services,Consultancy
080923B     ,Ambient People Limited        ,0000000104            ,1,"3,021.00",GENERAL                                 ,14/09/2023,"3,021.00",Finance Services,Consultancy
080923B     ,Ambient People Limited        ,0000000111            ,1,"3,021.00",GENERAL                                 ,14/09/2023,"3,021.00",Finance Services,Consultancy
080923B     ,Ambient People Limited        ,0000000210            ,1,"2,416.80",GENERAL                                 ,25/09/2023,"2,416.80",Finance Services,Consultancy
220923K     ,Tall Building Fire Safety     ,00353                 ,1,"1,995.00",PROFESSIONAL DEVELOPMENT                ,28/09/2023,"1,995.00",Protection Board,Human Resources
060923L     ,ACE VEHICLE SERVICES LIMITED  ,708                   ,1,335.00,OPERATIONAL EQUIP-PURCHASE              ,11/09/2023,335.00,Fire Stations (South West),Fire & Rescue
060923L     ,ACE VEHICLE SERVICES LIMITED  ,822                   ,1,335.00,OPERATIONAL EQUIP-PURCHASE              ,11/09/2023,335.00,Fire Stations (North East),Fire & Rescue
290823K     ,ACE VEHICLE SERVICES LIMITED  ,872                   ,1,335.00,OPERATIONAL EQUIP-PURCHASE              ,07/09/2023,670.00,Fire Stations (North West),Fire & Rescue
290823K     ,ACE VEHICLE SERVICES LIMITED  ,872                   ,2,335.00,OPERATIONAL EQUIP-PURCHASE              ,07/09/2023,,Fire Stations (North West),Fire & Rescue
060923K     ,Pullman Motors Engineering    ,876                   ,1,"2,400.00",OPERATIONAL EQUIP-PURCHASE              ,21/09/2023,"2,400.00",Procurement,Fire & Rescue
060923K     ,Pullman Motors Engineering    ,877                   ,1,350.00,INSPECTIONS                             ,21/09/2023,350.00,Procurement,Vehicle Management
060923K     ,Pullman Motors Engineering    ,878                   ,1,720.00,OPERATIONAL EQUIP-PURCHASE              ,21/09/2023,720.00,Procurement,Fire & Rescue
290823K     ,ACE VEHICLE SERVICES LIMITED  ,897                   ,1,335.00,OPERATIONAL EQUIP-PURCHASE              ,07/09/2023,335.00,Fire Stations (North East),Fire & Rescue
290823K1    ,ACE VEHICLE SERVICES LIMITED  ,1000                  ,1,335.00,OPERATIONAL EQUIP-PURCHASE              ,07/09/2023,335.00,Fire Stations (South East),Fire & Rescue
060923L     ,ACE VEHICLE SERVICES LIMITED  ,1066                  ,1,335.00,OPERATIONAL EQUIP-PURCHASE              ,11/09/2023,335.00,Fire Stations (South West),Fire & Rescue
290823K1    ,ACE VEHICLE SERVICES LIMITED  ,1097                  ,1,335.00,OPERATIONAL EQUIP-PURCHASE              ,07/09/2023,335.00,Fire Stations (South East),Fire & Rescue
290823K1    ,ACE VEHICLE SERVICES LIMITED  ,1123                  ,1,"3,000.00",OPERATIONAL EQUIP-PURCHASE              ,07/09/2023,"3,000.00",Fire Stations (South West),Fire & Rescue
290823K1    ,ACE VEHICLE SERVICES LIMITED  ,1124                  ,1,335.00,OPERATIONAL EQUIP-PURCHASE              ,07/09/2023,335.00,Fire Stations (South East),Fire & Rescue
290823K1    ,ACE VEHICLE SERVICES LIMITED  ,1125                  ,1,335.00,OPERATIONAL EQUIP-PURCHASE              ,07/09/2023,335.00,Fire Stations (South East),Fire & Rescue
290823K1    ,ACE VEHICLE SERVICES LIMITED  ,1126                  ,1,335.00,OPERATIONAL EQUIP-PURCHASE              ,07/09/2023,335.00,Fire Stations (North East),Fire & Rescue
290823K3    ,ACE VEHICLE SERVICES LIMITED  ,1127                  ,1,335.00,OPERATIONAL EQUIP-PURCHASE              ,07/09/2023,335.00,Fire Stations (South East),Fire & Rescue
290823K3    ,ACE VEHICLE SERVICES LIMITED  ,1128                  ,1,335.00,OPERATIONAL EQUIP-PURCHASE              ,07/09/2023,335.00,Fire Stations (North West),Fire & Rescue
