BATCH ID,NAME VEND,INVOICE ID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1
010324B     ,BRISTOL UNIFORMS LTD          ,1209443               ,1,488.54,OPERATIONAL EQUIP-PURCHASE              ,07/03/2024,488.54,Operational Resilience,Fire & Rescue
010324B     ,BRISTOL UNIFORMS LTD          ,1209444               ,1,314.23,OPERATIONAL EQUIP-PURCHASE              ,07/03/2024,314.23,Operational Resilience,Fire & Rescue
010324B     ,CERTAS ENERGY UK LTD          ,9570499               ,1,"4,736.34",FUEL                                    ,07/03/2024,"4,736.34",Fire Stations (North West),Vehicle Management
010324B     ,DRD Partnership               ,3149                  ,1,"3,303.66",CULTURAL CHANGE & TALENT                ,07/03/2024,"3,303.66",People Services,Human Resources
010324B     ,IDOX SOFTWARE LIMITED         ,7045811               ,1,"29,468.99",BOOKS & JOURNALS                        ,18/03/2024,"29,468.99",Information Management (ICT),Facilities & Management Services
010324B     ,TORQUE CALIBRATION LTD        ,2402092               ,1,252.88,PURCHASES-COMPUTER/EQUIPMENT            ,07/03/2024,500.66,Technical & Support Service,ICT
010324B PROP,Alan Baxter Partnership LLP   ,23150                 ,1,600.00,DEVELOPMENT  EXPENSES-CONTRACT          ,07/03/2024,600.00,Property Department,Consultancy
010324B PROP,B NOKES CONTRACTS LTD         ,MCE1756               ,1,"8,977.51",OFFICE EQUIPMENT                        ,07/03/2024,"8,977.51",Protection Board,Stationery
010324B PROP,B NOKES CONTRACTS LTD         ,MCE1780               ,1,"22,298.78",PLANNED BUILDING DECORATIONS            ,07/03/2024,"23,451.19",Property Department,Works - Construction
010324B PROP,B NOKES CONTRACTS LTD         ,MCE1780               ,2,"1,152.41",PLANNED BUILDING DECORATIONS            ,07/03/2024,"23,451.19",Property Department,Works - Construction
010324B PROP,B NOKES CONTRACTS LTD         ,MCE1781               ,1,"20,040.00",WORKPLACE IMPROVEMENTS                  ,07/03/2024,"23,211.46",Property Department,Works - Construction
010324B PROP,B NOKES CONTRACTS LTD         ,MCE1781               ,2,"3,171.46",DEVELOPMENT  EXPENSES-CONTRACT          ,07/03/2024,"23,211.46",Property Department,Consultancy
010324B PROP,B NOKES CONTRACTS LTD         ,MCE1784               ,1,"54,466.27",PLANNED BUILDING DECORATIONS            ,07/03/2024,"108,036.27",Property Department,Works - Construction
010324B PROP,B NOKES CONTRACTS LTD         ,MCE1784               ,2,"53,570.00",PLANNED BUILDING DECORATIONS            ,07/03/2024,"108,036.27",Property Department,Works - Construction
010324B PROP,B NOKES CONTRACTS LTD         ,MCE1793               ,1,"5,172.70",PLANNED BUILDING DECORATIONS            ,07/03/2024,"5,172.70",Property Department,Works - Construction
010324B PROP,BABCOCK CRITICAL SERVICES LTD ,1800001974            ,1,"157,803.02",PROF FEES-MISCELLANEOUS                 ,07/03/2024,"157,803.02",Property Department,Consultancy
010324B PROP,BABCOCK CRITICAL SERVICES LTD ,18000019838           ,1,"117,515.17",PROF FEES-MISCELLANEOUS                 ,18/03/2024,"117,515.17",Property Department,Consultancy
010324B PROP,Bellrock (Portal) Property    ,110-50566             ,1,"40,893.23",CAFM/MI/HELPDESK SERVICE                ,18/03/2024,"40,893.23",Property Department,Consultancy
010324B PROP,FRANKHAM CONSULTANCY GROUP LTD,161565                ,1,"3,735.11",PROF FEES-MISCELLANEOUS                 ,07/03/2024,"18,675.55",Property Department,Consultancy
010324B PROP,FRANKHAM CONSULTANCY GROUP LTD,161565                ,2,"3,735.11",PROF FEES-MISCELLANEOUS                 ,07/03/2024,"18,675.55",Property Department,Consultancy
010324B PROP,FRANKHAM CONSULTANCY GROUP LTD,161565                ,3,"3,735.11",PROF FEES-MISCELLANEOUS                 ,07/03/2024,"18,675.55",Property Department,Consultancy
010324B PROP,FRANKHAM CONSULTANCY GROUP LTD,161565                ,4,"3,735.11",PROF FEES-MISCELLANEOUS                 ,07/03/2024,"18,675.55",Property Department,Consultancy
010324B PROP,FRANKHAM CONSULTANCY GROUP LTD,161565                ,5,"3,735.11",PROF FEES-MISCELLANEOUS                 ,07/03/2024,"18,675.55",Property Department,Consultancy
010324B PROP,FRANKHAM CONSULTANCY GROUP LTD,161566                ,1,"4,457.07",PROF FEES-MISCELLANEOUS                 ,07/03/2024,"26,742.42",Property Department,Consultancy
010324B PROP,FRANKHAM CONSULTANCY GROUP LTD,161566                ,2,"4,457.07",PROF FEES-MISCELLANEOUS                 ,07/03/2024,"26,742.42",Property Department,Consultancy
010324B PROP,FRANKHAM CONSULTANCY GROUP LTD,161566                ,3,"4,457.07",PROF FEES-MISCELLANEOUS                 ,07/03/2024,"26,742.42",Property Department,Consultancy
010324B PROP,FRANKHAM CONSULTANCY GROUP LTD,161566                ,4,"4,457.07",PROF FEES-MISCELLANEOUS                 ,07/03/2024,"26,742.42",Property Department,Consultancy
010324B PROP,FRANKHAM CONSULTANCY GROUP LTD,161566                ,5,"4,457.07",PROF FEES-MISCELLANEOUS                 ,07/03/2024,"26,742.42",Property Department,Consultancy
010324B PROP,FRANKHAM CONSULTANCY GROUP LTD,161566                ,6,"4,457.07",PROF FEES-MISCELLANEOUS                 ,07/03/2024,"26,742.42",Property Department,Consultancy
010324B PROP,Fulkers Bailey Russell        ,20835                 ,1,"4,672.37",PROF FEES-MISCELLANEOUS                 ,07/03/2024,"4,672.37",Property Department,Consultancy
010324B PROP,G4S FIRE & SECURITY SYSTEMS UK,MTN21218              ,1,707.20,DEVELOPT  EXPENSES-MISC                 ,07/03/2024,707.20,Property Department,Consultancy
010324B PROP,GARRAN LOCKERS LTD            ,0000060878            ,1,"2,417.60",DEVELOPMENT  EXPENSES-CONTRACT          ,07/03/2024,"2,636.40",Property Department,Consultancy
010324B PROP,GARRAN LOCKERS LTD            ,0000060878            ,2,218.80,DEVELOPMENT  EXPENSES-CONTRACT          ,07/03/2024,"2,636.40",Property Department,Consultancy
