Beneficiary,Date,Merchant Category,Amount (Net of VAT)
Travelodge Gb0000,07/07/2022,Payments to Private Contractors,706.22
Travelodge Gb0000,07/07/2022,Payments to Private Contractors,551.56
Travelodge Gb0000,07/07/2022,Payments to Private Contractors,648.87
Travelodge Gb0000,04/08/2022,Payments to Private Contractors,546.47
Travelodge Gb0000,04/08/2022,Payments to Private Contractors,615.74
Travelodge Gb0000,04/08/2022,Payments to Private Contractors,1293.09
Travelodge Gb0000,06/09/2022,Payments to Private Contractors,687.12
Travelodge Gb0000,04/10/2022,Payments to Private Contractors,570.26
Travelodge Gb0000,04/10/2022,Payments to Private Contractors,757.22
Travelodge Gb0000,04/10/2022,Payments to Private Contractors,616.57
Travelodge Gb0000,08/11/2022,Payments to Private Contractors,509.06
Travelodge Gb0000,08/11/2022,Payments to Private Contractors,714.72
Travelodge Gb0000,08/11/2022,Payments to Private Contractors,736.82
Travelodge Gb0000,08/11/2022,Payments to Private Contractors,742.77
Travelodge Gb0000,08/11/2022,Payments to Private Contractors,803.12
Travelodge Gb0000,08/11/2022,Payments to Private Contractors,808.64
Travelodge Gb0000,08/11/2022,Payments to Private Contractors,918.27
Travelodge Gb0000,08/11/2022,Payments to Private Contractors,1485.56
Travelodge Gb0000,08/11/2022,Payments to Private Contractors,811.65
Travelodge Gb0000,08/11/2022,Payments to Private Contractors,899.57
Travelodge Gb0000,05/12/2022,Payments to Private Contractors,666.71
Travelodge Gb0000,05/12/2022,Payments to Private Contractors,666.71
Travelodge Gb0000,05/12/2022,Payments to Private Contractors,761.47
Travelodge Gb0000,05/12/2022,Payments to Private Contractors,761.47
Travelodge Gb0000,05/12/2022,Payments to Private Contractors,1072.94
Travelodge Gb0000,04/01/2023,Payments to Private Contractors,746.17
Travelodge Gb0000,04/01/2023,Payments to Private Contractors,744.86
Welcome Break,10/05/2022,Payments to Private Contractors,609.92
Wetherspoon Hotel,11/05/2022,Payments to Private Contractors,1102.5
Mount,01/06/2022,Payments to Private Contractors,1176.8
Health&safety Lab,04/10/2022,Equipment Furniture & Materials,525
Www.Drinkstuff.Com,19/04/2022,Equipment Furniture & Materials,583.17
Www.Cpag.Org.Uk,06/05/2022,"Books, Publications and Resources",546.89
Premier Inn,21/03/2023,Equipment Furniture & Materials,868
Premier Inn,22/03/2023,Hospitality,796
Premier Inn44011950,09/11/2022,Hospitality,624.58
Premier Inn44011950,09/11/2022,Hospitality,633.33
Premier Inn44011950,09/11/2022,Hospitality,689.58
Amznmktplace,21/04/2022,"Books, Publications and Resources",548
Amznmktplace,21/04/2022,"Books, Publications and Resources",740.53
Amznmktplace,21/03/2023,Equipment Furniture & Materials,538.6
Paypal *c Adamson,06/10/2022,"Education, Training, Exam Fees",744
Avanti Groups Smart Pa,20/03/2023,Personal Needs,870.5
Wigan Council,06/07/2022,Licence Fees,774
Www.Onlinereality.Co.Uk,09/12/2022,Equipment Furniture & Materials,720.36
Built Environment Netw,08/06/2022,Equipment Furniture & Materials,675
Travis Perkins,05/04/2022,Repairs & Maintenance (Non CPMF),740.25
Travis Perkins,09/03/2023,Repairs & Maintenance (Non CPMF),690.65
Dtw Tools And Machiner,06/06/2022,Equipment Furniture & Materials,725
The Paddock,21/11/2022,Employee Subsistence,1500
Tahdah Verified,05/04/2022,Learning and Development,570
Tahdah Verified,03/08/2022,Computer Software (Licences & Maintenance),570
Tahdah Verified,03/11/2022,"Education, Training, Exam Fees",627
Tahdah Verified,01/12/2022,"Education, Training, Exam Fees",513
Tahdah Verified,06/02/2023,"Education, Training, Exam Fees",708
Tahdah Verified,10/03/2023,Computer Software (Licences & Maintenance),708
Cvaa UK Ltd,06/10/2022,Equipment Furniture & Materials,1335
Allpay *great Places Hous,21/07/2022,Equipment Furniture & Materials,612.9
Snugworld Beds,09/05/2022,Grants to External Bodies,500
British Heart Foundation,04/08/2022,Grants to External Bodies,685
Argos Ltd,04/04/2022,Grants to External Bodies,651.95
Argos Ltd,09/05/2022,Grants to External Bodies,501.95
Argos Ltd,04/08/2022,Grants to External Bodies,501.95
Argos Ltd,10/11/2022,Grants to External Bodies,533.95
Argos Ltd,10/11/2022,Grants to External Bodies,548.95
Argos Ltd,09/12/2022,Grants to External Bodies,533.95
Argos Ltd,09/12/2022,Grants to External Bodies,658.95
Argos Ltd,09/03/2023,Grants to External Bodies,537.95
Airbnb * Hmq25yx5kx,07/06/2022,Employee Transport Costs,580.26
Physio Supplies Ltd,12/04/2022,Equipment Furniture & Materials,795.6
Physio Supplies Ltd,09/09/2022,Equipment Furniture & Materials,744.39
Sp Meglio,22/03/2023,Equipment Furniture & Materials,944.83
Ensign Flag Co Ltd,04/11/2022,Equipment Furniture & Materials,685
Hotel At Booking.Com,05/09/2022,Hospitality,868.69
Ol Greater Manchester,04/11/2022,Hospitality,667
Dam Group UK Ltd.,05/09/2022,Equipment Furniture & Materials,596
Argos Ltd,07/03/2023,Equipment Furniture & Materials,683.95
-Kiwi.Com-,05/09/2022,Home To School,2317.92
Trip_uk,06/09/2022,Payments to Carers,614.4
Guardian News & Media,08/02/2023,Equipment Furniture & Materials,2223
Wigan Council,25/07/2022,Payments to Private Contractors,628.1
Gullivershotel.Co.Uk,01/11/2022,Payments to Private Contractors,581.8
Holiday Inn Express Leigh,22/06/2022,Payments to Private Contractors,833.33
Holiday Inn Express Leigh,22/06/2022,Payments to Private Contractors,833.33
Holiday Inn Express Leigh,22/06/2022,Payments to Private Contractors,833.33
Holiday Inn Express Leigh,22/06/2022,Payments to Private Contractors,833.33
Holiday Inn Express Leigh,22/06/2022,Payments to Private Contractors,613.37
Holiday Inn Express Wi,07/06/2022,Payments to Private Contractors,625
Holiday Inn Express Wi,08/06/2022,Payments to Private Contractors,625
Holiday Inn Express Wi,08/06/2022,Payments to Private Contractors,643
Holiday Inn Express Wi,08/06/2022,Payments to Private Contractors,736.3
Holiday Inn Express Wi,08/06/2022,Payments to Private Contractors,775
Holiday Inn Express Wi,09/06/2022,Payments to Private Contractors,632.9
Holiday Inn Express Wi,09/06/2022,Payments to Private Contractors,675
Holiday Inn Express Wi,08/07/2022,Payments to Private Contractors,904
Holiday Inn Express Wi,08/07/2022,Payments to Private Contractors,1738
Holiday Inn Express Wi,08/07/2022,Payments to Private Contractors,609.5
Holiday Inn Express Wi,08/07/2022,Payments to Private Contractors,1120.7
Holiday Inn Express Wi,08/07/2022,Payments to Private Contractors,1597.8
Holiday Inn Express Wi,08/07/2022,Payments to Private Contractors,1952.3
Holiday Inn Express Wi,08/07/2022,Payments to Private Contractors,2395.5
Holiday Inn Express Wi,08/07/2022,Payments to Private Contractors,2409.5
Holiday Inn Express Wi,08/07/2022,Payments to Private Contractors,2617
Holiday Inn Express Wi,08/07/2022,Payments to Private Contractors,2803.72
Hotel At Booking.Com,10/05/2022,Payments to Private Contractors,946
Hotel At Booking.Com,09/06/2022,Payments to Private Contractors,816
Hotel At Booking.Com,09/06/2022,Payments to Private Contractors,874
Hotel At Booking.Com,06/02/2023,Payments to Private Contractors,585
Mount (Orrell),08/02/2023,Payments to Private Contractors,532.95
Premier Inn,21/02/2023,Payments to Private Contractors,651.97
Premier Inn 44536565,23/05/2022,Payments to Private Contractors,509.94
Premier Inn44017435,22/06/2022,Payments to Private Contractors,597.02
Premier Inn44018275,23/06/2022,Payments to Private Contractors,538.27
Premier Inn44028655,23/05/2022,Payments to Private Contractors,577.5
Premier Inn44521690,23/05/2022,Payments to Private Contractors,585.36
The Gullivers Hotel,20/12/2022,Payments to Private Contractors,903
The Mercury Hotel,19/01/2023,Payments to Private Contractors,2930
Travelodge Gb0000,22/06/2022,Payments to Private Contractors,823.22
Travelodge Gb0000,22/06/2022,Payments to Private Contractors,681.13
Ao Retail Limited,25/07/2022,Payments to Private Contractors,615
Currys Online,22/08/2022,Payments to Private Contractors,823.32
Allpay *great Places Hous,22/06/2022,Payments to Private Contractors,510.75
Allpay *great Places Hous,25/07/2022,Payments to Private Contractors,510.75
Allpay *great Places Hous,25/07/2022,Payments to Private Contractors,510.75
Allpay *great Places Hous,21/11/2022,Payments to Private Contractors,510.75
Choices Estate Agents Ltd,01/11/2022,Payments to Private Contractors,1016.5
G2m Capital Limited,24/10/2022,Payments to Private Contractors,1833.33
Premier Inn,09/01/2023,Equipment Furniture & Materials,1533
Www.Whiteharthotelharr,04/08/2022,Equipment Furniture & Materials,2012
Trainline.Com,07/04/2022,Employee Transport Costs,1416.63
Trainline.Com,02/11/2022,Employee Transport Costs,901.26
Ashton Upholstery,08/02/2023,Equipment Furniture & Materials,1500
Sp Aids 4 Mobility,08/06/2022,Equipment Furniture & Materials,904.62
Amazon.Co.Uk*rq9an4805,05/08/2022,Equipment Furniture & Materials,582.5
Amznmktplace,13/04/2022,Equipment Furniture & Materials,799.17
Amznmktplace,03/03/2023,Equipment Furniture & Materials,537.91
Laptops Direct,03/03/2023,Equipment Furniture & Materials,742.73
Rnib Enterprise,03/03/2023,Equipment Furniture & Materials,882
Techno-Vision Systems,08/06/2022,Computer Equipment,624
Sp Electric Mania,08/12/2022,Equipment Furniture & Materials,3099.5
Sp Electric Mania,11/01/2023,Equipment Furniture & Materials,4649.25
Allspares (Wigan Ltd),08/12/2022,Equipment Furniture & Materials,1200
Ryanair 224e9jswf,02/09/2022,Equipment Furniture & Materials,969.47
Gls Educational Su,05/12/2022,Equipment Furniture & Materials,546
