Body Name,Transaction Number,Account Code Description,Expenses Type,Service Code,Service Area Categorisation,Supplier Name,Date,Amount
Bath and North East Somerset Council,81297252,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,220.05
Bath and North East Somerset Council,81297230,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,230.5
Bath and North East Somerset Council,81297264,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,237
Bath and North East Somerset Council,81297274,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,237
Bath and North East Somerset Council,81297274,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,237
Bath and North East Somerset Council,81297274,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,237
Bath and North East Somerset Council,81297208,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,237.48
Bath and North East Somerset Council,81297252,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,241.05
Bath and North East Somerset Council,81297202,LL5,Adoption Allowances,P21,Childrens Services,REDACTED,02/10/2024,251.3
Bath and North East Somerset Council,81297177,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,267.4
Bath and North East Somerset Council,81297168,LS1,Supported Lodgings CS,P21,Childrens Services,REDACTED,02/10/2024,273
Bath and North East Somerset Council,81297252,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,273.4
Bath and North East Somerset Council,81297194,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,277.5
Bath and North East Somerset Council,81297186,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,304.84
Bath and North East Somerset Council,81297177,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,309.4
Bath and North East Somerset Council,81297194,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,310.84
Bath and North East Somerset Council,81297194,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,310.84
Bath and North East Somerset Council,81297165,LL5,Adoption Allowances,P21,Childrens Services,REDACTED,02/10/2024,329.48
Bath and North East Somerset Council,81297165,LL5,Adoption Allowances,P21,Childrens Services,REDACTED,02/10/2024,329.48
Bath and North East Somerset Council,81297230,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,334.5
Bath and North East Somerset Council,81297208,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,341.48
Bath and North East Somerset Council,81297202,LL5,Adoption Allowances,P21,Childrens Services,REDACTED,02/10/2024,355.3
Bath and North East Somerset Council,81297202,LL5,Adoption Allowances,P21,Childrens Services,REDACTED,02/10/2024,355.3
Bath and North East Somerset Council,81297175,LL7,Residence Orders/CAO's,P21,Childrens Services,REDACTED,02/10/2024,366.68
Bath and North East Somerset Council,81297175,LL7,Residence Orders/CAO's,P21,Childrens Services,REDACTED,02/10/2024,366.68
Bath and North East Somerset Council,81297264,LL6,Needs & Services,P21,Childrens Services,REDACTED,02/10/2024,380.7
Bath and North East Somerset Council,81297269,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,381
Bath and North East Somerset Council,81297180,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,382.8
Bath and North East Somerset Council,81297180,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,382.8
Bath and North East Somerset Council,81297186,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,411.54
Bath and North East Somerset Council,81297179,LL5,Adoption Allowances,P21,Childrens Services,REDACTED,02/10/2024,421.16
Bath and North East Somerset Council,81297179,LL5,Adoption Allowances,P21,Childrens Services,REDACTED,02/10/2024,421.16
Bath and North East Somerset Council,81297179,LL5,Adoption Allowances,P21,Childrens Services,REDACTED,02/10/2024,421.16
Bath and North East Somerset Council,11096441,LA1,Equipment Purchase (Non Medical),P20,Adult Services,TVM CHELTENHAM LTD,02/10/2024,424
Bath and North East Somerset Council,11096367,HK1,Highway Maintenance,P34,Highways,SN SCAFFOLDS (BATH),02/10/2024,425
Bath and North East Somerset Council,11096291,EA1,Training,P32,Council Priorities & Delivery,ACORN HEALTH & SAFETY LIMITED,02/10/2024,432.6
Bath and North East Somerset Council,81297269,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,433
Bath and North East Somerset Council,81297245,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,433
Bath and North East Somerset Council,81297245,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,433
Bath and North East Somerset Council,81297253,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,433
Bath and North East Somerset Council,11095742,LM4,Respite Care,P21,Childrens Services,MEDGEN HEALTHCARE RECRUITMENT,02/10/2024,433.07
Bath and North East Somerset Council,11095743,LM4,Respite Care,P21,Childrens Services,MEDGEN HEALTHCARE RECRUITMENT,02/10/2024,433.07
Bath and North East Somerset Council,11095748,LM4,Respite Care,P21,Childrens Services,MEDGEN HEALTHCARE RECRUITMENT,02/10/2024,433.07
Bath and North East Somerset Council,11096211,LL6,Needs & Services,P21,Childrens Services,REDACTED,02/10/2024,433.33
Bath and North East Somerset Council,11096399,LL1,Services to/for Clients,P35,Built Environment & Sustainable Development,CONNOLLY & CALLAGHAN LTD,02/10/2024,434
Bath and North East Somerset Council,11096365,LM4,Respite Care,P21,Childrens Services,MEDGEN HEALTHCARE RECRUITMENT,02/10/2024,435.08
Bath and North East Somerset Council,11096277,LD1,Protective & Safety Clothing & PPE,P05,Neighbourhood Services,SMI GROUP LTD,02/10/2024,437.73
Bath and North East Somerset Council,11096293,LJ2,Legal Fees,P21,Childrens Services,HRS FAMILY LAW SOLICTORS LTD,02/10/2024,440
Bath and North East Somerset Council,81297229,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,454
Bath and North East Somerset Council,81297229,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,454
Bath and North East Somerset Council,11096272,LA5,Materials,P05,Neighbourhood Services,R M PENNY (PLANT HIRE & DEMOLITION) LTD,02/10/2024,460
Bath and North East Somerset Council,81297187,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,462.7
Bath and North East Somerset Council,11096126,LA1,Equipment Purchase (Non Medical),P05,Neighbourhood Services,CHROMA VISION LIMITED,02/10/2024,462.75
Bath and North East Somerset Council,81297162,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,466.78
Bath and North East Somerset Council,81297178,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,474
Bath and North East Somerset Council,11096229,LA5,Materials,P05,Neighbourhood Services,PARTSPLUS UK,02/10/2024,475.2
Bath and North East Somerset Council,11096407,LF1,Printing/Design,P33,Economic & Cultural Sustainable Development,BOWDEN & DOLPHIN SIGNS LTD,02/10/2024,478.76
Bath and North East Somerset Council,11096132,HA2,Servicing,P33,Economic & Cultural Sustainable Development,MANNINGS FACILITIES MANAGEMENT LTD,02/10/2024,485.3
Bath and North East Somerset Council,11096279,LA5,Materials,P05,Neighbourhood Services,ODLINGS LTD,02/10/2024,487
Bath and North East Somerset Council,11096206,LJ4,Contracts,P05,Neighbourhood Services,HURLEY ENGINE SERVICES LTD,02/10/2024,490.03
Bath and North East Somerset Council,81297210,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,495
Bath and North East Somerset Council,81297212,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,495
Bath and North East Somerset Council,81297178,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,495
Bath and North East Somerset Council,11096146,3C4,Building Works,P19,Resources,HARRISON BROOKES LTD,02/10/2024,500
Bath and North East Somerset Council,81297357,PG4,Support Grants,P19,Resources,LOCAL WELFARE PROVISION,02/10/2024,500
Bath and North East Somerset Council,81297358,PG4,Support Grants,P19,Resources,LOCAL WELFARE PROVISION,02/10/2024,500
Bath and North East Somerset Council,81297359,PG4,Support Grants,P19,Resources,LOCAL WELFARE PROVISION,02/10/2024,500
Bath and North East Somerset Council,81297371,PG4,Support Grants,P19,Resources,LOCAL WELFARE PROVISION,02/10/2024,500
Bath and North East Somerset Council,81297332,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297335,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297343,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297333,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297334,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297336,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297337,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297344,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297345,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297339,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297341,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297340,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297347,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297352,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297348,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297349,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297350,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297354,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297353,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297338,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297293,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297351,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297292,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297355,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297290,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297294,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297291,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297342,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297299,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297295,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297298,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297303,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297302,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297305,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297301,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297300,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297296,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297309,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297310,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297297,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297311,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297308,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297307,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297304,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297318,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297314,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297306,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297313,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297316,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297315,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297312,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297317,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297319,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297320,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297323,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297325,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297326,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297327,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297321,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297346,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297322,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297328,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297329,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297330,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297324,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,81297331,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,02/10/2024,500
Bath and North East Somerset Council,11096215,LX1,Educational Activity,P33,Economic & Cultural Sustainable Development,STEERS MCGILLAN EVES DESIGN LTD,02/10/2024,500
Bath and North East Somerset Council,11096301,EA1,Training,P32,Council Priorities & Delivery,MENTORING PLUS BATH AND NE SOMERSET LTD,02/10/2024,505
Bath and North East Somerset Council,11095744,LM4,Respite Care,P21,Childrens Services,MEDGEN HEALTHCARE RECRUITMENT,02/10/2024,514.02
Bath and North East Somerset Council,11096248,LA1,Equipment Purchase (Non Medical),P20,Adult Services,AIDAPT BATHROOMS LTD,02/10/2024,518.4
Bath and North East Somerset Council,11096138,KD1,Employees Public Transport,P33,Economic & Cultural Sustainable Development,VEEZU LTD,02/10/2024,519.34
Bath and North East Somerset Council,81297172,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,526
Bath and North East Somerset Council,11096363,LM4,Respite Care,P21,Childrens Services,MEDGEN HEALTHCARE RECRUITMENT,02/10/2024,526.02
Bath and North East Somerset Council,81297187,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,527.4
Bath and North East Somerset Council,11096403,HA2,Servicing,P33,Economic & Cultural Sustainable Development,HORDERS,02/10/2024,528
Bath and North East Somerset Council,11095802,LM4,Respite Care,P21,Childrens Services,MEDGEN HEALTHCARE RECRUITMENT,02/10/2024,528.56
Bath and North East Somerset Council,81297145,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,533.26
Bath and North East Somerset Council,81297210,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,536
Bath and North East Somerset Council,81297212,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,536
Bath and North East Somerset Council,11096133,HA2,Servicing,P33,Economic & Cultural Sustainable Development,MANNINGS FACILITIES MANAGEMENT LTD,02/10/2024,536.42
Bath and North East Somerset Council,81297216,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,539.58
Bath and North East Somerset Council,81297190,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,546.8
Bath and North East Somerset Council,11096186,LD1,Protective & Safety Clothing & PPE,P05,Neighbourhood Services,MISTER UNIFORM,02/10/2024,551.33
Bath and North East Somerset Council,11096181,LD1,Protective & Safety Clothing & PPE,P05,Neighbourhood Services,SMI GROUP LTD,02/10/2024,555.66
Bath and North East Somerset Council,81297172,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,567
Bath and North East Somerset Council,11096201,LH5,Marketing,P33,Economic & Cultural Sustainable Development,BEAU BUSINESS MEDIA LTD,02/10/2024,575
Bath and North East Somerset Council,81297155,LM5,Fostering Families Allowance,P21,Childrens Services,REDACTED,02/10/2024,576
Bath and North East Somerset Council,11095474,YF2,Fees & Charges,P35,Built Environment & Sustainable Development,PORTAL PLAN QUEST LTD,02/10/2024,578
Bath and North East Somerset Council,81297136,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,FIRST STEPS NURSERY,02/10/2024,585
Bath and North East Somerset Council,11096368,LL6,Needs & Services,P21,Childrens Services,REDACTED,02/10/2024,585
Bath and North East Somerset Council,11096226,LD1,Protective & Safety Clothing & PPE,P05,Neighbourhood Services,SMI GROUP LTD,02/10/2024,585.5
Bath and North East Somerset Council,11096200,LA5,Materials,P05,Neighbourhood Services,L&F COMMERCIAL PARTS,02/10/2024,590
Bath and North East Somerset Council,11096183,EA1,Training,P21,Childrens Services,CORNERSTONE TRAINING AND SUPPORT LIMITED,02/10/2024,600
Bath and North East Somerset Council,11096190,LJ2,Legal Fees,P19,Resources,FRANCIS TAYLOR BUILDING,02/10/2024,600
Bath and North East Somerset Council,81297356,PG4,Support Grants,P19,Resources,LOCAL WELFARE PROVISION,02/10/2024,600
Bath and North East Somerset Council,11096214,LD1,Protective & Safety Clothing & PPE,P05,Neighbourhood Services,SMI GROUP LTD,02/10/2024,626.75
Bath and North East Somerset Council,11096288,LM4,Respite Care,P21,Childrens Services,THORNBURY NURSING SERVICES,02/10/2024,634.42
Bath and North East Somerset Council,11096364,LM4,Respite Care,P21,Childrens Services,MEDGEN HEALTHCARE RECRUITMENT,02/10/2024,635.32
Bath and North East Somerset Council,11096149,LL2,Personal Needs of Clients,P20,Adult Services,WOODBOROUGH CATTERY,02/10/2024,635.38
Bath and North East Somerset Council,11096324,LJ4,Contracts,P05,Neighbourhood Services,WASTEPARTS UK LTD,02/10/2024,643.32
Bath and North East Somerset Council,11096264,LA1,Equipment Purchase (Non Medical),P19,Resources,NE APPLIANCES,02/10/2024,647.5
Bath and North East Somerset Council,11096155,LA1,Equipment Purchase (Non Medical),P21,Childrens Services,ETAC LIMITED,02/10/2024,653
Bath and North East Somerset Council,81297216,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,669.99
Bath and North East Somerset Council,11096098,LJ4,Contracts,P21,Childrens Services,FARESAVER LTD,02/10/2024,695
Bath and North East Somerset Council,11096289,LM4,Respite Care,P21,Childrens Services,THORNBURY NURSING SERVICES,02/10/2024,698.44
Bath and North East Somerset Council,11096339,LJ4,Contracts,P05,Neighbourhood Services,L&F COMMERCIAL PARTS,02/10/2024,699.77
Bath and North East Somerset Council,11096202,LJ4,Contracts,P05,Neighbourhood Services,MOTUS COMMERCIALS LTD,02/10/2024,706.81
Bath and North East Somerset Council,11096412,LM4,Respite Care,P21,Childrens Services,THORNBURY NURSING SERVICES,02/10/2024,727.02
Bath and North East Somerset Council,11096172,LJ4,Contracts,P27,Climate Emergency & Sustainable Travel,GRADKO INTERNATIONAL LIMITED,02/10/2024,735.2
Bath and North East Somerset Council,81297164,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,738.46
Bath and North East Somerset Council,81297160,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,740
Bath and North East Somerset Council,81297160,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,740
Bath and North East Somerset Council,11096416,3F7,External Fees,P19,Resources,WPL (SAFETY) LTD,02/10/2024,770
Bath and North East Somerset Council,81297192,LM5,Fostering Families Allowance,P21,Childrens Services,REDACTED,02/10/2024,804
Bath and North East Somerset Council,11096178,EG3,Recruitment Advertising,P21,Childrens Services,PULSE OUTDOOR MEDIA LTD,02/10/2024,817
Bath and North East Somerset Council,81297162,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,820
Bath and North East Somerset Council,81297162,LL9,Special Guardianship,P21,Childrens Services,REDACTED,02/10/2024,820
Bath and North East Somerset Council,11096157,LJ2,Legal Fees,P21,Childrens Services,FORENSIC TESTING SERVICE LTD,02/10/2024,831.96
Bath and North East Somerset Council,11096164,LJ2,Legal Fees,P21,Childrens Services,FORENSIC TESTING SERVICE LTD,02/10/2024,831.96
Bath and North East Somerset Council,11096422,LL1,Services to/for Clients,P21,Childrens Services,IMPACT MENTORING,02/10/2024,840
Bath and North East Somerset Council,81297139,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,844
Bath and North East Somerset Council,11096262,KA3,Fuel,P05,Neighbourhood Services,BWOC LTD,02/10/2024,850.13
Bath and North East Somerset Council,81297200,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,866
Bath and North East Somerset Council,81297192,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,866
Bath and North East Somerset Council,81297192,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,866
Bath and North East Somerset Council,81297214,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,866
Bath and North East Somerset Council,81297166,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,866
Bath and North East Somerset Council,81297191,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,866
Bath and North East Somerset Council,11096287,LK1,Fees,P20,Adult Services,CARE 4 QUALITY LTD,02/10/2024,875
Bath and North East Somerset Council,11096315,LA5,Materials,P05,Neighbourhood Services,REDACTED T/A DC WELDING,02/10/2024,880
Bath and North East Somerset Council,11096426,PB4,Payments to Private Contractors,P05,Neighbourhood Services,REMAC LTD,02/10/2024,880
Bath and North East Somerset Council,11096161,LM2,Foster Carer Allowances,P21,Childrens Services,FOSTER CARE ASSOCIATES LTD,02/10/2024,881.01
Bath and North East Somerset Council,11096421,3E5,IT Hardware,P19,Resources,PROTEL DATA SERVICES,02/10/2024,900
Bath and North East Somerset Council,81297200,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,908
Bath and North East Somerset Council,81297200,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,02/10/2024,908
Bath and North East Somerset Council,11096266,LA1,Equipment Purchase (Non Medical),P20,Adult Services,NOTTINGHAM REBHAB LTD,02/10/2024,908.88
Bath and North East Somerset Council,11096218,LL6,Needs & Services,P21,Childrens Services,TMS MENTORING LTD,02/10/2024,924
Bath and North East Somerset Council,11096158,LJ2,Legal Fees,P21,Childrens Services,FORENSIC TESTING SERVICE LTD,02/10/2024,943.28
Bath and North East Somerset Council,11096124,PB4,Payments to Private Contractors,P05,Neighbourhood Services,PALM RECYCLING LIMITED,02/10/2024,970
