Body Name,Transaction Number,Account Code Description,Expenses Type,Service Code,Service Area Categorisation,Supplier Name,Date,Amount
Bath and North East Somerset Council,11087333,LJ4,Contracts,P21,Childrens Services,1ST AVENUE TRAVEL,01/07/2024,794.88
Bath and North East Somerset Council,11087333,LJ4,Contracts,P21,Childrens Services,1ST AVENUE TRAVEL,01/07/2024,1225.02
Bath and North East Somerset Council,81281732,LL8,Individualised Budget,P20,Adult Services,REDACTED,01/07/2024,7328.1
Bath and North East Somerset Council,11087333,LJ4,Contracts,P21,Childrens Services,1ST AVENUE TRAVEL,01/07/2024,78412.79
Bath and North East Somerset Council,81281544,LM3,Residential Care,P20,Adult Services,ACHIEVE TOGETHER LIMITED,01/07/2024,2588.84
Bath and North East Somerset Council,81281615,LM3,Residential Care,P20,Adult Services,ACHIEVE TOGETHER LIMITED,01/07/2024,3932.88
Bath and North East Somerset Council,81281885,LL3,Supported Living,P20,Adult Services,ACHIEVE TOGETHER LIMITED,01/07/2024,4027.38
Bath and North East Somerset Council,81281615,LM3,Residential Care,P20,Adult Services,ACHIEVE TOGETHER LIMITED,01/07/2024,5338.12
Bath and North East Somerset Council,81281544,LM3,Residential Care,P20,Adult Services,ACHIEVE TOGETHER LIMITED,01/07/2024,7078.3
Bath and North East Somerset Council,81281703,LL8,Individualised Budget,P20,Adult Services,REDACTED,01/07/2024,2906.1
Bath and North East Somerset Council,81281503,LM3,Residential Care,P20,Adult Services,ALEXANDRA HOMES (BRISTOL) LTD,01/07/2024,2206.38
Bath and North East Somerset Council,81281503,LM3,Residential Care,P20,Adult Services,ALEXANDRA HOMES (BRISTOL) LTD,01/07/2024,2206.38
Bath and North East Somerset Council,81281558,LM6,Nursing Care,P20,Adult Services,ALLIANCE CARE (DALES) LIMITED RE REDACTED,01/07/2024,2351.62
Bath and North East Somerset Council,11087611,HA1,Responsive Maintenance,P33,Economic & Cultural Sustainable Development,ADT FIRE & SECURITY PLC,01/07/2024,446.17
Bath and North East Somerset Council,81281633,LL8,Individualised Budget,P20,Adult Services,REDACTED,01/07/2024,757.8
Bath and North East Somerset Council,81281752,LL8,Individualised Budget,P20,Adult Services,REDACTED,01/07/2024,703.5
Bath and North East Somerset Council,81281791,LL8,Individualised Budget,P20,Adult Services,REDACTED,01/07/2024,885.88
Bath and North East Somerset Council,11087612,HA1,Responsive Maintenance,P33,Economic & Cultural Sustainable Development,ADT FIRE & SECURITY PLC,01/07/2024,1664.24
Bath and North East Somerset Council,81281675,LL8,Individualised Budget,P20,Adult Services,REDACTED,01/07/2024,903
Bath and North East Somerset Council,81281423,LL8,Individualised Budget,P21,Childrens Services,REDACTED,01/07/2024,1020.88
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,43.36
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,43.36
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,43.36
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,43.36
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,43.36
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,43.36
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,43.36
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,43.36
Bath and North East Somerset Council,11087381,LJ1,Consultants Fees,P27,Climate Emergency & Sustainable Travel,AECOM LIMITED,01/07/2024,1250.6
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,65.04
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,65.04
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,65.04
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,65.04
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,65.04
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,86.72
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,86.72
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,86.72
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,86.72
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,86.72
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,108.4
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,108.4
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,108.4
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,108.4
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,108.4
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,108.4
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,130.08
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,130.08
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,130.08
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,130.08
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,130.08
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,151.76
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,173.44
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,173.44
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,173.44
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,173.44
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,173.44
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,173.44
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,195.12
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,195.12
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,195.12
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,216.8
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,216.8
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,238.48
Bath and North East Somerset Council,81281887,LM9,Day Care,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,238.48
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,260.16
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,260.16
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,260.16
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,260.16
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,260.16
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,281.84
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,303.52
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,303.52
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,650.4
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,650.4
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,1121.72
Bath and North East Somerset Council,81281887,LL3,Supported Living,P20,Adult Services,ARCH CARE SERVICES LTD,01/07/2024,1142.32
Bath and North East Somerset Council,81281606,LM3,Residential Care,P20,Adult Services,ARTI CARE HOMES (SOUTHWEST) LTD,01/07/2024,810.3
Bath and North East Somerset Council,81281606,LM3,Residential Care,P20,Adult Services,ARTI CARE HOMES (SOUTHWEST) LTD,01/07/2024,810.3
Bath and North East Somerset Council,81281606,LM3,Residential Care,P20,Adult Services,ARTI CARE HOMES (SOUTHWEST) LTD,01/07/2024,1620.6
Bath and North East Somerset Council,81281606,LM3,Residential Care,P20,Adult Services,ARTI CARE HOMES (SOUTHWEST) LTD,01/07/2024,1682.4
Bath and North East Somerset Council,81281606,LM3,Residential Care,P20,Adult Services,ARTI CARE HOMES (SOUTHWEST) LTD,01/07/2024,1682.4
Bath and North East Somerset Council,81281606,LM3,Residential Care,P20,Adult Services,ARTI CARE HOMES (SOUTHWEST) LTD,01/07/2024,1682.4
Bath and North East Somerset Council,81281606,LM3,Residential Care,P20,Adult Services,ARTI CARE HOMES (SOUTHWEST) LTD,01/07/2024,1682.4
Bath and North East Somerset Council,81281606,LM3,Residential Care,P20,Adult Services,ARTI CARE HOMES (SOUTHWEST) LTD,01/07/2024,1800
Bath and North East Somerset Council,81281606,LM3,Residential Care,P20,Adult Services,ARTI CARE HOMES (SOUTHWEST) LTD,01/07/2024,1934.6
Bath and North East Somerset Council,81281606,LM3,Residential Care,P20,Adult Services,ARTI CARE HOMES (SOUTHWEST) LTD,01/07/2024,1990
Bath and North East Somerset Council,81281595,LM3,Residential Care,P20,Adult Services,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,01/07/2024,257.14
Bath and North East Somerset Council,81281595,LM3,Residential Care,P20,Adult Services,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,01/07/2024,486.18
Bath and North East Somerset Council,81281595,LM3,Residential Care,P20,Adult Services,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,01/07/2024,1134.42
Bath and North East Somerset Council,81281595,LM3,Residential Care,P20,Adult Services,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,01/07/2024,1620.6
Bath and North East Somerset Council,11087631,3F7,External Fees,P19,Resources,AECOM LIMITED,01/07/2024,8018
Bath and North East Somerset Council,81281595,LM3,Residential Care,P20,Adult Services,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,01/07/2024,1628.57
Bath and North East Somerset Council,81281595,LM3,Residential Care,P20,Adult Services,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,01/07/2024,1682.4
Bath and North East Somerset Council,81281595,LM3,Residential Care,P20,Adult Services,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,01/07/2024,1682.4
Bath and North East Somerset Council,81281595,LM3,Residential Care,P20,Adult Services,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,01/07/2024,1750
Bath and North East Somerset Council,81281595,LM3,Residential Care,P20,Adult Services,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,01/07/2024,1777.56
Bath and North East Somerset Council,81281595,LM3,Residential Care,P20,Adult Services,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,01/07/2024,1790
Bath and North East Somerset Council,81281595,LM3,Residential Care,P20,Adult Services,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,01/07/2024,1900
Bath and North East Somerset Council,81281595,LM3,Residential Care,P20,Adult Services,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,01/07/2024,1990
Bath and North East Somerset Council,81281595,LM3,Residential Care,P20,Adult Services,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,01/07/2024,1990
Bath and North East Somerset Council,81281595,LM3,Residential Care,P20,Adult Services,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,01/07/2024,1990
Bath and North East Somerset Council,81281595,LM3,Residential Care,P20,Adult Services,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,01/07/2024,1990
Bath and North East Somerset Council,81281496,LM3,Residential Care,P20,Adult Services,AUTISM SPECIALISED CARE HOMES LTD,01/07/2024,2773.3
Bath and North East Somerset Council,81281561,LM3,Residential Care,P20,Adult Services,AUTONOMY LIFE LTD,01/07/2024,5418
Bath and North East Somerset Council,81281561,LM3,Residential Care,P20,Adult Services,AUTONOMY LIFE LTD,01/07/2024,20963.57
Bath and North East Somerset Council,81281556,LM3,Residential Care,P20,Adult Services,AVERY HOMES DOWNEND LIMITED,01/07/2024,1200
Bath and North East Somerset Council,81281556,LM3,Residential Care,P20,Adult Services,AVERY HOMES DOWNEND LIMITED,01/07/2024,1200
Bath and North East Somerset Council,81281556,LM3,Residential Care,P20,Adult Services,AVERY HOMES DOWNEND LIMITED,01/07/2024,1200
Bath and North East Somerset Council,81281556,LM3,Residential Care,P20,Adult Services,AVERY HOMES DOWNEND LIMITED,01/07/2024,1200
Bath and North East Somerset Council,81281850,LL8,Individualised Budget,P20,Adult Services,REDACTED,01/07/2024,660.64
Bath and North East Somerset Council,81281603,LM3,Residential Care,P20,Adult Services,BARCHESTER HEALTH CARE,01/07/2024,1620.6
Bath and North East Somerset Council,81281603,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTH CARE,01/07/2024,1669.68
Bath and North East Somerset Council,81281603,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTH CARE,01/07/2024,2045.28
Bath and North East Somerset Council,81281603,LM3,Residential Care,P20,Adult Services,BARCHESTER HEALTH CARE,01/07/2024,2300
Bath and North East Somerset Council,81281603,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTH CARE,01/07/2024,2500
Bath and North East Somerset Council,81281603,LM3,Residential Care,P20,Adult Services,BARCHESTER HEALTH CARE,01/07/2024,2500
Bath and North East Somerset Council,81281603,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTH CARE,01/07/2024,2520
Bath and North East Somerset Council,81281603,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTH CARE,01/07/2024,2600
Bath and North East Somerset Council,81281603,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTH CARE,01/07/2024,2960
Bath and North East Somerset Council,81281603,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTH CARE,01/07/2024,3200
Bath and North East Somerset Council,81281603,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTH CARE,01/07/2024,3750
Bath and North East Somerset Council,81281497,LM3,Residential Care,P20,Adult Services,BARCHESTER HEALTHCARE,01/07/2024,2100
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,500
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,1500
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,1593.04
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,1593.04
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,1593.04
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,1596.4
Bath and North East Somerset Council,81281586,LM3,Residential Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,1620.6
Bath and North East Somerset Council,81281586,LM3,Residential Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,1620.6
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,1679.18
Bath and North East Somerset Council,81281586,LM3,Residential Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,1900
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,1900
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,1978.24
Bath and North East Somerset Council,81281586,LM3,Residential Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2000
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2000
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2000
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2060.58
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2060.58
Bath and North East Somerset Council,81281586,LM3,Residential Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2071.58
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2088.24
Bath and North East Somerset Council,81281586,LM3,Residential Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2100
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2128.24
Bath and North East Somerset Council,81281586,LM3,Residential Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2140
Bath and North East Somerset Council,81281586,LM3,Residential Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2200
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2200
Bath and North East Somerset Council,81281586,LM3,Residential Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2300
Bath and North East Somerset Council,81281586,LM3,Residential Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2304
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2304
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2320
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2340
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2400
Bath and North East Somerset Council,81281586,LM3,Residential Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2500
Bath and North East Somerset Council,81281586,LM3,Residential Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2500
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2520
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2600
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2600
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2660
Bath and North East Somerset Council,81281586,LM3,Residential Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2700
Bath and North East Somerset Council,81281586,LM3,Residential Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,2700
Bath and North East Somerset Council,81281586,LM6,Nursing Care,P20,Adult Services,BARCHESTER HEALTHCARE HOMES LTD,01/07/2024,4635.98
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,570
Bath and North East Somerset Council,81281506,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,657
Bath and North East Somerset Council,81281506,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,840
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1250
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1250
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1330
Bath and North East Somerset Council,81281506,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1400
Bath and North East Somerset Council,81281506,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1400
Bath and North East Somerset Council,81281506,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1533
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1593.04
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1593.04
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1650
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1679.18
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1679.18
Bath and North East Somerset Council,81281597,LM3,Residential Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1682.4
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1730.86
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1773.62
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1794.8
Bath and North East Somerset Council,81281506,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1814.8
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1860.58
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1860.58
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1860.58
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1860.58
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1860.58
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1860.58
Bath and North East Somerset Council,81281506,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1924.8
Bath and North East Somerset Council,81281506,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,1960
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,2060.58
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,2060.58
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,2060.58
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,2178.24
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,2192
Bath and North East Somerset Council,81281597,LM3,Residential Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,2300
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,2300
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,2500
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,2600
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,2600
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,2600
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,2600
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,2664.24
Bath and North East Somerset Council,81281506,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,3100
Bath and North East Somerset Council,81281597,LM6,Nursing Care,P20,Adult Services,BARKER CHEMICALS LTD T/A ST TERESA'S NH,01/07/2024,3236.58
