Body Name,Transaction Number,Account Code Description,Expenses Type,Service Code,Service Area Categorisation,Supplier Name,Date,Amount
Bath and North East Somerset Council,11078594,LK1,Fees,P32,Council Priorities & Delivery,MG CARE EXECUTIVE LTD T/A UCHECK,03/04/2024,86.00
Bath and North East Somerset Council,81266283,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,11078505,LJ4,Contracts,P05,Neighbourhood Services,LISTER WILDER,03/04/2024,122.00
Bath and North East Somerset Council,81266232,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266285,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266222,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266244,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81265728,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,03/04/2024,548.57
Bath and North East Somerset Council,81266259,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266133,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,ATELIER NURSERY LTD,03/04/2024,60585.14
Bath and North East Somerset Council,81266265,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,11078572,LA1,Equipment Purchase (Non Medical),P19,Resources,NE APPLIANCES,03/04/2024,431.67
Bath and North East Somerset Council,11078594,LK1,Fees,P32,Council Priorities & Delivery,MG CARE EXECUTIVE LTD T/A UCHECK,03/04/2024,460.00
Bath and North East Somerset Council,81266106,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,BATH & WELLS DIOCESAN ACADEMIES TRUST ST SAV INF,03/04/2024,19149.67
Bath and North East Somerset Council,81266121,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,BUTTERCUP BARN NURSERY,03/04/2024,73140.16
Bath and North East Somerset Council,11078568,KE2,Payment to Parents/Students,P21,Childrens Services,REDACTED,03/04/2024,544.00
Bath and North East Somerset Council,11078551,HA1,Responsive Maintenance,P33,Economic & Cultural Sustainable Development,MANNINGS FACILITIES MANAGEMENT LTD,03/04/2024,485.57
Bath and North East Somerset Council,81265754,KE3,Transport & Travel,P21,Childrens Services,REDACTED,03/04/2024,811.80
Bath and North East Somerset Council,11078482,LC1,Provisions,P20,Adult Services,R D JOHNS LTD,03/04/2024,530.91
Bath and North East Somerset Council,11078489,LP5,Software Support,P33,Economic & Cultural Sustainable Development,SHINE VISION LTD,03/04/2024,550.00
Bath and North East Somerset Council,11078573,LA3,Equipment Maintenance (Non Medical),P05,Neighbourhood Services,HANNEY WELDING  LTD,03/04/2024,560.00
Bath and North East Somerset Council,11078618,PB4,Payments to Private Contractors,P05,Neighbourhood Services,BRISTOL WASTE COMPANY LTD,03/04/2024,723.47
Bath and North East Somerset Council,11078471,EC9,Other Employee Expenses,P21,Childrens Services,LEXXIC LIMITED,03/04/2024,735.00
Bath and North East Somerset Council,11078602,LA4,Equipment Hire/Rent,P05,Neighbourhood Services,GREENMAN ENVIRONMENTAL MANAGEMENT,03/04/2024,789.00
Bath and North East Somerset Council,81263148,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,RIVERSIDE NURSERY BATH LTD,03/04/2024,859.20
Bath and North East Somerset Council,81266230,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,11078495,DB1,Agency Staff,P20,Adult Services,BACK-2-FRONT UK LTD,03/04/2024,952.56
Bath and North East Somerset Council,81266278,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266274,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266281,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266275,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266251,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,11078587,LA4,Equipment Hire/Rent,P05,Neighbourhood Services,HAMS TRANSPORT LTD,03/04/2024,1100.00
Bath and North East Somerset Council,81265825,LL9,Special Guardianship,P21,Childrens Services,REDACTED,03/04/2024,507.28
Bath and North East Somerset Council,81266246,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266233,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266284,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,First Direct,03/04/2024,500.00
Bath and North East Somerset Council,81266072,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,FIRST STEPS NURSERY,03/04/2024,6268.67
Bath and North East Somerset Council,81266073,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,FIRST STEPS NURSERY,03/04/2024,41882.70
Bath and North East Somerset Council,81266074,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,FIRST STEPS NURSERY,03/04/2024,56514.03
Bath and North East Somerset Council,81266125,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,FOOTSTEPS NURSERY (PAULTON),03/04/2024,81651.96
Bath and North East Somerset Council,11078605,3N7,Misc. Costs,P05,Neighbourhood Services,BONINGALE NURSERIES,03/04/2024,1160.00
Bath and North East Somerset Council,11078497,3F7,External Fees,P19,Resources,ANTHONY BROOKES SURVEYS LTD,03/04/2024,1160.00
Bath and North East Somerset Council,11078494,DB1,Agency Staff,P20,Adult Services,BACK-2-FRONT UK LTD,03/04/2024,1175.88
Bath and North East Somerset Council,11078470,KA3,Fuel,P05,Neighbourhood Services,WATSON FUELS,03/04/2024,1181.50
Bath and North East Somerset Council,11078574,LA3,Equipment Maintenance (Non Medical),P05,Neighbourhood Services,HANNEY WELDING  LTD,03/04/2024,1200.00
Bath and North East Somerset Council,11078505,LJ4,Contracts,P05,Neighbourhood Services,LISTER WILDER,03/04/2024,1220.00
Bath and North East Somerset Council,11078558,HA1,Responsive Maintenance,P33,Economic & Cultural Sustainable Development,ADT FIRE & SECURITY PLC,03/04/2024,1235.28
Bath and North East Somerset Council,81266269,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,Graham Long and Company Limited,03/04/2024,500.00
Bath and North East Somerset Council,81266114,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,GUINEA LANE NURSERY,03/04/2024,52230.54
Bath and North East Somerset Council,81266271,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266287,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266144,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,HAPPY DAYS DAY NURSERY LTD,03/04/2024,73734.38
Bath and North East Somerset Council,11078613,PB4,Payments to Private Contractors,P05,Neighbourhood Services,R J KING & SONS,03/04/2024,1272.50
Bath and North East Somerset Council,11078529,HA1,Responsive Maintenance,P33,Economic & Cultural Sustainable Development,ADT FIRE & SECURITY PLC,03/04/2024,1293.85
Bath and North East Somerset Council,11078532,HA1,Responsive Maintenance,P33,Economic & Cultural Sustainable Development,ADT FIRE & SECURITY PLC,03/04/2024,1293.85
Bath and North East Somerset Council,11078606,LA5,Materials,P05,Neighbourhood Services,BONINGALE NURSERIES,03/04/2024,1327.05
Bath and North East Somerset Council,11078598,LK1,Fees,P32,Council Priorities & Delivery,HORDERS,03/04/2024,1357.20
Bath and North East Somerset Council,11078540,HA1,Responsive Maintenance,P20,Adult Services,ADT FIRE & SECURITY PLC,03/04/2024,1359.85
Bath and North East Somerset Council,11078550,HA1,Responsive Maintenance,P33,Economic & Cultural Sustainable Development,ADT FIRE & SECURITY PLC,03/04/2024,1359.85
Bath and North East Somerset Council,81266141,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,HIDDEN GARDEN DAY NURSERY/REDACTED,03/04/2024,70108.60
Bath and North East Somerset Council,11078542,HA1,Responsive Maintenance,P33,Economic & Cultural Sustainable Development,MANNINGS FACILITIES MANAGEMENT LTD,03/04/2024,1420.84
Bath and North East Somerset Council,11078528,HA1,Responsive Maintenance,P33,Economic & Cultural Sustainable Development,ADT FIRE & SECURITY PLC,03/04/2024,1463.70
Bath and North East Somerset Council,81266282,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266219,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266299,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,11078496,3F7,External Fees,P19,Resources,ANTHONY BROOKES SURVEYS LTD,03/04/2024,1595.00
Bath and North East Somerset Council,11078479,HA2,Servicing,P33,Economic & Cultural Sustainable Development,BS3 SERVICES LTD,03/04/2024,1606.00
Bath and North East Somerset Council,81266223,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266258,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,2500.00
Bath and North East Somerset Council,81266302,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266289,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266234,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266256,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266270,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266240,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266142,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,MIDFORD ROAD NURSERY,03/04/2024,53865.44
Bath and North East Somerset Council,81266108,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,MIDSOMER NORTON SCHOOLS PARTNERSHIP,03/04/2024,15393.89
Bath and North East Somerset Council,81266145,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,MIDSOMER NORTON SCHOOLS PARTNERSHIP RE NORTON HILL PRIMARY SCHOOL,03/04/2024,22471.28
Bath and North East Somerset Council,81266290,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266296,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266238,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266297,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81265745,LL9,Special Guardianship,P21,Childrens Services,REDACTED,03/04/2024,820.00
Bath and North East Somerset Council,81265746,LL9,Special Guardianship,P21,Childrens Services,REDACTED,03/04/2024,820.00
Bath and North East Somerset Council,81266280,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81265990,LL9,Special Guardianship,P21,Childrens Services,REDACTED,03/04/2024,517.73
Bath and North East Somerset Council,81266293,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266226,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266294,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266245,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266247,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266292,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266252,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266263,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266237,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266264,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266229,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266239,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266262,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266225,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81265757,LL9,Special Guardianship,P21,Childrens Services,REDACTED,03/04/2024,740.00
Bath and North East Somerset Council,81265758,LL9,Special Guardianship,P21,Childrens Services,REDACTED,03/04/2024,740.00
Bath and North East Somerset Council,81266276,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266266,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266227,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266231,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266228,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266300,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81265894,LM2,Foster Carer Allowances,P21,Childrens Services,REDACTED,03/04/2024,594.29
Bath and North East Somerset Council,81266291,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266288,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266268,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,11078518,LK1,Fees,P21,Childrens Services,ADOPTION MATTERS,03/04/2024,2008.50
Bath and North East Somerset Council,81266295,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266277,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266286,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266131,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,REDACTED,03/04/2024,13063.05
Bath and North East Somerset Council,81266235,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266261,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,11078536,3C4,Building Works,P07,Community Resources,MANNINGS FACILITIES MANAGEMENT LTD,03/04/2024,2208.11
Bath and North East Somerset Council,81266236,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266273,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266248,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266260,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,11078498,LJ2,Legal Fees,P35,Built Environment & Sustainable Development,STEPHEN MORGAN,03/04/2024,2500.00
Bath and North East Somerset Council,11078536,3C4,Building Works,P07,Community Resources,MANNINGS FACILITIES MANAGEMENT LTD,03/04/2024,2562.81
Bath and North East Somerset Council,81266250,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266279,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266220,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266221,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266272,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266146,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,PIRATES AND PRINCESSES DAY NURSERY,03/04/2024,63896.82
Bath and North East Somerset Council,81266249,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,11078574,LA3,Equipment Maintenance (Non Medical),P05,Neighbourhood Services,HANNEY WELDING  LTD,03/04/2024,2950.00
Bath and North East Somerset Council,81266254,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266301,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266242,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266255,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81265734,LL9,Special Guardianship,P21,Childrens Services,REDACTED,03/04/2024,738.46
Bath and North East Somerset Council,81266136,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,SOMERDALE EDUCATE TOGETHER PRIMARY ACADEMY,03/04/2024,17161.76
Bath and North East Somerset Council,81266243,LJ3,Other Services to the Council,P32,Council Priorities & Delivery,REDACTED,03/04/2024,500.00
Bath and North East Somerset Council,81266090,LK4,Nursery/Childcare Vouchers,P21,Childrens Services,ST NICHOLAS PRE-SCHOOL,03/04/2024,20783.75
Bath and North East Somerset Council,11078612,HA1,Responsive Maintenance,P27,Climate Emergency & Sustainable Travel,PEASEDOWN ST JOHN PARISH COUNCIL,03/04/2024,4477.00
Bath and North East Somerset Council,11078459,LA3,Equipment Maintenance (Non Medical),P05,Neighbourhood Services,WASH-N-VAC SYSTEMS LTD,03/04/2024,4567.40
Bath and North East Somerset Council,11078474,HA2,Servicing,P33,Economic & Cultural Sustainable Development,BS3 SERVICES LTD,03/04/2024,5262.50
Bath and North East Somerset Council,81265852,LM7,Parent and Child Allowance,P21,Childrens Services,REDACTED,03/04/2024,600.00
