PAYMENT DATE,SUPPLIER NAME,PURPOSE,DEPARTMENT,AMOUNT
25/01/2024,THAMES REACH CHARITY !! THAMES REAC,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",16299.53
25/01/2024,GREENFIELDS RES CARE HOMES LTD,Priv - Res Long,"Dir of Adults, Health & Communities",16145.76
25/01/2024,ALBEN ELECTRICAL SERV LTD,Buildings,Dir of Finance,15769.87
25/01/2024,Middleton Murray Infrastructure,General Materials,Dir of Finance,15415
25/01/2024,SAKTI LTD,Priv - Res Long,"Dir of Adults, Health & Communities",14616.28
25/01/2024,EVERGREEN HOMECARE SERVICES LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",13754.55
25/01/2024,Burlington House School,Vol Sec -  Day Place,Dedicated Schools Grant Management,13456
25/01/2024,Burlington House School,Vol Sec -  Day Place,Dedicated Schools Grant Management,13456
25/01/2024,HILTON LODGE LTD,Priv - Res Long,"Dir of Adults, Health & Communities",12737.6
25/01/2024,Personal Data Redacted,Priv - Res Long,"Dir of Adults, Health & Communities",12337.6
25/01/2024,ASHLEY HOUSE,Priv - Res Long,"Dir of Adults, Health & Communities",12314.29
25/01/2024,SOLACE WOMEN'S AID,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",12109.83
25/01/2024,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",12074.24
25/01/2024,JEWISH CARE,Priv - Res Long,"Dir of Adults, Health & Communities",11232.04
25/01/2024,4 PAPER BUILDINGS,Fees Legal External,Assistant Dir Corporate Governance,10250
25/01/2024,WYBONE LTD,Street Furniture & I,Dir of Finance,9900
25/01/2024,EBRIT SERVICES LIMITED,General Materials,Dir of Finance,9800
25/01/2024,ARK RESETTLEMENT SERVICES,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",9527.68
25/01/2024,WEST LEA SCHOOL,L.A. - Recoup SpDay,Dedicated Schools Grant Management,9454.95
25/01/2024,Altair Limited,Business,Housing Revenue Account,9350
25/01/2024,PHILOMENA OKORON T/A 4ACRES DOMICIL,Priv - Res Long,"Dir of Adults, Health & Communities",9276
25/01/2024,CAUSEWAY IRISH HOUSING ASSOCIATION,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",9255.48
25/01/2024,METROPOLITAN HOUSING TRUST LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",8940.32
25/01/2024,BROOKDALE HEALTHCARE,Priv - Res Long,"Dir of Adults, Health & Communities",8448.64
25/01/2024,SOLACE WOMEN'S AID,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",8382.28
25/01/2024,METROPOLITAN HOUSING TRUST LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",8307.8
25/01/2024,HF TRUST LTD,Priv - Res Long,"Dir of Adults, Health & Communities",8112
25/01/2024,B&M INVESTMENTS LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",7680
25/01/2024,MUF ARCHITECTURE / ART LLP,Architect,Dir of Finance,7650
25/01/2024,METROPOLITAN HOUSING TRUST LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",7490.2
25/01/2024,TLT LLP,Specialist Support,Assistant Dir Corporate Governance,7092
25/01/2024,CHITIMALI LOCUM MEDICAL LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",7074.2
25/01/2024,GRESHAM CARE LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",7006.2
25/01/2024,civica Election Services Ltd,Election Services,"Dir of  Culture, Strategy & Engagement",6830.67
25/01/2024,CAUSEWAY IRISH HOUSING ASSOCIATION,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",6633.4
25/01/2024,civica Election Services Ltd,Election Services,"Dir of  Culture, Strategy & Engagement",6599.11
25/01/2024,GLENPAT HOMES LTD,Priv - Res Long,"Dir of Adults, Health & Communities",6585.28
25/01/2024,LEONARD CHESHIRE DISABILITY,Priv - Res Long,"Dir of Adults, Health & Communities",6297.4
25/01/2024,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",6248.61
25/01/2024,CAUSEWAY IRISH HOUSING ASSOCIATION,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",6222.88
25/01/2024,COMPENSATION CLAIMS & LEGAL COSTS,Fees Legal External,Housing Revenue Account,6205.14
25/01/2024,CMS CORPORATE MAILING SOLUTIONS LTD,Printing - Internal,"Dir of  Culture, Strategy & Engagement",6150.54
25/01/2024,CENTREPOINT SOHO LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",6146.6
25/01/2024,EASTBROOK HOUSE RESIDENTIAL HOME,Priv - Res Long,"Dir of Adults, Health & Communities",6132.8
25/01/2024,civica Election Services Ltd,Election Services,"Dir of  Culture, Strategy & Engagement",6130.43
25/01/2024,Sparsholt College,L.A. - Recoup Supp,Dedicated Schools Grant Management,6126
25/01/2024,Herts Heritage Build & Roof Ltd,Priv - Sub Contract,Housing Revenue Account,5867.62
25/01/2024,JANITH HOMES LTD,Priv - Res Long,"Dir of Adults, Health & Communities",5615.16
25/01/2024,COMPENSATION CLAIMS & LEGAL COSTS,Fees Legal External,Housing Revenue Account,5600
25/01/2024,ALBEN ELECTRICAL SERV LTD,Construction,Dir of Finance,5572.01
25/01/2024,METROPOLITAN HOUSING TRUST LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",5478.04
25/01/2024,civica Election Services Ltd,Election Services,"Dir of  Culture, Strategy & Engagement",5088.32
25/01/2024,COMPENSATION CLAIMS & LEGAL COSTS,Fees Legal External,Housing Revenue Account,5000
25/01/2024,SEEDBED CONSULTING LTD,Adult Further Educat,Dir of Placemaking & Housing,4895
25/01/2024,DRS CARE HOMES LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",4857.14
25/01/2024,PRIORY GROUP LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",4800
25/01/2024,Archway Building Consultancy ltd,Consultancy,Dir of Finance,4760
25/01/2024,CENTREPOINT SOHO LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",4747.2
25/01/2024,KEYRING - LIVING SUPPORT NETWORKS,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",4596.16
25/01/2024,LIFEWAYS COMMUNITY CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",4572
25/01/2024,COMPENSATION CLAIMS & LEGAL COSTS,Fees Legal External,Housing Revenue Account,4553.64
25/01/2024,LONDON PARKS & GREEN SPACES FORUM,Subscriptions,Dir of Environment & Resident Experience,4500
25/01/2024,White Roofing Services,Buildings,Dir of Finance,4500
25/01/2024,TEMPORARY ACCOMODATION,Prem - Rents,"Dir of Adults, Health & Communities",4500
25/01/2024,BTU INSTALLATION & MAINTENANCE LIMI,Heating & Air Conditioning,Dir of Finance,4495.01
25/01/2024,In Line Safety Ltd,Maintenance,Dir of Finance,4263.5
25/01/2024,DM training services,Training & Conferences,Dir of Environment & Resident Experience,4000
25/01/2024,J K HEALTHCARE LTD,Priv - Res Long,"Dir of Adults, Health & Communities",3980
25/01/2024,EFFECTABLE CONSTRUCTION SERVICES LT,Construction,Dir of Finance,3876.96
25/01/2024,ARLINGTON BUILDERS LTD,Construction,Dir of Finance,3856.54
25/01/2024,AVON LODGE UK LTD,Priv - Res Long,"Dir of Adults, Health & Communities",3816
25/01/2024,FOREST VIEW CARE HOME,Priv - Res Long,"Dir of Adults, Health & Communities",3800
25/01/2024,HAMBERLEY CARE ENFIELD LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",3800
25/01/2024,SCIMITAR CARE HOTELS PLC,Priv - Res Long,"Dir of Adults, Health & Communities",3780.04
25/01/2024,CENTREPOINT SOHO LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",3767.16
25/01/2024,GABLE COURT NH LTD,Priv - Res Long,"Dir of Adults, Health & Communities",3734.72
25/01/2024,CARE UK COMMUNITY PARTNERSHIPS LTD,Priv - Res Long,"Dir of Adults, Health & Communities",3701.08
25/01/2024,The Bridge Renewal trust,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",3682
25/01/2024,CAUSEWAY IRISH HOUSING ASSOCIATION,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",3648.88
25/01/2024,HEALTHCARE HOMES GROUP LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",3617.6
25/01/2024,civica Election Services Ltd,Election Services,"Dir of  Culture, Strategy & Engagement",3580
25/01/2024,DIMENSIONS (UK) LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",3571.12
25/01/2024,ESSEX CARE CONSORTIUM LTD,Priv - Res Long,"Dir of Adults, Health & Communities",3536
25/01/2024,ARK RESETTLEMENT SERVICES,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",3528.76
25/01/2024,RESIDENTIAL CARE SERVICES LTD,Priv - Res Long,"Dir of Adults, Health & Communities",3510.56
25/01/2024,METHODIST HOMES,Priv - Res Long,"Dir of Adults, Health & Communities",3417.6
25/01/2024,SOMERSET VILLA RESIDENTIAL CARE HOM,Priv - Res Long,"Dir of Adults, Health & Communities",3255.84
25/01/2024,ELIZABETH PALMS LTD,Priv - Res Long,"Dir of Adults, Health & Communities",3216
25/01/2024,CARE UK COMMUNITY PARTNERSHIPS LTD,Priv - Res Long,"Dir of Adults, Health & Communities",3216
25/01/2024,FORWARD COMMUNITY CARE LTD,Priv - Res Long,"Dir of Adults, Health & Communities",3200
25/01/2024,PARK RESIDENTIAL HOME,Priv - Res Long,"Dir of Adults, Health & Communities",3096
25/01/2024,Norman Rourke Pryme Ltd,Technical & Feasibility,Dir of Finance,3091
25/01/2024,ASHLEY HOUSE,Priv - Res Long,"Dir of Adults, Health & Communities",3085.24
25/01/2024,COMPENSATION CLAIMS & LEGAL COSTS,Fees Legal External,Housing Revenue Account,2990
25/01/2024,LARCHWOOD CARE HOMES SOUTH LTD,Priv - Res Long,"Dir of Adults, Health & Communities",2975.28
25/01/2024,Flowbird Smart City UK Ltd,Car Parks,Dir of Environment & Resident Experience,2898.6
25/01/2024,Flowbird Smart City UK Ltd,Car Parks,Dir of Environment & Resident Experience,2874.2
25/01/2024,HC ONE OVAL LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",2760.2
25/01/2024,TRAVIS PERKINS TRADING CO LTD,Stock - Raw Material,Housing Revenue Account,2728.04
25/01/2024,Norman Rourke Pryme Ltd,Technical & Feasibility,Dir of Finance,2681
25/01/2024,civica Election Services Ltd,Election Services,"Dir of  Culture, Strategy & Engagement",2533.54
25/01/2024,YMCA London City and North,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",2531.48
25/01/2024,BEVAN BRITTAN LLP,Org & Planning,Dir of Finance,2328.5
25/01/2024,HF TRUST LTD,Priv - Res Long,"Dir of Adults, Health & Communities",2317.68
25/01/2024,In Line Safety Ltd,Maintenance,Dir of Finance,2298
25/01/2024,CHELSEA & WESTMINSTER HOSPITAL NHS,Public Health,"Dir of Adults, Health & Communities",2079.36
25/01/2024,COMPENSATION CLAIMS & LEGAL COSTS,Fees Legal External,"Dir of Adults, Health & Communities",2060
25/01/2024,ACORN VILLAGES LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1863.68
25/01/2024,THE ASSOC OF ELECTORAL ADMIN,Election Services,"Dir of  Culture, Strategy & Engagement",1750
25/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1733.33
25/01/2024,ACCESS UK LTD T/A ADAM,Passenger Transport,Dir of Children's Services,1730
25/01/2024,CHRISTIAN ACTION HOUSING ASSOCIATIO,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1713.04
25/01/2024,METROPOLITAN HOUSING TRUST LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1675.52
25/01/2024,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,Housing Revenue Account,1425
25/01/2024,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1408.33
25/01/2024,MONTE PROPERTIES LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1365
25/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
25/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
25/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
25/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
25/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
25/01/2024,NEOPHYTOU PROPERTY INVESTMENTS LIMI,Prem - Leasing,"Dir of Adults, Health & Communities",1348.96
25/01/2024,LISELLE SOCIAL CARE LTD,Disbursements,Assistant Dir Corporate Governance,1325
25/01/2024,Choice Uptown CuisineLtd,School Meals Service,Dir of Children's Services,1320
25/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1235
25/01/2024,TRANSPORT UK (OPERATIONS) LIMITED,Travel & Subsistence,"Dir of  Culture, Strategy & Engagement",1221.06
25/01/2024,COMPENSATION CLAIMS & LEGAL COSTS,Fees Legal External,Housing Revenue Account,1212
25/01/2024,CURL LA TOURELLE ARCHITECTS,Business,Dir of Finance,1200
25/01/2024,TEMPORARY ACCOMODATION,Prem - Rents,"Dir of Adults, Health & Communities",1200
25/01/2024,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,1197.6
25/01/2024,CHRISTOPHER MAYER,Disbursements,Assistant Dir Corporate Governance,1188
25/01/2024,DIMENSIONS (UK) LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1181.44
25/01/2024,PREMIER PRINT & PROMOTIONS LIMITED,Printing - Internal,"Dir of  Culture, Strategy & Engagement",1170
25/01/2024,4 PAPER BUILDINGS,Fees Legal External,Assistant Dir Corporate Governance,1100
25/01/2024,Alexandra Palace Trading Ltd,Room Hire,"Dir of  Culture, Strategy & Engagement",1099.62
25/01/2024,THE SYMPHONY GROUP,Stock - Raw Material,Housing Revenue Account,1053
25/01/2024,Kapas Consultancy,Procurement,Dir of Placemaking & Housing,1006.5
25/01/2024,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,Housing Revenue Account,1000
25/01/2024,Mngt Training Solutions Ltd t/a M,Training,"Dir of  Culture, Strategy & Engagement",995
25/01/2024,Rentokil Initial,Animal Services,Dir of Children's Services,988.89
25/01/2024,TRAVIS PERKINS TRADING CO LTD,Stock - Raw Material,Housing Revenue Account,920.4
25/01/2024,DIRECTA UK LTD,Stock - Raw Material,Housing Revenue Account,804.25
25/01/2024,ACORN VILLAGES LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",798.72
25/01/2024,MEDICAL EXPERT WITNESS ALLIANCE,Disbursements,Assistant Dir Corporate Governance,795
25/01/2024,In Line Safety Ltd,Maintenance,Dir of Finance,701
25/01/2024,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,Housing Revenue Account,700
25/01/2024,BUNZL UK LTD t/a GREENHAM,Cleaning Materials,Dir of Environment & Resident Experience,652.59
25/01/2024,ELDON ROAD BAPTIST CHURCH,Room Hire,"Dir of  Culture, Strategy & Engagement",650
25/01/2024,FIELD COURT CHAMBERS,Fees Legal External,Assistant Dir Corporate Governance,650
25/01/2024,Personal Data Redacted,Organised Activities,Dir of Children's Services,541.33
25/01/2024,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,495
25/01/2024,Personal Data Redacted,Organised Activities,Dir of Children's Services,489.72
25/01/2024,TRAVIS PERKINS TRADING CO LTD,Stock - Raw Material,Housing Revenue Account,470.82
25/01/2024,Personal Data Redacted,Organised Activities,Dir of Children's Services,465.67
25/01/2024,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,Housing Revenue Account,434.35
25/01/2024,CHRISTOPHER MAYER,Disbursements,Assistant Dir Corporate Governance,432
25/01/2024,TRAVIS PERKINS TRADING CO LTD,Stock - Raw Material,Housing Revenue Account,416
25/01/2024,Personal Data Redacted,Organised Activities,Dir of Children's Services,410.67
25/01/2024,Unionline,Legal Opinion,"Dir of  Culture, Strategy & Engagement",400
25/01/2024,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,396.6
25/01/2024,J.A. STEEL AND SON LTD,Removals,"Dir of  Culture, Strategy & Engagement",389.94
25/01/2024,GRANT PAYMENTS,Grant - Vol Org Run,"Dir of  Culture, Strategy & Engagement",350
25/01/2024,TLT LLP,Specialist Support,Assistant Dir Corporate Governance,348
25/01/2024,THE POOL & SPA SPECIALISTS LTD,Sports & Playground & Pool Maintenance,Dir of Environment & Resident Experience,343.5
25/01/2024,Mountain Events and Maintence Ltd,Sport & Fitness,Dir of Environment & Resident Experience,325
25/01/2024,Personal Data Redacted,Disbursements,Assistant Dir Corporate Governance,314.32
25/01/2024,Personal Data Redacted,Organised Activities,Dir of Children's Services,312.67
25/01/2024,Personal Data Redacted,Organised Activities,Dir of Children's Services,293.33
25/01/2024,Personal Data Redacted,Organised Activities,Dir of Children's Services,276
25/01/2024,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,238.7
25/01/2024,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,238
25/01/2024,Personal Data Redacted,Disbursements,Assistant Dir Corporate Governance,237.5
25/01/2024,Alexandra Palace Trading Ltd,Prem - Security,"Dir of  Culture, Strategy & Engagement",219.92
25/01/2024,Personal Data Redacted,Organised Activities,Dir of Children's Services,217
25/01/2024,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,Housing Revenue Account,200
25/01/2024,Personal Data Redacted,Sport & Fitness,Dir of Environment & Resident Experience,200
25/01/2024,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,Housing Revenue Account,183.49
25/01/2024,Personal Data Redacted,Organised Activities,Dir of Children's Services,182
25/01/2024,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,179.03
25/01/2024,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,170
25/01/2024,UBIQUS UK LTD,Fees - Translation,Assistant Dir Corporate Governance,164.97
25/01/2024,DIRECT BOOT AND SHOE SUPPLIES LTD,Parking,Dir of Environment & Resident Experience,157.5
25/01/2024,NHS SUPPLY CHAIN,Consumables,"Dir of Adults, Health & Communities",150.22
25/01/2024,Personal Data Redacted,Sport & Fitness,Dir of Environment & Resident Experience,150
25/01/2024,JEWSON LTD,"Material - Purch,Rep",Housing Revenue Account,141.42
25/01/2024,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,136
25/01/2024,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,132.66
25/01/2024,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,125
25/01/2024,FAYERS PLUMBING AND BUILDING SUPPLI,"Material - Purch,Rep",Housing Revenue Account,124.1
25/01/2024,Personal Data Redacted,Organised Activities,Dir of Children's Services,124
25/01/2024,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,102
25/01/2024,SONOVA UK LIMITED,Early Intervention Health Services,Dir of Children's Services,73.5
25/01/2024,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,68
25/01/2024,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,68
25/01/2024,GLS EDUCATIONAL SUPPLIES LIMITED,Products,Dir of Children's Services,66.58
25/01/2024,HOWARTH TIMBER & BUILDING SUPPLIES,"Material - Purch,Rep",Housing Revenue Account,65.94
25/01/2024,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,44.73
25/01/2024,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
25/01/2024,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
25/01/2024,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
25/01/2024,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
25/01/2024,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
25/01/2024,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
25/01/2024,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,33
25/01/2024,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,32.05
25/01/2024,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,23.79
25/01/2024,Personal Data Redacted,Sal-Officer Casual,Dir of Children's Services,20.67
25/01/2024,J.A. STEEL AND SON LTD,Fees - Credit Search,Housing Revenue Account,1
25/01/2024,civica Election Services Ltd,Printing - External,"Dir of  Culture, Strategy & Engagement",-0.01
25/01/2024,civica Election Services Ltd,Printing - External,"Dir of  Culture, Strategy & Engagement",-0.01
25/01/2024,J.A. STEEL AND SON LTD,Priv - Contractor,"Dir of  Culture, Strategy & Engagement",-64.99
25/01/2024,White Roofing Services,PayContractor-NCCR,Dir of Finance,-225
25/01/2024,BROOKDALE HEALTHCARE,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-405
25/01/2024,SAKTI LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-405
25/01/2024,LEONARD CHESHIRE DISABILITY,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-483.2
25/01/2024,ESSEX CARE CONSORTIUM LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-483.2
25/01/2024,ELYSIUM HEALTHCARE LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-483.2
25/01/2024,GRESHAM CARE LIMITED,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-483.2
25/01/2024,HF TRUST LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-483.2
25/01/2024,HF TRUST LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-483.2
25/01/2024,RESIDENTIAL CARE SERVICES LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-483.2
25/01/2024,GLENPAT HOMES LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-483.2
25/01/2024,J K HEALTHCARE LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-627.8
25/01/2024,HEALTHCARE HOMES GROUP LIMITED,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-642.84
25/01/2024,HILTON LODGE LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-676.4
25/01/2024,JEWISH CARE,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-691.2
25/01/2024,SCIMITAR CARE HOTELS PLC,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-691.2
25/01/2024,B&M INVESTMENTS LIMITED,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-691.2
25/01/2024,GREEN LANES PROJECTS LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-966.4
25/01/2024,PHILOMENA OKORON T/A 4ACRES DOMICIL,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-970.8
25/01/2024,ASHLEY HOUSE,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-1054.16
25/01/2024,JANITH HOMES LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-1176.96
25/01/2024,NEWLYN PLC,Fees - Baliffs,Dir of Environment & Resident Experience,-1272.48
25/01/2024,HIGHCROFT CARE HOME,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-1300
25/01/2024,EASTBROOK HOUSE RESIDENTIAL HOME,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-1919.48
25/01/2024,GREENFIELDS RES CARE HOMES LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-2675.6
25/01/2024,HAZELWOOD LODGE LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-2911.28
25/01/2024,PEACEFORM (UK) LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-3804.75
25/01/2024,HAIL LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-5342.66
25/01/2024,AVON LODGE UK LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-16673.14
26/01/2024,Formation Design and Build Limited,Repair & Maintenance,Dir of Finance,156316.14
26/01/2024,OAK CARE HOME  LIMITED,Priv - Contractor,Dir of Children's Services,75193.08
26/01/2024,LONDON COUNCILS,Debt Collection & Recovery,Dir of Environment & Resident Experience,63635.58
26/01/2024,GOLDEN CARE ESTATES LTD,Priv - Contractor,Dir of Children's Services,63558
26/01/2024,ELLIOT LEIGH TLC LTD,Priv - Contractor,Dir of Children's Services,43915.28
26/01/2024,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",39505.99
26/01/2024,ATLANTIC LODGE  LTD,Priv - Contractor,Dir of Children's Services,38262.8
26/01/2024,Personal Data Redacted,PrivSec IndependFost,Dir of Children's Services,34313.85
26/01/2024,Privilege Supported Care LTD,Priv - Contractor,Dir of Children's Services,32133.38
26/01/2024,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",29923.76
26/01/2024,BRIGHT YOUNG FUTURES LTD,Priv - Contractor,Dir of Children's Services,29375
26/01/2024,SIMPLY CARE SUPPORT LTD,Priv - Contractor,Dir of Children's Services,28400
26/01/2024,CAUSEWAY IRISH HOUSING ASSOCIATION,Priv - Contractor,Dir of Children's Services,27355.84
26/01/2024,PHOENIX COMMUNITY CARE LTD,Priv - Contractor,Dir of Children's Services,22019.79
26/01/2024,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",20523.62
26/01/2024,GENESIS HOUSING ASSOCIATION,Prem - Leasing,"Dir of Adults, Health & Communities",19051.8
26/01/2024,Whittington Health NHS Trust,Community Based Services,Dir of Children's Services,17078
26/01/2024,GRANT PAYMENTS,Priv - Contractor,Dir of Environment & Resident Experience,17000
26/01/2024,MARLBOROUGH HIGHWAYS LTD,Bituminous Materials & Surface Dressings,Dir of Environment & Resident Experience,16340
26/01/2024,GENESIS HOUSING ASSOCIATION,Prem - Leasing,"Dir of Adults, Health & Communities",15361.64
26/01/2024,GENESIS HOUSING ASSOCIATION,Prem - Leasing,"Dir of Adults, Health & Communities",15061.14
26/01/2024,Currie & Brown UK Limited,Tech & Feasibility,Dir of Finance,14967.51
26/01/2024,FINEFAIR LTD,Priv - Contractor,Dir of Children's Services,14567
26/01/2024,YOUR CARE NURSING LIMITED,Priv - Contractor,Dir of Children's Services,13200
26/01/2024,STANDING TOGETHER AGAINST DOMESTIC,Specialist Domestic,"Dir of Adults, Health & Communities",12500
26/01/2024,EGERTON ROTHESAY SCHOOL LIMITED,Vol Sec -  Day Place,Dedicated Schools Grant Management,10983.36
26/01/2024,PHOENIX COMMUNITY CARE LTD,Priv - Supp Lodging,Dir of Children's Services,10856.87
26/01/2024,The Fulker Consultancy Limited,Consultancy,Dir of Finance,9951
26/01/2024,HAWKINS BROWN DESIGN LTD,Design Team Partner,Dir of Finance,9415.5
26/01/2024,NWANDO DOMICILLIARY CARE LIMITED,Priv - Contractor,Dir of Children's Services,9368.5
26/01/2024,Pitman Tozer Architects,Architect,Dir of Finance,8700
26/01/2024,THE SYMPHONY GROUP,Stock - Raw Material,Housing Revenue Account,7946.12
26/01/2024,HOUSING PLUS,Priv - Contractor,Dir of Children's Services,7638.58
26/01/2024,MY PLACE HOMES LTD,Priv - Contractor,Dir of Children's Services,7520.17
26/01/2024,NORTH AND EAST LONDON CARE LIMITED,Priv - Contractor,Dir of Children's Services,7200
26/01/2024,TEMPORARY ACCOMODATION,Prem - Rents,"Dir of Adults, Health & Communities",7000
26/01/2024,ELLIOT LEIGH TLC LTD,Priv - Supp Lodging,Dir of Children's Services,6812.49
26/01/2024,M.E.L. RESEARCH LIMITED,Property,Dir of Environment & Resident Experience,6500
