Payment date,Supplier Name,Purpose,Department,Amount
16/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",505.12
16/05/2023,ELLIOT LEIGH TLC LTD,Priv - Supp Lodging,Dir of Children's Services,500
16/05/2023,Personal Data Redacted,R&M - Handbacks,"Dir of Adults, Health & Communities",500
16/05/2023,INFINITY ALLIANCE LTD,Fees - Tuition,Dir of Children's Services,483.2
16/05/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,467.2
16/05/2023,TCR TRAINING LTD,Training & Conferences,"Dir of Adults, Health & Communities",465
16/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",462
16/05/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,460.8
16/05/2023,Destiny Haven Childcare Ltd,Business,Dir of Placemaking & Housing,456
16/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",448
16/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",448
16/05/2023,THOMAS RIDLEY & SON  LTD,School Meals Service,Dir of Children's Services,409.83
16/05/2023,FINEFAIR LTD,Priv - Supp Lodging,Dir of Children's Services,400
16/05/2023,ROYAL MAIL GROUP PLC,Postage,"Dir of  Culture, Strategy & Engagement",395
16/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",378.84
16/05/2023,THE PATHOLOGY GROUP,Forensic & Laboratory,Assistant Dir Corporate Governance,375
16/05/2023,THE PATHOLOGY GROUP,Forensic & Laboratory,Assistant Dir Corporate Governance,375
16/05/2023,PRECISELY SOFTWARE LTD,Software,Dir of Placemaking & Housing,365.17
16/05/2023,TRAVIS PERKINS TRADING CO LTD,Stock - Raw Material,Housing Revenue Account,360
16/05/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",339.54
16/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",336
16/05/2023,THOMAS RIDLEY & SON  LTD,School Meals Service,Dir of Children's Services,334.04
16/05/2023,PREFERRED LIVING LTD,Priv - Supp Lodging,Dir of Children's Services,300
16/05/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",290.34
16/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",288
16/05/2023,Planning Potential Ltd,Consultancy,Dir of Finance,287.33
16/05/2023,Planning Potential Ltd,Consultancy,Dir of Finance,287.33
16/05/2023,GOLDEN CARE ESTATES LTD,Subsist - SS Clients,Dir of Children's Services,276.14
16/05/2023,INCLUSION ME LTD,Occupational Therapy Services,"Dir of Adults, Health & Communities",270
16/05/2023,INCLUSION ME LTD,Occupational Therapy Services,"Dir of Adults, Health & Communities",270
16/05/2023,INCLUSION ME LTD,Occupational Therapy Services,"Dir of Adults, Health & Communities",270
16/05/2023,INCLUSION ME LTD,Occupational Therapy Services,"Dir of Adults, Health & Communities",270
16/05/2023,YOUNG ROOTS CARE SERVICES LTD,Subsist - SS Clients,Dir of Children's Services,259.5
16/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",255
16/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",252.56
16/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",252
16/05/2023,ORAMIS,Forensic & Laboratory,Assistant Dir Corporate Governance,250
16/05/2023,ORAMIS,Forensic & Laboratory,Assistant Dir Corporate Governance,250
16/05/2023,CAUSEWAY IRISH HOUSING ASSOCIATION,Priv - Supp Lodging,Dir of Children's Services,240.04
16/05/2023,CROWN PAINTS LIMITED,"Material - Purch,Rep",Housing Revenue Account,235.14
16/05/2023,HENS MEDICS LTD,Priv - Lodgings,Dir of Children's Services,231.6
16/05/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",221.75
16/05/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,218.88
16/05/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",213.72
16/05/2023,AKW MEDICARE LTD,"Material - Purch,Rep",Housing Revenue Account,205.02
16/05/2023,FAYERS PLUMBING AND BUILDING SUPPLI,"Material - Purch,Rep",Housing Revenue Account,202.31
16/05/2023,Alertcom Limited,Products,Dir of Placemaking & Housing,194.34
16/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",167.95
16/05/2023,COMPENSATE,Exp - Compensation,Housing Revenue Account,150
16/05/2023,OAK CARE HOME  LIMITED,Travel Exp - Client,Dir of Children's Services,140
16/05/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",133.05
16/05/2023,ALLPAY LTD CHILDREN AND FAMILY,Travel Exp - Client,Dir of Children's Services,127
16/05/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,114.08
16/05/2023,ALLPAY LTD ADULTS DIRECT PAYMENTS,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",99
16/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",94.71
16/05/2023,Alertcom Limited,Products,Dir of Placemaking & Housing,81.32
16/05/2023,BOC LIMITED,Supply,Dir of Environment & Resident Experience,78.25
16/05/2023,BOC LIMITED,Supply,Dir of Environment & Resident Experience,78.25
16/05/2023,BOC LIMITED,Supply,Dir of Environment & Resident Experience,78.25
16/05/2023,INCLUSION ME LTD,Occupational Therapy Services,"Dir of Adults, Health & Communities",75
16/05/2023,Destiny Haven Childcare Ltd,SSChildren-BabyEssen,Dir of Children's Services,70
16/05/2023,TEMP-ACCOM,Tenants Support,Housing Revenue Account,60
16/05/2023,RAVENTREE LTD,"Material - Purch,Rep",Housing Revenue Account,41.78
16/05/2023,3 CUBED LTD,Services,Dir of Children's Services,34.2
16/05/2023,COMPENSATE,Exp - Compensation,"Dir of  Culture, Strategy & Engagement",30
16/05/2023,VISUAL PRINT AND DESIGN LIMITED,Printing - Internal,"Dir of  Culture, Strategy & Engagement",29
16/05/2023,VISUAL PRINT AND DESIGN LIMITED,Printing - Internal,"Dir of  Culture, Strategy & Engagement",29
16/05/2023,BOC LIMITED,Supply,Dir of Environment & Resident Experience,25
16/05/2023,Ingleton Wood LLP,Buildings,Dir of Finance,20.12
16/05/2023,COMPENSATE,Exp - Compensation,"Dir of  Culture, Strategy & Engagement",20
16/05/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,18.75
16/05/2023,AKW MEDICARE LTD,"Material - Purch,Rep",Housing Revenue Account,16.02
16/05/2023,FAYERS PLUMBING AND BUILDING SUPPLI,"Material - Purch,Rep",Housing Revenue Account,15.56
16/05/2023,FAYERS PLUMBING AND BUILDING SUPPLI,"Material - Purch,Rep",Housing Revenue Account,9.46
16/05/2023,NEC SOFTWARE SOLUTIONS (UK) LTD,IT Serv Rev & Ben,"Dir of  Culture, Strategy & Engagement",-15.76
16/05/2023,THOMAS RIDLEY & SON  LTD,School Meals Service,Dir of Children's Services,-53.72
16/05/2023,Destiny Haven Childcare Ltd,SS Children- DayCare,Dir of Children's Services,-113.75
16/05/2023,BAYIS SHELI LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-134.92
16/05/2023,MARLBOROUGH HIGHWAYS LTD,PayContractr Infrast,Dir of Finance,-174.67
16/05/2023,ADT Fire and Security plc,Maintenance,Dir of Finance,-300
16/05/2023,COMPLETE CARE SERVICES LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-321.8
16/05/2023,GREENFIELDS RES CARE HOMES LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-367.8
16/05/2023,ALLPAY LTD ADULTS DIRECT PAYMENTS,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-413.88
16/05/2023,CRAEGMOOR HEALTHCARE,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-423
16/05/2023,MEADOWVIEW CARE LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-423
16/05/2023,THE DAVID LEWIS CENTRE,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-423.6
16/05/2023,BEECH LODGE,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-438.8
16/05/2023,PARK RESIDENTIAL HOME,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-438.8
16/05/2023,CARETECH COMMUNITY SERVICES LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-439.6
16/05/2023,OPTIONS AUTISM(6) LIMITED,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-475.4
16/05/2023,THE DISABILITIES TRUST,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-505.4
16/05/2023,ACORN VILLAGES LIMITED,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-505.4
16/05/2023,ESSEX CARE CONSORTIUM LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-505.4
16/05/2023,DESBOROUGH CARE,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-505.4
16/05/2023,GRESHAM CARE LIMITED,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-505.4
16/05/2023,GOLDEN CARE ESTATES LTD,Priv - Contractor,Dir of Children's Services,-560
16/05/2023,WATERFALL HSE LTD t/a AMBERLEY HOUS,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-627.8
16/05/2023,QUANTUM CARE LIMITED,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-627.8
16/05/2023,SCIMITAR CARE HOTELS PLC,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-653.56
16/05/2023,DENVILLE HALL 2012,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-722.9
16/05/2023,CLOYDA CARE HOME,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-722.9
16/05/2023,BAXENDALE WOODSIDE HOME,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-741.96
16/05/2023,MAGICARE LTD,JtFundInc - Health,"Dir of Adults, Health & Communities",-836.76
16/05/2023,CMG LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-873.2
16/05/2023,EARLYBIRDCARE LTD T/A ALEXANDRAPARK,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-875.64
16/05/2023,CLO-CLO LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-877.6
16/05/2023,ASHBROOK COURT CARE HOME,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-929.88
16/05/2023,TORRINGTON HOMES,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-1019
16/05/2023,ASHLEY HOUSE,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-1054.16
16/05/2023,MARLBOROUGH HIGHWAYS LTD,PayContractr Infrast,Dir of Finance,-1406.36
16/05/2023,Ambient Support Limited,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-1536.01
16/05/2023,ACER HEALTHCARE OPERATIONS LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-1615.2
16/05/2023,SPARROW PROJECT MANAGEMENT LTD,Fees - Consultant,Dir of Placemaking & Housing,-1680
16/05/2023,CAMDEN LODGE,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-1702
16/05/2023,AGUDAS ISRAEL HOUSING ASSOCIAT LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-1735.32
16/05/2023,WATERFALL HSE LTD t/a AMBERLEY HOUS,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-1773.6
16/05/2023,EASTBROOK HOUSE RESIDENTIAL HOME,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-1776.8
16/05/2023,THE PATHOLOGY GROUP,Forensic & Laboratory,Assistant Dir Corporate Governance,-1875
16/05/2023,CONNIFERS CARE LIMITED,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-1940.6
16/05/2023,BROWNLOW ENTERPRISES LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-2035.7
16/05/2023,PEACEFORM (UK) LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-2042.59
16/05/2023,MARLBOROUGH HIGHWAYS LTD,PayContractr Infrast,Dir of Finance,-2305.66
16/05/2023,AVON LODGE UK LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-2446.4
16/05/2023,DRS CARE HOMES LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-3322.8
16/05/2023,CHOICE SUPPORT,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-3590.6
16/05/2023,MARLBOROUGH HIGHWAYS LTD,Priv - Contractor,Dir of Environment & Resident Experience,-3750
16/05/2023,MARLBOROUGH HIGHWAYS LTD,PayContractr Infrast,Dir of Finance,-9529.68
16/05/2023,MARLBOROUGH HIGHWAYS LTD,PayContractr Infrast,Dir of Finance,-35911.3
16/05/2023,CLIFFORD DEVLIN LTD,Pay Cntrctor-Aqu L&B,Dir of Finance,-117804.4
16/05/2023,NEC SOFTWARE SOLUTIONS (UK) LTD,Services,"Dir of  Culture, Strategy & Engagement",-142294.24
17/05/2023,ACCESS UK LTD T/A ADAM,Letting  / Estate Agents,"Dir of Adults, Health & Communities",290222.9
17/05/2023,MICROSOFT LIMITED,Services,"Dir of  Culture, Strategy & Engagement",158394.42
17/05/2023,NRT Building Services Group Ltd.,Technical & Feasibility,Housing Revenue Account,121326.42
17/05/2023,COMPENSATE,Exp - Compensation,"Dir of  Culture, Strategy & Engagement",100000
17/05/2023,MICROSOFT LIMITED,IT Serv Infrastruct,"Dir of  Culture, Strategy & Engagement",91914.42
17/05/2023,MICROSOFT LIMITED,Services,"Dir of  Culture, Strategy & Engagement",66525.66
17/05/2023,HARINGEY EDUCATION PARTNERSHIP,School Services,Dir of Children's Services,58000
17/05/2023,INTEGRATED SERVICES PROGRAMME,PrivSec IndependFost,Dir of Children's Services,49525.16
17/05/2023,ANNA HOUSE LTD,Priv - Res Long,Dir of Children's Services,48400.8
17/05/2023,GREATER LONDON FOSTERING LTD,PrivSec IndependFost,Dir of Children's Services,45740.88
17/05/2023,FOOTSTEPS CARE LIMITED,Priv - Res Long,Dir of Children's Services,40915.32
17/05/2023,WINSBEACH CHILDREN'S HOME,Priv - Res Long,Dir of Children's Services,40800
17/05/2023,Your Chapter Ltd,Priv - Res Long,Dir of Children's Services,39800
17/05/2023,CARE 4 EVERY CHILD,Priv - Res Long,Dir of Children's Services,38980
17/05/2023,THE NATIONAL FOSTERING AGENCY LTD,PrivSec IndependFost,Dir of Children's Services,38723
17/05/2023,CIVICA UK LTD,Accountancy,"Dir of Adults, Health & Communities",36611.72
17/05/2023,NEXUS FOSTERING LIMITED,PrivSec IndependFost,Dir of Children's Services,30847.6
17/05/2023,SUNRISE HILL CARE LTD,Priv - Res Long,Dir of Children's Services,27600
17/05/2023,YOUNG GENERATION,Priv - Res Long,Dir of Children's Services,23978
17/05/2023,FAMILY FIRST FOSTERING,PrivSec IndependFost,Dir of Children's Services,23495.68
17/05/2023,SHELL UK OIL PRODUCTS LTD,Fuel,Housing Revenue Account,23203.91
17/05/2023,NIBLOCK (BUILDERS) LIMITED,Buildings,Dir of Finance,22610
17/05/2023,REFLEXION CARE GROUP LIMITED,Priv - Res Long,Dir of Children's Services,22600
17/05/2023,HILLCREST CHILDRENS SERVICES LTD,Priv - Res Long,Dir of Children's Services,22460
17/05/2023,SALTASH ENTERPRISES LTD,Buildings,Dir of Finance,21476.36
17/05/2023,16 TO 21 PROJECT LTD,Priv - Res Long,Dir of Children's Services,20844
17/05/2023,CARETECH COMMUNITY SERVICES LTD,Priv - Res Long,Dir of Children's Services,20592
17/05/2023,SWAAY CHILD AND ADOLESCENT SERVICES,Priv - Res Long,Dir of Children's Services,20390.44
17/05/2023,CAMBIAN CHILDCARE LIMITED,Priv - Res Long,Dir of Children's Services,20220
17/05/2023,MIG HOUSE RESIDENTIAL CARE HOME LTD,Priv - Res Long,Dir of Children's Services,20000
17/05/2023,OTHER_LA,Health Authority,Dir of Finance,20000
17/05/2023,COMPASS CHILDREN'S SERVICES LTD,Priv - Res Long,Dir of Children's Services,19200
17/05/2023,IASPIRE CARE SERVICES LIMITED,Priv - Res Long,Dir of Children's Services,19200
17/05/2023,CLIFFORD DEVLIN LTD,Buildings,Dir of Finance,18487.86
17/05/2023,ROXWELL CARE GIDEA PARK LIMITED,Priv - Res Long,Dir of Children's Services,18400
17/05/2023,SHELL UK OIL PRODUCTS LTD,Fuel,Housing Revenue Account,18341.7
17/05/2023,S P HOMES LIMITED,Priv - Res Long,Dir of Children's Services,18200
17/05/2023,QUALITY PROTECTS CHILDREN,Priv - Res Long,Dir of Children's Services,18000
17/05/2023,SHARED CARE SERVICES LTD,PrivSec IndependFost,Dir of Children's Services,17668.47
17/05/2023,INTEGRATED FOSTERING SERVICES LTD,PrivSec IndependFost,Dir of Children's Services,16896
17/05/2023,AREA CAMDEN LTD,Priv - Res Long,Dir of Children's Services,16076
17/05/2023,DIRECT CARE LTD,Priv - Res Long,Dir of Children's Services,16000
17/05/2023,BIBLIOTHECA LTD,Library Services,"Dir of  Culture, Strategy & Engagement",15836
17/05/2023,TRANSITION AND LATERLIFE MATTER LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",15755
17/05/2023,ACORN HOMES (UK) LTD,Priv - Res Long,Dir of Children's Services,15600
17/05/2023,BAYIS SHELI LTD,Priv - Res Long,Dir of Children's Services,15440
17/05/2023,Capstone Foster Care (South East) L,PrivSec IndependFost,Dir of Children's Services,14732
17/05/2023,LONDON GRID FOR LEARNING TRUST,Statutory Education Services,Dir of Children's Services,14601
17/05/2023,HOLIBROOK HOUSE,Priv - Res Long,Dir of Children's Services,14400
17/05/2023,KHIN FAMILY SERVICES,Priv - Mother & Baby,Dir of Children's Services,14113.14
17/05/2023,CARE 2 SHARE 1 LTD,Priv - Res Long,Dir of Children's Services,14000
17/05/2023,CARE IN FINANCE LTD (CLIENT),Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",13915.29
17/05/2023,TACT,PrivSec IndependFost,Dir of Children's Services,13552
17/05/2023,ILLUMINANCE FOSTERING SERVICES,PrivSec IndependFost,Dir of Children's Services,13000
17/05/2023,FLOURISH FOSTERING LTD,PrivSec IndependFost,Dir of Children's Services,12278
17/05/2023,FAMILY PLACEMENT COM,PrivSec IndependFost,Dir of Children's Services,12191.2
17/05/2023,CREDO CARE LIMITED,PrivSec IndependFost,Dir of Children's Services,10500
17/05/2023,CHOICE FOSTERING LTD,PrivSec IndependFost,Dir of Children's Services,10400
17/05/2023,THE RIOT ACT LTD,School Services,Dir of Placemaking & Housing,9999
17/05/2023,RB OF KENSINGTON AND CHELSEA,Fees,"Dir of Adults, Health & Communities",9500
17/05/2023,Parity Project Ltd,Market Research,Housing Revenue Account,9482
17/05/2023,BRITANNIA FOSTERING AGENCY LIMITED,PrivSec IndependFost,Dir of Children's Services,9078.57
17/05/2023,Apel Construction Limited,Buildings,Dir of Finance,8808.83
17/05/2023,HARMONY FOSTERING SERVICES LTD,PrivSec IndependFost,Dir of Children's Services,8685.7
17/05/2023,FIVE RIVERS CHILD CARE LTD,PrivSec IndependFost,Dir of Children's Services,8346.19
17/05/2023,Personal Data Redacted,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",8287.17
17/05/2023,FAMILY WORKS FOSTERING,PrivSec IndependFost,Dir of Children's Services,8000
17/05/2023,WSP UK Ltd,Technical & Feasibility,Dir of Finance,8000
17/05/2023,INTERLOCKS SURVEYS LTD,Business,Dir of Finance,7875
17/05/2023,DIVERSE CARE (UK) LTD,PrivSec IndependFost,Dir of Children's Services,7743.24
17/05/2023,ETHELBERT SPECIALIST HOMES LTD,PrivSec IndependFost,Dir of Children's Services,7088.24
17/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",6944
17/05/2023,PHOENIX COMMUNITY CARE LTD,PrivSec IndependFost,Dir of Children's Services,6936
17/05/2023,BRIGHTER FUTURES FOSTER CARE LTD,PrivSec IndependFost,Dir of Children's Services,6600
17/05/2023,CRE8 Structures LLP,Efficiency,Dir of Finance,6500
17/05/2023,Pup Architects,Business,Dir of Finance,6485
17/05/2023,REGIONAL FOSTERING SERVICES LTD,PrivSec IndependFost,Dir of Children's Services,6235.69
17/05/2023,INFINITY FOSTER CARE,PrivSec IndependFost,Dir of Children's Services,6196
17/05/2023,QUALITY FOSTER CARE LTD,PrivSec IndependFost,Dir of Children's Services,6118.36
17/05/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,5868.72
17/05/2023,Aimcon Surveys Ltd,Roads,Dir of Finance,5860
17/05/2023,SHINING STARS FOSTERING AGENCY,PrivSec IndependFost,Dir of Children's Services,5800
17/05/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,5706.32
17/05/2023,PREMIER PEOPLE SOLUTIONS LTD,Training & Conferences,"Dir of  Culture, Strategy & Engagement",5580
17/05/2023,RYANCARE FOSTERING LTD,PrivSec IndependFost,Dir of Children's Services,5399.28
17/05/2023,CROWN HOSTING DATA CENTRES LIMITED,Services,"Dir of  Culture, Strategy & Engagement",5371.12
17/05/2023,The Bridge Renewal trust,"Advice, Advocacy & Counselling Services","Dir of Adults, Health & Communities",5000
17/05/2023,Bibliographic Data Services Ltd,Library Services,"Dir of  Culture, Strategy & Engagement",4735
17/05/2023,BEVAN BRITTAN LLP,Specialist Support,Assistant Dir Corporate Governance,4719
17/05/2023,FAITHORN FARRELL TIMMS,Fee xt Cnslt-Aqu L&B,Dir of Finance,4582.75
17/05/2023,XCEL 2000 FOSTERCARE SERVICES LTD,PrivSec IndependFost,Dir of Children's Services,4566.12
17/05/2023,GROUNDSWELL ARTS,Community Based Services,Dedicated Schools Grant Management,4502.25
17/05/2023,Newground Architects,Management,Dir of Finance,4500
17/05/2023,FALCON PROPERTIES LTD,Prem - Rents,Dir of Children's Services,4333.33
17/05/2023,Tim O'Hare Associates LLP,Testing & Inspection,Dir of Finance,4200
17/05/2023,ST CHRISTOPHER'S FELLOWSHIP,PrivSec IndependFost,Dir of Children's Services,4200
17/05/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,4170
17/05/2023,BETA DISTRIB (SOUTH) LTD T/A,Mailing,"Dir of  Culture, Strategy & Engagement",3995.45
17/05/2023,SELECT FOSTER CARE SERVICES LTD,PrivSec IndependFost,Dir of Children's Services,3980
17/05/2023,CORE ASSETS FOSTERING LTD,PrivSec IndependFost,Dir of Children's Services,3956.4
17/05/2023,FUSION FOSTERING LTD,PrivSec IndependFost,Dir of Children's Services,3940
17/05/2023,Jan Kattein Architects Ltd,Architect,Dir of Finance,3752.93
17/05/2023,FOSTERPLUS LIMITED,PrivSec IndependFost,Dir of Children's Services,3683.12
17/05/2023,NEXT STEP FOSTERING SERVICES LTD,PrivSec IndependFost,Dir of Children's Services,3600.8
17/05/2023,Personal Data Redacted,PrivSec IndependFost,Dir of Children's Services,3596
17/05/2023,CONNECT FOSTERING SERVICES LTD,PrivSec IndependFost,Dir of Children's Services,3540
17/05/2023,Global Guardians Facilities Mgnt,Security,Dir of Finance,3400
17/05/2023,SUNBEAM FOSTERING AGENCY LTD,PrivSec IndependFost,Dir of Children's Services,3400
17/05/2023,CHANNELS & CHOICES LIMITED,PrivSec IndependFost,Dir of Children's Services,3388
17/05/2023,CATCH 22 CHARITY LTD,Subscriptions,Dir of Children's Services,3295
17/05/2023,STEPPING STONES FOSTERING LTD,PrivSec IndependFost,Dir of Children's Services,3200
17/05/2023,FOSTERING FOR YOU LIMITED,PrivSec IndependFost,Dir of Children's Services,3145.04
17/05/2023,Silver Lining Fostering Ltd,PrivSec IndependFost,Dir of Children's Services,3100
17/05/2023,SHARPE PRITCHARD LLP,Specialist Support,Assistant Dir Corporate Governance,3035
17/05/2023,FOSTERING OPTIONS LTD,PrivSec IndependFost,Dir of Children's Services,3032.12
17/05/2023,Personal Data Redacted,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",3004.87
17/05/2023,GRANTS,Priv - Contractor,Dir of Environment & Resident Experience,3000
17/05/2023,RAINBOW FOSTERING SERVICES LTD,PrivSec IndependFost,Dir of Children's Services,2996
17/05/2023,FAITHORN FARRELL TIMMS,Fee xt Cnslt-Aqu L&B,Dir of Finance,2980.19
17/05/2023,ATEGI LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",2958.6
17/05/2023,Eversley Felix Consulting Ltd,Management,"Dir of Adults, Health & Communities",2925
17/05/2023,UK FOSTERING LTD,PrivSec IndependFost,Dir of Children's Services,2920
17/05/2023,ORANGE GROVE FOSTERCARE LTD,Priv - Contractor,Dir of Children's Services,2920
17/05/2023,ADCS LTD,Subscriptions,Dir of Children's Services,2795
17/05/2023,KENT HOMEFINDING AND FOSTERING LTD,PrivSec IndependFost,Dir of Children's Services,2746.8
17/05/2023,WELLCARE FOSTERING SERVICES LIMITED,PrivSec IndependFost,Dir of Children's Services,2740
17/05/2023,GROUNDSWELL ARTS,Community Based Services,Dir of Children's Services,2247.75
17/05/2023,CLASSIC SECURITY SOLUTIONS,Priv - Sub Contract,Housing Revenue Account,2156.46
17/05/2023,Personal Data Redacted,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",2136
17/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",2128.72
17/05/2023,AMIN ENTERPRISE LTD T/A  DR ATEF AM,Efficiency,"Dir of Adults, Health & Communities",2125
17/05/2023,GRACE EYRE FOUNDATION,Vol Sect - Care Pk,"Dir of Adults, Health & Communities",2092.72
17/05/2023,EXPLORE INDEPENDENCE LTD,Priv - Contractor,Dir of Children's Services,2035.71
17/05/2023,LONDON BOROUGH OF ENFIELD,PrivSec IndependFost,Dir of Children's Services,1901.16
17/05/2023,Personal Data Redacted,Professional & Advisory Services,Dir of Children's Services,1872.5
17/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1851.29
17/05/2023,REGIONAL FOSTERING SERVICES LTD,PrivSec IndependFost,Dir of Children's Services,1817.14
17/05/2023,BRITISH GAS BUSINESS,Energy - Electric,Dir of Placemaking & Housing,1796.75
17/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1767.92
17/05/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1733.33
17/05/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
17/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1664
17/05/2023,WOLSELEY UK LIMITED,"Material - Purch,Rep",Housing Revenue Account,1614.01
17/05/2023,M3 HOUSING LTD,Licensing / Accreditation,Housing Revenue Account,1555
17/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1530
17/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1515.36
17/05/2023,PRIORY GROUP LIMITED,Vol Sect - Care Pk,"Dir of Adults, Health & Communities",1500
17/05/2023,EAST LONDON CLEANERS,Removal Exp - Tenant,"Dir of Adults, Health & Communities",1500
17/05/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1473.33
