Payment Date,Supplier name,Purpose,Department,Amount
13/07/2023,CHRISTOPHER HOUSE (LONDON) LTD,ZFWI CODEZ186F6266,Dir of Children's Services,1210
13/07/2023,FAMILY CIRCLE (CONSULTANCY) LIMITED,ZFWI CODEZ186F5752,Dir of Children's Services,1200
13/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1083.33
13/07/2023,Redacted Personal Data,Organised Activities,Dir of Children's Services,1082.67
13/07/2023,ALL PAY LTD (LBH FUNDING ACCOUNT),ZFWI CODEZ186F6605,Dir of Children's Services,1069
13/07/2023,NEC SOFTWARE SOLUTIONS UK LTD,Services,"Dir of  Culture, Strategy & Engagement",1000
13/07/2023,GRANT PAYMENTS,Grant - Vol Org Run,Dir of Environment & Resident Experience,1000
13/07/2023,COMPENSATION CLAIMS & LEGAL COSTS,Customer Refunds,Dir of Environment & Resident Experience,1000
13/07/2023,THRU LIFE CIC,ZFWI CODEZ186F5752,Dir of Children's Services,910
13/07/2023,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,Housing Revenue Account,879.7
13/07/2023,Taking The Pixels,After School Care,Dedicated Schools Grant Management,851.2
13/07/2023,DAVID MIRZOEFF PHOTOGRAPHY,Fees - Print Design,"Dir of  Culture, Strategy & Engagement",770
13/07/2023,WEIGHTMANS LLP,ZFWI SEN Additional,Dir of Children's Services,689
13/07/2023,PLAYLE & PARTNERS LLP,Consultancy,Dir of Finance,680.63
13/07/2023,Alpine UK Scaffolding LTD,Buildings,Housing Revenue Account,665
13/07/2023,Milton Keynes City Council,ZFWI CODEZ184F5734,Dir of Children's Services,600.3
13/07/2023,Redacted Personal Data,Professional & Advisory Services,Dir of Children's Services,591.16
13/07/2023,Redacted Personal Data,Organised Activities,Dir of Children's Services,567
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,546
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,534
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,530
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,528
13/07/2023,Redacted Personal Data,Organised Activities,Dir of Children's Services,490
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,480
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,480
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,450
13/07/2023,GRANT PAYMENTS,Grant - Vol Org Run,Dir of Environment & Resident Experience,440
13/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",433.3
13/07/2023,JUST DISPLAYS LTD,Signage,"Dir of  Culture, Strategy & Engagement",402
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,402
13/07/2023,Redacted Personal Data,Sport & Fitness,Dir of Environment & Resident Experience,400
13/07/2023,DAVID MIRZOEFF PHOTOGRAPHY,Fees - Print Design,"Dir of  Culture, Strategy & Engagement",385
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,375
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,354
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,352
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,350
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,338
13/07/2023,AVOCET SERVICES LTD,Business,Dir of Children's Services,334
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,322
13/07/2023,AKW MEDICARE LTD,"Material - Purch,Rep",Housing Revenue Account,315.36
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,300
13/07/2023,WEIGHTMANS LLP,ZFWI SEN Additional,Dir of Children's Services,293
13/07/2023,FORENSIC PATHOLOGY SERVICES,Forensic & Laborator,Assistant Dir Corporate Governance,290.4
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,262
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,250
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,250
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,250
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,250
13/07/2023,GRANT PAYMENTS,Grant - Vol Org Run,Dir of Environment & Resident Experience,250
13/07/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,210
13/07/2023,AKW MEDICARE LTD,"Material - Purch,Rep",Housing Revenue Account,205.02
13/07/2023,SHEFFIELD TEACHING HOSPITALS NHS FT,Forensic & Laborator,Assistant Dir Corporate Governance,200
13/07/2023,TEMPORARY ACCOMODATION,Tenants Support,Housing Revenue Account,178.36
13/07/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,172.24
13/07/2023,THE SYMPHONY GROUP,"Material - Purch,Rep",Housing Revenue Account,165.23
13/07/2023,NEWLYN PLC,Agencies,"Dir of  Culture, Strategy & Engagement",146.42
13/07/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,142.85
13/07/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,126.03
13/07/2023,THE SYMPHONY GROUP,"Material - Purch,Rep",Housing Revenue Account,111.77
13/07/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",98.1
13/07/2023,THE SYMPHONY GROUP,"Material - Purch,Rep",Housing Revenue Account,68.7
13/07/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,68
13/07/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,68
13/07/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,68
13/07/2023,ROYAL MAIL GROUP PLC,Postage,"Dir of  Culture, Strategy & Engagement",62.72
13/07/2023,CLOC LTD,Printing - Internal,"Dir of  Culture, Strategy & Engagement",53.17
13/07/2023,GRANT PAYMENTS,Customer Refunds,Dedicated Schools Grant Management,50
13/07/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
13/07/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
13/07/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
13/07/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
13/07/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
13/07/2023,CLOC LTD,Printing - Internal,"Dir of  Culture, Strategy & Engagement",32.9
13/07/2023,CLOC LTD,Printing - Internal,"Dir of  Culture, Strategy & Engagement",30
13/07/2023,ANGLIAN WATER BUSINESS NATIONAL,Prem - Water Rates,Dir of Placemaking & Housing,-52.16
13/07/2023,SHEFFIELD TEACHING HOSPITALS NHS FT,Fees,Assistant Dir Corporate Governance,-283
13/07/2023,BRIDGING THE GAP,ZFWI CODEZ184F5732,Dir of Children's Services,-900
14/07/2023,Formation Design and Build Limited,Construction,Dir of Finance,1852606.16
14/07/2023,Formation Design and Build Limited,Demolition&Asbestos,Dir of Finance,1519026.68
14/07/2023,Formation Design and Build Limited,Construction,Dir of Finance,370632.43
14/07/2023,EQUANS REGENERATION LIMITED,Construction,Dir of Finance,278672.98
14/07/2023,Formation Design and Build Limited,Demolition&Asbestos,Dir of Finance,250471.42
14/07/2023,K &T HEATING SERVICES LTD,Construction,Housing Revenue Account,139988.1
14/07/2023,Aaron Services,Tech & Feasibility,Housing Revenue Account,135333.83
14/07/2023,MARLBOROUGH HIGHWAYS LTD,Bituminous Materials,Dir of Environment & Resident Experience,133330.33
14/07/2023,MARLBOROUGH HIGHWAYS LTD,Bituminous Materials,Dir of Environment & Resident Experience,54229.92
14/07/2023,OPENVIEW SECURITY SOLUTIONS LIMITED,Glazing/Doors,Housing Revenue Account,33483.11
14/07/2023,EK OUTREACH SERVICES LTD,ZFWI SEN Additional,Dedicated Schools Grant Management,16990
14/07/2023,GRIFFIN TECHNICAL SERVICES LTD,Priv - Sub Contract,Housing Revenue Account,14312.52
14/07/2023,WARNERS MIDLANDS PLC,Printing - Internal,"Dir of  Culture, Strategy & Engagement",13460
14/07/2023,AN CONTRACT SERVICES LTD,Priv - Sub Contract,Housing Revenue Account,13341.67
14/07/2023,Jackson's Hub Ltd,Body Transp Service,Assistant Dir Corporate Governance,13290
14/07/2023,COMPENSATION CLAIMS & LEGAL COSTS,Fees Legal External,Housing Revenue Account,9500
14/07/2023,St Francis at The Engine Room,Floating Support,"Dir of Adults, Health & Communities",8914
14/07/2023,EK OUTREACH SERVICES LTD,ZFWI SEN Additional,Dedicated Schools Grant Management,8412
14/07/2023,WPG LIMITED,Printing - Internal,"Dir of  Culture, Strategy & Engagement",8321
14/07/2023,FORWARD COMMUNITY CARE LTD,ZFWI CODEZ261F6790,"Dir of Adults, Health & Communities",8081.71
14/07/2023,Billson Consulting Ltd,Business,Dir of Children's Services,8000
14/07/2023,Jackson's Hub Ltd,Body Transp Service,Assistant Dir Corporate Governance,7100
14/07/2023,ACCESS UK LTD T/A ADAM,Passenger Transport,Dir of Children's Services,6819.25
14/07/2023,COMPENSATION CLAIMS & LEGAL COSTS,Fees Legal External,Housing Revenue Account,6500
14/07/2023,ACCESS UK LTD T/A ADAM,Passenger Transport,Dir of Children's Services,4980.12
14/07/2023,TEMPORARY ACCOMODATION,Prem - Rents,"Dir of Adults, Health & Communities",4800
14/07/2023,TEMPORARY ACCOMODATION,Prem - Rents,"Dir of Adults, Health & Communities",4800
14/07/2023,EDWARDS DUTHIE SHAMASH SOLICITORS O,Disbursements,Assistant Dir Corporate Governance,4196.25
14/07/2023,TLT LLP,Specialist Support,Assistant Dir Corporate Governance,4114
14/07/2023,TEMPORARY ACCOMODATION,Prem - Rents,"Dir of Adults, Health & Communities",4105
14/07/2023,MUNNS LTD,Priv - Sub Contract,Housing Revenue Account,3065
14/07/2023,Avison Young (UK) Limited,Business,Dir of Placemaking & Housing,2735
14/07/2023,Alertcom Limited,Products,Dir of Placemaking & Housing,2645.06
14/07/2023,TEMPORARY ACCOMODATION,Prem - Rents,"Dir of Adults, Health & Communities",2460
14/07/2023,ACMED SERVICES LTD,"Advice, Advocacy & C","Dir of Adults, Health & Communities",2367.45
14/07/2023,GRIFFIN TECHNICAL SERVICES LTD,Priv - Sub Contract,Housing Revenue Account,2366.75
14/07/2023,AYERST ENVIRONMENTAL LTD,Priv - Sub Contract,Housing Revenue Account,2345
14/07/2023,GetFix LTD,Heating & Air Conditioning,Dir of Children's Services,2110
14/07/2023,COMPENSATION CLAIMS & LEGAL COSTS,Disbursements,Housing Revenue Account,2050
14/07/2023,COMPENSATION CLAIMS & LEGAL COSTS,Fees Legal External,Housing Revenue Account,2000
14/07/2023,TEMPORARY ACCOMODATION,Prem - Rents,"Dir of Adults, Health & Communities",2000
14/07/2023,TEMPORARY ACCOMODATION,Prem - Rents,"Dir of Adults, Health & Communities",2000
14/07/2023,ACMED SERVICES LTD,"Advice, Advocacy & C","Dir of Adults, Health & Communities",1973.45
14/07/2023,ACMED SERVICES LTD,"Advice, Advocacy & C","Dir of Adults, Health & Communities",1966.05
14/07/2023,GetFix LTD,Heating & Air Conditioning,Dir of Children's Services,1860
14/07/2023,MITRE CONSTRUCTION CO LTD,Architect,Dir of Finance,1830
14/07/2023,STARDUST HOLDING LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1800.06
14/07/2023,THE TESTING LAB LTD,Priv - Sub Contract,Housing Revenue Account,1800
14/07/2023,GetFix LTD,Heating & Air Conditioning,Dir of Children's Services,1797.5
14/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1776.66
14/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1733.33
14/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1733.33
14/07/2023,AMFM Ltd,Cleaning Materials,Dir of Children's Services,1727
14/07/2023,CLASS ESTATES LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1684.15
14/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
14/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
14/07/2023,TLT LLP,Specialist Support,Assistant Dir Corporate Governance,1598
14/07/2023,AMFM Ltd,Cleaning Materials,Dir of Children's Services,1540
14/07/2023,Redacted Personal Data,Organised Activities,Dir of Children's Services,1528
14/07/2023,SPOTLESS COMMERCIAL CLEANING LTD,Cleaning Service,Dir of Children's Services,1497.9
14/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1495
14/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1473.33
14/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1473.33
14/07/2023,DTRIUMPH CARE LTD,ZFWI CODEZ186F5801,Dir of Children's Services,1444
14/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1430
14/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1408.33
14/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1400.01
14/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1300
14/07/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,1205.4
14/07/2023,THE POOL & SPA SPECIALISTS LTD,Sports & Playground & Pool Maintenance,Dir of Environment & Resident Experience,1176.68
14/07/2023,THE POOL & SPA SPECIALISTS LTD,Sports & Playground & Pool Maintenance,Dir of Environment & Resident Experience,1176.68
14/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1170
14/07/2023,THE POOL & SPA SPECIALISTS LTD,Sports & Playground & Pool Maintenance,Dir of Environment & Resident Experience,1160.01
14/07/2023,THE POOL & SPA SPECIALISTS LTD,Sports & Playground & Pool Maintenance,Dir of Environment & Resident Experience,1156.67
14/07/2023,KAAMIL EDUCATION LTD,ZFWI CODEZ241F6665,"Dir of Adults, Health & Communities",1155.42
14/07/2023,THE POOL & SPA SPECIALISTS LTD,Sports & Playground & Pool Maintenance,Dir of Environment & Resident Experience,1123.34
14/07/2023,THE POOL & SPA SPECIALISTS LTD,Sports & Playground & Pool Maintenance,Dir of Environment & Resident Experience,1123.34
14/07/2023,THE POOL & SPA SPECIALISTS LTD,Sports & Playground & Pool Maintenance,Dir of Environment & Resident Experience,1123.34
14/07/2023,THE POOL & SPA SPECIALISTS LTD,Sports & Playground & Pool Maintenance,Dir of Environment & Resident Experience,1103.33
14/07/2023,THE POOL & SPA SPECIALISTS LTD,Sports & Playground & Pool Maintenance,Dir of Environment & Resident Experience,1096.67
14/07/2023,THE POOL & SPA SPECIALISTS LTD,Sports & Playground & Pool Maintenance,Dir of Environment & Resident Experience,1096.67
14/07/2023,THE POOL & SPA SPECIALISTS LTD,Sports & Playground & Pool Maintenance,Dir of Environment & Resident Experience,1096.67
14/07/2023,TEMPORARY ACCOMODATION,Prem - Rents,"Dir of Adults, Health & Communities",1000
14/07/2023,GetFix LTD,Heating & Air Conditioning,Dir of Children's Services,985
14/07/2023,KAAMIL EDUCATION LTD,ZFWI CODEZ241F6665,"Dir of Adults, Health & Communities",981.19
14/07/2023,KAAMIL EDUCATION LTD,ZFWI CODEZ241F6665,"Dir of Adults, Health & Communities",972.02
14/07/2023,KAAMIL EDUCATION LTD,ZFWI CODEZ241F6665,"Dir of Adults, Health & Communities",972.02
14/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",953.33
14/07/2023,KAAMIL EDUCATION LTD,ZFWI CODEZ241F6665,"Dir of Adults, Health & Communities",898.66
14/07/2023,SCHINDLER LTD,Lifts,Dir of Children's Services,861
14/07/2023,AMFM Ltd,Cleaning Materials,Dir of Children's Services,802.47
14/07/2023,COMPENSATION CLAIMS & LEGAL COSTS,Fees Legal External,Housing Revenue Account,800
14/07/2023,TEMPORARY ACCOMODATION,Prem - Rents,"Dir of Adults, Health & Communities",800
14/07/2023,VIGILANT SECURITY SYSTEMS LIMITED,Priv - Sub Contract,Housing Revenue Account,745
14/07/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,733
14/07/2023,WISDOM DESIGN LIMITED,Fees - Print Design,"Dir of  Culture, Strategy & Engagement",675
14/07/2023,DIRECTA UK LTD,Stock - Raw Material,Housing Revenue Account,645
14/07/2023,KAAMIL EDUCATION LTD,ZFWI CODEZ241F6665,"Dir of Adults, Health & Communities",641.9
14/07/2023,KAAMIL EDUCATION LTD,ZFWI CODEZ241F6665,"Dir of Adults, Health & Communities",641.9
14/07/2023,OMEGA RED GROUP LIMITED,Priv - Sub Contract,Housing Revenue Account,638
14/07/2023,KAAMIL EDUCATION LTD,ZFWI CODEZ241F6665,"Dir of Adults, Health & Communities",586.88
14/07/2023,ADT Fire and Security plc,Security,Dir of Children's Services,572
14/07/2023,WISDOM DESIGN LIMITED,Fees - Print Design,"Dir of  Culture, Strategy & Engagement",540
14/07/2023,THAMES WATER UTILITIES LTD,Prem - Water Rates,Housing Revenue Account,535.69
14/07/2023,THAMES WATER UTILITIES LTD,Prem - Water Rates,Housing Revenue Account,527.62
14/07/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,522.9
14/07/2023,KAAMIL EDUCATION LTD,ZFWI CODEZ241F6665,"Dir of Adults, Health & Communities",444.75
14/07/2023,UK EVIDENCE LTD,Specialist Support,Assistant Dir Corporate Governance,420
14/07/2023,RENTOKIL INITIAL SERVICES LIMITED,Washroom Sanitation Service,Dir of Children's Services,347.91
14/07/2023,WATKINS ENERGY LIMITED,Utilities,Housing Revenue Account,341.6
14/07/2023,CENTRAL LONDON COMMUNITY HEALTHCARE,Public Health,"Dir of Adults, Health & Communities",297
14/07/2023,CROWN PAINTS LIMITED,Stock - Raw Material,Housing Revenue Account,294.4
14/07/2023,CLOC LTD,Printing - Internal,"Dir of  Culture, Strategy & Engagement",279.78
14/07/2023,AYERST ENVIRONMENTAL LTD,Priv - Sub Contract,Housing Revenue Account,240
14/07/2023,AKW MEDICARE LTD,"Material - Purch,Rep",Housing Revenue Account,222.02
14/07/2023,AKW MEDICARE LTD,"Material - Purch,Rep",Housing Revenue Account,220.01
14/07/2023,ALL PAY LTD (LBH FUNDING ACCOUNT),ZFWI CODEZ186F6605,Dir of Children's Services,190
14/07/2023,THE MARKFIELD PROJECT LTD,ZFWI CODEZ186F5745,Dir of Children's Services,180
14/07/2023,ALL PAY LTD (LBH FUNDING ACCOUNT),ZFWI CODEZ186F6605,Dir of Children's Services,180
14/07/2023,ALL PAY LTD (LBH FUNDING ACCOUNT),ZFWI CODEZ186F6605,Dir of Children's Services,173.7
14/07/2023,ALL PAY LTD (LBH FUNDING ACCOUNT),ZFWI CODEZ186F6605,Dir of Children's Services,173.7
14/07/2023,CROWN PAINTS LIMITED,"Material - Purch,Rep",Housing Revenue Account,169.36
14/07/2023,KAAMIL EDUCATION LTD,ZFWI CODEZ241F6665,"Dir of Adults, Health & Communities",160.48
14/07/2023,RENTOKIL INITIAL SERVICES LIMITED,Washroom Sanitation Service,Dir of Children's Services,123.53
14/07/2023,WISDOM DESIGN LIMITED,Fees - Print Design,"Dir of  Culture, Strategy & Engagement",120
14/07/2023,UK EVIDENCE LTD,Specialist Support,Assistant Dir Corporate Governance,107.4
14/07/2023,BEVAN BRITTAN LLP,Specialist Support,Assistant Dir Corporate Governance,105
14/07/2023,UK EVIDENCE LTD,Specialist Support,Assistant Dir Corporate Governance,105
14/07/2023,FAYERS PLUMBING AND BUILDING SUPPLI,"Material - Purch,Rep",Housing Revenue Account,103.35
14/07/2023,CLEARCALL 2000 LIMITED,Telecommunications,Dir of Children's Services,100.54
14/07/2023,ALL PAY LTD (LBH FUNDING ACCOUNT),ZFWI CODEZ186F6605,Dir of Children's Services,100
14/07/2023,AKW MEDICARE LTD,"Material - Purch,Rep",Housing Revenue Account,98.8
14/07/2023,THE TESTING LAB LTD,Priv - Sub Contract,Housing Revenue Account,90
14/07/2023,THE TESTING LAB LTD,Priv - Sub Contract,Housing Revenue Account,90
14/07/2023,BUNZL UK LTD t/a GREENHAM,Stock - Raw Material,Housing Revenue Account,80.4
14/07/2023,THEBIGWORD INTERPRETING SERVICES LI,Fees - Print Design,"Dir of  Culture, Strategy & Engagement",78.69
14/07/2023,RAVENTREE LTD,"Material - Purch,Rep",Housing Revenue Account,73.86
14/07/2023,ESSKAY FACILITIES MANAGEMENT LIMITE,Cleaning Service,"Dir of Adults, Health & Communities",70
14/07/2023,WISDOM DESIGN LIMITED,Fees - Print Design,"Dir of  Culture, Strategy & Engagement",60
14/07/2023,WISDOM DESIGN LIMITED,Fees - Print Design,"Dir of  Culture, Strategy & Engagement",60
14/07/2023,WISDOM DESIGN LIMITED,Fees - Print Design,"Dir of  Culture, Strategy & Engagement",60
14/07/2023,WILLIAM WHITE MEATS LTD,Food & Beverages,Dir of Children's Services,50.03
14/07/2023,WISDOM DESIGN LIMITED,Fees - Print Design,"Dir of  Culture, Strategy & Engagement",50
14/07/2023,WILLIAM WHITE MEATS LTD,Meat & Frozen food,Dir of Children's Services,42.61
14/07/2023,VIRGIN MEDIA PAYMENTS LIMITED,Telecommunications,"Dir of  Culture, Strategy & Engagement",40.02
14/07/2023,PROTECTIVE WEAR SUPPLIES LTD T/A PW,Equip - Safety,Housing Revenue Account,33.15
14/07/2023,WISDOM DESIGN LIMITED,Fees - Print Design,"Dir of  Culture, Strategy & Engagement",30
17/07/2023,CNWL NHS FOUNDATION TRUST,Public Health,"Dir of Adults, Health & Communities",379442.94
17/07/2023,Liquidlogic Ltd,Appl Serv Prov,Dir of Finance,37157.2
17/07/2023,CALFORD SEADEN LLP,Consultancy,Dir of Finance,26124.34
17/07/2023,Wing Security Ltd,Fees - C Parking Z,Housing Revenue Account,19494.05
17/07/2023,Jackson's Hub Ltd,Body Transport Service,Assistant Dir Corporate Governance,18340
17/07/2023,HARMONY FIRE LTD,Priv - Sub Contract,Housing Revenue Account,15995.4
17/07/2023,DL Associates,Procurement,Dir of Finance,15750
17/07/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,14500
17/07/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,14500
17/07/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,12500
17/07/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,12500
17/07/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,12469
17/07/2023,PROTECTIVE WEAR SUPPLIES LTD T/A PW,Stock - Raw Material,Housing Revenue Account,12113.06
17/07/2023,BARTS HEALTH NHS TRUST,Public Health,"Dir of Adults, Health & Communities",10031.57
17/07/2023,KEYSTREAM HEALTHCARE RESOURCES LTD,Services,Dir of Finance,8575.38
17/07/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,8000
17/07/2023,SPS UK&I LIMITED,Appl Serv Prov,"Dir of  Culture, Strategy & Engagement",7678.31
17/07/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,7620.45
17/07/2023,NOTTINGHAMSHIRE COUNTY COUNCIL,ZFWI CODEZ184F5733,Dir of Children's Services,7200
17/07/2023,RYDWELL SERVICES LTD,Priv - Sub Contract,Housing Revenue Account,7097.69
17/07/2023,COMPENSATION CLAIMS & LEGAL COSTS,Fees Legal External,Housing Revenue Account,6250
17/07/2023,Preventative Healthcare Company,Occupational Therapy Services,"Dir of  Culture, Strategy & Engagement",6040
17/07/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,5129.47
17/07/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,5055.57
17/07/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,5000
17/07/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,5000
17/07/2023,DSI BILLING SERVICES,Printing,"Dir of  Culture, Strategy & Engagement",4952.18
17/07/2023,GL HEARN LTD,Procurement,Dir of Placemaking & Housing,4750
17/07/2023,FAITHORN FARRELL TIMMS,Consultancy,Dir of Finance,4582.75
17/07/2023,ALL PAY LTD (LBH FUNDING ACCOUNT),ZFWI CODEZ186F6605,Dir of Children's Services,4244.3
17/07/2023,PURDY CONTRACTS LTD,Cleaning Service,Housing Revenue Account,4199.89
17/07/2023,DSI BILLING SERVICES,Printing,"Dir of  Culture, Strategy & Engagement",4195.93
17/07/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,3475
17/07/2023,VIRGIN MEDIA PAYMENTS LIMITED,Fixed,"Dir of  Culture, Strategy & Engagement",3323.16
17/07/2023,Land Science Ltd,Testing & Inspection,Dir of Finance,3000
17/07/2023,PURDY CONTRACTS LTD,Repair & Maintenance,"Dir of Adults, Health & Communities",2958.98
17/07/2023,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,Housing Revenue Account,2750
17/07/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,2747.15
17/07/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,2685.5
17/07/2023,BT PAYMENT SERVICES LTD,Telecommunications,"Dir of  Culture, Strategy & Engagement",2591.77
17/07/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,2500
17/07/2023,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,Housing Revenue Account,2500
17/07/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,2340
17/07/2023,Martin Arnold Limited,Consultancy,Dir of Finance,2322
17/07/2023,YESSS (A) ELECTRICAL LTD,"Material - Purch,Rep",Housing Revenue Account,2272
17/07/2023,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,Housing Revenue Account,2250
17/07/2023,CLASSIC SECURITY SOLUTIONS,Priv - Sub Contract,Housing Revenue Account,2176
17/07/2023,SPS UK&I LIMITED,Appl Serv Prov,"Dir of  Culture, Strategy & Engagement",2066
17/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1820
17/07/2023,NEC SOFTWARE SOLUTIONS UK LTD,Services,"Dir of  Culture, Strategy & Engagement",1750
17/07/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1733.33
17/07/2023,CLASS ESTATES LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1684.15
17/07/2023,CLASS ESTATES LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1684.15
17/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1684.15
17/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
17/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
17/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
17/07/2023,NEW COURT CHAMBERS,Fees Legal External,Assistant Dir Corporate Governance,1680
17/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1525.37
17/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1516.66
17/07/2023,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,Housing Revenue Account,1500
17/07/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,1473.88
17/07/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1473.33
17/07/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1473.33
17/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1473.33
