Payment date,Supplier Name,Purpose,Department,Amount
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,92.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,90
27/11/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,90
27/11/2023,ST JAMES CHURCH PCC,Facilities & Management Services,Assistant Dir Corporate Governance,87.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,87.5
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,87.5
27/11/2023,YESSS (A) ELECTRICAL LTD,"Material - Purch,Rep",Housing Revenue Account,84.83
27/11/2023,YESSS (A) ELECTRICAL LTD,Stock - Raw Material,Housing Revenue Account,84
27/11/2023,Post Office Limited,Financial Services,"Dir of  Culture, Strategy & Engagement",82.4
27/11/2023,ASSN OF DEM SERVS OFFICERS (TRAININ,Human Resources,Assistant Dir Corporate Governance,80
27/11/2023,ASSN OF DEM SERVS OFFICERS (TRAININ,Human Resources,Assistant Dir Corporate Governance,80
27/11/2023,RELDM LTD,Facilities & Management Services,Dir of Finance,70
27/11/2023,JEWSON LTD,"Material - Purch,Rep",Housing Revenue Account,68.15
27/11/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,50.88
27/11/2023,VISUAL PRINT AND DESIGN LIMITED,Printing - Internal,"Dir of  Culture, Strategy & Engagement",50
27/11/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,43.93
27/11/2023,NAPCLAN RETAIL LIMITED T/A PHARMOCA,Healthcare,"Dir of Adults, Health & Communities",38.8
27/11/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,25
27/11/2023,THE BECK COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,17
27/11/2023,YESSS (A) ELECTRICAL LTD,"Material - Purch,Rep",Housing Revenue Account,11.5
27/11/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,4.85
27/11/2023,RELDM LTD,Fees - Consultant,Dir of Placemaking & Housing,-2
27/11/2023,RELDM LTD,Priv - Contractor,Dir of Placemaking & Housing,-3
27/11/2023,RELDM LTD,Priv - Contractor,Dir of Placemaking & Housing,-3
27/11/2023,EDF ENERGY CUSTOMER PLC,Energy - Gas,Housing Revenue Account,-67
27/11/2023,B&M INVESTMENTS LIMITED,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-115.49
27/11/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,-5431.45
27/11/2023,NORTHGATE VEHICLE HIRE LTD,Fees - C Parking Z,Housing Revenue Account,-6902.5
28/11/2023,NPOWER LIMITED,Energy - Electric,Dir of Placemaking & Housing,216567.02
28/11/2023,EQUANS REGENERATION LIMITED,"Works - Construction, Repair & Maintenance",Dir of Finance,101269.96
28/11/2023,DIAMOND BUILD PLC,"Works - Construction, Repair & Maintenance",Dir of Finance,80434.56
28/11/2023,ANNA HOUSE LTD,Priv - Res Long,Dir of Children's Services,72528.8
28/11/2023,DIAMOND BUILD PLC,"Works - Construction, Repair & Maintenance",Dir of Finance,51881.28
28/11/2023,INTEGRATED SERVICES PROGRAMME,PrivSec IndependFost,Dir of Children's Services,49525.16
28/11/2023,BIRKETTS LLP,Legal Services,Assistant Dir Corporate Governance,45769
28/11/2023,EQUANS REGENERATION LIMITED,"Works - Construction, Repair & Maintenance",Dir of Finance,44282.11
28/11/2023,YOUNG GENERATION,Priv - Res Long,Dir of Children's Services,41378
28/11/2023,WINSBEACH CHILDREN'S HOME,Priv - Res Long,Dir of Children's Services,40800
28/11/2023,CARE 4 EVERY CHILD,Priv - Res Long,Dir of Children's Services,38980
28/11/2023,Respond Group Limited dba Aptean,Information Communication Technology,"Dir of  Culture, Strategy & Engagement",37260
28/11/2023,Snelling Business Systems Ltd,Education,Dir of Finance,34770.15
28/11/2023,MIG HOUSE RESIDENTIAL CARE HOME LTD,Priv - Res Long,Dir of Children's Services,32000
28/11/2023,BRIGHTER HORIZON HOMES LTD,Priv - Res Long,Dir of Children's Services,31816
28/11/2023,ASHFORDS LLP,Legal Services,Assistant Dir Corporate Governance,31693
28/11/2023,ACHIEVING ABOVE AVERAGE LTD,Priv - Res Long,Dir of Children's Services,30413.2
28/11/2023,NEW FOREST CARE LIMITED,Priv - Res Long,Dir of Children's Services,28960
28/11/2023,FOOTSTEPS CARE LIMITED,Priv - Res Long,Dir of Children's Services,27329.68
28/11/2023,GREATER LONDON FOSTERING LTD,PrivSec IndependFost,Dir of Children's Services,26838.2
28/11/2023,NEXUS FOSTERING LIMITED,PrivSec IndependFost,Dir of Children's Services,25990.4
28/11/2023,TEMPORARY ACCOMODATION,Priv - Hotel Short,"Dir of Adults, Health & Communities",25110
28/11/2023,Snelling Business Systems Ltd,Information Communication Technology,Dir of Finance,24733.35
28/11/2023,ALLPAY LTD ADULTS DIRECT PAYMENTS,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",24187.04
28/11/2023,FAMILY FIRST FOSTERING,PrivSec IndependFost,Dir of Children's Services,23495.68
28/11/2023,REFLEXION CARE GROUP LIMITED,Priv - Res Long,Dir of Children's Services,22600
28/11/2023,HILLCREST CHILDRENS SERVICES LTD,Priv - Res Long,Dir of Children's Services,22460
28/11/2023,Your Chapter Ltd,Priv - Res Long,Dir of Children's Services,22000
28/11/2023,CARETECH COMMUNITY SERVICES LTD,Priv - Res Long,Dir of Children's Services,20592
28/11/2023,SWAAY CHILD AND ADOLESCENT SERVICES,Priv - Res Long,Dir of Children's Services,20390.44
28/11/2023,CAMBIAN CHILDCARE LIMITED,Priv - Res Long,Dir of Children's Services,20220
28/11/2023,RNCB,L.A. - Recoup Supp,Dedicated Schools Grant Management,19706.34
28/11/2023,COMPASS CHILDREN'S SERVICES LTD,Priv - Res Long,Dir of Children's Services,19200
28/11/2023,PURDY CONTRACTS LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,18240
28/11/2023,DIRECT CARE LTD,Priv - Res Long,Dir of Children's Services,17980
28/11/2023,SHARED CARE SERVICES LTD,PrivSec IndependFost,Dir of Children's Services,17880.4
28/11/2023,CAUSEWAY CARE HOMES LTD,Priv - Res Long,Dir of Children's Services,16800
28/11/2023,AREA CAMDEN LTD,Priv - Res Long,Dir of Children's Services,16076
28/11/2023,NEW FUTURES SCOTLAND,Priv - Res Long,Dir of Children's Services,15859.14
28/11/2023,Buchila ltd,"Works - Construction, Repair & Maintenance",Dir of Finance,15754.8
28/11/2023,ACORN HOMES (UK) LTD,Priv - Res Long,Dir of Children's Services,15600
28/11/2023,BEAM INC LTD TA BEAM SUPPORT,Priv - Contractor,Dir of Children's Services,15568
28/11/2023,BEAM INC LTD TA BEAM SUPPORT,Priv - Contractor,Dir of Children's Services,15568
28/11/2023,BEAM INC LTD TA BEAM SUPPORT,Priv - Contractor,Dir of Children's Services,15568
28/11/2023,BEAM INC LTD TA BEAM SUPPORT,Priv - Contractor,Dir of Children's Services,15568
28/11/2023,BAYIS SHELI LTD,Priv - Res Long,Dir of Children's Services,15520
28/11/2023,TACT,PrivSec IndependFost,Dir of Children's Services,13552
28/11/2023,TYCO FIRE & INTEGRATED SOLUTIONS (U,Street & Traffic Management,Dir of Finance,13183.84
28/11/2023,Mulalley and Company LTD,"Works - Construction, Repair & Maintenance",Dir of Finance,12589.74
28/11/2023,Burlington House School,Vol Sec -  Day Place,Dedicated Schools Grant Management,12298
28/11/2023,BRIGHTER FUTURES FOSTER CARE LTD,PrivSec IndependFost,Dir of Children's Services,12080
28/11/2023,CARE 2 SHARE 1 LTD,Priv - Mother & Baby,Dir of Children's Services,11800
28/11/2023,Capstone Foster Care (South East) L,PrivSec IndependFost,Dir of Children's Services,11772
28/11/2023,SHINING STARS FOSTERING AGENCY,PrivSec IndependFost,Dir of Children's Services,10800
28/11/2023,LOYAL CARE CONSORTIUM LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",10725.24
28/11/2023,BLUE CROSS HEALTHCARE SERVICES LIMI,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",10688.01
28/11/2023,HENS MEDICS LTD,Priv - Contractor,Dir of Children's Services,10688
28/11/2023,INFINITY ALLIANCE LTD,Priv - Supp Lodging,Dir of Children's Services,10400
28/11/2023,FLOURISH FOSTERING LTD,PrivSec IndependFost,Dir of Children's Services,10000
28/11/2023,TROWERS & HAMLINS LLP,Legal Services,Housing Revenue Account,9999
28/11/2023,BRITANNIA FOSTERING AGENCY LIMITED,PrivSec IndependFost,Dir of Children's Services,9900
28/11/2023,FAMILY PLACEMENT COM,PrivSec IndependFost,Dir of Children's Services,9212
28/11/2023,COMPENSATION CLAIMS & LEGAL COSTS,Fees Legal External,Housing Revenue Account,9000
28/11/2023,YOUR CARE NURSING LIMITED,Priv - Contractor,Dir of Children's Services,8700
28/11/2023,ASHFORDS LLP,Legal Services,Assistant Dir Corporate Governance,7800.75
28/11/2023,ONE TIME,Train - Short Ext,Housing Revenue Account,7680
28/11/2023,TRINITY SUPPORT LIMITED,Priv - Contractor,Dir of Children's Services,7600
28/11/2023,Personal Data Redacted,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",7337.4
28/11/2023,ETHELBERT SPECIALIST HOMES LTD,PrivSec IndependFost,Dir of Children's Services,7088.24
28/11/2023,INYRA LTD,Priv - Contractor,Dir of Children's Services,6840
28/11/2023,AREA 51 EDUCATION LTD,L.A. - Recoup Supp,Dedicated Schools Grant Management,6438.47
28/11/2023,QUALITY FOSTER CARE LTD,PrivSec IndependFost,Dir of Children's Services,6118.36
28/11/2023,REGIONAL FOSTERING SERVICES LTD,PrivSec IndependFost,Dir of Children's Services,6041
28/11/2023,SHEFFIELD TEACHING HOSPITALS NHS FT,Environmental Services,Assistant Dir Corporate Governance,5886
28/11/2023,KISHARON,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",5776.04
28/11/2023,COMPENSATION CLAIMS & LEGAL COSTS,Fees Legal External,Housing Revenue Account,5625
28/11/2023,Engineering Support Sol UK Ltd,Priv - Sub Contract,Housing Revenue Account,5622.1
28/11/2023,RYANCARE FOSTERING LTD,PrivSec IndependFost,Dir of Children's Services,5399.28
28/11/2023,UNITE HIGHLANDCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",5381.96
28/11/2023,THE PATHOLOGY GROUP,Environmental Services,Assistant Dir Corporate Governance,5250
28/11/2023,CMA Community Nursery,Vol Sec - Add Supp,Dedicated Schools Grant Management,5223.33
28/11/2023,PELLINGS LLP,Consultancy,Dir of Finance,5000
28/11/2023,CMA Community Nursery,Vol Sec - Add Supp,Dedicated Schools Grant Management,4880
28/11/2023,OWNLIFE FOSTERING LIMITED,PrivSec IndependFost,Dir of Children's Services,4800
28/11/2023,XCEL 2000 FOSTERCARE SERVICES LTD,PrivSec IndependFost,Dir of Children's Services,4566.12
28/11/2023,ALLPAY LTD  NRPF,Subsist - SS Clients,Dir of Children's Services,4490.68
28/11/2023,CONNIFERS CARE LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",4412.64
28/11/2023,CHAIM SHEL TORAH SUCCESS STORIES,Vol Sec - Add Supp,Dedicated Schools Grant Management,4338.46
28/11/2023,ST CHRISTOPHER'S FELLOWSHIP,PrivSec IndependFost,Dir of Children's Services,4200
28/11/2023,GOVERNMENT BODIES,Prem - Council Tax,Housing Revenue Account,4199.74
28/11/2023,Respond Group Limited dba Aptean,Information Communication Technology,"Dir of  Culture, Strategy & Engagement",3920
28/11/2023,FUSION FOSTERING LTD,PrivSec IndependFost,Dir of Children's Services,3743
28/11/2023,FOSTERPLUS LIMITED,PrivSec IndependFost,Dir of Children's Services,3683.12
28/11/2023,NWANDO DOMICILLIARY CARE LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",3655.13
28/11/2023,SHINE PARTNERSHIPS LTD,Priv - Contractor,Dir of Children's Services,3640
28/11/2023,ACTION FIRST ASSESSMENTS LTD,Social Community Care Supplies & Services - Adult,"Dir of Adults, Health & Communities",3600
28/11/2023,BUNZL UK LTD t/a GREENHAM,Cleaning & Janitorial,Dir of Environment & Resident Experience,3506.55
28/11/2023,INFINITY ALLIANCE LTD,Priv - Contractor,Dir of Children's Services,3400
28/11/2023,CHANNELS & CHOICES LIMITED,PrivSec IndependFost,Dir of Children's Services,3388
28/11/2023,DELVA PATMAN REDLER LLP,Consultancy,Dir of Finance,3256
28/11/2023,STEPPING STONES FOSTERING LTD,PrivSec IndependFost,Dir of Children's Services,3200
28/11/2023,FOSTERING FOR YOU LIMITED,PrivSec IndependFost,Dir of Children's Services,3145.04
28/11/2023,Silver Lining Fostering Ltd,PrivSec IndependFost,Dir of Children's Services,3100
28/11/2023,PILL SOLUTIONS LTD T/A PHARMACY EXP,Healthcare,"Dir of Adults, Health & Communities",3043.15
28/11/2023,TRIMMER CS LTD,Consultancy,Housing Revenue Account,3025
28/11/2023,Bidwells LLP,Consultancy,Dir of Finance,3000
28/11/2023,Bidwells LLP,Consultancy,Dir of Finance,3000
28/11/2023,RAINBOW FOSTERING SERVICES LTD,PrivSec IndependFost,Dir of Children's Services,2996
28/11/2023,MY LIFE SEMI INDEPENDENT PROJECT LT,Priv - Contractor,Dir of Children's Services,2980
28/11/2023,ELLERN MEDE SCHOOL,Fees - Tuition,Dedicated Schools Grant Management,2975
28/11/2023,UK FOSTERING LTD,PrivSec IndependFost,Dir of Children's Services,2920
28/11/2023,KENT HOMEFINDING AND FOSTERING LTD,PrivSec IndependFost,Dir of Children's Services,2746.8
28/11/2023,COMPENSATION CLAIMS & LEGAL COSTS,Fees Legal External,Housing Revenue Account,2706.01
28/11/2023,Personal Data Redacted,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",2660.48
28/11/2023,ELLERN MEDE SCHOOL,Fees - Tuition,Dedicated Schools Grant Management,2625
28/11/2023,GRANT PAYMENTS,Trans Sch - Fr Home,Dir of Children's Services,2610
28/11/2023,ALLPAY LTD CHILDREN DP,Priv - Contractor,Dir of Children's Services,2502.24
28/11/2023,ALLPAY LTD  NRPF,Subsist - SS Clients,"Dir of Adults, Health & Communities",2382.4
28/11/2023,Southend Electrical Services Ltd,"Works - Construction, Repair & Maintenance",Housing Revenue Account,2360
28/11/2023,HAIL LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",2300.1
28/11/2023,Bidwells LLP,Consultancy,Dir of Finance,2300
28/11/2023,INYRA LTD,Priv - Supp Lodging,Dir of Children's Services,2160
28/11/2023,BRIDGING THE GAP,Priv - Contractor,Dir of Children's Services,2052.28
28/11/2023,FAMILY CIRCLE (CONSULTANCY) LIMITED,Subsist - SS Clients,Dir of Children's Services,2000
28/11/2023,LONDON BOROUGH OF ENFIELD,PrivSec IndependFost,Dir of Children's Services,1901.16
28/11/2023,Chris@Training,Human Resources,Assistant Dir Corporate Governance,1875
28/11/2023,THE PATHOLOGY GROUP,Environmental Services,Assistant Dir Corporate Governance,1875
28/11/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1820
28/11/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1733.33
28/11/2023,NISSI HOME CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1731.24
28/11/2023,ABSOLUTE PROPERTY AGENTS LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
28/11/2023,ORANGE STONE MANAGEMENT LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
28/11/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
28/11/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
28/11/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
28/11/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
28/11/2023,NAPCLAN RETAIL LIMITED T/A PHARMOCA,Healthcare,"Dir of Adults, Health & Communities",1640.55
28/11/2023,New City College,L.A. - Recoup Supp,Dedicated Schools Grant Management,1598.49
28/11/2023,CROWN PAINTS LIMITED,Stock - Raw Material,Housing Revenue Account,1591.57
28/11/2023,GRANT PAYMENTS,Grant - Vol Org Run,"Dir of  Culture, Strategy & Engagement",1500
28/11/2023,Bidwells LLP,Consultancy,Dir of Finance,1500
28/11/2023,CENTRA PROPERTIES LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1495
28/11/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1495
28/11/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1451.66
28/11/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1451.66
28/11/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1451.66
28/11/2023,HEARTWOOD OUTREACH SERVICES LTD,Priv - Contractor,Dir of Children's Services,1417.52
28/11/2023,Personal Data Redacted,Priv - Contractor,Dir of Children's Services,1406
28/11/2023,ATHENA HOUSING AND SUPPORT LIMITED,Priv - Contractor,Dir of Children's Services,1400
28/11/2023,Personal Data Redacted,Arts & Leisure Services,Dir of Children's Services,1390
28/11/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
28/11/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
28/11/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
28/11/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1321.66
28/11/2023,NISSI HOME CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1260
28/11/2023,GRANT PAYMENTS,Grant - Vol Org Run,"Dir of  Culture, Strategy & Engagement",1250
28/11/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1235
28/11/2023,ORANGE STONE MANAGEMENT LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1191.66
28/11/2023,ORANGE STONE MANAGEMENT LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1191.66
28/11/2023,BUNZL UK LTD t/a GREENHAM,Cleaning & Janitorial,Dir of Environment & Resident Experience,1183.08
28/11/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1170
28/11/2023,Allied Water Ltd,Priv - Sub Contract,Housing Revenue Account,1162
28/11/2023,Latis Scientific Ltd,Arts & Leisure Services,Dir of Environment & Resident Experience,1130
28/11/2023,ALLPAY LTD ADULTS DIRECT PAYMENTS,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1123.28
28/11/2023,GRANT PAYMENTS,Grant - Vol Org Run,"Dir of  Culture, Strategy & Engagement",1000
28/11/2023,GRANT PAYMENTS,Grant - Vol Org Run,"Dir of  Culture, Strategy & Engagement",1000
28/11/2023,GRANT PAYMENTS,Trans Sch - Fr Home,Dir of Children's Services,984.6
28/11/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",953.33
28/11/2023,GRANT PAYMENTS,Trans Sch - Fr Home,Dir of Children's Services,948.51
28/11/2023,COMPENSATION CLAIMS & LEGAL COSTS,Fees Legal External,Housing Revenue Account,941.7
28/11/2023,PORCELAIN LTD,Arts & Leisure Services,Dir of Children's Services,924
28/11/2023,A. & T. FLOORING LTD,"Works - Construction, Repair & Maintenance",Dir of Finance,897
28/11/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",888.33
28/11/2023,NISSI HOME CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",882
28/11/2023,Personal Data Redacted,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",874.56
28/11/2023,ALLPAY LTD CHILDREN AND FAMILY,Subsist - SS Clients,Dir of Children's Services,851.8
28/11/2023,Personal Data Redacted,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",827.68
28/11/2023,NISSI HOME CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",817
28/11/2023,Personal Data Redacted,LAC - Regular Pay,Dir of Children's Services,814
28/11/2023,STARLIGHT SUPPORT SERVICES,Priv - Contractor,Dir of Children's Services,800
28/11/2023,STARLIGHT SUPPORT SERVICES,Priv - Supp Lodging,Dir of Children's Services,800
28/11/2023,Personal Data Redacted,SS Child - Out of Sc,Dir of Children's Services,775
28/11/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",771.33
28/11/2023,ASHFORDS LLP,Legal Services,Assistant Dir Corporate Governance,760
28/11/2023,BEAUTYCHEM LIMITED,Healthcare,"Dir of Adults, Health & Communities",759.6
28/11/2023,NISSI HOME CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",756
28/11/2023,TRAVIS PERKINS TRADING CO LTD,Stock - Raw Material,Housing Revenue Account,752.82
28/11/2023,NISSI HOME CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",721.32
28/11/2023,GOVERNMENT BODIES,Prem - Council Tax,Housing Revenue Account,716.01
28/11/2023,GRANT PAYMENTS,Trans Sch - Fr Home,Dir of Children's Services,703.28
28/11/2023,EXPLICIT CARE SOLUTIONS LIMITED,Subsist - SS Clients,"Dir of Adults, Health & Communities",700
28/11/2023,ASHGOAL LIMITED,Information Communication Technology,Assistant Dir Corporate Governance,689.22
28/11/2023,ASHFORDS LLP,Legal Services,Assistant Dir Corporate Governance,650
28/11/2023,BEAM INC LTD TA BEAM SUPPORT,Priv - Res Long,Dir of Children's Services,630
28/11/2023,GRANT PAYMENTS,Trans Sch - Fr Home,Dir of Children's Services,629.25
28/11/2023,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,Housing Revenue Account,600
28/11/2023,COMPENSATION CLAIMS & LEGAL COSTS,Fees Legal External,Housing Revenue Account,600
28/11/2023,ASHFORDS LLP,Legal Services,Assistant Dir Corporate Governance,600
28/11/2023,PORCELAIN LTD,Sal-Officer Casual,Dir of Children's Services,599.67
28/11/2023,CONOCHEM MANAGEMENT LIMITED T/A,Healthcare,"Dir of Adults, Health & Communities",578.85
28/11/2023,ASHFORDS LLP,Legal Services,Assistant Dir Corporate Governance,558
28/11/2023,Personal Data Redacted,LAC - Regular Pay,Dir of Children's Services,537
28/11/2023,JUST DISPLAYS LTD,Mailing,"Dir of  Culture, Strategy & Engagement",530
28/11/2023,GRANT PAYMENTS,Trans Sch - Fr Home,Dir of Children's Services,527.46
28/11/2023,D.&J. WINTON LTD T/A THE CADGE PHAR,Healthcare,"Dir of Adults, Health & Communities",515.85
28/11/2023,GRANT PAYMENTS,Grant - Vol Org Run,"Dir of  Culture, Strategy & Engagement",500
28/11/2023,AMES GLASS LTD,"Material - Purch,Rep",Housing Revenue Account,455.69
28/11/2023,GRANT PAYMENTS,Trans Sch - Fr Home,Dir of Children's Services,453.47
28/11/2023,AMY PHARMA LTD,Healthcare,"Dir of Adults, Health & Communities",451.6
28/11/2023,DEVELOPMENT & LEARNING OPPORTUNITIE,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",438.88
28/11/2023,Personal Data Redacted,SS Children-Holidays,Dir of Children's Services,437
28/11/2023,GRANT PAYMENTS,Trans Sch - Fr Home,Dir of Children's Services,433.07
28/11/2023,AYERST ENVIRONMENTAL LTD,"Works - Construction, Repair & Maintenance",Dir of Finance,425
28/11/2023,GRANT PAYMENTS,Trans Sch - Fr Home,Dir of Children's Services,403.86
28/11/2023,GRANT PAYMENTS,Grant - Vol Org Run,"Dir of  Culture, Strategy & Engagement",400
28/11/2023,GRANT PAYMENTS,Grant - Vol Org Run,"Dir of  Culture, Strategy & Engagement",400
28/11/2023,GRANT PAYMENTS,Grant - Vol Org Run,"Dir of  Culture, Strategy & Engagement",400
28/11/2023,HEARTWOOD OUTREACH SERVICES LTD,Priv - Supp Lodging,Dir of Children's Services,383.2
28/11/2023,AMES GLASS LTD,"Material - Purch,Rep",Housing Revenue Account,381.39
28/11/2023,ROUNDABOUT LTD,Priv - Supp Lodging,Dir of Children's Services,380
28/11/2023,GRANT PAYMENTS,Trans Sch - Fr Home,Dir of Children's Services,379.77
28/11/2023,Personal Data Redacted,LAC - Regular Pay,Dir of Children's Services,377
28/11/2023,GRANT PAYMENTS,Trans Sch - Fr Home,Dir of Children's Services,370.15
28/11/2023,ATHENA HOUSING AND SUPPORT LIMITED,Priv - Supp Lodging,Dir of Children's Services,368
28/11/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",366.24
28/11/2023,NISSI HOME CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",360
28/11/2023,Personal Data Redacted,Priv - Contractor,Dir of Children's Services,354.29
