Local Authority,Directorate,Service Area,Service Division,Expense Type,Supplier Name,Transaction Number,Payment Date,Expense Category,Invoice Value  £
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,ROKER PARK LODGE,EXTERNAL PROFESSIONAL FEES,PORTLAND CONSULTING ENGINEERS LIMITED,5122765516,26.09.2023,CAPITAL,"3,188.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,ELEMORE GREEN SPACE & SOCIAL ENTERPRISE DEVELOPMENT,EXTERNAL PROFESSIONAL FEES,GED MCCORMACK,5122747565,11.07.2023,CAPITAL,"4,350.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,CULTURE HOUSE,EXTERNAL PROFESSIONAL FEES,PERFECT CIRCLE JV LTD,5122745839,05.07.2023,CAPITAL,"-2,344.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,CULTURE HOUSE,EXTERNAL PROFESSIONAL FEES,PERFECT CIRCLE JV LTD,5122745840,05.07.2023,CAPITAL,"2,344.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,CULTURE HOUSE,CONSTRUCTION WORKS,ORBIS PROTECT LTD,5122745632,05.07.2023,CAPITAL,503.31
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,CULTURE HOUSE,EXTERNAL PROFESSIONAL FEES,BAI COMMUNICATIONS INFRASTRUCTURE LTD,5122747596,14.07.2023,CAPITAL,"54,840.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,CULTURE HOUSE,"VEHICLES, PLANT, FURNITURE & EQUIPMENT",BAI COMMUNICATIONS INFRASTRUCTURE LTD,5122753777,04.08.2023,CAPITAL,"1,815.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,CULTURE HOUSE,CONSTRUCTION WORKS,ORBIS PROTECT LTD,5122753887,04.08.2023,CAPITAL,520.09
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,CULTURE HOUSE,EXTERNAL PROFESSIONAL FEES,PERFECT CIRCLE JV LTD,5122752645,24.08.2023,CAPITAL,"9,050.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,CULTURE HOUSE,CONSTRUCTION WORKS,ORBIS PROTECT LTD,5122759910,05.09.2023,CAPITAL,520.09
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,CULTURE HOUSE,EXTERNAL PROFESSIONAL FEES,PERFECT CIRCLE JV LTD,5122759940,11.09.2023,CAPITAL,"9,050.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,CULTURE HOUSE,OTHER FEES & SERVICES,STUDIO BLACKBURN LTD,5122762296,14.09.2023,CAPITAL,"7,287.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,CULTURE HOUSE,OTHER FEES & SERVICES,ALPHAGRAPHICS,5122763664,20.09.2023,CAPITAL,"2,550.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,CULTURE HOUSE,OTHER FEES & SERVICES,BALFOUR BEATTY LIVING PLACES,5122762703,21.09.2023,CAPITAL,"10,504.78"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,CULTURE HOUSE,EXTERNAL PROFESSIONAL FEES,PERFECT CIRCLE JV LTD,5122752062,25.09.2023,CAPITAL,"44,057.20"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,CULTURE HOUSE,EXTERNAL PROFESSIONAL FEES,SIMPSON PROPERTY CONSULTANTS LTD,5122760665,25.09.2023,CAPITAL,"1,800.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,CULTURE HOUSE,EXTERNAL PROFESSIONAL FEES,PERFECT CIRCLE JV LTD,5122765760,29.09.2023,CAPITAL,"9,050.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,PLAY REFURBISHMENTS,CONSTRUCTION WORKS,BRAMBLEDOWN LANDSCAPE SERVICES LTD,5122760314,08.09.2023,CAPITAL,"18,583.54"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,PREMIER TREE SERVICES LIMITED,5122740724,03.07.2023,CAPITAL,"18,600.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122744509,04.07.2023,CAPITAL,"12,555.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122745379,05.07.2023,CAPITAL,"1,282.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122745837,07.07.2023,CAPITAL,"2,060.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,PREMIER TREE SERVICES LIMITED,5122740727,10.07.2023,CAPITAL,"6,800.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122748003,17.07.2023,CAPITAL,"3,984.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122748453,17.07.2023,CAPITAL,"2,040.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122748808,18.07.2023,CAPITAL,"2,075.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122749114,19.07.2023,CAPITAL,"1,800.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122750740,25.07.2023,CAPITAL,"2,064.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122745676,27.07.2023,CAPITAL,"4,725.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,MICROSITE (MR PETER J HOLDER T/A),5122752057,27.07.2023,CAPITAL,"28,983.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,EXTERNAL PROFESSIONAL FEES,THE ENVIRONMENT PARTNERSHIP (TEP) LIMITED,5122752040,07.08.2023,CAPITAL,"3,075.20"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,EXTERNAL PROFESSIONAL FEES,THE ENVIRONMENT PARTNERSHIP (TEP) LIMITED,5122753728,07.08.2023,CAPITAL,"1,852.80"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122753783,07.08.2023,CAPITAL,"1,325.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122753794,07.08.2023,CAPITAL,"1,800.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,ATW TREE & LANDSCAPES SPECIALIST LTD,5122754022,07.08.2023,CAPITAL,"8,907.57"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122753782,08.08.2023,CAPITAL,"3,180.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122745380,09.08.2023,CAPITAL,765.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122750804,09.08.2023,CAPITAL,"2,378.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122750933,09.08.2023,CAPITAL,"1,732.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122750936,09.08.2023,CAPITAL,"1,455.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122751059,09.08.2023,CAPITAL,"2,075.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122751065,09.08.2023,CAPITAL,"1,455.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122753004,09.08.2023,CAPITAL,"8,087.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122754136,09.08.2023,CAPITAL,"1,800.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122754140,09.08.2023,CAPITAL,"1,800.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122754388,09.08.2023,CAPITAL,"1,800.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122751064,10.08.2023,CAPITAL,"1,102.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122755027,11.08.2023,CAPITAL,"1,700.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122754666,15.08.2023,CAPITAL,"1,800.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,ATW TREE & LANDSCAPES SPECIALIST LTD,5122756019,18.08.2023,CAPITAL,"18,850.02"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,AIREDALE FORESTRY LIMITED,5122756568,21.08.2023,CAPITAL,"12,807.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,IMPROVEMENT TO PARKS AND OPEN SPACES,CONSTRUCTION WORKS,DELUXE TREE SURGEONS LTD,5122760686,08.09.2023,CAPITAL,"15,720.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,ARTS CENTRE WASHINGTON REFURBISHMENT,"VEHICLES, PLANT, FURNITURE & EQUIPMENT",TAYLOR STAGE SERVICES LIMITED,5122749716,24.07.2023,CAPITAL,"5,615.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,PLAY REFURBISHMENTS,CONSTRUCTION WORKS,BRAMBLEDOWN LANDSCAPE SERVICES LTD,5122748772,07.09.2023,CAPITAL,"91,582.48"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,PLAY REFURBISHMENTS,CONSTRUCTION WORKS,JUPITER PLAY & LEISURE LTD,5122765356,26.09.2023,CAPITAL,"1,317.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,OPEN SPACES AND ALLOTMENT IMPROVEMENTS,CONSTRUCTION WORKS,MICROSITE (MR PETER J HOLDER T/A),5122746654,11.07.2023,CAPITAL,"8,000.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,OPEN SPACES AND ALLOTMENT IMPROVEMENTS,CONSTRUCTION WORKS,BALFOUR BEATTY LIVING PLACES,5122749274,18.07.2023,CAPITAL,"2,565.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,"SUNDERLAND MUSEUM, WINTER GARDENS & LIBRARY MAJOR REDEVELOPMENT SCHEME",EXTERNAL PROFESSIONAL FEES,K STABLER T/A STABLER HERITAGE,5122745352,07.07.2023,CAPITAL,"4,847.14"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,"SUNDERLAND MUSEUM, WINTER GARDENS & LIBRARY MAJOR REDEVELOPMENT SCHEME",EXTERNAL PROFESSIONAL FEES,K STABLER T/A STABLER HERITAGE,5122753450,04.08.2023,CAPITAL,"4,847.14"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,"SUNDERLAND MUSEUM, WINTER GARDENS & LIBRARY MAJOR REDEVELOPMENT SCHEME",EXTERNAL PROFESSIONAL FEES,K STABLER T/A STABLER HERITAGE,5122759578,06.09.2023,CAPITAL,"4,847.14"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122749792,19.07.2023,CAPITAL,"1,612.80"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,JOHN DAVIDSON (PIPES) LTD,5122748800,18.07.2023,CAPITAL,"2,794.80"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,OTHER TRADING UNITS WITHIN LA,TOTAL RESOURCES (UK) LTD,5122758635,30.08.2023,CAPITAL,438.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,ARM PIPETEK LTD,5122744784,03.07.2023,CAPITAL,"4,767.25"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,WEAR MINI MIX,5122753603,04.08.2023,CAPITAL,803.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122756837,18.08.2023,CAPITAL,"1,387.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,AGGREGATE INDUSTRIES UK LTD T/A NORTHUMBRIAN ROADS,5122757204,23.08.2023,CAPITAL,"1,648.12"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,AGGREGATE INDUSTRIES UK LTD T/A NORTHUMBRIAN ROADS,5122757206,23.08.2023,CAPITAL,"1,344.13"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,WEAR MINI MIX,5122757521,25.08.2023,CAPITAL,712.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,AGGREGATE INDUSTRIES UK LTD T/A NORTHUMBRIAN ROADS,5122758924,31.08.2023,CAPITAL,"1,467.58"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122758858,31.08.2023,CAPITAL,"1,387.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,WEAR MINI MIX,5122759332,01.09.2023,CAPITAL,"1,805.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122762382,14.09.2023,CAPITAL,"1,881.60"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122762407,14.09.2023,CAPITAL,"1,881.60"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122763391,19.09.2023,CAPITAL,"1,881.60"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122763397,19.09.2023,CAPITAL,"1,387.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122764212,21.09.2023,CAPITAL,"1,387.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122764236,21.09.2023,CAPITAL,"1,387.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122765253,26.09.2023,CAPITAL,"1,402.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,MISCELLANEOUS EXPENSES,NIXON HIRE,5122766497,29.09.2023,CAPITAL,602.22
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,WEAR MINI MIX,5122762375,15.09.2023,CAPITAL,"1,501.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,WEAR MINI MIX,5122764819,22.09.2023,CAPITAL,"2,244.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122762395,14.09.2023,CAPITAL,"1,881.60"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122762396,14.09.2023,CAPITAL,"1,478.40"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,CLEANING & DOMESTIC,THOMPSONS OF PRUDHOE LTD,5122762507,14.09.2023,CAPITAL,"1,213.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122763974,20.09.2023,CAPITAL,"1,387.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122764235,21.09.2023,CAPITAL,"1,387.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122762386,14.09.2023,CAPITAL,"1,881.60"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122763395,19.09.2023,CAPITAL,"1,387.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,AGGREGATE INDUSTRIES UK LTD T/A NORTHUMBRIAN ROADS,5122758923,31.08.2023,CAPITAL,651.20
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,AGGREGATE INDUSTRIES UK LTD T/A NORTHUMBRIAN ROADS,5122758928,31.08.2023,CAPITAL,651.20
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,AGGREGATE INDUSTRIES UK LTD T/A NORTHUMBRIAN ROADS,5122761655,12.09.2023,CAPITAL,"2,561.98"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122764302,21.09.2023,CAPITAL,"1,387.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122764619,22.09.2023,CAPITAL,"1,881.60"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122763240,18.09.2023,CAPITAL,"1,881.60"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS, MARSHALLS MONO LTD,5122748136,17.07.2023,CAPITAL,"17,181.10"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS, MARSHALLS MONO LTD,5122751836,28.07.2023,CAPITAL,"16,949.78"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS, MARSHALLS MONO LTD,5122754631,11.08.2023,CAPITAL,"5,310.34"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS, MARSHALLS MONO LTD,5122754632,11.08.2023,CAPITAL,"11,949.62"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS, MARSHALLS MONO LTD,5122757391,25.08.2023,CAPITAL,"17,233.67"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,AGGREGATE INDUSTRIES UK LTD T/A NORTHUMBRIAN ROADS,5122761661,12.09.2023,CAPITAL,"1,537.56"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS, MARSHALLS MONO LTD,5122762037,15.09.2023,CAPITAL,"17,441.33"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,WEAR MINI MIX,5122762368,15.09.2023,CAPITAL,"1,696.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122763392,19.09.2023,CAPITAL,"1,478.40"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS, MARSHALLS MONO LTD,5122763665,20.09.2023,CAPITAL,"13,311.23"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,WEAR MINI MIX,5122764825,25.09.2023,CAPITAL,"1,995.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,WEAR MINI MIX,5122766180,29.09.2023,CAPITAL,706.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122759020,31.08.2023,CAPITAL,"1,075.20"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122759028,31.08.2023,CAPITAL,"1,106.25"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122762387,14.09.2023,CAPITAL,"1,881.60"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,WEAR MINI MIX,5122762363,14.09.2023,CAPITAL,"1,535.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122763393,19.09.2023,CAPITAL,"1,478.40"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,WEAR MINI MIX,5122764817,22.09.2023,CAPITAL,"1,157.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,CAPITAL,HIGHWAY MAINTENANCE,CLEANING & DOMESTIC,THOMPSONS OF PRUDHOE LTD,5122766009,28.09.2023,CAPITAL,611.85
