Posting date,Supplier number,Supplier Name,Expense type,Department,Amount
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,9539.68
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1799.84
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2450.56
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1024
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2713.12
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2975.68
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2450.56
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,798.8
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,7089.12
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,962.72
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1024
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,4839.84
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1137.76
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2714.36
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,599.08
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3325.76
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1024
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,7421.68
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,10414.88
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1024
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,7229.16
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1024
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,962.72
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2363.04
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3588.32
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3982.16
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1225.28
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,4988.64
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3063.2
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3150.72
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,7859.28
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2450.56
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,700.16
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,514.24
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3325.76
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3413.28
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2188
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,899.92
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3728.36
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,798.8
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,9373.4
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1531.6
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,5601.28
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3063.2
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,7351.68
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2450.56
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,798.8
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,10572.4
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,5426.24
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2450.56
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,798.8
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,10047.28
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1269.04
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,4200.96
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1925.44
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1225.28
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,599.08
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1024
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,4909.88
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2188
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,599.08
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,4463.52
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1225.28
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2800.64
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,787.68
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1024
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,7132.88
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3369.52
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,599.08
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,612.64
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3369.52
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1601.6
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,24666.39
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,23561.56
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,23920.47
29/02/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,15028.43
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,656.4
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1225.28
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,700.16
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1662.88
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,525.12
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,787.68
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1137.76
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,984.6
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,2286.46
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,2625.6
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1531.6
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,765.8
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1750.4
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,962.72
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,875.2
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1137.76
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1094
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,2953.8
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,3282
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,875.2
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,875.2
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,2188
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,700.16
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,700.16
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,2078.6
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1312.8
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,875.2
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,984.6
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,875.2
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,700.16
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1050.24
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1017.42
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1422.2
12/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,612.64
22/03/2024,1249291,Westminster Society,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,12952.96
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,562.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,6126.4
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,11924.6
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2249.8
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,4047.8
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,562.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3391.4
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,562.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3719.6
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1203.4
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1531.6
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,8669.95
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1531.6
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,875.2
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1203.4
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1280
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3063.2
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3993.1
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,562.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,998.5
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,8861.4
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3063.2
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,4977.7
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1280
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2953.8
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1124.9
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,4660.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1531.6
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3938.4
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,4485.4
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,4977.7
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,6235.8
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,562.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,9824.1
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3063.2
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,562.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3829
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,4157.2
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,642.8
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,562.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,6782.8
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,5251.2
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,562.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,7001.6
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1586.3
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3829
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,562.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,9189.6
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,10300.24
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3063.2
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,12559.1
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,998.5
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3063.2
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,998.5
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,13215.5
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,11716.75
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,998.5
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1914.5
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,562.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1531.6
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,984.6
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2406.8
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3500.8
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,6137.35
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1280
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,748.85
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2735
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,748.85
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1531.6
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,4211.9
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,4211.9
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,748.85
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2002
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,765.8
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,562.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,4704.2
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,8916.1
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1280
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,642.8
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,4157.2
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,5579.4
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,562.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,4376
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,562.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,4211.9
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2249.8
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,13565.6
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,748.85
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3063.2
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,875.2
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3391.4
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1258.1
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,6925
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,562.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1280
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,6870.3
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,562.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3610.2
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3610.2
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3172.6
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1531.6
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,8806.7
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1914.5
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1280
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,6892.2
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3063.2
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,7964.3
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,5934.95
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,562.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,562.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,11558.1
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,998.5
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1914.5
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1280
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,6049.8
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,8423.8
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,748.85
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,3282
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,748.85
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,562.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,2735
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,875.2
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,4266.6
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,877.71
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,8927.04
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1280
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,9036.45
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,1280
27/03/2024,1249291,Westminster Society,,Bi-Borough Director of Integrated Care,9277.1
01/02/2024,1246224,Whitmore Vale Housing Association,,Bi-Borough Director of Integrated Care,3688.8
29/02/2024,1246224,Whitmore Vale Housing Association,,Bi-Borough Director of Integrated Care,3688.8
26/03/2024,1246224,Whitmore Vale Housing Association,,Bi-Borough Director of Integrated Care,4611
16/01/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,7921.77
01/02/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,3889.16
01/02/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,12631.32
01/02/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,1814.88
01/02/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,7851.2
01/02/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,12032.68
01/02/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,8856.89
01/02/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,7297.56
14/02/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,7921.77
29/02/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,7851.2
29/02/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,12032.68
29/02/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,3889.16
29/02/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,7297.56
29/02/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,6342
29/02/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,12631.32
29/02/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,1814.88
07/03/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,2195.84
14/03/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,7921.77
26/03/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,15789.15
26/03/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,2268.6
26/03/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,9814
26/03/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,15040.85
26/03/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,6233.85
26/03/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,7927.5
26/03/2024,1243566,Yarrow Housing Ltd,,Bi-Borough Director of Integrated Care,9121.95
09/01/2024,1249318,Zodiac Arts Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,715.5
07/02/2024,1249318,Zodiac Arts Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,715.5
05/03/2024,1249318,Zodiac Arts Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,715.5
05/01/2024,D000000016,GENERAL,,Bi-Borough Director of Integrated Care,5000
01/02/2024,1247852,Look Ahead Care and Support Ltd,,Bi-Borough Director of Integrated Care,1256.64
01/02/2024,1247852,Look Ahead Care and Support Ltd,,Bi-Borough Director of Integrated Care,1256.64
01/02/2024,1247852,Look Ahead Care and Support Ltd,,Bi-Borough Director of Integrated Care,911.76
01/02/2024,1247852,Look Ahead Care and Support Ltd,,Bi-Borough Director of Integrated Care,1597.68
01/02/2024,1247852,Look Ahead Care and Support Ltd,,Bi-Borough Director of Integrated Care,897.92
29/02/2024,1247852,Look Ahead Care and Support Ltd,,Bi-Borough Director of Integrated Care,1597.68
29/02/2024,1247852,Look Ahead Care and Support Ltd,,Bi-Borough Director of Integrated Care,911.76
29/02/2024,1247852,Look Ahead Care and Support Ltd,,Bi-Borough Director of Integrated Care,897.92
29/02/2024,1247852,Look Ahead Care and Support Ltd,,Bi-Borough Director of Integrated Care,1256.64
26/03/2024,1247852,Look Ahead Care and Support Ltd,,Bi-Borough Director of Integrated Care,1997.1
26/03/2024,1247852,Look Ahead Care and Support Ltd,,Bi-Borough Director of Integrated Care,1139.7
26/03/2024,1247852,Look Ahead Care and Support Ltd,,Bi-Borough Director of Integrated Care,1122.4
26/03/2024,1247852,Look Ahead Care and Support Ltd,,Bi-Borough Director of Integrated Care,1570.8
01/02/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,2888.49
01/02/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,1569.12
01/02/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,2368.48
01/02/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,931.77
01/02/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,971.04
01/02/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,1304.48
01/02/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,1473.72
29/02/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,1569.12
29/02/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,971.04
29/02/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,1473.72
29/02/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,1304.48
29/02/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,1304.48
29/02/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,1473.72
07/03/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,916.86
26/03/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,1213.8
26/03/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,1842.15
26/03/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,1630.6
26/03/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,1528.1
26/03/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,896.64
26/03/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,1630.6
26/03/2024,1248618,Riverside Echg,,Bi-Borough Director of Integrated Care,1842.15
01/02/2024,1245584,Single Homeless Project,,Bi-Borough Director of Integrated Care,1883.48
01/02/2024,1245584,Single Homeless Project,,Bi-Borough Director of Integrated Care,1880.28
29/02/2024,1245584,Single Homeless Project,,Bi-Borough Director of Integrated Care,1883.48
29/02/2024,1245584,Single Homeless Project,,Bi-Borough Director of Integrated Care,1880.28
26/03/2024,1245584,Single Homeless Project,,Bi-Borough Director of Integrated Care,2350.35
