Posting date,Supplier number,Supplier Name,Expense type,Department,Amount
16/11/2023,1250598,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,2377.88
16/11/2023,1298805,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1789.12
16/11/2023,1248163,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,732.92
16/11/2023,1248364,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1005.36
16/11/2023,1248138,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,2216.08
16/11/2023,1248808,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,697.08
16/11/2023,1250129,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1354.12
16/11/2023,1250289,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,929.16
16/11/2023,1248824,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,3625.84
16/11/2023,1250591,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,921.36
16/11/2023,1248391,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1149.72
16/11/2023,1269741,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1876.89
16/11/2023,1306038,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1035.32
16/11/2023,1250249,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1159.64
16/11/2023,1314430,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1227.36
16/11/2023,1248332,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1487.64
16/11/2023,1250369,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1282.36
16/11/2023,1283389,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,2770.08
16/11/2023,1271836,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1767.52
16/11/2023,1268253,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,853.08
16/11/2023,1250149,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,586.36
16/11/2023,1301862,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1534.52
16/11/2023,1247770,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1965.8
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1063.08
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,867.16
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1021.36
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,993.28
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,4254.76
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,4001.5
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1485.16
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1490.72
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2390.26
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1779.36
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,3157.64
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1831.24
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1080.84
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1835.16
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,3936.15
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,7111.72
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1128.04
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2789.96
16/11/2023,1285387,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1031.6
16/11/2023,1276408,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,3086.68
16/11/2023,1250505,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1198.96
16/11/2023,1247444,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,6040
16/11/2023,1250334,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,3324.08
16/11/2023,1249916,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,594.24
16/11/2023,1247454,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,3253.84
16/11/2023,1271986,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1643.8
16/11/2023,1258290,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1318.08
16/11/2023,1287393,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1384.56
16/11/2023,1296629,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,3324.12
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2444.84
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2340.96
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,825.6
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,610.84
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1330.72
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,4164.24
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,875.8
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1772
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2761.48
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1424.68
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,3357.56
16/11/2023,1266545,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1557.45
16/11/2023,1249912,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,3212.92
16/11/2023,1293038,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1282.64
16/11/2023,1250121,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,937.04
16/11/2023,1258730,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2267.76
16/11/2023,1247821,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1109.64
16/11/2023,1248746,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,811.56
16/11/2023,1266229,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,756.84
16/11/2023,1250511,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,540.48
16/11/2023,1296855,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,748.6
16/11/2023,1248831,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1840
16/11/2023,1250189,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1402.96
16/11/2023,1250539,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,698.04
16/11/2023,1250568,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,3177.72
16/11/2023,1248394,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,965.44
16/11/2023,1250076,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,6762.16
16/11/2023,1254313,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1209.12
16/11/2023,1249787,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1997.16
16/11/2023,1315620,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1032
16/11/2023,1248668,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1161.56
16/11/2023,1249014,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1848.84
16/11/2023,1250164,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,6871.32
16/11/2023,1300539,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2121.3
16/11/2023,1280904,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1450.76
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,8065.64
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1512.52
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1598.72
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2886.96
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1607.36
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,982.56
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1170.36
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1863.92
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2519.6
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2565.48
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1162.44
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2649.08
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,815.24
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,669.68
16/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2620.92
16/11/2023,1305903,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1294.16
16/11/2023,1249999,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,4724
16/11/2023,1250642,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1099.4
16/11/2023,1248686,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,906.12
16/11/2023,1281160,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,860
16/11/2023,1249978,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1039.6
16/11/2023,1248031,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1879.64
16/11/2023,1248801,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,721.88
16/11/2023,1250371,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,798.48
16/11/2023,1250094,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,808.88
16/11/2023,1247375,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1486.52
16/11/2023,1250115,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1195.08
16/11/2023,1250393,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1456.9
16/11/2023,1276645,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1676.48
16/11/2023,1248678,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,3239.92
16/11/2023,1276773,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1348.2
16/11/2023,1250672,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1055.88
16/11/2023,1310681,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1187.32
16/11/2023,1250318,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1416.97
17/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1652.76
17/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1652.56
17/11/2023,1245825,Sweet Tree Home Care Services,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,517.2
17/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1209
24/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,830.96
24/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1510.8
24/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1306.76
24/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2798.88
24/11/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,828.99
01/12/2023,1245825,Sweet Tree Home Care Services,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,581.85
13/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1117.62
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,5100
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1162.44
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2649.08
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,815.24
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1931.2
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,3091.35
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,669.68
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2620.92
14/12/2023,1305903,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1294.16
14/12/2023,1249999,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,4724
14/12/2023,1250642,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1099.4
14/12/2023,1248686,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,906.12
14/12/2023,1281160,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,860
14/12/2023,1249978,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1039.6
14/12/2023,1248031,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1879.64
14/12/2023,1248801,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,721.88
14/12/2023,1250371,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,798.48
14/12/2023,1250094,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,808.88
14/12/2023,1247375,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1486.52
14/12/2023,1250115,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1195.08
14/12/2023,1276645,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1676.48
14/12/2023,1250393,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1086.84
14/12/2023,1248672,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,3032.87
14/12/2023,1317632,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1424.64
14/12/2023,1248678,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,3239.92
14/12/2023,1276773,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1348.2
14/12/2023,1250672,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1055.88
14/12/2023,1310681,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1187.32
14/12/2023,1248734,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1980.08
14/12/2023,1248439,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1795.4
14/12/2023,1270639,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2339.56
14/12/2023,1260060,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1430.32
14/12/2023,1250318,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1058.92
14/12/2023,1248368,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1879.72
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1191.52
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1723
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,937.16
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1555.24
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1207
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,601.2
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,785.76
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1467.96
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1302
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1790.04
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1174.76
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,4146.44
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2693.76
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,653.76
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1383.76
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1286.92
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2101.76
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,519.88
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1172.12
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1807.8
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1555.24
14/12/2023,1248292,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1656.32
14/12/2023,1290534,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,8549.4
14/12/2023,1268587,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2733.24
14/12/2023,1250497,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,3499.88
14/12/2023,1250451,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1332.4
14/12/2023,1248022,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,3282.52
14/12/2023,1283277,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1122.16
14/12/2023,1288724,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,869.08
14/12/2023,1248169,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,916.2
14/12/2023,1250361,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,5858.52
14/12/2023,1250370,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1867.76
14/12/2023,1250286,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,2707.2
14/12/2023,1299337,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,810.56
14/12/2023,1249845,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,5142.76
14/12/2023,1277315,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,927.28
14/12/2023,1250582,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,696.32
14/12/2023,1250041,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,600.44
14/12/2023,1300821,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,4374.92
14/12/2023,1250394,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,843.52
14/12/2023,1308964,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care,1122.16
14/12/2023,1250636,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2131.88
14/12/2023,1300937,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1348.12
14/12/2023,1305920,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2271.24
14/12/2023,1249831,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,2216.08
14/12/2023,1250332,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,3053.96
14/12/2023,1309701,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1741.2
14/12/2023,1285115,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,3325.64
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,813.48
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1386.24
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,904.68
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,824.92
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1161.68
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,1161.76
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,566.24
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,8867.96
14/12/2023,1246066,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,937.16
