Posting date,Supplier number,Supplier name,Expense type,Department,Amount
22/08/2023,1275814,BSW HEATING LTD,,HRA City West Homes,26723.3
11/07/2023,1245358,Barry Welding & Boiler Co,,HRA City West Homes,5975
11/07/2023,1245358,Barry Welding & Boiler Co,,HRA City West Homes,6435
15/08/2023,1245358,Barry Welding & Boiler Co,,HRA City West Homes,8295
15/08/2023,1245358,Barry Welding & Boiler Co,,HRA City West Homes,5250
15/08/2023,1245358,Barry Welding & Boiler Co,,HRA City West Homes,6880
07/08/2023,1245362,Engie Urban Energy Group Ltd,B*Rechargeable Works,HRA City West Homes,18847.27
12/09/2023,1245057,Environment Agency,Other Expenses,HRA City West Homes,3849
12/09/2023,1245057,Environment Agency,Other Expenses,HRA City West Homes,3849
11/07/2023,1245371,G & D Higgins Mechanical Services L,,HRA City West Homes,4341.82
11/07/2023,1245371,G & D Higgins Mechanical Services L,,HRA City West Homes,7456.02
11/08/2023,1245371,G & D Higgins Mechanical Services L,,HRA City West Homes,4352.86
11/08/2023,1245371,G & D Higgins Mechanical Services L,,HRA City West Homes,6525
07/07/2023,1244744,Life Safety Distribution AG,,HRA City West Homes,618
02/08/2023,1244806,Lynch Insulation Ltd,,HRA City West Homes,1980
09/08/2023,1244806,Lynch Insulation Ltd,,HRA City West Homes,2250
07/07/2023,1248502,Pinnacle Housing,,HRA City West Homes,648.12
07/08/2023,1248502,Pinnacle Housing,,HRA City West Homes,648.12
26/09/2023,1248502,Pinnacle Housing,,HRA City West Homes,648.12
02/08/2023,1248584,Ramboll Uk Ltd,B*Safety Sampling & Testing,HRA City West Homes,58649.88
24/07/2023,1245520,Saacke Combustion Services Ltd,,HRA City West Homes,850.5
01/09/2023,1245520,Saacke Combustion Services Ltd,,HRA City West Homes,2910.4
07/07/2023,1246117,Total Gas & Power Limited,Non System - Gas,HRA City West Homes,440127.17
07/07/2023,1246117,Total Gas & Power Limited,Non System - Gas,HRA City West Homes,333242.72
07/07/2023,1246117,Total Gas & Power Limited,Non System - Gas,HRA City West Homes,426348.02
07/07/2023,1246117,Total Gas & Power Limited,Non System - Gas,HRA City West Homes,474485.33
07/07/2023,1246117,Total Gas & Power Limited,Non System - Gas,HRA City West Homes,358854.86
10/08/2023,1246117,Total Gas & Power Limited,Non System - Gas,HRA City West Homes,433069.94
10/08/2023,1246117,Total Gas & Power Limited,Non System - Gas,HRA City West Homes,15912.48
10/08/2023,1246117,Total Gas & Power Limited,Non System - Gas,HRA City West Homes,178845.3
10/08/2023,1246117,Total Gas & Power Limited,Non System - Gas,HRA City West Homes,412673.08
22/08/2023,1246117,Total Gas & Power Limited,Non System - Gas,HRA City West Homes,213013.83
18/08/2023,1246170,Veolia Energy and Utility Services,,HRA City West Homes,4061.33
22/08/2023,1246170,Veolia Energy and Utility Services,,HRA City West Homes,8122.66
20/07/2023,1245372,GEM Environmental Building,Other Recovered Costs,HRA City West Homes,10000
31/07/2023,1245372,GEM Environmental Building,Other Recovered Costs,HRA City West Homes,10000
04/09/2023,1245372,GEM Environmental Building,Other Recovered Costs,HRA City West Homes,10000
08/08/2023,1249083,The Association For Decentralised,Professional Subscriptions,HRA City West Homes,1410
23/08/2023,1294914,Osborne Thomas Ltd,Recruitment Expenses (excl. advertising),HRA City West Homes,2833
25/09/2023,1249167,TMP (UK) Ltd,Recruitment Expenses (excl. advertising),HRA City West Homes,2887
19/07/2023,1246598,Communities First,Hired and Contracted Services,HRA City West Homes,1515
27/07/2023,1246598,Communities First,Hired and Contracted Services,HRA City West Homes,1860
29/09/2023,1246598,Communities First,Hired and Contracted Services,HRA City West Homes,1935
28/09/2023,1243585,Groundwork London,Grounds Maintenance Contracts,HRA City West Homes,500
13/09/2023,1249722,Hafs Academy,B* Slides,HRA City West Homes,1500
06/09/2023,1299049,Paella Borthers Ltd,B* Slides,HRA City West Homes,1000
12/07/2023,1255216,Property Housemarketing,B*Contract Claims/Provisions,HRA City West Homes,4112.5
12/07/2023,1255216,Property Housemarketing,Printing,HRA City West Homes,1600
15/08/2023,1305183,Russell Up Events LTD / P&J Enterta,B* Slides,HRA City West Homes,1861.35
04/08/2023,1311031,PERSONAL PAYMENTS,B* Slides,HRA City West Homes,640
18/07/2023,1260877,Solo Managed Services Uk Ltd,"Publicity, Promotions and Advertisement",HRA City West Homes,1224.67
28/07/2023,1260877,Solo Managed Services Uk Ltd,"Publicity, Promotions and Advertisement",HRA City West Homes,1389.8
25/09/2023,1260877,Solo Managed Services Uk Ltd,"Publicity, Promotions and Advertisement",HRA City West Homes,2418.81
28/07/2023,1246206,Westco Trading ltd,"Publicity, Promotions and Advertisement",HRA City West Homes,541.5
28/07/2023,1246206,Westco Trading ltd,"Publicity, Promotions and Advertisement",HRA City West Homes,655.5
04/09/2023,1246206,Westco Trading ltd,"Publicity, Promotions and Advertisement",HRA City West Homes,513
25/09/2023,1246206,Westco Trading ltd,B* Slides,HRA City West Homes,584.25
25/09/2023,1246206,Westco Trading ltd,"Publicity, Promotions and Advertisement",HRA City West Homes,627
05/07/2023,1244033,Bowen Partnership,B* Public Analyst Charges -other,HRA City West Homes,2500
03/08/2023,1244033,Bowen Partnership,B* Public Analyst Charges -other,HRA City West Homes,900
06/09/2023,1244033,Bowen Partnership,B* Public Analyst Charges -other,HRA City West Homes,1650
29/09/2023,1244033,Bowen Partnership,B* Public Analyst Charges -other,HRA City West Homes,1400
04/09/2023,1244662,Jma Design & Technical Services,Printing,HRA City West Homes,560
03/07/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,2000
03/07/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,2000
03/07/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,2000
03/07/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,2000
03/07/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,2000
04/07/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,2000
05/07/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,2000
05/07/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,2000
10/07/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,2000
10/07/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,2000
10/07/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,2000
11/07/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,2000
12/07/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,2000
12/07/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,2000
13/07/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,2000
21/09/2023,D000000016,GENERAL,Legal Costs,HRA City West Homes,7500
22/09/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,5800
22/09/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,5800
22/09/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,5800
25/09/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,7800
25/09/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,7800
25/09/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,7800
25/09/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,7800
25/09/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,5652.09
28/09/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,7800
29/09/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,5800
29/09/2023,D000000016,GENERAL,Other Expenses,HRA City West Homes,7800
13/07/2023,1265544,J A Steele & Son Limited,,HRA City West Homes,2500
14/07/2023,1265544,J A Steele & Son Limited,,HRA City West Homes,1141.34
20/07/2023,1265544,J A Steele & Son Limited,,HRA City West Homes,1438
05/07/2023,1248247,Orchard Information Systems Ltd,Hired and Contracted Services,HRA City West Homes,1386
05/07/2023,1245325,Ricoh Uk Ltd,Printing,HRA City West Homes,1998.1
15/08/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,3619.2
15/08/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,854.7
25/08/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,1597.13
25/08/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,1385.99
25/08/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,2275.6
25/08/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,1186.21
25/08/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,1197.23
25/08/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,1078.37
25/08/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,1401.78
20/09/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,742.95
20/09/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,742.95
20/09/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,561.89
20/09/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,1082.35
16/08/2023,1248223,Oakray Limited,,HRA City West Homes,1361.16
26/07/2023,1243583,Effectable Construction Services,,HRA City West Homes,580.42
26/07/2023,1243583,Effectable Construction Services,,HRA City West Homes,1160.84
26/07/2023,1243583,Effectable Construction Services,,HRA City West Homes,1160.84
26/07/2023,1243583,Effectable Construction Services,,HRA City West Homes,850.04
26/07/2023,1243583,Effectable Construction Services,,HRA City West Homes,580.42
26/07/2023,1243583,Effectable Construction Services,,HRA City West Homes,580.42
17/08/2023,1243583,Effectable Construction Services,,HRA City West Homes,580.42
17/08/2023,1243583,Effectable Construction Services,,HRA City West Homes,580.42
17/08/2023,1243583,Effectable Construction Services,,HRA City West Homes,835.63
12/09/2023,1243583,Effectable Construction Services,,HRA City West Homes,580.42
12/09/2023,1243583,Effectable Construction Services,,HRA City West Homes,580.42
04/07/2023,1244742,Life Environmental Services Ltd,,HRA City West Homes,621
04/07/2023,1244742,Life Environmental Services Ltd,,HRA City West Homes,567
04/07/2023,1244742,Life Environmental Services Ltd,,HRA City West Homes,567
25/08/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,1240.99
25/08/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,1144.5
20/09/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,606.48
20/09/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,762.83
20/09/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,504.85
20/09/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,517.3
26/09/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,749.73
26/09/2023,1245382,Morgan Sindall Property Services,,HRA City West Homes,563.62
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,965.43
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,817.3
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,818.8
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1344.55
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,2977.38
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,844
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,735
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,859.77
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1512.5
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1192.5
17/07/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,561.73
21/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,840
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,760.15
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,542.26
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,607.1
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,584.2
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1051.1
16/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,840
16/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,965.43
16/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
16/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,525.55
16/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,681.95
16/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
16/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,515.78
16/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
16/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
16/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,690
16/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,1023.49
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,596.22
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,735
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,624.96
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,1090.2
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,1522.65
25/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,1082.83
25/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,628.26
04/09/2023,1245372,GEM Environmental Building,,HRA City West Homes,997.77
04/09/2023,1245372,GEM Environmental Building,,HRA City West Homes,690
04/09/2023,1245372,GEM Environmental Building,,HRA City West Homes,591.72
04/09/2023,1245372,GEM Environmental Building,,HRA City West Homes,1363.84
04/09/2023,1245372,GEM Environmental Building,,HRA City West Homes,770.34
21/09/2023,1245372,GEM Environmental Building,,HRA City West Homes,1035
21/09/2023,1245372,GEM Environmental Building,,HRA City West Homes,584.2
21/09/2023,1245372,GEM Environmental Building,,HRA City West Homes,1380
21/09/2023,1245372,GEM Environmental Building,,HRA City West Homes,782.25
21/09/2023,1245372,GEM Environmental Building,,HRA City West Homes,2077.38
17/07/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1516.2
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1256.41
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,538.79
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,559.33
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1182.9
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1248.14
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,9172.88
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,540.86
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,2912.33
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,3390.78
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1477.19
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1123.32
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1196.13
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1071.32
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,873.7
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,540.86
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,644.88
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1019.32
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,2912.33
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,977.72
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,592.92
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1081.72
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,748.88
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,977.72
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,967.32
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,2537.89
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,790.48
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,686.48
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,790.48
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,2569.09
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,950.53
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1579.5
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,651.89
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,667.34
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,648.84
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,870.59
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,606.84
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,682.8
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,639.5
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,984.62
17/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,2059.91
21/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,4704.25
21/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1980
21/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,998.12
21/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,10087
21/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1411.3
21/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,2391.71
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1205.9
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1091.54
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1980
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,4552.5
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,658.2
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1114.45
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,571.68
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,2857.5
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,3222.95
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,992.22
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1078.32
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,1124.72
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,653.82
24/07/2023,1245372,GEM Environmental Building,,HRA City West Homes,983.49
16/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,657.82
16/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,950
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,2122.91
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,2123.05
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1517.45
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,3534.94
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1219.45
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,2405.43
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,2066.58
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1784.2
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1643.02
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1987.49
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,7434.15
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1812.44
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1501.82
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1812.44
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1501.82
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,2123.05
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,2351.36
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1501.82
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1784.2
16/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1501.82
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,589.92
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,1116.95
21/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,937.08
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,983.49
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,5860.51
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,560.06
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,2537.89
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,540.86
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,1019.32
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,977.72
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,967.32
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,9172.88
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,748.88
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,873.7
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,644.88
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,3390.78
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,686.48
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,1081.72
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,2912.33
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,1071.32
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,1248.14
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,592.92
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,790.48
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,1477.19
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,1123.32
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,1196.13
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,540.86
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,2569.09
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,2912.33
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,790.48
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,977.72
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,853.79
21/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,757.58
21/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1812.44
21/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1812.44
21/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,2351.36
21/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1501.82
21/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,2123.05
21/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,2094.81
21/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1219.45
21/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1501.82
25/08/2023,1245372,GEM Environmental Building,,HRA City West Homes,2475
25/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,3005.9
25/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1300.38
25/08/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,1501.82
04/09/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,3224.32
04/09/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,3353.83
04/09/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,5739.88
04/09/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,2913.57
04/09/2023,1245372,GEM Environmental Building,B*Rechargeable Works,HRA City West Homes,6394.72
04/09/2023,1245372,GEM Environmental Building,,HRA City West Homes,1332.87
04/09/2023,1245372,GEM Environmental Building,,HRA City West Homes,1378.11
04/09/2023,1245372,GEM Environmental Building,,HRA City West Homes,600
04/09/2023,1245372,GEM Environmental Building,,HRA City West Homes,922.99
04/09/2023,1245372,GEM Environmental Building,,HRA City West Homes,1295.66
04/09/2023,1245372,GEM Environmental Building,,HRA City West Homes,2724.56
04/09/2023,1245372,GEM Environmental Building,,HRA City West Homes,1966.98
07/09/2023,1245372,GEM Environmental Building,,HRA City West Homes,790.48
