Directorate,Department,Expenditure Type,Ref.Doc.1,Vendor Name,Expenditure Amount (exc VAT),Payment Date,"Comment from
Database:
Publish/ Exclude/ Publish-Redact Name"
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580453,MI HOMECARE LIMITED,198.66,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580456,MI HOMECARE LIMITED,132.44,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580457,MI HOMECARE LIMITED,28.38,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580459,MI HOMECARE LIMITED,279.07,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580461,MI HOMECARE LIMITED,354.75,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580462,MI HOMECARE LIMITED,297.99,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580463,MI HOMECARE LIMITED,690.58,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580465,MI HOMECARE LIMITED,99.33,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580466,MI HOMECARE LIMITED,66.22,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580467,MI HOMECARE LIMITED,146.63,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580470,MI HOMECARE LIMITED,331.10,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580471,MI HOMECARE LIMITED,297.99,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580472,MI HOMECARE LIMITED,165.55,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580475,MI HOMECARE LIMITED,151.36,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580477,MI HOMECARE LIMITED,118.25,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580479,MI HOMECARE LIMITED,255.42,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580480,MI HOMECARE LIMITED,113.52,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580481,MI HOMECARE LIMITED,184.47,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580482,MI HOMECARE LIMITED,"1,788.13",28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580483,MI HOMECARE LIMITED,132.44,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580485,MI HOMECARE LIMITED,331.10,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580486,MI HOMECARE LIMITED,425.70,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580487,MI HOMECARE LIMITED,146.63,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580488,MI HOMECARE LIMITED,175.01,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580490,MI HOMECARE LIMITED,70.95,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580491,MI HOMECARE LIMITED,288.53,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580492,MI HOMECARE LIMITED,132.44,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580493,MI HOMECARE LIMITED,99.33,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580496,MI HOMECARE LIMITED,85.14,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580497,MI HOMECARE LIMITED,66.22,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580499,MI HOMECARE LIMITED,137.17,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580500,MI HOMECARE LIMITED,227.04,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580501,MI HOMECARE LIMITED,170.28,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580502,MI HOMECARE LIMITED,113.52,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580503,MI HOMECARE LIMITED,99.33,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580505,MI HOMECARE LIMITED,113.52,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580506,MI HOMECARE LIMITED,42.57,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580507,MI HOMECARE LIMITED,94.60,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580508,MI HOMECARE LIMITED,66.22,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580509,MI HOMECARE LIMITED,269.61,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580512,MI HOMECARE LIMITED,302.72,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580513,MI HOMECARE LIMITED,756.80,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580515,MI HOMECARE LIMITED,288.53,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580516,MI HOMECARE LIMITED,85.14,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580519,MI HOMECARE LIMITED,42.57,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580520,MI HOMECARE LIMITED,56.76,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580529,MI HOMECARE LIMITED,255.42,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580530,MI HOMECARE LIMITED,340.56,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580531,MI HOMECARE LIMITED,75.68,28/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573156,AGUDAS ISRAEL HOUSING ASSCTN LTD,"1,425.84",11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573649,AGUDAS ISRAEL HOUSING ASSCTN LTD,767.76,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573650,AGUDAS ISRAEL HOUSING ASSCTN LTD,-109.68,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575621,AGUDAS ISRAEL HOUSING ASSCTN LTD,"1,425.84",14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579499,Brunswick Supported Living,606.40,25/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573077,Practical Care,56.81,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573078,Practical Care,198.82,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573079,Practical Care,28.40,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573080,Practical Care,884.54,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573081,Practical Care,255.62,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573082,Practical Care,227.22,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573083,Practical Care,600.51,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573084,Practical Care,738.47,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573085,Practical Care,255.62,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573087,Practical Care,357.06,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573088,Practical Care,248.32,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573089,Practical Care,624.86,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573090,Practical Care,478.79,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573091,Practical Care,137.96,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573093,Practical Care,312.43,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573096,Practical Care,568.05,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573097,Practical Care,113.61,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573098,Practical Care,255.62,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573101,Practical Care,113.61,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573102,Practical Care,600.51,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573103,Practical Care,284.03,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573104,Practical Care,142.01,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573105,Practical Care,624.86,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573106,Practical Care,340.83,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573107,Practical Care,681.66,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573108,Practical Care,284.03,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573111,Practical Care,511.25,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573112,Practical Care,340.83,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573115,Practical Care,714.12,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573117,Practical Care,56.81,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573118,Practical Care,198.82,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573119,Practical Care,884.54,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573120,Practical Care,255.62,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573121,Practical Care,227.22,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573122,Practical Care,600.51,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573123,Practical Care,738.47,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573124,Practical Care,255.62,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573126,Practical Care,357.06,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573127,Practical Care,248.32,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573128,Practical Care,624.86,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573129,Practical Care,478.79,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573130,Practical Care,154.19,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573132,Practical Care,312.43,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573135,Practical Care,568.05,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573136,Practical Care,113.61,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573137,Practical Care,255.62,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573140,Practical Care,113.61,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573141,Practical Care,600.51,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573142,Practical Care,284.03,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573143,Practical Care,142.01,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573144,Practical Care,624.86,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573145,Practical Care,340.83,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573146,Practical Care,681.66,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573147,Practical Care,284.03,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573150,Practical Care,511.25,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573151,Practical Care,340.83,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573153,Practical Care,714.12,11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575181,KLEJ Ltd,"1,428.52",12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575182,KLEJ Ltd,42.04,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575183,KLEJ Ltd,257.50,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575184,KLEJ Ltd,527.88,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575185,KLEJ Ltd,289.03,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575186,KLEJ Ltd,257.50,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575187,KLEJ Ltd,220.71,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575188,KLEJ Ltd,220.71,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575189,KLEJ Ltd,294.28,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575190,KLEJ Ltd,772.49,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575191,KLEJ Ltd,"1,166.49",12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575192,KLEJ Ltd,147.14,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575193,KLEJ Ltd,147.14,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575195,KLEJ Ltd,220.71,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575197,KLEJ Ltd,162.91,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575198,KLEJ Ltd,257.50,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575200,KLEJ Ltd,84.08,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575201,KLEJ Ltd,583.31,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575202,KLEJ Ltd,147.14,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575203,KLEJ Ltd,451.93,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575206,KLEJ Ltd,147.14,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575207,KLEJ Ltd,47.30,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575209,KLEJ Ltd,583.31,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575210,KLEJ Ltd,31.53,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575212,KLEJ Ltd,168.16,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575213,KLEJ Ltd,63.06,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575214,KLEJ Ltd,183.93,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575215,KLEJ Ltd,662.13,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575217,KLEJ Ltd,183.93,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575220,KLEJ Ltd,283.77,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575221,KLEJ Ltd,441.42,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575222,KLEJ Ltd,42.04,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575335,KLEJ Ltd,"1,428.52",14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575336,KLEJ Ltd,257.50,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575337,KLEJ Ltd,527.88,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575338,KLEJ Ltd,257.50,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575339,KLEJ Ltd,220.71,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575340,KLEJ Ltd,220.71,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575341,KLEJ Ltd,294.28,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575342,KLEJ Ltd,783.00,14/04/2023,PUBLISH
