Body Name,Vendor Number,Vendor Name,Cost Centre,Service Label,BV Code,Amount,Period
Slough Borough Council,629,C.H.O.I.C.E Limited,M26E,Adult Social Care Operations,Supplies and Services,"11,367.02",Jul-23
Slough Borough Council,629,C.H.O.I.C.E Limited,M26E,Adult Social Care Operations,Supplies and Services,"12,128.84",Jul-23
Slough Borough Council,629,C.H.O.I.C.E Limited,M26E,Adult Social Care Operations,Supplies and Services,"6,320.95",Jul-23
Slough Borough Council,629,C.H.O.I.C.E Limited,M26E,Adult Social Care Operations,Supplies and Services,"11,724.95",Jul-23
Slough Borough Council,629,C.H.O.I.C.E Limited,M26E,Adult Social Care Operations,Supplies and Services,"11,082.82",Jul-23
Slough Borough Council,629,C.H.O.I.C.E Limited,M26E,Adult Social Care Operations,Supplies and Services,"11,646.00",Jul-23
Slough Borough Council,629,C.H.O.I.C.E Limited,M26E,Adult Social Care Operations,Supplies and Services,"9,816.24",Jul-23
Slough Borough Council,629,C.H.O.I.C.E Limited,M42E,Adult Social Care Operations,Supplies and Services,"5,823.51",Jul-23
Slough Borough Council,629,C.H.O.I.C.E Limited,M42E,Adult Social Care Operations,Supplies and Services,"6,266.44",Jul-23
Slough Borough Council,629,C.H.O.I.C.E Limited,M42E,Adult Social Care Operations,Supplies and Services,"6,303.94",Jul-23
Slough Borough Council,629,C.H.O.I.C.E Limited,M42E,Adult Social Care Operations,Supplies and Services,"1,135.71",Jul-23
Slough Borough Council,629,C.H.O.I.C.E Limited,M42E,Adult Social Care Operations,Supplies and Services,"6,395.91",Jul-23
Slough Borough Council,629,C.H.O.I.C.E Limited,M44F,Adult Social Care Operations,Supplies and Services,"2,648.53",Jul-23
Slough Borough Council,629,C.H.O.I.C.E Limited,M44F,Adult Social Care Operations,Supplies and Services,"2,675.36",Jul-23
Slough Borough Council,629,C.H.O.I.C.E Limited,M26E,Adult Social Care Operations,External Receipts,-523.01,Jul-23
Slough Borough Council,629,C.H.O.I.C.E Limited,M26E,Adult Social Care Operations,External Receipts,-515.75,Jul-23
Slough Borough Council,806459,Cambridgeshire County Council,F123,Education & Inclusion,External Receipts,715.68,Jul-23
Slough Borough Council,808007,Cameron & Cooper Limited (The Beech House School),F462,Children & Families,Supplies and Services,"2,105.20",Jul-23
Slough Borough Council,808972,Cardea Healthcare,M44E,Adult Social Care Operations,Supplies and Services,668.26,Jul-23
Slough Borough Council,808972,Cardea Healthcare,M44E,Adult Social Care Operations,Supplies and Services,668.26,Jul-23
Slough Borough Council,808972,Cardea Healthcare,M44E,Adult Social Care Operations,Supplies and Services,668.26,Jul-23
Slough Borough Council,808972,Cardea Healthcare,M44E,Adult Social Care Operations,Supplies and Services,668.26,Jul-23
Slough Borough Council,808972,Cardea Healthcare,M44E,Adult Social Care Operations,Supplies and Services,668.24,Jul-23
Slough Borough Council,808972,Cardea Healthcare,M44E,Adult Social Care Operations,Supplies and Services,668.26,Jul-23
Slough Borough Council,808972,Cardea Healthcare,M44E,Adult Social Care Operations,Supplies and Services,668.26,Jul-23
Slough Borough Council,808972,Cardea Healthcare,M44E,Adult Social Care Operations,Supplies and Services,668.26,Jul-23
Slough Borough Council,808972,Cardea Healthcare,M44E,Adult Social Care Operations,Supplies and Services,668.24,Jul-23
Slough Borough Council,808972,Cardea Healthcare,M44E,Adult Social Care Operations,Supplies and Services,668.24,Jul-23
Slough Borough Council,808972,Cardea Healthcare,M44E,Adult Social Care Operations,Supplies and Services,668.24,Jul-23
Slough Borough Council,805717,Care Management Group Ltd,M26E,Adult Social Care Operations,Supplies and Services,"13,945.89",Jul-23
Slough Borough Council,805621,Care Staff Services,A07R,Adult Social Care Operations,Supplies and Services,"2,178.75",Jul-23
Slough Borough Council,805621,Care Staff Services,A07R,Adult Social Care Operations,Supplies and Services,"2,187.50",Jul-23
Slough Borough Council,805621,Care Staff Services,A07R,Adult Social Care Operations,Supplies and Services,"2,205.00",Jul-23
Slough Borough Council,805621,Care Staff Services,A07R,Adult Social Care Operations,Supplies and Services,503.13,Jul-23
Slough Borough Council,805621,Care Staff Services,M44C,Adult Social Care Operations,Supplies and Services,634.38,Jul-23
Slough Borough Council,805621,Care Staff Services,M44C,Adult Social Care Operations,Supplies and Services,717.50,Jul-23
Slough Borough Council,805621,Care Staff Services,M44C,Adult Social Care Operations,Supplies and Services,782.50,Jul-23
Slough Borough Council,805621,Care Staff Services,M44C,Adult Social Care Operations,Supplies and Services,"1,813.00",Jul-23
Slough Borough Council,805621,Care Staff Services,M44C,Adult Social Care Operations,Supplies and Services,857.50,Jul-23
Slough Borough Council,805621,Care Staff Services,M44C,Adult Social Care Operations,Supplies and Services,848.75,Jul-23
Slough Borough Council,805621,Care Staff Services,M44C,Adult Social Care Operations,Supplies and Services,774.38,Jul-23
Slough Borough Council,805621,Care Staff Services,M44C,Adult Social Care Operations,Supplies and Services,906.50,Jul-23
Slough Borough Council,805621,Care Staff Services,M44C,Adult Social Care Operations,Supplies and Services,"2,205.00",Jul-23
Slough Borough Council,805621,Care Staff Services,M44C,Adult Social Care Operations,Supplies and Services,752.50,Jul-23
Slough Borough Council,805621,Care Staff Services,M44C,Adult Social Care Operations,Supplies and Services,"2,030.00",Jul-23
Slough Borough Council,805621,Care Staff Services,M44C,Adult Social Care Operations,Supplies and Services,"2,205.00",Jul-23
Slough Borough Council,805621,Care Staff Services,M44C,Adult Social Care Operations,Supplies and Services,513.38,Jul-23
Slough Borough Council,805621,Care Staff Services,M44C,Adult Social Care Operations,Supplies and Services,581.88,Jul-23
Slough Borough Council,805621,Care Staff Services,M44C,Adult Social Care Operations,Supplies and Services,"1,225.00",Jul-23
