Body Name,Vendor Number,Vendor Name,Cost Centre,Service Label,BV Code,Amount,Period
Slough Borough Council,1869,3Ms Gold Services Limited,P006,Capital,Capital Charges,"8,272.93",Sep-23
Slough Borough Council,536,Ability Housing Association,M42E,Adult Social Care Operations,Supplies and Services,"3,490.51",Sep-23
Slough Borough Council,536,Ability Housing Association,M42E,Adult Social Care Operations,Supplies and Services,"2,788.84",Sep-23
Slough Borough Council,536,Ability Housing Association,M42E,Adult Social Care Operations,Supplies and Services,"2,895.29",Sep-23
Slough Borough Council,536,Ability Housing Association,M42E,Adult Social Care Operations,Supplies and Services,"2,852.71",Sep-23
Slough Borough Council,536,Ability Housing Association,M42E,Adult Social Care Operations,Supplies and Services,"2,860.19",Sep-23
Slough Borough Council,536,Ability Housing Association,M42E,Adult Social Care Operations,Supplies and Services,"2,835.72",Sep-23
Slough Borough Council,536,Ability Housing Association,M42E,Adult Social Care Operations,Supplies and Services,"3,023.04",Sep-23
Slough Borough Council,536,Ability Housing Association,M42E,Adult Social Care Operations,Supplies and Services,"2,682.39",Sep-23
Slough Borough Council,536,Ability Housing Association,M42E,Adult Social Care Operations,Supplies and Services,"1,532.71",Sep-23
Slough Borough Council,536,Ability Housing Association,M42E,Adult Social Care Operations,Supplies and Services,"2,008.57",Sep-23
Slough Borough Council,536,Ability Housing Association,M42E,Adult Social Care Operations,Supplies and Services,"2,583.40",Sep-23
Slough Borough Council,536,Ability Housing Association,M42E,Adult Social Care Operations,Supplies and Services,"1,967.08",Sep-23
Slough Borough Council,536,Ability Housing Association,M42E,Adult Social Care Operations,Supplies and Services,"3,261.53",Sep-23
Slough Borough Council,536,Ability Housing Association,M42E,Adult Social Care Operations,Supplies and Services,"2,861.24",Sep-23
Slough Borough Council,536,Ability Housing Association,M42E,Adult Social Care Operations,Supplies and Services,"2,924.06",Sep-23
Slough Borough Council,536,Ability Housing Association,M42E,Adult Social Care Operations,Supplies and Services,"2,668.57",Sep-23
Slough Borough Council,536,Ability Housing Association,M42E,Adult Social Care Operations,Supplies and Services,"1,348.57",Sep-23
Slough Borough Council,536,Ability Housing Association,M42E,Adult Social Care Operations,Supplies and Services,"3,222.12",Sep-23
Slough Borough Council,536,Ability Housing Association,M44E,Adult Social Care Operations,Supplies and Services,"1,997.04",Sep-23
Slough Borough Council,536,Ability Housing Association,M44E,Adult Social Care Operations,Supplies and Services,"2,354.72",Sep-23
Slough Borough Council,536,Ability Housing Association,M44E,Adult Social Care Operations,Supplies and Services,"2,439.88",Sep-23
Slough Borough Council,536,Ability Housing Association,M44E,Adult Social Care Operations,Supplies and Services,"1,924.65",Sep-23
Slough Borough Council,2898,Achieve Together t/a The Regard Partnership Ltd,M26E,Adult Social Care Operations,Supplies and Services,"7,278.43",Sep-23
Slough Borough Council,2898,Achieve Together t/a The Regard Partnership Ltd,M26E,Adult Social Care Operations,Supplies and Services,"6,147.17",Sep-23
Slough Borough Council,2898,Achieve Together t/a The Regard Partnership Ltd,M42E,Adult Social Care Operations,Supplies and Services,"6,562.71",Sep-23
Slough Borough Council,2898,Achieve Together t/a The Regard Partnership Ltd,M42E,Adult Social Care Operations,Supplies and Services,"6,786.99",Sep-23
Slough Borough Council,2898,Achieve Together t/a The Regard Partnership Ltd,M42E,Adult Social Care Operations,Supplies and Services,"5,040.04",Sep-23
Slough Borough Council,2898,Achieve Together t/a The Regard Partnership Ltd,M42E,Adult Social Care Operations,Supplies and Services,"6,347.57",Sep-23
Slough Borough Council,2898,Achieve Together t/a The Regard Partnership Ltd,M42E,Adult Social Care Operations,Supplies and Services,"5,162.44",Sep-23
Slough Borough Council,2898,Achieve Together t/a The Regard Partnership Ltd,M44D,Adult Social Care Operations,Supplies and Services,"4,684.71",Sep-23
Slough Borough Council,2898,Achieve Together t/a The Regard Partnership Ltd,M44E,Adult Social Care Operations,Supplies and Services,"5,630.79",Sep-23
Slough Borough Council,805529,Action First Recrutiment Ltd,A02A,People,Supplies and Services,"1,100.00",Sep-23
Slough Borough Council,805529,Action First Recrutiment Ltd,A02A,People,Supplies and Services,550.00,Sep-23
Slough Borough Council,805529,Action First Recrutiment Ltd,A02A,People,Supplies and Services,930.00,Sep-23
Slough Borough Council,2135,Adventure Learning Childcare Limited,F909,Children & Families,Supplies and Services,710.49,Sep-23
Slough Borough Council,2135,Adventure Learning Childcare Limited,F909,Children & Families,Supplies and Services,"12,339.77",Sep-23
Slough Borough Council,2135,Adventure Learning Childcare Limited,F909,Children & Families,Supplies and Services,528.00,Sep-23
Slough Borough Council,805178,AFM Transport Limited,P243,Capital,Supplies and Services,754.19,Sep-23
Slough Borough Council,2486,Agriculture And Estate Services Limited,P243,Capital,Capital Charges,"2,880.00",Sep-23
Slough Borough Council,808940,AJP Logistics Ltd,P242,Capital,Capital Charges,512.75,Sep-23
Slough Borough Council,809107,All About Place Ltd,D224,Place Regulation,Supplies and Services,"1,560.00",Sep-23
Slough Borough Council,809107,All About Place Ltd,D224,Place Regulation,Supplies and Services,"1,040.00",Sep-23
Slough Borough Council,809107,All About Place Ltd,D224,Place Regulation,Supplies and Services,520.00,Sep-23
Slough Borough Council,809107,All About Place Ltd,D224,Place Regulation,Supplies and Services,660.00,Sep-23
Slough Borough Council,809107,All About Place Ltd,D224,Place Regulation,Supplies and Services,660.00,Sep-23
Slough Borough Council,809107,All About Place Ltd,D224,Place Regulation,Supplies and Services,630.00,Sep-23
Slough Borough Council,806268,Allied Publicity Services (Manchester) Limited,A120,Customer,Supplies and Services,582.00,Sep-23
Slough Borough Council,2197,Altwood Housing Ltd,H205,Housing (People) Services,Supplies and Services,"1,798.00",Sep-23
Slough Borough Council,2197,Altwood Housing Ltd,H205,Housing (People) Services,Supplies and Services,837.00,Sep-23
Slough Borough Council,2197,Altwood Housing Ltd,H205,Housing (People) Services,Supplies and Services,"1,740.00",Sep-23
Slough Borough Council,2197,Altwood Housing Ltd,H205,Housing (People) Services,Supplies and Services,"1,798.00",Sep-23
Slough Borough Council,2197,Altwood Housing Ltd,H205,Housing (People) Services,Supplies and Services,990.00,Sep-23
Slough Borough Council,2197,Altwood Housing Ltd,H205,Housing (People) Services,Supplies and Services,"1,426.00",Sep-23
Slough Borough Council,2197,Altwood Housing Ltd,H205,Housing (People) Services,Supplies and Services,"1,116.00",Sep-23
Slough Borough Council,2197,Altwood Housing Ltd,H205,Housing (People) Services,Supplies and Services,"1,116.00",Sep-23
Slough Borough Council,2197,Altwood Housing Ltd,H205,Housing (People) Services,Supplies and Services,930.00,Sep-23
Slough Borough Council,2197,Altwood Housing Ltd,H205,Housing (People) Services,Supplies and Services,"1,116.00",Sep-23
Slough Borough Council,2197,Altwood Housing Ltd,H205,Housing (People) Services,Supplies and Services,"1,023.00",Sep-23
Slough Borough Council,2197,Altwood Housing Ltd,H205,Housing (People) Services,Supplies and Services,810.00,Sep-23
Slough Borough Council,2197,Altwood Housing Ltd,H205,Housing (People) Services,Supplies and Services,990.00,Sep-23
Slough Borough Council,2197,Altwood Housing Ltd,H205,Housing (People) Services,Supplies and Services,"1,023.00",Sep-23
