Directorate,Service,Division,Responsible Unit,Expense Type,Payment Date,Trans No,Net Amount,Supplier Name
Children�s Services,Education Services,Other Strategic Functions,High Needs Out Of Borough Special Schools,Third Party Payments - SEN Placement Funding,04/08/2023,5809335,"9,290.16",Grangewood Independent School
Children�s Services,Education Services,Other Strategic Functions,High Needs Out Of Borough Special Schools,Third Party Payments - SEN Placement Funding,25/08/2023,5809337,"21,242.00",Grangewood Independent School
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,18/08/2023,5806889,"3,500.00",Greater London Fostering LTD
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,18/08/2023,5806890,"3,875.00",Greater London Fostering LTD
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,25/08/2023,5811580,"3,875.00",Greater London Fostering LTD
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Materials - Cleaning Materials,04/08/2023,5803757,285.36,GREENER SOLUTIONS LTD
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Materials - Cleaning Materials,07/08/2023,5804071,264.35,GREENER SOLUTIONS LTD
Children�s Services,Children's Social Care,Services for young people,"Commissioned Services		",Third Party Payments - Voluntary Associations,30/08/2023,5811519,"17,500.00",Half Moon Young People's Theatre
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,14/08/2023,5806393,"1,585.65",HAMAR PROPERTY SERVICES LTD
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,14/08/2023,5806394,"1,585.65",HAMAR PROPERTY SERVICES LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,18/08/2023,5806417,771.48,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,18/08/2023,5806418,260,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,16/08/2023,5813419,294.8,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,16/08/2023,5813421,280,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,16/08/2023,5813422,350,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,16/08/2023,5813423,280,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,16/08/2023,5813424,280,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,16/08/2023,5813425,350,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,16/08/2023,5813426,280,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,18/08/2023,5813427,"1,028.64",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,18/08/2023,5813429,"1,992.99",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,18/08/2023,5813430,"1,992.99",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,18/08/2023,5813431,"1,992.99",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,18/08/2023,5813432,"1,992.99",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,18/08/2023,5813434,"1,992.99",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,18/08/2023,5813435,"1,992.99",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,16/08/2023,5813787,350,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,16/08/2023,5813789,350,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,16/08/2023,5813791,350,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,16/08/2023,5813793,280,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,18/08/2023,5813794,"1,992.99",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,18/08/2023,5813796,"1,992.99",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,18/08/2023,5813797,"1,992.99",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,18/08/2023,5813798,"1,992.99",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,16/08/2023,5813799,"1,992.99",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,16/08/2023,5813800,"1,992.99",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,16/08/2023,5813801,321.45,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,16/08/2023,5813802,"1,992.99",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,18/08/2023,5813803,"1,992.99",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,18/08/2023,5814886,"4,650.00",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Reg Plan Maint L-Allow,25/08/2023,5813420,350,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5813433,"1,992.99",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5813804,"1,306.34",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5813805,"1,306.34",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5814561,"1,306.34",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5814562,"1,306.34",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5814563,"1,306.34",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5814565,360,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5814566,"1,306.34",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5814569,309.15,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5814571,"1,306.34",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5814573,"1,222.06",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5814880,"1,306.34",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5814882,"1,306.34",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5814884,"1,306.34",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5814887,"1,306.34",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5814888,"1,306.34",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5814889,"1,306.34",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5814891,"1,306.34",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,30/08/2023,5814894,309.15,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,30/08/2023,5814896,"1,306.34",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,30/08/2023,5814897,"1,306.34",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Sup Lod,25/08/2023,5814575,750,HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/08/2023,5809712,"1,264.20",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5813428,"1,992.99",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5814568,"1,306.34",HAMLETTS LTD
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,30/08/2023,5814893,309.15,HAMLETTS LTD
Children�s Services,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,23/08/2023,5815465,"22,533.00",Headstart Nursery
Children�s Services,Education Services,Early Years,Private Voluntary & Independant Extended Funding Hours,Third Party Payments - Voluntary Associations,23/08/2023,5815540,"5,439.00",Headstart Nursery
Children�s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,23/08/2023,5815392,"17,871.00",Headstart Nursery
Children�s Services,Education Services,Other Strategic Functions,SEN External Travel,Non Staff Transport Costs - Reimbursement,02/08/2023,5809264,"13,092.75",Healthcare and Transport Services Group Ltd
Children�s Services,Education Services,Other Strategic Functions,Schools Library,Newspapers and Magazines - General Purchases,04/08/2023,5803199,609.48,Heath Books Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,25/08/2023,5811814,"5,617.82",HEATH FARM SERVICES
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,25/08/2023,5811815,"5,617.82",HEATH FARM SERVICES
Children�s Services,Education Services,Other Strategic Functions,Alternative Provision,Services - Professional Fees - Consultants Fees,02/08/2023,5809555,"3,000.00",Section 40 FOIA
Children�s Services,Children's Social Care,Service Strategy,"CSC Learning & Development		",Training Expenses - Staff External Training (UK Based),18/08/2023,5807091,"1,000.00",IFC TRAINING AND CONSULTING
Children�s Services,Children's Social Care,Children's and Young People's Safety,Early Help Central Team,Training Expenses - Staff External Training (UK Based),18/08/2023,5814678,349,IGGP LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5810307,"2,529.64",Inclusive Care Support Ltd
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5809288,"3,492.86",Inclusive Care Support Ltd
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5810306,"3,492.86",Inclusive Care Support Ltd
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5811198,"3,492.86",Inclusive Care Support Ltd
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5811199,"3,492.86",Inclusive Care Support Ltd
Children�s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,25/08/2023,5809710,"13,232.40",Independent Communication Solutions Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,07/08/2023,5804804,"4,114.28",Infinity Foster Care
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,07/08/2023,5804805,"20,314.28",Infinity Foster Care
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,25/08/2023,5810476,"7,971.43",Infinity Foster Care
Children�s Services,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Other External Fees - Consultants Fees,25/08/2023,5811189,"2,602.00",INGLETON WOOD
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,25/08/2023,5810451,"3,875.00",Inspire Growth Services Ltd
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,04/08/2023,5809747,"4,577.50",INSPIREAMILLION LIMITED
Children�s Services,Children's Social Care,Children's and Young People's Safety,Early Help Central Team,Training Expenses - Staff External Training (UK Based),16/08/2023,5813259,"9,718.00",Interface Enterprises Ltd
Children�s Services,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,23/08/2023,5815467,"24,087.00",Iqra Pre School
Children�s Services,Education Services,Early Years,Private Voluntary & Independant Extended Funding Hours,Third Party Payments - Voluntary Associations,23/08/2023,5815542,777,Iqra Pre School
Children�s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,23/08/2023,5815394,"17,871.00",Iqra Pre School
Children�s Services,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,23/08/2023,5815466,"8,547.00",Iqra Preschool
Children�s Services,Education Services,Early Years,Private Voluntary & Independant Extended Funding Hours,Third Party Payments - Voluntary Associations,23/08/2023,5815541,"1,554.00",Iqra Preschool
Children�s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,23/08/2023,5815393,"5,439.00",Iqra Preschool
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Repairs and Maintenance - Responsive - Repair & Maintenance,02/08/2023,5803272,428.3,J.Scott & Sons Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Repairs and Maintenance - Responsive - Repair & Maintenance,18/08/2023,5807075,395,J.Scott & Sons Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Repairs and Maintenance - Responsive - Repair & Maintenance,18/08/2023,5807077,757.87,J.Scott & Sons Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Repairs and Maintenance - Responsive - Repair & Maintenance,18/08/2023,5807079,419.49,J.Scott & Sons Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Repairs and Maintenance - Responsive - Repair & Maintenance,18/08/2023,5807081,424,J.Scott & Sons Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Repairs and Maintenance - Responsive - Repair & Maintenance,18/08/2023,5807082,395,J.Scott & Sons Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Repairs and Maintenance - Responsive - Repair & Maintenance,21/08/2023,5808948,470.15,J.Scott & Sons Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Repairs and Maintenance - Responsive - Repair & Maintenance,23/08/2023,5809342,259,J.Scott & Sons Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Sch. Meals A/c - Cayley,Kitchen Supplies - Catering Equipment,02/08/2023,5803513,424,J.Scott & Sons Ltd
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Third Party Payments - Payments to Schools,18/08/2023,5807090,"1,300.00",JAMES OGLETHORPE PRIMARY SCHOOL
Children�s Services,Children's Social Care,Youth Justice,Young Tower Hamlets,Repairs and Maintenance - Responsive - Repair & Maintenance,16/08/2023,5806744,"2,450.00",JC Coster (Metalworks) Ltd
Children�s Services,Children's Social Care,Children's and Young People's Safety,"South West Birth to 19 Family Support		",Repairs and Maintenance - Responsive - Repair & Maintenance,25/08/2023,5809636,"6,400.00",JC Coster (Metalworks) Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Professional Dev Centre,Repairs and Maintenance - Responsive - Repair & Maintenance,16/08/2023,5806745,340,JC Coster (Metalworks) Ltd
Children�s Services,Education Services,Other Strategic Functions,Music Trading Account,Payments to Private Contractors - General Contractors,30/08/2023,5812861,"1,338.00",Jessica Summers Projects
Children�s Services,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,23/08/2023,5815469,"13,209.00",Jingle Jungle Nursery
Children�s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,23/08/2023,5815396,"11,655.00",Jingle Jungle Nursery
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/08/2023,5803549,"1,875.00",Jordan Xavier LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/08/2023,5803550,"2,767.86",Jordan Xavier LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/08/2023,5803551,"2,678.57",Jordan Xavier LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/08/2023,5803552,"2,767.86",Jordan Xavier LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/08/2023,5803553,"2,678.57",Jordan Xavier LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,07/08/2023,5803554,892.86,Jordan Xavier LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,07/08/2023,5805032,"2,357.14",Jordan Xavier LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5813315,553.57,Jordan Xavier LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supported Living,07/08/2023,5805032,535.71,Jordan Xavier LTD
Children�s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supported Living,25/08/2023,5813315,"2,435.71",Jordan Xavier LTD
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,07/08/2023,5805031,"2,057.14",Jordan Xavier LTD
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,25/08/2023,5813314,664.29,Jordan Xavier LTD
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,07/08/2023,5805031,642.86,Jordan Xavier LTD
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,25/08/2023,5813314,"2,125.71",Jordan Xavier LTD
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Third Party Payments - Payments to Schools,16/08/2023,5805312,900,Kents Hill Infant Academy
Children�s Services,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,23/08/2023,5815470,"20,202.00",Kids Kingdom Nursery
Children�s Services,Education Services,Early Years,Private Voluntary & Independant Extended Funding Hours,Third Party Payments - Voluntary Associations,23/08/2023,5815543,"3,885.00",Kids Kingdom Nursery
Children�s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,23/08/2023,5815397,"18,648.00",Kids Kingdom Nursery
Children�s Services,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Other External Fees - Consultants Fees,07/08/2023,5803218,"2,430,288.02",Kier Construciton Ltd
Children�s Services,Education Services,Other Strategic Functions,Governor Service Trading Account,Training Expenses - Staff External Training (UK Based),21/08/2023,5809707,"3,492.00",Know Wonder Ltd
Children�s Services,Children's Social Care,Children's and Young People's Safety,"North West Birth to 19 Family Support		",Events & Exhibitions,25/08/2023,5809689,350,Kois Miah Photography
Children�s Services,Children's Social Care,Children's and Young People's Safety,"South West Birth to 19 Family Support		",Events & Exhibitions,30/08/2023,5811570,350,Kois Miah Photography
Children�s Services,Children's Social Care,Children's and Young People's Safety,"North East Birth to 19 Family Support		",Events & Exhibitions,25/08/2023,5809690,350,Kois Miah Photography
Children�s Services,Children's Social Care,Service Strategy,CSC Childrens Resources M & A,Education & Training - Non Staff Tuition Fees,14/08/2023,5805486,525,L.A. Training
Children�s Services,Children's Social Care,Service Strategy,CSC Childrens Resources M & A,Education & Training - Non Staff Tuition Fees,16/08/2023,5806437,525,L.A. Training
Children�s Services,Education Services,Other Strategic Functions,SEN External Travel,Non Staff Transport Costs - Reimbursement,25/08/2023,5811942,"16,364.00",Ladybirds 1991 Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Repairs and Maintenance - Responsive - Repair & Maintenance,02/08/2023,5801117,361.66,Lambourne Refrigeration
Children�s Services,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,23/08/2023,5815472,"8,547.00",LANTERNS DAY NURSERY
Children�s Services,Children's Social Care,Service Strategy,Children's Placement Team,Staff Transport Costs - Public Transport (UK Based),21/08/2023,5812777,400,LBTH - Children Looked After
Children�s Services,Education Services,Other Strategic Functions,SEN External Travel,Non Staff Transport Costs - Reimbursement,25/08/2023,5812875,"50,552.00",LCT & Daughters UK Ltd
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Grant Pay Special Needs,11/08/2023,5808343,660,Life Force Neurodiversity Ltd
Children�s Services,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,23/08/2023,5815473,"32,634.00",Lincoln Hall Playgroup
Children�s Services,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,23/08/2023,5815474,"13,986.00",Lincoln Hall Playgroup
Children�s Services,Education Services,Early Years,Private Voluntary & Independant Extended Funding Hours,Third Party Payments - Voluntary Associations,23/08/2023,5815545,777,Lincoln Hall Playgroup
Children�s Services,Education Services,Early Years,Private Voluntary & Independant Extended Funding Hours,Third Party Payments - Voluntary Associations,23/08/2023,5815546,777,Lincoln Hall Playgroup
Children�s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,23/08/2023,5815399,"24,087.00",Lincoln Hall Playgroup
Children�s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,23/08/2023,5815400,"8,547.00",Lincoln Hall Playgroup
Children�s Services,Education Services,Other Strategic Functions,SEN External Travel,Non Staff Transport Costs - Reimbursement,07/08/2023,5811752,"89,658.00",Lindel Services LTD - T/A Fox Transport
Children�s Services,Education Services,Other Strategic Functions,SEN External Travel,Non Staff Transport Costs - Reimbursement,07/08/2023,5811753,"67,122.00",Lindel Services LTD - T/A Fox Transport
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,09/08/2023,5812264,"1,503.70",Liselle Social Care Ltd
Children�s Services,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,23/08/2023,5815475,"24,087.00",Little Limehouse Preschool
Children�s Services,Education Services,Early Years,Private Voluntary & Independant Extended Funding Hours,Third Party Payments - Voluntary Associations,23/08/2023,5815547,"1,554.00",Little Limehouse Preschool
Children�s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,23/08/2023,5815401,"10,101.00",Little Limehouse Preschool
Children�s Services,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,23/08/2023,5815477,"13,986.00",Little Miracles Nursery
Children�s Services,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,23/08/2023,5815515,"4,239.00",Little Miracles Nursery
Children�s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,23/08/2023,5815403,"9,324.00",Little Miracles Nursery
Children�s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,23/08/2023,5815591,888,Little Miracles Nursery
Children�s Services,Education Services,Other Strategic Functions,Music Trading Account,Third Party Payments - Voluntary Associations,09/08/2023,5805334,"2,000.00",Little People Big Noise Ltd
Children�s Services,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,23/08/2023,5815478,"17,871.00",Little St Matthias Pre School
Children�s Services,Education Services,Early Years,Private Voluntary & Independant Extended Funding Hours,Third Party Payments - Voluntary Associations,23/08/2023,5815549,"6,216.00",Little St Matthias Pre School
Children�s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,23/08/2023,5815404,"14,763.00",Little St Matthias Pre School
