Directorate,Service,Division,Responsible Unit,Expense Type,Payment Date,Trans No,Net Amount,Supplier Name
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,29/09/2023,5829856,"1,250.00",Gowing Law Solicitors
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,20/09/2023,5815631,"1,421.00",Cubiquity Ltd
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,08/09/2023,5814658,"1,050.00",Field Court Chambers  - Fees Account
Chief Executive�s Office,Central Services to the Public,Elections,Electoral Registration,Comms - Postages,29/09/2023,5830057,"5,625.12",Financial Data Management Ltd
Chief Executive�s Office,Central Services to the Public,Elections,Annual Canvass,Printing - External,08/09/2023,5821675,"20,456.98",Financial Data Management Ltd
Chief Executive�s Office,Central Services to the Public,Elections,Annual Canvass,Comms - Postages,06/09/2023,5813706,"25,145.17",Financial Data Management Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,11/09/2023,5811887,"8,372.62",Financial Data Management Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,01/09/2023,5811889,"4,559.00",Financial Data Management Ltd
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,15/09/2023,5823867,"1,450.00",Five Paper Buildings
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,15/09/2023,5824087,"1,450.00",Five Paper Buildings
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,15/09/2023,5824088,475,Five Paper Buildings
Chief Executive�s Office,Planning Services,Community Development,Match Funding Schemes,Third Party Payments - Voluntary Associations,27/09/2023,5817809,"10,000.00",FUTUREGOV LIMITED
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Members Allowances/Facilities,Room Hire,13/09/2023,5822273,420,George Green School
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,18/09/2023,5815632,320,Good Impressions
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,25/09/2023,5818096,"1,250.00",Good Impressions
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,15/09/2023,5824086,695,Housing Disrepair Surveys Ltd
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,18/09/2023,5824509,347.5,Housing Disrepair Surveys Ltd
Chief Executive�s Office,Planning Services,Community Development,SIT - Strategy and Improvement,Subscriptions - Subscriptions to Associations,13/09/2023,5815155,350,Kois Miah Photography
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,27/09/2023,5827673,450,Legal Surveyors UK Limited
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,27/09/2023,5823202,"5,005.00",McConnells (Midlands) Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/09/2023,5817799,"3,700.00",Medialink World LTD
Chief Executive�s Office,Planning Services,Community Development,SIT - Strategy and Improvement,Staff Advertising,22/09/2023,5802177,"16,000.00",M-E-L RESEARCH LIMITED
Chief Executive�s Office,Planning Services,Community Development,"HDRC(Grant funded)		",Subscriptions - Subscriptions to Associations,06/09/2023,5813199,549.63,Penna PLC
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Chief Executives Office,Recruitment Agency Costs,27/09/2023,5819355,"4,333.00",Penna PLC
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,"Internal Communications		",Staff Advertising,20/09/2023,5817808,549.62,Penna PLC
Chief Executive�s Office,Planning Services,Community Development,SIT - Strategy and Communities,Printing - Internal,27/09/2023,5811531,865.9,Posturite (UK) Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Corporate Campaigns,Communications,27/09/2023,5819327,724.5,Precise Media Monitoring LTD
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,06/09/2023,5813288,253.29,Printloft
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,06/09/2023,5813291,814,Printloft
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,01/09/2023,5811770,"1,000.00",Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,15/09/2023,5814833,465,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,20/09/2023,5815630,600,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,25/09/2023,5826014,343.6,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,25/09/2023,5826015,"1,050.00",Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,25/09/2023,5826016,"1,050.00",Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,25/09/2023,5826017,405,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,25/09/2023,5826018,666,Promo2u Ltd
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Voluntary Associations,15/09/2023,5818821,"7,500.00",Streets of Growth
Chief Executive�s Office,Planning Services,Community Development,Controlling Migration Fund (CMF),Third Party Payments - Voluntary Associations,13/09/2023,5822731,"26,025.60",The Bromley by Bow Centre
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,"Legal Services SMT and PMT		",Training Expenses - Staff External Training (UK Based),15/09/2023,5824089,"1,648.00",The Law Society
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Chief Executives Office,Meeting Expenses,08/09/2023,5820728,300,Tower Project
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Voluntary Associations,29/09/2023,5824053,"5,000.00",Toyhouse
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,06/09/2023,5821130,"1,750.00",Veritas Solicitors
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,20/09/2023,5816342,"1,084.50",Visual Print and Design
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,27/09/2023,5819237,"1,120.00",Visual Print and Design
Children�s Services,Education Services,Other Strategic Functions,Information & Support Services,Services - Professional Fees - Legal Fees/Expenses,18/09/2023,5823869,720,11KBW Ltd
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Counsel's Fees,01/09/2023,5818845,600,33 Bedford Row Chambers
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Counsel's Fees,04/09/2023,5818858,750,33 Bedford Row Chambers
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Counsel's Fees,04/09/2023,5818897,717.5,33 Bedford Row Chambers
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,15/09/2023,5824090,800,33 Bedford Row Chambers
Children�s Services,Children's Social Care,Youth Justice,Young Tower Hamlets,Catering - Hospitality,18/09/2023,5815658,520,33PR LTD
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,04/09/2023,5818888,555,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,15/09/2023,5824071,755,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,15/09/2023,5824073,"1,250.00",4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,15/09/2023,5824074,635,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,15/09/2023,5824075,700,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,15/09/2023,5824077,555,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,15/09/2023,5824084,555,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,15/09/2023,5824497,840,4 Brick Court Chambers Management Limited
Children�s Services,Education Services,Other Strategic Functions,High Needs Out Of Borough Special Schools,Third Party Payments - SEN Placement Funding,15/09/2023,5824004,"87,409.67",ABBEY SCHOOL
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,06/09/2023,5813186,"3,995.16",Academics ltd
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,06/09/2023,5813187,998.79,Academics ltd
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,06/09/2023,5813188,"3,995.16",Academics ltd
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,06/09/2023,5813189,"5,326.88",Academics ltd
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,06/09/2023,5813190,998.79,Academics ltd
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,06/09/2023,5813191,"3,329.30",Academics ltd
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,06/09/2023,5813192,"2,996.37",Academics ltd
Children�s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Subscriptions - Associations,25/09/2023,5822074,450,Account 3 Ltd
Children�s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Education & Training - Non Staff Tuition Fees,15/09/2023,5823896,250,Account 3 Ltd
Children�s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Education & Training - Non Staff Tuition Fees,15/09/2023,5823896,250,Account 3 Ltd
Children�s Services,Children's Social Care,Children's and Young People's Safety,Child Protection Mgt & Admin,Meeting Expenses,25/09/2023,5818717,408,Account 3 Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,15/09/2023,5815274,"4,101.92",Action for Children
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,15/09/2023,5815275,"4,317.99",Action for Children
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,25/09/2023,5818104,"3,520.67",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,25/09/2023,5818105,"3,343.66",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,25/09/2023,5818106,"3,520.67",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,25/09/2023,5818107,"5,646.34",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,25/09/2023,5818108,"3,520.67",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,25/09/2023,5818109,"3,759.68",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,29/09/2023,5822328,"5,978.66",Aim High Fostering Limited
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,20/09/2023,5815281,"3,767.06",Alpha Care Service Ltd
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,20/09/2023,5815282,"1,535.72",Alpha Care Service Ltd
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,20/09/2023,5815282,"1,651.85",Alpha Care Service Ltd
Children�s Services,Education Services,Other Strategic Functions,High Needs Academies & Free Schs,Third Party Payments - SEN Top Up Funding,01/09/2023,5818726,"30,129.56",Ambitious about Autism
Children�s Services,Education Services,Other Strategic Functions,High Needs Academies & Free Schs,Third Party Payments - SEN Top Up Funding,01/09/2023,5818727,"30,129.56",Ambitious about Autism
Children�s Services,Education Services,Other Strategic Functions,High Needs Academies & Free Schs,Third Party Payments - SEN Top Up Funding,01/09/2023,5818728,"30,129.56",Ambitious about Autism
Children�s Services,Education Services,Other Strategic Functions,High Needs Academies & Free Schs,Third Party Payments - SEN Top Up Funding,15/09/2023,5818729,"21,630.56",Ambitious about Autism
Children�s Services,Education Services,Other Strategic Functions,High Needs Academies & Free Schs,Third Party Payments - SEN Top Up Funding,15/09/2023,5818730,"30,980.42",Ambitious about Autism
Children�s Services,Children's Social Care,Family Support Services,CNN Pool: Joint Family Support,Social Care - Homecare,13/09/2023,5822729,"66,005.51",APASENTH
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,08/09/2023,5821684,"1,705.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,08/09/2023,5821685,550,Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,08/09/2023,5821686,"1,550.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,08/09/2023,5821687,"1,209.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,08/09/2023,5821688,"1,860.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,08/09/2023,5821689,"1,209.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,08/09/2023,5821691,"2,480.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,08/09/2023,5821692,"1,860.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Youth Justice,Youth Justice Team,Social Care - Day Care,04/09/2023,5812170,627,Appropriate Adults UK
Children�s Services,Children's Social Care,Youth Justice,Youth Justice Team,Social Care - Day Care,04/09/2023,5812852,684,Appropriate Adults UK
Children�s Services,Children's Social Care,Youth Justice,Youth Justice Team,Social Care - Day Care,04/09/2023,5812853,"1,035.50",Appropriate Adults UK
Children�s Services,Children's Social Care,Youth Justice,Youth Justice Team,Social Care - Day Care,04/09/2023,5812854,"1,273.00",Appropriate Adults UK
Children�s Services,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Other External Fees - Other External Fees,22/09/2023,5824612,"1,153.00",Architecture P L B
Children�s Services,Education Services,Other Strategic Functions,Alternative Provision,Third Party Payments - Payments to Schools,18/09/2023,5824492,"3,000.00",ARNHEM WHARF PRIMARY SCHOOL
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,06/09/2023,5819258,"4,014.19",Ascension Supported Living
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,20/09/2023,5826067,"20,749.54",Ascension Supported Living
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,20/09/2023,5826068,"3,884.70",Ascension Supported Living
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,25/09/2023,5827104,"2,210.00",Ascension Supported Living
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,29/09/2023,5830148,"20,080.20",Ascension Supported Living
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,20/09/2023,5819257,"3,638.16",Ascension Supported Living
Children�s Services,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,29/09/2023,5818948,"55,966.33",ASPRIS CHILDRENS CENTRE SERVICES LTD
Children�s Services,Children's Social Care,Youth Justice,YJB-Core,Training Expenses - Other Internal Training,20/09/2023,5824589,499,Association of YOT Managers
Children�s Services,Children's Social Care,Youth Justice,YJB-Core,Training Expenses - Other Internal Training,20/09/2023,5824590,"1,750.00",Association of YOT Managers
Children�s Services,Children's Social Care,Youth Justice,YJB-Core,Training Expenses - Other Internal Training,20/09/2023,5824593,"1,750.00",Association of YOT Managers
Children�s Services,Education Services,Other Strategic Functions,High Needs Out Of Borough Academies & Free Schools,Third Party Payments - SEN Placement Funding,29/09/2023,5823959,"9,712.50",Astrum Multi Academy Trust T/A Newbridge School
Children�s Services,Education Services,Other Strategic Functions,High Needs Out Of Borough Academies & Free Schools,Third Party Payments - SEN Placement Funding,29/09/2023,5824332,"9,712.50",Astrum Multi Academy Trust T/A Newbridge School
Children�s Services,Children's Social Care,Youth Justice,Young Tower Hamlets,Fixtures and Fitting - Repairs - General,27/09/2023,5824391,"25,000.00",Atlas Maintenance Services Ltd
Children�s Services,Education Services,Services to Young People and Other Community Learners,"C & C Strategy, Policy and Improvement		",Services - Professional Fees - Consultants Fees,20/09/2023,5817785,"6,500.00",Basis Ltd
Children�s Services,Children's Social Care,Service Strategy,"CSC Learning & Development		",Training Expenses - Staff External Training (UK Based),08/09/2023,5819377,"1,568.10",Berkeley Catering Limited
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Catering Equipment,22/09/2023,5815341,"5,002.00",BGL RIEBER LTD
Children�s Services,No Service Specified,No Division Specified,Culture - CAP,Other External Fees - Consultants Fees,18/09/2023,5817606,"3,000.00",Blakeney Leigh Ltd
Children�s Services,Education Services,Early Years,3&4 Year Old Funding Schools,Third Party Payments - Payments to Schools,06/09/2023,5820401,"1,088.10",Boleyn Trust T/a Clara Grant Primary School
Children�s Services,Education Services,Early Years,3&4 Year Old Funding Schools,Third Party Payments - Payments to Schools,06/09/2023,5820410,"48,742.62",Boleyn Trust T/a Clara Grant Primary School
Children�s Services,Education Services,Other Strategic Functions,High Needs Academies & Free Schs,Third Party Payments - SEN Top Up Funding,06/09/2023,5820369,"69,915.93",Boleyn Trust T/a Clara Grant Primary School
Children�s Services,Education Services,Other Strategic Functions,Schools Finance Holding Account,Third Party Payments - Grant,06/09/2023,5820392,420,Boleyn Trust T/a Clara Grant Primary School
Children�s Services,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,29/09/2023,5820902,"59,878.20",Bramley Care Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,29/09/2023,5820808,"5,580.60",By The Bridge Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,29/09/2023,5820809,"4,354.50",By The Bridge Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,29/09/2023,5820810,"4,559.40",By The Bridge Ltd
Children�s Services,Education Services,Other Strategic Functions,Schools Finance Holding Account,Third Party Payments - Grant,06/09/2023,5820380,"6,580.00",Canary Wharf College
Children�s Services,Education Services,Other Strategic Functions,Schools Finance Holding Account,Third Party Payments - Grant,06/09/2023,5820381,"6,020.00",Canary Wharf College
Children�s Services,Education Services,Other Strategic Functions,Schools Finance Holding Account,Third Party Payments - Grant,06/09/2023,5820390,-350,Canary Wharf College
Children�s Services,Education Services,Other Strategic Functions,Schools Finance Holding Account,Third Party Payments - Grant,06/09/2023,5820391,-442.5,Canary Wharf College
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Mother & Baby Unit,Childrens Act Section 23 - Placement Fee,01/09/2023,5818154,"13,200.00",Care 2 Share LTD
Children�s Services,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,27/09/2023,5822153,"17,492.87",CARE Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,27/09/2023,5824638,"7,528.66",Caring Hearts Fostering
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,27/09/2023,5824639,"3,542.99",Caring Hearts Fostering
Children�s Services,Children's Social Care,Youth Justice,Young Tower Hamlets,Services - Professional Fees - Design Fees,11/09/2023,5813820,300,Carmen Valino
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,04/09/2023,5818889,"1,348.70",Carter Brown - The Expert Service Limited
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,29/09/2023,5822770,"1,800.00",Centennial Property Ltd (T/A The Housing Network)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,29/09/2023,5824333,"2,190.00",Centennial Property Ltd (T/A The Housing Network)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,29/09/2023,5824334,"1,800.00",Centennial Property Ltd (T/A The Housing Network)
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl In-Hse-Placed Home,Childrens Act Section 23 - Spec Pymnts Miscellaneous,20/09/2023,5824961,752,CHERRY CARE CHILDRENS HOME LTD
Children�s Services,Children's Social Care,Children Looked After,Staying Put,Childrens Act Section 23 - Placement Fee,11/09/2023,5813808,"1,860.00",Children First Fostering Agency LTD
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl In-Hse-Placed Home,Childrens Act Section 23 - Non-Contact Taxi Costs,06/09/2023,5818949,296,City Care Agency Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl In-Hse-Placed Home,Childrens Act Section 23 - Non-Contact Taxi Costs,06/09/2023,5819210,"4,440.00",City Care Agency Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl In-Hse-S/Term F/C,Childrens Act Section 23 - Non-Contact Taxi Costs,08/09/2023,5821721,"1,650.00",City Care Agency Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl In-Hse-S/Term F/C,Childrens Act Section 23 - Non-Contact Taxi Costs,08/09/2023,5821722,800,City Care Agency Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl In-Hse-S/Term F/C,Childrens Act Section 23 - Non-Contact Taxi Costs,15/09/2023,5824345,"2,085.00",City Care Agency Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl In-Hse-S/Term F/C,Childrens Act Section 23 - Non-Contact Taxi Costs,15/09/2023,5824346,"2,780.00",City Care Agency Ltd
Children�s Services,Children's Social Care,Family Support Services,CNN Pool: Joint Family Support,Social Care - Homecare,06/09/2023,5820805,"1,120.00",City Care Agency Ltd
Children�s Services,Children's Social Care,Children Looked After,Leaving Care Staff,Training Expenses - Staff External Training (UK Based),11/09/2023,5813341,"5,500.00",City of Westminster
Children�s Services,Education Services,Other Strategic Functions,Maintained Schools Contingency,Subscriptions - Associations,01/09/2023,5818724,360,CLEAPSS
Children�s Services,Education Services,Other Strategic Functions,SEN External Travel,Non Staff Transport Costs - Reimbursement,04/09/2023,5819269,"18,026.00",Clover Car Services Ltd
Children�s Services,Children's Social Care,Children's and Young People's Safety,"South East Birth to 19 Family Support		",Educational/Training Supplies - Resources,25/09/2023,5818843,"12,701.98",COMMUNITY PRODUCTS (UK) LTD
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,29/09/2023,5822311,"3,300.00",Compass Fostering East Limited
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,29/09/2023,5820769,"4,977.60",COMPASS FOSTERING LONDON LIMITED
Children�s Services,No Service Specified,No Division Specified,Culture - CAP,Capital Budgets (Expenditure) - Heating Systems,11/09/2023,5818819,"4,920.00",Controlcare Ltd
Children�s Services,Children's Social Care,Children Looked After,Care Matters,Services - Professional Fees - Financial Services Fees,06/09/2023,5814519,"6,155.43",Coram Academy Ltd T/A CoramBAAF
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Counsel's Fees,18/09/2023,5776831,"3,500.00",CORAM CHAMBERS LTD
