Directorate,Service,Division,Responsible Unit,Expense Type,Payment Date,Trans No,Net Amount,Supplier Name
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,09/06/2023,5788539,"10,333.33",ASPRIS CHILDRENS CENTRE SERVICES LTD
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,21/06/2023,5789916,"28,927.03",The Drive Care Homes Ltd
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,23/06/2023,5790491,"11,766.24",Prospero Group Ltd
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,28/06/2023,5790533,"59,878.20",Bramley Care Ltd
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,21/06/2023,5790567,"15,535.03",The Drive Care Homes Ltd
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,07/06/2023,5791531,"16,928.58",CARE Ltd
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,28/06/2023,5791532,"17,492.87",CARE Ltd
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,28/06/2023,5792825,"10,555.15",Prospero Group Ltd
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,28/06/2023,5793121,"1,556.45",Prospero Group Ltd
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,16/06/2023,5794554,"3,428.56",Care 2 Share LTD
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,16/06/2023,5795325,"12,000.00",Care 2 Share LTD
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,21/06/2023,5795326,"12,000.00",Care 2 Share LTD
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,21/06/2023,5796020,"6,122.50",Cygnet Health Care Limited
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,21/06/2023,5796021,"5,925.00",Cygnet Health Care Limited
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,21/06/2023,5796022,"5,925.00",Cygnet Health Care Limited
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,28/06/2023,5797691,"21,214.20",Oasis Adolescent Services Limited
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,26/06/2023,5798374,"11,876.65",Prospero Group Ltd
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,26/06/2023,5798383,"18,014.14",Mig House Residential Care Home Ltd
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,26/06/2023,5798434,"4,650.00",HAMLETTS LTD
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,30/06/2023,5799262,"27,789.33",Compass Childrens Homes Limited
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,30/06/2023,5800101,"30,800.36",Compass Childrens Homes Limited
Children & Culture,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,30/06/2023,5800102,"29,806.80",Compass Childrens Homes Limited
Children & Culture,Children's Social Care,Children Looked After,Youth Detention- STC,Childrens Act Section 23 - Placement Fee,28/06/2023,5790211,"25,140.00",National Offender Management Service
Children & Culture,Children's Social Care,Children Looked After,Youth Detention- STC,Childrens Act Section 23 - Placement Fee,28/06/2023,5790214,"25,140.00",National Offender Management Service
Children & Culture,Children's Social Care,Children Looked After,Staying Put,Childrens Act Section 23 - Placement Fee,12/06/2023,5788250,"1,860.00",Children First Fostering Agency LTD
Children & Culture,Children's Social Care,Other Children's and Family Services,Permanancy and Adoption Support Team 1,Childrens Act Section 23 - Spec Pymnts Miscellaneous,07/06/2023,5791242,"1,500.00",Section 40 FOIA
Children & Culture,Children's Social Care,Children Looked After,S23-Other-Mother & Baby Unit,Childrens Act Section 23 - Spec Pymnts Miscellaneous,16/06/2023,5795374,"1,600.00",Glenmill Carpets & Beds Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Professional Dev Centre,Comms - Postages,14/06/2023,5787513,513.59,Purchase Power
Children & Culture,Children's Social Care,Children's and Young People's Safety,Family Hubs & Sure Start,Communications,28/06/2023,5799263,"11,000.00",BRAND X CONSULTANCY LIMITED
Children & Culture,Cultural and Related Services,Open Spaces,Mile End Park,Community Equipment  Supplies - Non Store Items,28/06/2023,5798678,"1,591.64",Aps LTD
Children & Culture,Education Services,Other Strategic Functions,BHLPS (Budget Holding Lead Professional Scheme),Community Equipment  Supplies - Personal Needs,26/06/2023,5792968,550.00,Woolwich Polytechnic School
Children & Culture,Education Services,Services to Young People and Other Community Learners,"C & C Strategy, Policy and Improvement		",Computing - Licences - Software,09/06/2023,5783604,"11,131.90",National Consortium For Examination Results
Children & Culture,Education Services,Other Strategic Functions,Student Admissions,Computing - Maint Agreements - Software,16/06/2023,5788982,"1,508.00",London Grid Learning Trust
Children & Culture,Education Services,Other Strategic Functions,Student Admissions,Computing - Maint Agreements - Software,16/06/2023,5788982,"3,835.00",London Grid Learning Trust
Children & Culture,Education Services,Other Strategic Functions,Student Admissions,Computing - Maint Agreements - Software,16/06/2023,5788982,"10,284.00",London Grid Learning Trust
Children & Culture,Children's Social Care,Youth Justice,YJB-Core,Computing - Purchase of Hardware,14/06/2023,5785705,265.63,Softcat PLC
Children & Culture,Children's Social Care,Children's and Young People's Safety,Child Protection Mgt & Admin,Education & Training - Non Staff Tuition Fees,02/06/2023,5789206,"1,540.00",Open College Network London Region
Children & Culture,Children's Social Care,Service Strategy,CSC Childrens Resources M & A,Education & Training - Non Staff Tuition Fees,12/06/2023,5783967,396.00,The Big Initiative t/a The Training Hub
Children & Culture,Children's Social Care,Service Strategy,CSC Childrens Resources M & A,Education & Training - Non Staff Tuition Fees,09/06/2023,5783972,400.00,The Youth Worker
Children & Culture,Children's Social Care,Children Looked After,Virtual School PPG,Education & Training - Non Staff Tuition Fees,05/06/2023,5783240,"2,200.00",Anchor Teaching Ltd
Children & Culture,Children's Social Care,Children Looked After,Enrichment Projects,Education & Training - Non Staff Tuition Fees,07/06/2023,5784596,975.00,Half Moon Young People's Theatre
Children & Culture,Children's Social Care,Children's and Young People's Safety,Early Help Central Team,Education & Training - Trainee Payments/Expenses,14/06/2023,5792634,375.00,Abertay International Training Limited
Children & Culture,Education Services,Other Strategic Functions,Support for Learning Serv DSG,Educational/Training Supplies - Arts & Crafts,23/06/2023,5791558,261.64,ESPO
Children & Culture,Children's Social Care,Children's and Young People's Safety,"South West Birth to 19 Family Support		",Educational/Training Supplies - Arts & Crafts,21/06/2023,5788987,665.20,Eduzone Ltd
Children & Culture,Children's Social Care,Children's and Young People's Safety,"South East Birth to 19 Family Support		",Educational/Training Supplies - Arts & Crafts,21/06/2023,5791562,339.40,ESPO
Children & Culture,Education Services,Other Strategic Functions,Music Trading Account,Educational/Training Supplies - Arts & Crafts,16/06/2023,5785758,678.00,Beare and Son Ltd
Children & Culture,Education Services,Other Strategic Functions,Music Trading Account,Educational/Training Supplies - Arts & Crafts,16/06/2023,5786101,323.75,Beare and Son Ltd
Children & Culture,Education Services,Other Strategic Functions,Music Trading Account,Educational/Training Supplies - Books,23/06/2023,5798139,"2,253.00",8va Limited
Children & Culture,Children's Social Care,Services for young people,Outdoor,Educational/Training Supplies - Curriculum Visits/Activities,30/06/2023,5791446,"2,705.20",Access Expeditions Ltd
Children & Culture,Children's Social Care,Services for young people,Outdoor,Educational/Training Supplies - Curriculum Visits/Activities,30/06/2023,5800315,400.00,BIKE WORKS CIC
Children & Culture,Children's Social Care,Children's and Young People's Safety,Early Help Central Team,Educational/Training Supplies - Resources,09/06/2023,5783938,297.00,SA Associate creation Ltd T/A SA Aquatic
Children & Culture,Children's Social Care,Children's and Young People's Safety,Early Help Central Team,Educational/Training Supplies - Resources,16/06/2023,5795442,"4,610.40",Qualsafe Ltd
Children & Culture,Children's Social Care,Children's and Young People's Safety,Early Help Central Team,Educational/Training Supplies - Resources,16/06/2023,5795442,312.00,Qualsafe Ltd
Children & Culture,Children's Social Care,Children's and Young People's Safety,Early Help Central Team,Educational/Training Supplies - Resources,16/06/2023,5795443,555.00,Qualsafe Ltd
Children & Culture,Children's Social Care,Children's and Young People's Safety,Early Help Central Team,Educational/Training Supplies - Resources,16/06/2023,5795443,"1,005.00",Qualsafe Ltd
Children & Culture,Children's Social Care,Children's and Young People's Safety,"South West Birth to 19 Family Support		",Educational/Training Supplies - Resources,26/06/2023,5792841,"3,564.00",SA Associate creation Ltd T/A SA Aquatic
Children & Culture,Children's Social Care,Children's and Young People's Safety,"South East Birth to 19 Family Support		",Educational/Training Supplies - Resources,26/06/2023,5792431,594.00,SA Associate creation Ltd T/A SA Aquatic
Children & Culture,Cultural and Related Services,Open Spaces,Parks & Open Spaces Man&Admin,Electricity,07/06/2023,5791398,277.54,EDF  Energy
Children & Culture,Children's Social Care,Service Strategy,FSP Sect 17 - Team 1,Environmental Health Supplies - Samples for Testing,02/06/2023,5782785,544.00,E4 Law Limited 
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Events & Exhibitions,30/06/2023,5794587,338.25,ESPO
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Events & Exhibitions,26/06/2023,5798445,"1,632.00",ESPO
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Events & Exhibitions,26/06/2023,5798445,"1,127.50",ESPO
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Events & Exhibitions,26/06/2023,5798446,"-1,127.50",ESPO
Children & Culture,Cultural and Related Services,Open Spaces,Mile End Park,Events & Exhibitions,21/06/2023,5788253,432.50,Amethyst Horticulture Ltd
Children & Culture,Cultural and Related Services,Culture & Heritage,Arts-Park Events,Events & Exhibitions,07/06/2023,5783084,300.00,Rehan Jamil Photography
Children & Culture,Cultural and Related Services,Culture & Heritage,Arts-Park Events,Events & Exhibitions,14/06/2023,5785766,253.50,AP SECURITY (APS) LTD
Children & Culture,Children's Social Care,Children's and Young People's Safety,Early Help Central Team,Events & Exhibitions,05/06/2023,5790579,406.50,All Seasons Foods
Children & Culture,Children's Social Care,Children's and Young People's Safety,"North West Birth to 19 Family Support		",Events & Exhibitions,05/06/2023,5782814,350.00,Kois Miah Photography
Children & Culture,Children's Social Care,Youth Justice,Young Tower Hamlets,Fixtures and Fitting - Repairs - General,30/06/2023,5793173,"2,950.00",SFW360 Ltd
Children & Culture,Children's Social Care,Youth Justice,Young Tower Hamlets,Fixtures and Fitting - Repairs - General,30/06/2023,5793174,"2,950.00",SFW360 Ltd
Children & Culture,Cultural and Related Services,Open Spaces,Mile End Park,Grounds Maintenance - Contract - Bedding,21/06/2023,5788252,430.20,Amethyst Horticulture Ltd
Children & Culture,Cultural and Related Services,Open Spaces,Mile End Park,Grounds Maintenance - Contract - Bedding,21/06/2023,5788254,540.00,Amethyst Horticulture Ltd
Children & Culture,Cultural and Related Services,Open Spaces,Mile End Park,Grounds Maintenance - Contract - Bedding,21/06/2023,5788255,279.00,Amethyst Horticulture Ltd
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Grounds Maintenance - Contract - Street Furniture,07/06/2023,5782799,917.00,Broxap Ltd
Children & Culture,Cultural and Related Services,Open Spaces,Mile End Park,Insurances - Premises,07/06/2023,5783263,267.00,The Arch Company Properties Limited
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Catering Equipment,07/06/2023,5783230,825.00,W V Howe LTD
Children & Culture,Children's Social Care,Support Service and Management Costs,Sch. Meals A/c - Marion Richardson,Kitchen Supplies - Catering Equipment,12/06/2023,5784680,"11,310.20",J.Scott & Sons Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Sch. Meals A/c - St. Anne's,Kitchen Supplies - Catering Equipment,07/06/2023,5783232,320.92,W V Howe LTD
Children & Culture,Children's Social Care,Support Service and Management Costs,Sch. Meals A/c - Wellington,Kitchen Supplies - Catering Equipment,12/06/2023,5784617,347.20,W V Howe LTD
Children & Culture,Children's Social Care,Support Service and Management Costs,Sch. Meals A/c - Wellington,Kitchen Supplies - Catering Equipment,19/06/2023,5789202,699.99,Nisbets PLC
Children & Culture,Children's Social Care,Support Service and Management Costs,Sch. Meals A/c - Central Production Unit,Kitchen Supplies - Catering Equipment,30/06/2023,5791217,420.72,W V Howe LTD
Children & Culture,Children's Social Care,Support Service and Management Costs,Sch. Meals A/c - St. Mary & St. Michael's,Kitchen Supplies - Catering Equipment,21/06/2023,5789216,693.96,W V Howe LTD
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,02/06/2023,5781881,457.14,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,02/06/2023,5781884,404.78,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,02/06/2023,5781891,298.98,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,05/06/2023,5782151,295.55,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,05/06/2023,5782154,493.99,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,05/06/2023,5782155,384.93,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,05/06/2023,5782157,"1,883.00",Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,05/06/2023,5782159,"1,976.30",Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,05/06/2023,5782160,479.22,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5782902,418.80,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5782903,427.11,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5782905,545.44,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5782906,355.97,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5782908,353.71,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5782910,798.75,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5782912,418.90,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5782917,381.83,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5782919,336.77,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5782920,304.81,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5782922,260.55,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5782925,578.72,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783331,434.88,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783334,438.75,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783336,290.57,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783337,269.10,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783339,250.85,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783340,374.64,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783342,"1,399.81",Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783343,916.92,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783346,"2,038.02",Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783348,480.17,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783349,400.52,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783351,503.37,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783353,"1,236.68",Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783355,406.94,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783356,"1,034.17",Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783358,299.45,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783359,266.04,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783360,788.75,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783361,590.73,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783363,734.08,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5783364,794.77,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,09/06/2023,5783367,382.74,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,09/06/2023,5783369,558.94,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,09/06/2023,5783370,662.86,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,09/06/2023,5783372,602.10,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783554,"1,226.66",Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783557,463.80,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783560,320.41,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783562,541.71,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783563,432.12,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783567,794.78,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783568,291.27,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783569,358.79,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783572,375.16,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783574,357.58,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783576,291.64,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783577,502.80,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783578,406.23,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783580,300.47,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783584,271.83,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783588,508.23,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783590,542.19,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783592,274.35,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783595,374.09,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783600,633.19,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783601,332.66,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5783602,334.41,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5784017,278.59,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5784020,416.61,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5784021,"1,390.21",Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5784024,"2,013.23",Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,12/06/2023,5784025,481.01,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,14/06/2023,5784740,298.72,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,14/06/2023,5784742,489.26,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,14/06/2023,5784743,768.87,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,14/06/2023,5784744,333.72,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,14/06/2023,5784745,283.57,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,14/06/2023,5784746,"1,414.41",Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,14/06/2023,5784748,466.79,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,14/06/2023,5784750,299.68,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,14/06/2023,5784752,367.14,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,14/06/2023,5784753,379.19,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,14/06/2023,5784756,512.80,Thomas Ridley & Son Ltd
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,09/06/2023,5784895,309.02,Prescott-Thomas LTD.
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,07/06/2023,5784903,272.90,Prescott-Thomas LTD.
Children & Culture,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,09/06/2023,5784924,270.46,Prescott-Thomas LTD.
