Directorate,Service,Division,Responsible Unit,Expense Type,Payment Date,Trans No,Net Amount,Supplier Name
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,13/11/2023,5835520,329.76,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,13/11/2023,5835948,339.79,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,13/11/2023,5835951,646.7,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,13/11/2023,5835953,"1,332.86",Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,13/11/2023,5835954,"2,049.26",Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,13/11/2023,5835955,252.73,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,13/11/2023,5835956,328.86,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5836746,587.73,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5836747,563.17,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5836748,410.22,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5836750,381.84,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5836752,678.33,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5836755,538.81,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5836756,296.97,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5836757,251.23,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5836758,252.91,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837108,741.69,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837111,726.75,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837112,381.38,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837113,462.85,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837114,338.82,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837118,978.64,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837119,514.6,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837120,604.83,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837121,"1,416.29",Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837122,320,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837124,274.4,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837125,256.66,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837127,751.16,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837128,"1,587.87",Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837130,326.48,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837131,"1,159.95",Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837132,270.75,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837134,331.18,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837135,569.95,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837136,689.27,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837139,371.65,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837140,580.98,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,15/11/2023,5837141,893.24,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,17/11/2023,5837340,278.88,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,17/11/2023,5837341,443.08,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,17/11/2023,5837347,506.89,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,24/11/2023,5840182,256.99,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840336,"2,215.18",Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840337,277.67,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840340,515.55,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840341,623.18,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840343,349.26,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840344,334.04,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840345,503.37,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840348,373.77,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840351,448.86,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840352,"1,734.31",Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840353,534.74,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840356,503.78,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840357,732.13,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840358,292.2,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840360,631.14,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840362,360.09,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840364,714.85,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840366,"1,096.27",Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840369,410.56,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840372,279.86,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840374,"1,128.46",Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840375,575.84,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840377,452.89,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840379,555.95,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840380,505.61,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840381,454.84,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840382,425.43,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840383,317.25,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840385,"1,189.41",Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840388,317.34,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840389,418.42,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840393,543.79,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840754,392.82,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840755,936.44,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840756,413.08,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840757,"1,994.23",Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840758,"1,680.83",Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840759,997.75,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,27/11/2023,5840760,280.83,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5841783,313.37,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5841786,528.81,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5841787,632.77,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5841788,418.44,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5841789,308.8,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5841790,513.94,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5841792,405.08,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5841793,398.11,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5841794,444.21,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5841795,370.23,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5841796,286.88,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5841797,680.67,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842159,362.86,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842160,363.9,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842161,578.74,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842162,453.97,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842165,395.32,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842168,"1,171.23",Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842501,789.73,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842502,658.39,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842503,"2,753.14",Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842504,618.35,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842506,843.34,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842507,"1,076.43",Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842508,444.78,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842509,"2,148.15",Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842511,"1,005.32",Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842515,268.21,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842516,399.8,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842517,937.35,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842518,427.09,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842520,749.71,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,29/11/2023,5842522,496.28,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,17/11/2023,5846321,404.73,Thomas Ridley & Son Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Swanlea,Catering - Hospitality,03/11/2023,5834614,283.1,Tiffin Sandwiches
Children�s Services,Children's Social Care,Support Service and Management Costs,Swanlea,Catering - Hospitality,10/11/2023,5835376,447,Tiffin Sandwiches
Children�s Services,Children's Social Care,Support Service and Management Costs,Swanlea,Catering - Hospitality,17/11/2023,5838995,447,Tiffin Sandwiches
Children�s Services,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,24/11/2023,5848918,"1,123.04",Tower Hamlets Opportunity Group
Children�s Services,Education Services,Secondary Schools,PFI Hldg Account-Grouped Schoo,Repairs and Maintenance - Responsive - Repair & Maintenance,01/11/2023,5836714,"5,887.08",Tower Hamlets Schools LTD
Children�s Services,Education Services,Secondary Schools,PFI Hldg Account-Grouped Schoo,Payments to Private Contractors - Other Contractors,01/11/2023,5837298,"-1,950.51",Tower Hamlets Schools LTD
Children�s Services,Education Services,Secondary Schools,PFI Hldg Account-Grouped Schoo,Payments to Private Contractors - Other Contractors,15/11/2023,5841758,"1,654,386.79",Tower Hamlets Schools LTD
Children�s Services,No Service Specified,No Division Specified,Conditions and Improvements - Cap,Building Works - Main Works,01/11/2023,5836713,"16,274.70",Tower Hamlets Schools LTD
Children�s Services,Children's Social Care,Services for young people,Youth Service Management,Events & Exhibitions,01/11/2023,5840216,"1,000.00",Tower Project
Children�s Services,Education Services,Services to Young People and Other Community Learners,Holiday Childcare,Uniforms & Clothing,06/11/2023,5835957,"1,142.36",T-PRINT LTD
Children�s Services,Education Services,Other Strategic Functions,High Needs Out Of Borough Special Schools,Third Party Payments - SEN Top Up Funding,27/11/2023,5844392,"10,091.25",Transitional Care LTD
Children�s Services,Education Services,Other Strategic Functions,High Needs Out Of Borough Special Schools,Third Party Payments - SEN Placement Funding,27/11/2023,5844393,"16,697.44",Transitional Care LTD
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Packaging,01/11/2023,5832818,861.5,Tri-Star Packaging Supplies LTD
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Packaging,03/11/2023,5834568,444.91,Tri-Star Packaging Supplies LTD
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Packaging,06/11/2023,5834570,303,Tri-Star Packaging Supplies LTD
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Packaging,13/11/2023,5836621,"1,154.41",Tri-Star Packaging Supplies LTD
Children�s Services,Children's Social Care,Children's and Young People's Safety,"North West Birth to 19 Family Support		",Educational/Training Supplies - Arts & Crafts,20/11/2023,5840065,342.87,TTS GROUP LTD
Children�s Services,Children's Social Care,Service Strategy,FSP Sect 17 - Team 1,Childrens Act Section 17 - Other Childcare Support,22/11/2023,5840039,722,TWINKLE TOES DAY NURSERY
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,10/11/2023,5844002,"1,572.90",UBIQUS (UK) LTD
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,17/11/2023,5846021,831.18,UBIQUS (UK) LTD
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,24/11/2023,5849173,314.43,UBIQUS (UK) LTD
Children�s Services,Education Services,Other Strategic Functions,Special Education Needs DSG,Third Party Payments - Other Agencies,24/11/2023,5840116,"4,308.91",UK Behaviour Analysis & Research Group CIC
Children�s Services,Children's Social Care,Children's and Young People's Safety,"South West Birth to 19 Family Support		",Office Furniture/Equipment,08/11/2023,5835455,432,Unique Office Solutions
Children�s Services,Children's Social Care,Children's and Young People's Safety,"South West Birth to 19 Family Support		",Office Furniture/Equipment,15/11/2023,5837328,"1,180.00",Unique Office Solutions
Children�s Services,Children's Social Care,Youth Justice,Young Tower Hamlets,Training Expenses - Staff External Training (UK Based),03/11/2023,5832832,975,Unitas
Children�s Services,Children's Social Care,Children's and Young People's Safety,"South West Birth to 19 Family Support		",Computing - Purchase of Software,17/11/2023,5840320,389.72,VMS Network Cabling Ltd
Children�s Services,Children's Social Care,Service Strategy,"CSC Learning & Development		",Training Expenses - Staff External Training (UK Based),27/11/2023,5844351,"3,975.00",VSC PLUS LTD
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Catering Equipment,24/11/2023,5840234,266,W V Howe LTD
Children�s Services,Children's Social Care,Support Service and Management Costs,Sch. Meals A/c - Bonner,Kitchen Supplies - Catering Equipment,01/11/2023,5832478,312,W V Howe LTD
Children�s Services,Children's Social Care,Support Service and Management Costs,Sch. Meals A/c - Bonner Mile End,Kitchen Supplies - Catering Equipment,01/11/2023,5832479,312,W V Howe LTD
Children�s Services,Education Services,Other Strategic Functions,Health through Education,Training Expenses - Staff External Training (UK Based),06/11/2023,5835044,260,WESTMINSTER FORUM PROJECTS
Children�s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,10/11/2023,5843809,"49,999.00",Wicksteed Leisure Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,01/11/2023,5833620,536.4,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,01/11/2023,5833640,250.32,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,01/11/2023,5833641,379.15,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,03/11/2023,5833644,273.02,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,03/11/2023,5833645,861.62,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,06/11/2023,5835752,259.58,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,06/11/2023,5835753,318.68,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,06/11/2023,5835756,350.83,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,06/11/2023,5835757,914.16,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,06/11/2023,5835759,352.99,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,06/11/2023,5835772,315.24,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,06/11/2023,5835779,283.69,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,08/11/2023,5835787,869.09,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,10/11/2023,5835789,506.7,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,10/11/2023,5835791,"2,268.40",William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,10/11/2023,5835792,314.27,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,13/11/2023,5837595,295.45,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,13/11/2023,5837596,377.33,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,13/11/2023,5837597,350.51,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,13/11/2023,5837601,374.19,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,13/11/2023,5837603,504.17,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,13/11/2023,5837605,267.58,William White Meats Ltd
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Kitchen Supplies - Food and Beverages,13/11/2023,5837607,465.23,William White Meats Ltd
