Directorate,Service,Division,Responsible Unit,Expense Type,Payment Date,Trans No,Net Amount,Supplier Name
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802828,800.00,Kids Kingdom Nursery
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802829,800.00,Kids Kingdom Nursery
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802834,"2,000.00",BRIGHT HORIZONS FAMILY SOLUTION
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802835,800.00,MAGIC ROUNDABOUT NURSERIES LTD
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802836,"1,600.00",MAGIC ROUNDABOUT NURSERIES LTD
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802837,800.00,Rainbow House
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802838,800.00,Rainbow House
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802839,800.00,Barnardo's
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802840,800.00,Barnardo's
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802841,800.00,Barnardo's
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802842,800.00,Tower Hamlets Opportunity Group
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802843,800.00,Tower Hamlets Opportunity Group
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802844,800.00,Tower Hamlets Opportunity Group
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802845,800.00,Tower Hamlets Opportunity Group
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802848,700.00,Little Limehouse Preschool
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802849,700.00,Little Limehouse Preschool
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802850,700.00,Little Limehouse Preschool
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802851,700.00,Little Limehouse Preschool
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802852,700.00,Little Limehouse Preschool
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802853,700.00,Little Limehouse Preschool
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802854,700.00,Little Limehouse Preschool
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802855,700.00,Little Limehouse Preschool
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802856,700.00,Little Limehouse Preschool
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802857,700.00,Little Limehouse Preschool
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802858,800.00,Iqra Preschool
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802859,800.00,Iqra Preschool
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802860,"2,000.00",GLOBAL KIDS DAY CARE
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802861,800.00,GLOBAL KIDS DAY CARE
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802862,800.00,GLOBAL KIDS DAY CARE
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802863,800.00,GLOBAL KIDS DAY CARE
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802864,"1,600.00",GLOBAL KIDS DAY CARE
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802865,"1,000.00",Mudchute Association
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802866,800.00,Spring Nursery Limited
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802867,800.00,Spring Nursery Limited
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802868,"2,000.00",Date Palm Nurseries Ltd
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802869,800.00,Scallywags Playgroup
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802870,800.00,Scallywags Playgroup
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802871,800.00,Little St Matthias Pre School
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802872,800.00,Little St Matthias Pre School
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802873,"1,600.00",Little St Matthias Pre School
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802874,800.00,Little St Matthias Pre School
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802875,800.00,Little St Matthias Pre School
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802876,800.00,Little St Matthias Pre School
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802877,800.00,Little St Matthias Pre School
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802878,"2,000.00",Tiddley Tots Daycare
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802879,800.00,CLAIRE BEARS LTD
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802880,800.00,CLAIRE BEARS LTD
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802886,800.00,Puddle Jumpers Ltd
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802887,"1,600.00",Puddle Jumpers Ltd
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802888,800.00,Puddle Jumpers Ltd
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802889,800.00,Puddle Jumpers Ltd
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802890,800.00,Iqra Pre School
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802891,800.00,Iqra Pre School
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802892,"1,000.00",Iqra Pre School
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802893,800.00,Allen Gardens Playgroup
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802894,800.00,Allen Gardens Playgroup
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802895,800.00,Allen Gardens Playgroup
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802896,800.00,Allen Gardens Playgroup
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802897,800.00,Allen Gardens Playgroup
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802898,800.00,Lincoln Hall Playgroup
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802899,800.00,Lincoln Hall Playgroup
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802900,800.00,Lincoln Hall Playgroup
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802901,800.00,Lincoln Hall Playgroup
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802902,800.00,Lincoln Hall Playgroup
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802903,"2,000.00",BRIGHT HORIZONS FAMILY SOLUTION
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802904,800.00,Jingle Jungle Nursery
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802905,800.00,Jingle Jungle Nursery
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802906,800.00,Jingle Jungle Nursery
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802907,800.00,Jingle Jungle Nursery
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802908,800.00,Jingle Jungle Nursery
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802909,800.00,Jingle Jungle Nursery
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802910,800.00,Wonder Haven
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802911,800.00,Wonder Haven
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802912,800.00,Matchbox Day Nursery Ltd
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802913,800.00,Matchbox Day Nursery Ltd
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802914,800.00,Matchbox Day Nursery Ltd
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802915,800.00,Matchbox Day Nursery Ltd
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802916,"2,000.00",CROSSHARBOUR MONTESSORI DAY NURSERY
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802917,"1,000.00",Barkantine Community Nursery
Children & Culture,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,07/07/2023,5802918,"1,000.00",Burdett Estate playgroup
Children & Culture,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,14/07/2023,5804852,"1,332.00",Allen Gardens Playgroup
Children & Culture,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,14/07/2023,5804853,"3,885.00",Avebury Playgroup
Children & Culture,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,14/07/2023,5804854,888.00,BRIGHT HORIZONS FAMILY SOLUTION
Children & Culture,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,14/07/2023,5804855,"1,332.00",BRAYFORD SQUARE PLAYGROUP
Children & Culture,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,14/07/2023,5804856,"2,775.00",Burdett Estate playgroup
Children & Culture,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,14/07/2023,5804857,"2,664.00",Date Palm Nurseries Ltd
Children & Culture,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,14/07/2023,5804859,999.00,Account 3 Ltd
Children & Culture,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,14/07/2023,5804860,"1,221.00",Kids Kingdom Nursery
Children & Culture,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,14/07/2023,5804861,444.00,Lincoln Hall Playgroup
Children & Culture,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,14/07/2023,5804863,"1,332.00",Little Miracles Nursery
Children & Culture,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,14/07/2023,5804864,"1,110.00",Precious Kids Day Nursery LTD
Children & Culture,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,14/07/2023,5804865,"4,995.00",Rainbow House
Children & Culture,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,14/07/2023,5804867,"1,110.00",Shining Futures Nursery
Children & Culture,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,14/07/2023,5804868,666.00,Tower Hamlets Opportunity Group
Children & Culture,Children's Social Care,Family Support Services,Short Breaks and Family Support,Third Party Payments - Voluntary Associations,05/07/2023,5794515,"132,500.00",QALB Centre Short Break Services
Children & Culture,Children's Social Care,Family Support Services,Short Breaks and Family Support,Third Party Payments - Voluntary Associations,14/07/2023,5803400,"15,594.00",Tower Project
Children & Culture,Children's Social Care,Family Support Services,Short Breaks and Family Support,Third Party Payments - Voluntary Associations,17/07/2023,5803401,"4,299.00",Tower Project
Children & Culture,Children's Social Care,Children's and Young People's Safety,Early Help Central Team,Third Party Payments - Voluntary Associations,19/07/2023,5798275,"6,249.75",Toyhouse
Children & Culture,Children's Social Care,Children's and Young People's Safety,Early Help Central Team,Third Party Payments - Voluntary Associations,19/07/2023,5798276,"6,125.00",Toyhouse
Children & Culture,Education Services,Other Strategic Functions,Music Trading Account,Third Party Payments - Voluntary Associations,12/07/2023,5795506,581.50,Drake Music
Children & Culture,Education Services,Other Strategic Functions,Parents Advice Centre,Tools and Equipment - Purchase,19/07/2023,5805358,"1,009.00",Love2Reward
Children & Culture,Education Services,Other Strategic Functions,Special Education Needs GF,Training Expenses - Staff External Training (UK Based),07/07/2023,5801507,260.00,WESTMINSTER FORUM PROJECTS
Children & Culture,Education Services,Other Strategic Functions,Special Education Needs DSG,Training Expenses - Staff External Training (UK Based),26/07/2023,5806902,"1,900.00",Access Uk Limited
Children & Culture,Children's Social Care,Service Strategy,"CSC Learning & Development		",Training Expenses - Staff External Training (UK Based),24/07/2023,5806934,"1,000.00",section 40 FOIA
Children & Culture,Children's Social Care,Service Strategy,"CSC Learning & Development		",Training Expenses - Staff External Training (UK Based),24/07/2023,5806935,563.00,section 40 FOIA
Children & Culture,Children's Social Care,Youth Justice,Youth Justice Team,Training Expenses - Staff External Training (UK Based),17/07/2023,5803680,"5,400.00",Know Wonder Ltd
Children & Culture,Children's Social Care,Children's and Young People's Safety,Early Help Central Team,Training Expenses - Staff External Training (UK Based),03/07/2023,5785759,400.00,The Youth Worker
Children & Culture,Children's Social Care,Children's and Young People's Safety,Early Help Central Team,Training Expenses - Staff External Training (UK Based),31/07/2023,5801470,395.00,Talking Life Ltd
Children & Culture,Children's Social Care,Children's and Young People's Safety,Family Hubs & Sure Start,Training Expenses - Staff External Training (UK Based),17/07/2023,5803514,"2,700.00",Know Wonder Ltd
Children & Culture,Children's Social Care,Children's and Young People's Safety,Family Hubs & Sure Start,Training Expenses - Staff External Training (UK Based),17/07/2023,5803514,"1,350.00",Know Wonder Ltd
Children & Culture,Children's Social Care,Children's and Young People's Safety,Family Hubs & Sure Start,Training Expenses - Staff External Training (UK Based),17/07/2023,5803514,"1,350.00",Know Wonder Ltd
Children & Culture,Children's Social Care,Children's and Young People's Safety,Family Hubs & Sure Start,Training Expenses - Staff External Training (UK Based),17/07/2023,5803514,900.00,Know Wonder Ltd
Children & Culture,Children's Social Care,Children's and Young People's Safety,Family Hubs & Sure Start,Training Expenses - Staff External Training (UK Based),17/07/2023,5803514,900.00,Know Wonder Ltd
Children & Culture,Children's Social Care,Children's and Young People's Safety,Family Hubs & Sure Start,Training Expenses - Staff External Training (UK Based),17/07/2023,5803514,900.00,Know Wonder Ltd
Children & Culture,Children's Social Care,Children's and Young People's Safety,Family Hubs & Sure Start,Training Expenses - Staff External Training (UK Based),17/07/2023,5803514,675.00,Know Wonder Ltd
Children & Culture,Children's Social Care,Children's and Young People's Safety,Family Hubs & Sure Start,Training Expenses - Staff External Training (UK Based),17/07/2023,5803514,900.00,Know Wonder Ltd
Children & Culture,Children's Social Care,Children's and Young People's Safety,Family Hubs & Sure Start,Training Expenses - Staff External Training (UK Based),17/07/2023,5803514,800.00,Know Wonder Ltd
Children & Culture,Education Services,Other Strategic Functions,Education Psychology Trading Account,Training Expenses - Staff External Training (UK Based),05/07/2023,5801396,287.49,KC Jones Conference & Events
Children & Culture,Education Services,Other Strategic Functions,Education Psychology Trading Account,Training Expenses - Staff External Training (UK Based),12/07/2023,5803993,"1,500.00",Conexus Conflict Consultancy Limited
Children & Culture,Education Services,Other Strategic Functions,Education Psychology Trading Account,Training Expenses - Staff External Training (UK Based),24/07/2023,5805393,510.00,KC Jones Conference & Events
Children & Culture,Education Services,Other Strategic Functions,Music Trading Account,Transport Dept Charges,26/07/2023,5800141,300.00,Sonny White Removals
Children & Culture,Education Services,Other Strategic Functions,Music Trading Account,Transport Dept Charges,26/07/2023,5800141,300.00,Sonny White Removals
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Uniforms & Clothing,03/07/2023,5792407,722.26,SMI Group
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Uniforms & Clothing,05/07/2023,5794001,294.70,SMI Group
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Uniforms & Clothing,10/07/2023,5794524,305.00,SMI Group
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Uniforms & Clothing,12/07/2023,5795419,863.77,SMI Group
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Uniforms & Clothing,14/07/2023,5795997,327.25,SMI Group
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Uniforms & Clothing,31/07/2023,5802210,316.32,SMI Group
Corporate Costs and Central Financing,Corporate & Democratic Core,Corporate Management,Corporate Budget,Subscriptions - London Boroughs Grant Scheme,31/07/2023,5801458,"61,472.00",London Councils
Corporate Costs and Central Financing,Corporate & Democratic Core,Corporate Management,Corporate Budget,Third Party Payments - Third Party Fees,07/07/2023,5801607,"2,817.00",ASE CORPORATE EYECARE LTD
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Ageing Well		",Social Care - Extra Care Sheltered Housing,28/07/2023,5808904,"3,750.00",Creative Support
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Ageing Well		",Social Care - Extra Care Sheltered Housing,28/07/2023,5808905,"3,750.00",Creative Support
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Ageing Well		",Social Care - Extra Care Sheltered Housing,28/07/2023,5808906,"3,750.00",Creative Support
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Ageing Well		",Social Care - Extra Care Sheltered Housing,28/07/2023,5808907,"3,750.00",Creative Support
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Ageing Well		",Social Care - Extra Care Sheltered Housing,28/07/2023,5808908,"3,750.00",Creative Support
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Ageing Well		",Social Care - Extra Care Sheltered Housing,28/07/2023,5808909,"3,750.00",Creative Support
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Ageing Well		",Social Care - Linkage Plus,28/07/2023,5808974,"160,839.00",Toynbee Hall
Health Adults and Community,General Fund/Council Fund,Homelessness,Supporting People Services,SP - Block-Gross - Single Homeless,07/07/2023,5793968,"45,543.19",Salvation Army
Health Adults and Community,General Fund/Council Fund,Homelessness,Supporting People Services,SP - Block-Gross - Single Homeless,07/07/2023,5793969,"71,603.02",Salvation Army
Health Adults and Community,General Fund/Council Fund,Homelessness,Supporting People Services,SP - Block-Gross - Single Homeless,14/07/2023,5803967,"241,994.04",Providence Row Housing Association
Health Adults and Community,General Fund/Council Fund,Homelessness,Supporting People Services,SP - Block-Gross - Single Homeless,14/07/2023,5803969,"123,321.25",Providence Row Housing Association
Health Adults and Community,General Fund/Council Fund,Homelessness,Supporting People Services,SP - SLA Non-Chargeable Service - Old People-Supp Needs,10/07/2023,5794568,265.63,Notting Hill Genesis
Health Adults and Community,General Fund/Council Fund,Homelessness,Supporting People Services,SP - SLA Non-Chargeable Service - Old People-Supp Needs,10/07/2023,5794569,265.63,Notting Hill Genesis
Health Adults and Community,General Fund/Council Fund,Homelessness,Supporting People Services,SP - SLA Non-Chargeable Service - Old People-Supp Needs,10/07/2023,5794570,265.63,Notting Hill Genesis
Health Adults and Community,General Fund/Council Fund,Homelessness,Supporting People Services,Social Care - Domestic Violence,21/07/2023,5806759,"12,635.25",HESTIA HOUSING & SUPPORT
Health Adults and Community,General Fund/Council Fund,Homelessness,Supporting People Services,Social Care - Domestic Violence,24/07/2023,5806861,"12,635.25",HESTIA HOUSING & SUPPORT
Health Adults and Community,General Fund/Council Fund,Homelessness,Supporting People Services,Social Care - Domestic Violence,26/07/2023,5807029,"12,635.25",HESTIA HOUSING & SUPPORT
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Crime Reduction),Community Safety Team,Third Party Payments - Voluntary Associations,10/07/2023,5801215,720.00,section 40 FOIA
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Crime Reduction),"VAWG, Domestic Abuse & Hate Crime Team",Training Expenses - Staff External Training (UK Based),28/07/2023,5807048,"75,709.75",Solace Women's Aid
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Crime Reduction),"VAWG, Domestic Abuse & Hate Crime Team",Tools and Equipment - Purchase,28/07/2023,5804774,"14,760.93",AFS Security Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),T H Enforcement Officers,Training Expenses - Staff External Training (UK Based),14/07/2023,5804756,"4,000.00",HEARTSTONE
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),T H Enforcement Officers,Repairs and Maintenance - Responsive - Security,24/07/2023,5804793,"1,500.00",surelock security systems ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Crime Reduction),ASB Investigation Officers,Repairs and Maintenance - Responsive - Repair & Maintenance,24/07/2023,5799218,840.00,JC Coster (Metalworks) Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Repairs and Maintenance - Responsive - Security,26/07/2023,5800301,528.16,Laser Tech UK Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Computing - Purchase of Hardware,17/07/2023,5796052,"5,961.55",VMS Network Cabling Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),Neighbourhood Management,Non Staff Transport Costs - Reimbursement,17/07/2023,5797685,"1,221.66",Wallace School of Transport
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),Neighbourhood Management,Non Staff Transport Costs - Reimbursement,19/07/2023,5798573,"1,221.66",Wallace School of Transport
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),Neighbourhood Management,Healthy & Safety Supplies,14/07/2023,5797664,850.00,Solon Security Ltd
Health Adults and Community,Public Health,Health Protection,"Local Outbreak Management		",Grants - Associations,05/07/2023,5801398,500.00,Stifford Centre
Health Adults and Community,Public Health,Health Protection,"Local Outbreak Management		",Grants - Associations,17/07/2023,5801437,700.00,THE FAMILIES SUPPORT GROUP
Health Adults and Community,Public Health,Health Protection,"Local Outbreak Management		",Grants - Associations,05/07/2023,5801516,500.00,SOMALI SENIOR CITIZENS CLUB
Health Adults and Community,Public Health,Health Protection,"Local Outbreak Management		",Grants - Associations,26/07/2023,5803287,500.00,Newham African Caribbean Limited
Health Adults and Community,Public Health,Health Protection,"Local Outbreak Management		",Third Party Payments - Other Establishments,21/07/2023,5680506,680.00,XMA Ltd
Health Adults and Community,Corporate & Democratic Core,Democratic Representation & Management,Preventing Violent Extremism,Third Party Payments - Voluntary Associations,21/07/2023,5806766,"4,000.00",St Giles Trust
Health Adults and Community,Corporate & Democratic Core,Democratic Representation & Management,Preventing Violent Extremism,Third Party Payments - Voluntary Associations,24/07/2023,5806767,"6,000.00",St Giles Trust
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Crime Reduction),Drugs Intervention Programme,Management & Admin Salaries - Pay & Oncost,12/07/2023,5797920,"1,127.98",Online Ergonomics
Health Adults and Community,Public Health,Substance Misuse,"Residential Treatment (Drug and Alcohol)		",Client Treatment Services,14/07/2023,5795787,895.00,Addiction Recovery Centres Ltd
Health Adults and Community,Public Health,Substance Misuse,"Residential Treatment (Drug and Alcohol)		",Client Treatment Services,19/07/2023,5797650,"3,400.00",Streetscene Addiction Recovery
Health Adults and Community,Public Health,Substance Misuse,"Residential Treatment (Drug and Alcohol)		",Client Treatment Services,17/07/2023,5798145,"3,580.00",Addiction Recovery Centres Ltd
Health Adults and Community,Public Health,Substance Misuse,"Residential Treatment (Drug and Alcohol)		",Client Treatment Services,28/07/2023,5801390,"4,268.70",Mercia Care Homes Ltd
Health Adults and Community,Public Health,Substance Misuse,"Residential Treatment (Drug and Alcohol)		",Client Treatment Services,28/07/2023,5802303,"4,928.57",The Forward Trust
Health Adults and Community,Public Health,Substance Misuse,"ADDER Accelerator Fund		",Third Party Payments - Voluntary Associations,24/07/2023,5800060,"15,000.00",Coffee Afrik CIC
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Refuse Collection,26/07/2023,5800930,930.59,PHS Group Plc
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Medical Requisites,28/07/2023,5802242,"2,038.33",Orion Medical Supplies Ltd
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Client Treatment Services,05/07/2023,5791441,"111,489.99",Tower Hamlets GP Care Group CIC
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Client Treatment Services,07/07/2023,5793111,"11,200.00",Phoenix Futures
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Client Treatment Services,17/07/2023,5797689,"717,359.55",Change Grow Live Services Ltd
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Client Treatment Services,17/07/2023,5797690,"176,955.83",Change Grow Live Services Ltd
