Directorate,Service,Division,Responsible Unit,Expense Type,Payment Date,Trans No,Net Amount,Supplier Name
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,07/02/2024,5873965,"4,715.82",Youth reality homes
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,21/02/2024,5873966,"5,213.97",Youth reality homes
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,07/02/2024,5873968,"4,715.82",Youth reality homes
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,07/02/2024,5873969,"4,715.82",Youth reality homes
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,21/02/2024,5873971,"5,712.12",Youth reality homes
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,21/02/2024,5873972,"4,715.82",Youth reality homes
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,28/02/2024,5874014,"7,200.00",Outreach Homes Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,07/02/2024,5874042,"1,735.83",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,07/02/2024,5874043,257.16,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,07/02/2024,5874044,"1,735.83",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,07/02/2024,5874046,"1,992.99",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,07/02/2024,5874048,"1,992.99",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,07/02/2024,5874049,"1,992.99",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,19/02/2024,5874050,"1,992.99",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,09/02/2024,5874051,"1,992.99",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,07/02/2024,5874052,"1,992.99",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,07/02/2024,5874058,"1,992.99",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,09/02/2024,5874448,"1,992.99",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,09/02/2024,5874449,"1,992.99",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,28/02/2024,5875262,"4,853.71",Explore Independence Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,12/02/2024,5875558,"2,628.57",Epic care home Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,12/02/2024,5875803,"4,438.00",Inclusive Care Support Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,12/02/2024,5875853,"4,517.01",Harvest Care Group Limited
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,12/02/2024,5875854,"5,845.67",Harvest Care Group Limited
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,23/02/2024,5875855,"5,845.67",Harvest Care Group Limited
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,12/02/2024,5875903,771.48,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,14/02/2024,5876023,"4,751.25",Elliot Leigh TLC Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,28/02/2024,5876451,"4,074.28",Epic care home Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,28/02/2024,5876452,"4,074.28",Epic care home Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,28/02/2024,5876453,"4,074.28",Epic care home Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,28/02/2024,5876454,"4,207.14",Epic care home Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,28/02/2024,5876455,"4,074.28",Epic care home Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,26/02/2024,5876459,"4,517.10",Epic care home Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,28/02/2024,5876460,"4,517.10",Epic care home Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,16/02/2024,5877188,"1,950.00",Elliot Leigh TLC Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,26/02/2024,5877189,715,Elliot Leigh TLC Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,16/02/2024,5877252,514.32,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,28/02/2024,5877254,"14,459.01",St Christopher's Fellowship
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,21/02/2024,5877542,"1,800.12",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,28/02/2024,5881021,350,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,28/02/2024,5881022,350,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,28/02/2024,5881023,350,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,28/02/2024,5881029,350,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,28/02/2024,5881031,350,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,28/02/2024,5881032,350,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Boarding Sch,Third Party Payments - Residential Placements Independent Sector,23/02/2024,5876390,"54,837.67",Ruskin Mill Trust
Children’s Services,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Boarding Sch,Third Party Payments - Residential Placements Independent Sector,16/02/2024,5876391,"54,837.67",Ruskin Mill Trust
Children’s Services,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,16/02/2024,5863235,"13,824.00",Prospero Group Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,07/02/2024,5863722,"-9,262.63",Compass Childrens Homes Limited
Children’s Services,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,07/02/2024,5865891,"11,776.00",Prospero Group Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,14/02/2024,5868328,"8,142.00",Prospero Group Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,23/02/2024,5871074,"8,932.00",Prospero Group Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,28/02/2024,5871568,"26,106.43",ASPRIS CHILDRENS SERVICES LTD
Children’s Services,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,19/02/2024,5872935,"15,535.03",The Drive Care Homes Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,19/02/2024,5872936,"28,927.03",The Drive Care Homes Ltd
Children’s Services,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,28/02/2024,5873388,"34,077.99",Netpex
Children’s Services,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,07/02/2024,5874039,"30,800.36",Compass Childrens Homes Limited
Children’s Services,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,09/02/2024,5874499,"4,650.00",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,S23 Fam Pl Fost/Adop Advert,Childrens Act Section 23 - Spec Pymnts Advertising,23/02/2024,5866003,"7,000.00",Net Natives Limited
Children’s Services,Children's Social Care,Children Looked After,C.B.C & Fam.Prev/Support-Mgmnt,Third Party Payments - Voluntary Associations,21/02/2024,5869484,"6,480.00",Barnardo's Services
Children’s Services,Children's Social Care,Children Looked After,C.B.C & Fam.Prev/Support-Mgmnt,Third Party Payments - Voluntary Associations,14/02/2024,5875810,"27,786.25",Barnardo's Services
Children’s Services,Children's Social Care,Children Looked After,Youth Detention- STC,Childrens Act Section 23 - Placement Fee,21/02/2024,5877904,"25,140.00",National Offender Management Service
Children’s Services,Children's Social Care,Children Looked After,Staying Put,Childrens Act Section 23 - Placement Fee,12/02/2024,5867329,"1,860.00",Children First Fostering Agency LTD
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,07/02/2024,5865359,"3,995.16",Academics ltd
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,07/02/2024,5865360,"3,995.16",Academics ltd
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,07/02/2024,5865361,"4,993.95",Academics ltd
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,07/02/2024,5865362,998.79,Academics ltd
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,07/02/2024,5865363,"3,995.16",Academics ltd
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,07/02/2024,5865364,998.79,Academics ltd
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,28/02/2024,5878187,"5,659.81",Academics ltd
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,28/02/2024,5878188,"5,326.88",Academics ltd
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,28/02/2024,5878189,"6,658.60",Academics ltd
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,28/02/2024,5878190,"1,331.72",Academics ltd
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,28/02/2024,5878191,"5,326.88",Academics ltd
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,28/02/2024,5878192,"2,663.44",Academics ltd
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Training Expenses - Staff External Training (UK Based),12/02/2024,5867376,260,WESTMINSTER FORUM PROJECTS
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Education & Training - Non Staff Tuition Fees,21/02/2024,5870907,"1,270.00",Pegasus Academy TA Tutor Doctor
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Education & Training - Non Staff Tuition Fees,02/02/2024,5872876,"1,855.00",Learn Solutions ltd trading as TLC LIVE
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Third Party Payments - Payments to Schools,12/02/2024,5867312,484,Hoddesdon School Trust
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Third Party Payments - Payments to Schools,23/02/2024,5871042,700,New City College
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Third Party Payments - Payments to Schools,02/02/2024,5872854,700,Elmhurst Primary School
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Third Party Payments - Payments to Schools,28/02/2024,5872855,700,Elmhurst Primary School
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Third Party Payments - Payments to Schools,19/02/2024,5877753,626,FERRARS JUNIOR SCHOOL
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Third Party Payments - Payments to Schools,28/02/2024,5881615,"2,000.00",Minster CofE Primary School
Children’s Services,Children's Social Care,Children Looked After,Enrichment Projects,Grounds Maintenance - Contract - Horticultural Maintenance,14/02/2024,5870385,964,A G Price Florist
Children’s Services,Children's Social Care,Children Looked After,Enrichment Projects,Events & Exhibitions,28/02/2024,5873594,594,Moxography
Children’s Services,Children's Social Care,Children Looked After,Enrichment Projects,Events & Exhibitions,14/02/2024,5876483,550,ENGLISH NATIONAL BALLET LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Reg Plan Maint L-Allow,07/02/2024,5863535,310,Primrose care & support
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Reg Plan Maint L-Allow,07/02/2024,5871092,310,ThamesCare
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Reg Plan Maint L-Allow,07/02/2024,5871095,310,ThamesCare
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Reg Plan Maint L-Allow,07/02/2024,5871096,310,ThamesCare
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Reg Plan Maint L-Allow,14/02/2024,5876497,350,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Reg Plan Maint L-Allow,26/02/2024,5881028,350,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,07/02/2024,5863526,"2,634.69",Primrose care & support
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,23/02/2024,5863529,"1,188.55",Primrose care & support
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,07/02/2024,5863531,"2,635.00",Primrose care & support
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,07/02/2024,5863532,"1,734.70",Primrose care & support
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,07/02/2024,5863534,"2,634.69",Primrose care & support
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,07/02/2024,5863535,"2,634.69",Primrose care & support
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,21/02/2024,5870903,253.78,Outreach Homes Ltd
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,07/02/2024,5871091,"2,568.35",ThamesCare
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,07/02/2024,5871093,"1,682.68",ThamesCare
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,07/02/2024,5871095,"2,125.67",ThamesCare
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,28/02/2024,5872985,"1,195.71",Pangea Support Services
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,28/02/2024,5872986,"1,195.71",Pangea Support Services
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,28/02/2024,5873671,"1,882.01",Elliot Leigh TLC Ltd
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,28/02/2024,5873674,"1,439.02",Elliot Leigh TLC Ltd
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,14/02/2024,5873676,"-1,280.46",Elliot Leigh TLC Ltd
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,14/02/2024,5873678,"-1,055.09",Elliot Leigh TLC Ltd
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874045,995.8,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874047,995.8,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874053,995.8,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874055,"1,992.99",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,28/02/2024,5874398,"1,461.34",Elliot Leigh TLC Ltd
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,28/02/2024,5874399,"1,461.34",Elliot Leigh TLC Ltd
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,14/02/2024,5874401,-996.67,Elliot Leigh TLC Ltd
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,14/02/2024,5874402,-897.52,Elliot Leigh TLC Ltd
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874450,309.15,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874451,713.21,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874453,713.21,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874454,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,07/02/2024,5874455,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874457,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874458,309.15,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874459,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874460,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874461,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874462,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874463,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,12/02/2024,5874464,309.15,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874465,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,07/02/2024,5874466,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874467,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,12/02/2024,5874468,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874469,253.34,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874470,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874471,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874472,253.34,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874473,309.15,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874474,309.15,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874475,309.15,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874476,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,07/02/2024,5874477,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874478,309.15,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874479,309.15,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874480,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,12/02/2024,5874481,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874482,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,12/02/2024,5874483,309.15,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874484,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874485,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874486,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,07/02/2024,5874487,309.15,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,12/02/2024,5874488,253.34,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874489,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874490,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874491,309.15,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,12/02/2024,5874492,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,12/02/2024,5874493,309.15,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874494,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,12/02/2024,5874495,309.15,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,Leaving Care-UASC,Leaving Care Financial Assistance - Supp Accom/Hous Rents,09/02/2024,5874497,309.15,HAMLETTS LTD
