Directorate,Service,Division,Responsible Unit,Expense Type,Payment Date,Trans No,Net Amount,Supplier Name
Chief Executive�s Office,Planning Services,Community Development,Controlling Migration Fund (CMF),Third Party Payments - Voluntary Associations,03/05/2023,5758888,"7,000.00",The Bromley by Bow Centre
Chief Executive�s Office,Planning Services,Community Development,Controlling Migration Fund (CMF),Third Party Payments - Voluntary Associations,03/05/2023,5758888,"4,000.00",The Bromley by Bow Centre
Chief Executive�s Office,Planning Services,Community Development,Controlling Migration Fund (CMF),Third Party Payments - Voluntary Associations,03/05/2023,5758888,"13,600.00",The Bromley by Bow Centre
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,"Commercial and Contracts team		",Services - Professional Fees - Legal Fees/Expenses,03/05/2023,5780563,"2,035.34",City of Westminster
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Employment & Education Team,Services - Professional Fees - Legal Fees/Expenses,17/05/2023,5783606,450.00,42 Bedford Row
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Employment & Education Team,Services - Professional Fees - Legal Fees/Expenses,17/05/2023,5783607,650.00,42 Bedford Row
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,10/05/2023,5781520,"1,000.00",First Legal Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,12/05/2023,5782961,668.00,P G ASHTON & SONS
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,17/05/2023,5783608,480.00,Field Court Chambers  - Fees Account
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,17/05/2023,5783612,573.75,Field Court Chambers  - Fees Account
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,17/05/2023,5784113,450.00,DIVERSE EXPERTS LTD
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,31/05/2023,5786206,500.00,Field Court Chambers  - Fees Account
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,31/05/2023,5786207,500.00,Field Court Chambers  - Fees Account
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,31/05/2023,5786208,500.00,Field Court Chambers  - Fees Account
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,31/05/2023,5786209,506.25,Field Court Chambers  - Fees Account
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,31/05/2023,5788311,"1,000.00",Field Court Chambers  - Fees Account
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,31/05/2023,5788939,500.00,Field Court Chambers  - Fees Account
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,31/05/2023,5788941,"5,000.00",First Legal Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,03/05/2023,5780543,"1,100.00",Curae Solicitors Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,03/05/2023,5780545,"1,695.26",Umbrella Legal Limited Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,03/05/2023,5780549,"7,500.00",Legal Advice Centre
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,05/05/2023,5780565,753.60,P G ASHTON & SONS
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,05/05/2023,5781055,646.00,P G ASHTON & SONS
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,10/05/2023,5781519,274.25,P G ASHTON & SONS
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,12/05/2023,5782719,"4,750.00",CEL Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,12/05/2023,5782948,375.00,Legal Surveyors UK Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,15/05/2023,5783154,"2,000.00",Antony Hodari Holdings Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,15/05/2023,5783155,"6,000.00",Antony Hodari Holdings Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,17/05/2023,5783620,"3,591.35",Emerald Law Solicitors Ltd
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,17/05/2023,5783621,300.00,Cerberus Law Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,17/05/2023,5784072,"7,500.00",Cooper Hall Solicitors Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,17/05/2023,5784106,"1,530.00",Coupland Cavendish t/a Gowing Law Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,17/05/2023,5784110,668.00,P G ASHTON & SONS
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,22/05/2023,5785483,750.00,42 Bedford Row
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,22/05/2023,5785487,"2,000.00",Coyne Learmonth (Crosby) Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,31/05/2023,5786214,"5,500.00",Coupland Cavendish t/a Gowing Law Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,31/05/2023,5786216,"4,750.00",Coupland Cavendish t/a Gowing Law Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,31/05/2023,5786217,850.00,universal Law Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,31/05/2023,5786222,285.00,Cerberus Law Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,31/05/2023,5787690,450.00,42 Bedford Row
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,31/05/2023,5787693,"9,500.00",Bond Turner Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,31/05/2023,5787694,540.00,Medical-Legal Appointments Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,31/05/2023,5787695,"2,000.00",Driscoll Kingston Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,31/05/2023,5787703,758.00,P G ASHTON & SONS
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,31/05/2023,5787713,400.00,Cerberus Law Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,31/05/2023,5788312,"2,300.00",Driscoll Kingston Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,31/05/2023,5788314,600.00,Bond Turner Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,31/05/2023,5788888,500.00,Antony Hodari Holdings Limited
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780505,"15,776.14",AGE UK EAST LONDON
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780506,"7,202.50",CANAAN PROJECT
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780508,"8,182.00",COMMUNITY OF REFUGEES FROM VIETNAM -
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780509,"6,904.00",Elop
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780510,"4,146.00",FOUR CORNERS LTD
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780511,"7,011.78",GLOBE COMMUNITY PROJECT
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780512,"9,553.36",Half Moon Young People's Theatre
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780513,"5,775.00",HESTIA HOUSING & SUPPORT
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780514,"3,282.36",I C M FOUNDATION CIC - CORE NEWS PROJECT
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780515,"4,885.09",Leaders in Community
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780516,"4,885.09",Leaders in Community
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780517,"10,685.00",London Tigers
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780518,"5,000.00",Mudchute Association
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780519,"7,028.50",NEWARK YOUTH LONDON
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780520,"4,880.00",Newham New Deal Partnership
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780521,"1,449.50",Society Links
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780522,"2,200.79",Sporting Foundation
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780523,"4,116.00",St Hilda's East Community Centre
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780524,"7,500.00",St Hilda's East Community Centre
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780525,"3,641.00",Stifford Centre
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780526,"20,006.78",Stifford Centre
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780527,"6,454.00",Streets of Growth
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780528,"5,385.50",Bangladesh Youth Movement
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780529,"4,533.07",Royal London Society for Blind People
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780530,"9,228.28",THE YARD THEATRE
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780532,"12,500.00",TOWER HAMLETS FRIENDS AND NEIGHBOOURS
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780533,"10,353.50",Toynbee Hall
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780534,"1,178.86",WAPPING BANGLADESH ASSOCIATION
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,03/05/2023,5780535,"1,178.79",WAPPING BANGLADESH ASSOCIATION
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Social Services Trust Fund,03/05/2023,5780536,"27,121.28",Working Well Trust
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Voluntary Associations,10/05/2023,5780531,"65,000.00",TOWER HAMLETS COUNCIL FOR VOLUNTARY SERV
Chief Executive�s Office,Planning Services,Community Development,Match Funding Schemes,Third Party Payments - Voluntary Associations,15/05/2023,5783091,"11,250.00",SPACEHIVE
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,03/05/2023,5772197,992.00,Tutaev Design
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,12/05/2023,5774245,325.00,Cubiquity Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,26/05/2023,5778949,"2,399.00",Cubiquity Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,26/05/2023,5786065,"10,869.01",Financial Data Management Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,26/05/2023,5786066,"1,957.80",Financial Data Management Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,26/05/2023,5786123,464.00,Billboard Posters T/A Augustus Martin
Chief Executive�s Office,Planning Services,Community Development,Emergency Fund,Third Party Payments - Voluntary Associations,03/05/2023,5780507,"1,188.00",Chisenhale Dance Space
Children & Culture,Cultural and Related Services,Recreation & Sport,In Sourcing Leisure Services,Services - Professional Fees - Consultants Fees,26/05/2023,5781426,"2,479.50",BLAKE MORGAN LLP
Children & Culture,Cultural and Related Services,Recreation & Sport,In Sourcing Leisure Services,Services - Professional Fees - Consultants Fees,26/05/2023,5782868,"22,320.00",FMG CONSULTING LTD
Children & Culture,Cultural and Related Services,Recreation & Sport,In Sourcing Leisure Services,Services - Professional Fees - Consultants Fees,26/05/2023,5782869,"5,850.00",FMG CONSULTING LTD
Children & Culture,Cultural and Related Services,Recreation & Sport,In Sourcing Leisure Services,Services - Professional Fees - Consultants Fees,26/05/2023,5783122,"3,333.33",FMG CONSULTING LTD
Children & Culture,Cultural and Related Services,Open Spaces,Parks & Open Spaces Man&Admin,Repairs and Maintenance - Responsive - Consultants Fees,26/05/2023,5781088,795.00,The Play Inspection Company
Children & Culture,Cultural and Related Services,Open Spaces,Parks & Open Spaces Man&Admin,Repairs and Maintenance - Responsive - Drainage & Sewers,22/05/2023,5778261,880.00,J&L Coster (Drainage) Ltd
Children & Culture,Cultural and Related Services,Open Spaces,Parks & Open Spaces Man&Admin,Repairs and Maintenance - Responsive - Drainage & Sewers,26/05/2023,5783466,"1,250.00",J&L Coster (Drainage) Ltd
Children & Culture,Cultural and Related Services,Open Spaces,Parks & Open Spaces Man&Admin,Electricity,12/05/2023,5782958,264.97,EDF  Energy
Children & Culture,Cultural and Related Services,Open Spaces,Parks & Open Spaces Man&Admin,Electricity,12/05/2023,5782960,266.34,EDF  Energy
Children & Culture,Cultural and Related Services,Open Spaces,Parks & Open Spaces Man&Admin,Contract Cleaning,22/05/2023,5784712,940.35,Wetton Cleaning Services LTD
Children & Culture,Cultural and Related Services,Open Spaces,Parks & Open Spaces Man&Admin,Contract Cleaning,22/05/2023,5784713,534.03,Wetton Cleaning Services LTD
Children & Culture,Cultural and Related Services,Open Spaces,Parks & Open Spaces Man&Admin,Contract Cleaning,22/05/2023,5784723,885.04,Wetton Cleaning Services LTD
Children & Culture,Cultural and Related Services,Open Spaces,Parks & Open Spaces Man&Admin,Services - Professional Fees - Legal Fees/Expenses,05/05/2023,5781328,310.82,Port of London Authority
Children & Culture,Cultural and Related Services,Open Spaces,Parks & Open Spaces Man&Admin,Payments to Private Contractors - Private Contractor,03/05/2023,5780232,"1,378.66",The Bromley by Bow Centre
Children & Culture,Cultural and Related Services,Recreation & Sport,St.Georges Baths,Electricity,10/05/2023,5781237,"1,172.80",NPOWER
Children & Culture,Cultural and Related Services,Recreation & Sport,St.Georges Baths,Electricity,10/05/2023,5781238,"1,113.85",NPOWER
Children & Culture,Cultural and Related Services,Recreation & Sport,"Poplar Baths		",Payments to Private Contractors - Other Contractors,10/05/2023,5772266,"145,934.05",Folera Ltd
Children & Culture,Cultural and Related Services,Recreation & Sport,"Poplar Baths		",Payments to Private Contractors - Other Contractors,26/05/2023,5783088,"167,109.08",Folera Ltd
Children & Culture,Cultural and Related Services,Recreation & Sport,Sports Development,Recreational Activities,10/05/2023,5774848,"2,170.00",Disability Sports Coach Ltd.
Children & Culture,Cultural and Related Services,Recreation & Sport,Sports Development,Recreational Activities,17/05/2023,5777035,"2,560.00",Victoria Park Harriers & THAC
Children & Culture,Cultural and Related Services,Recreation & Sport,Sports Development,Recreational Activities,22/05/2023,5778232,"2,420.00",A-Z SPORTS COACHING LTD
Children & Culture,Cultural and Related Services,Recreation & Sport,Sports Development,Recreational Activities,03/05/2023,5780538,520.00,Tower Hamlets Trojans Basketball Club
Children & Culture,Cultural and Related Services,Recreation & Sport,Sports Development,Recreational Activities,17/05/2023,5783462,"3,750.00",London Young Stars Elite
Children & Culture,Cultural and Related Services,Recreation & Sport,Sports Development,Recreational Activities,31/05/2023,5783987,"3,150.00",The Mason Foundation
Children & Culture,Cultural and Related Services,Recreation & Sport,Sports Development,Recreational Activities,15/05/2023,5784772,"2,900.00",I Love to Swim
Children & Culture,Cultural and Related Services,Recreation & Sport,Football Development Programme,Recreational Activities,22/05/2023,5781441,"3,500.00",Sporting Foundation
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Repairs and Maintenance - Responsive - Play Equipment Maintenance,15/05/2023,5775624,406.95,Landscape Supply Company
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Repairs and Maintenance - Responsive - Repair & Maintenance,03/05/2023,5773656,614.91,Provender Nurseries Ltd
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Repairs and Maintenance - Responsive - Repair & Maintenance,03/05/2023,5773657,"1,280.85",Provender Nurseries Ltd
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Repairs and Maintenance - Responsive - Repair & Maintenance,03/05/2023,5773658,"1,581.25",Provender Nurseries Ltd
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Repairs and Maintenance - Responsive - Repair & Maintenance,03/05/2023,5773659,525.00,Provender Nurseries Ltd
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Repairs and Maintenance - Responsive - Repair & Maintenance,03/05/2023,5773660,905.40,Provender Nurseries Ltd
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Repairs and Maintenance - Responsive - Repair & Maintenance,03/05/2023,5773661,"1,942.05",Provender Nurseries Ltd
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Repairs and Maintenance - Responsive - Repair & Maintenance,10/05/2023,5774773,"1,299.00",Origin Amenity solutions Ltd (Rigby Taylor Ltd)
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Repairs and Maintenance - Responsive - Repair & Maintenance,10/05/2023,5775372,"6,719.00",Broxap Ltd
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Electricity,17/05/2023,5784051,304.80,EDF Energy Customer Field Services
Children & Culture,Cultural and Related Services,Open Spaces,Victoria Park,Uniforms & Clothing,15/05/2023,5776690,517.00,SMI Group
Children & Culture,Cultural and Related Services,Open Spaces,Mile End Park,Training Expenses - Staff External Training (UK Based),24/05/2023,5787578,"2,000.00",Hackney Play Association
Children & Culture,Cultural and Related Services,Open Spaces,Mile End Park,Repairs and Maintenance - Responsive - Drainage & Sewers,22/05/2023,5778260,"1,720.00",J&L Coster (Drainage) Ltd
Children & Culture,Cultural and Related Services,Open Spaces,Mile End Park,Rent Charges,24/05/2023,5783928,"2,625.00",The Arch Company Properties Limited
Children & Culture,Cultural and Related Services,Open Spaces,Mile End Park,Rent Charges,24/05/2023,5783929,"2,625.00",The Arch Company Properties Limited
Children & Culture,Cultural and Related Services,Open Spaces,Mile End Park,Rent Charges,24/05/2023,5783930,"2,625.00",The Arch Company Properties Limited
Children & Culture,Cultural and Related Services,Open Spaces,Mile End Park,Contract Cleaning,22/05/2023,5784717,"3,013.32",Wetton Cleaning Services LTD
Children & Culture,Cultural and Related Services,Open Spaces,Mile End Park,Events & Exhibitions,03/05/2023,5772299,733.00,Amethyst Horticulture Ltd
Children & Culture,Cultural and Related Services,Open Spaces,Mile End Park,Services - Professional Fees - Legal Fees/Expenses,03/05/2023,5779758,"1,140.00",Sharpe Pritchard
Children & Culture,Cultural and Related Services,Open Spaces,Mile End Park,Meeting Expenses,26/05/2023,5788519,960.00,Canvas Events Ltd
Children & Culture,Cultural and Related Services,Open Spaces,Stepney Green,Contract Cleaning,22/05/2023,5784720,360.98,Wetton Cleaning Services LTD
Children & Culture,Cultural and Related Services,Culture & Heritage,Arts-Park Events,Events & Exhibitions,26/05/2023,5780415,"5,000.00",MILE END COMMUNITY PROJECT
Children & Culture,Cultural and Related Services,Culture & Heritage,Arts-Park Events,Events & Exhibitions,26/05/2023,5780421,750.00,Tamarind Theatre CO
Children & Culture,Cultural and Related Services,Culture & Heritage,Arts-Park Events,Events & Exhibitions,24/05/2023,5780422,"1,100.00",Graham Hughes
Children & Culture,Cultural and Related Services,Culture & Heritage,Arts-Park Events,Events & Exhibitions,26/05/2023,5785258,"3,452.50",Bevan Brittan LLP Client Account
Children & Culture,No Service Specified,No Division Specified,Parks - CAP,Other External Fees - Landscape Architects Fees,26/05/2023,5781696,"3,400.50",Land Use Consultants LTD
Children & Culture,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,15/05/2023,5776679,"3,684.00",Broxap Ltd
Children & Culture,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,17/05/2023,5778259,"8,750.00",J&L Coster (Drainage) Ltd
Children & Culture,Education Services,Early Years,EYS Mangt & Admin GF,Transport Dept Charges,26/05/2023,5781221,"2,640.00",Sonny White Removals
Children & Culture,Education Services,Early Years,EYS Mangt & Admin GF,Transport Dept Charges,26/05/2023,5781221,528.00,Sonny White Removals
Children & Culture,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,31/05/2023,5788721,"12,439.80",ABERTOTS PLAY
Children & Culture,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,31/05/2023,5788722,"7,558.20",Allen Gardens Playgroup
Children & Culture,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,26/05/2023,5788723,"2,079.00",Avebury Playgroup
Children & Culture,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,31/05/2023,5788724,"30,592.80",Barkantine Community Nursery
Children & Culture,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,31/05/2023,5788725,"9,138.60",Bethnal Green Montessuri Nursery
Children & Culture,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,31/05/2023,5788726,"19,650.60",Barnardo's
Children & Culture,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,26/05/2023,5788727,"2,040.00",BRAYFORD SQUARE PLAYGROUP
Children & Culture,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,31/05/2023,5788728,"19,512.60",BRIGHT HORIZONS FAMILY SOLUTION
Children & Culture,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,31/05/2023,5788729,"15,983.60",BRIGHT HORIZONS FAMILY SOLUTION
