Directorate,Service,Division,Responsible Unit,Expense Type,Payment Date,Trans No,Net Amount,Supplier Name
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,11/10/2023,5833916,750,42 Bedford Row
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,11/10/2023,5833922,750,42 Bedford Row
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,13/10/2023,5834832,"1,150.00",42 Bedford Row
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,13/10/2023,5835063,540,42 Bedford Row
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Community Grant,Third Party Payments - Voluntary Associations,04/10/2023,5822155,376,All Seasons Foods
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,06/10/2023,5832348,"2,000.00",Angelus Law
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,20/10/2023,5836561,"2,010.00",Angelus Law
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,13/10/2023,5824516,"8,646.58",Antony Hodari Holdings Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,02/10/2023,5830339,"3,700.00",Antony Hodari Holdings Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,04/10/2023,5831359,"11,700.00",Antony Hodari Holdings Limited
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Community Grant,Third Party Payments - Voluntary Associations,11/10/2023,5832812,"6,025.00",APASENTH
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,04/10/2023,5831361,"3,500.00",Bamber & Co Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,20/10/2023,5836535,"7,325.00",Barnes Solicitors LLP (Office Account)
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,"Our East End						",Printing - External,13/10/2023,5826005,"13,388.72",Beta Distribution (South) Ltd t/a London Letterbox Marketing
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,13/10/2023,5814518,"-1,547.66",Beta Distribution (South) Ltd t/a London Letterbox Marketing
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,11/10/2023,5833914,"1,000.00",Bond Turner Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,25/10/2023,5837783,"1,000.00",Bond Turner Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,27/10/2023,5836601,375,C7 Surveyors
Chief Executive�s Office,Planning Services,Community Development,SIT - Strategy and Improvement,Subscriptions - Subscriptions to Associations,13/10/2023,5834990,"3,300.00",CACI LTD
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,"Legal Services SMT and PMT		",Services - Professional Fees - Legal Fees/Expenses,25/10/2023,5837782,760,CEL Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,02/10/2023,5824494,250,Cerberus Law Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,02/10/2023,5824496,300,Cerberus Law Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,04/10/2023,5831374,300,Cerberus Law Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,11/10/2023,5833918,285,Cerberus Law Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,11/10/2023,5833920,350,Cerberus Law Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,20/10/2023,5836597,337.5,Cerberus Law Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,20/10/2023,5836796,725,Cerberus Law Limited
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Mayor�s Office,Training Expenses - Staff External Training (UK Based),04/10/2023,5831171,"2,750.00",CIPFA Business Ltd
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,13/10/2023,5834802,500,Claim for Disrepair
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,13/10/2023,5824515,"2,197.65",Clear Law LLP
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,02/10/2023,5829882,"1,250.00",Coupland Cavendish t/a Gowing Law Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,20/10/2023,5836538,500,Coupland Cavendish t/a Gowing Law Solicitors
Chief Executive�s Office,Planning Services,Community Development,Small Grants,Third Party Payments - Voluntary Associations,20/10/2023,5835328,"2,472.50",East End Community Foundation
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Community Grant,Third Party Payments - Voluntary Associations,20/10/2023,5827775,"6,250.00",Elop
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,02/10/2023,5829881,"1,000.00",FDM SOLICITORS
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,13/10/2023,5835070,"4,000.00",FDM SOLICITORS
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,02/10/2023,5829885,350,Field Court Chambers  - Fees Account
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,13/10/2023,5834835,950,Field Court Chambers  - Fees Account
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,20/10/2023,5836546,500,Field Court Chambers  - Fees Account
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,25/10/2023,5837850,350,Field Court Chambers  - Fees Account
Chief Executive�s Office,Central Services to the Public,Elections,Annual Canvass,Printing - External,06/10/2023,5832470,"6,562.44",Financial Data Management Ltd
Chief Executive�s Office,Central Services to the Public,Elections,Annual Canvass,Printing - External,30/10/2023,5840095,"5,817.98",Financial Data Management Ltd
Chief Executive�s Office,Central Services to the Public,Elections,Annual Canvass,Comms - Postages,30/10/2023,5840094,"21,593.79",Financial Data Management Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,25/10/2023,5836636,"4,299.21",Financial Data Management Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,25/10/2023,5836637,508,Financial Data Management Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,25/10/2023,5836639,400,Financial Data Management Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,25/10/2023,5836640,612,Financial Data Management Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,25/10/2023,5836641,"3,281.00",Financial Data Management Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,25/10/2023,5836642,577,Financial Data Management Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,25/10/2023,5836643,996,Financial Data Management Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,25/10/2023,5836644,"1,475.95",Financial Data Management Ltd
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,02/10/2023,5829883,600,Five Paper Buildings
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,13/10/2023,5834836,475,Five Paper Buildings
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,13/10/2023,5835056,"1,012.50",Five Paper Buildings
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,13/10/2023,5835057,600,Five Paper Buildings
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,13/10/2023,5835059,620,Five Paper Buildings
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,20/10/2023,5836540,450,Five Paper Buildings
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,20/10/2023,5836545,700,Five Paper Buildings
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,20/10/2023,5836811,"1,450.00",Five Paper Buildings
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,20/10/2023,5836787,"24,381.25",Gatehouse Chambers Limited
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,23/10/2023,5828924,"1,075.00",Good Impressions
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,23/10/2023,5828931,608,Good Impressions
Chief Executive�s Office,Planning Services,Community Development,SIT - Strategy and Transformation,Computing - Purchase of Software,11/10/2023,5832063,"1,500.00",Happy Computers
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,"Legal Services SMT and PMT		",Training Expenses - Staff External Training (UK Based),25/10/2023,5837847,360,Hoey Ainscough Associates Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Corporate Campaigns,Communications,06/10/2023,5830816,"2,400.00",Kois Miah Photography
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,25/10/2023,5837842,420,Legal Surveyors UK Limited
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Community Grant,Third Party Payments - Voluntary Associations,18/10/2023,5835958,"1,009.00",Love2Reward
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,20/10/2023,5836534,"1,000.00",McDermott Smith Law Ltd
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,11/10/2023,5833915,"7,700.00",Miles & Partners Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,11/10/2023,5833933,425,P G ASHTON & SONS
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,20/10/2023,5836605,710,P G ASHTON & SONS
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Communications,27/10/2023,5839665,"20,540.00",Panacea Applications Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Corporate Campaigns,Communications,27/10/2023,5833775,724.5,Precise Media Monitoring LTD
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,06/10/2023,5823194,507,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,06/10/2023,5823195,717,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,09/10/2023,5823197,950,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,11/10/2023,5824594,409.5,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,11/10/2023,5824595,457.5,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,20/10/2023,5827073,"1,265.00",Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,20/10/2023,5827779,"4,955.00",Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,20/10/2023,5827784,467.5,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,25/10/2023,5830077,286.2,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,27/10/2023,5830078,582.5,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,25/10/2023,5830079,582.5,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,27/10/2023,5830080,582.5,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,27/10/2023,5830081,582.5,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,27/10/2023,5830083,326.88,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,27/10/2023,5830378,444,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,20/10/2023,5830793,275,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,20/10/2023,5830794,325,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,27/10/2023,5830797,343.5,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,"Our East End						",Printing - External,06/10/2023,5827136,"18,116.54",Reach Printing Services Ltd
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,13/10/2023,5834830,750,Redfearn Experts Limited
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Corporate Campaigns,Communications,18/10/2023,5827070,400,Rehan Jamil Photography
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,27/10/2023,5835932,485,SLS Print LTD
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Community Grant,Third Party Payments - Voluntary Associations,04/10/2023,5831155,"5,000.00",The Bromley by Bow Centre
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Community Grant,Third Party Payments - Voluntary Associations,04/10/2023,5831156,"5,948.00",The Bromley by Bow Centre
Chief Executive�s Office,Planning Services,Community Development,Controlling Migration Fund (CMF),Third Party Payments - Voluntary Associations,09/10/2023,5831154,"17,351.00",The Bromley by Bow Centre
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,"Legal Services SMT and PMT		",Meeting Expenses,16/10/2023,5827452,694.17,the royal foundation of st katharine
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Corporate Campaigns,Communications,27/10/2023,5837707,"10,952.00",Third Light Ltd
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Voluntary Associations,04/10/2023,5824469,"5,000.00",Toyhouse
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,02/10/2023,5820538,"1,276.00",Tutaev Design
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,23/10/2023,5828383,745,Tutaev Design
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,11/10/2023,5833934,"5,000.00",TV Edwards Solicitors (Client Account)
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Democratic Services Team,Office Furniture/Equipment,06/10/2023,5822860,"1,979.05",Unique Office Solutions
Chief Executive�s Office,Planning Services,Community Development,Healthwatch UK,Third Party Payments - Voluntary Associations,09/10/2023,5823987,"10,000.00",Vallance Community Sports Association
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,04/10/2023,5831082,"1,300.00",Veritas Solicitors
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,27/10/2023,5831222,330,Visual Print and Design
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,27/10/2023,5831223,805,Visual Print and Design
Chief Executive�s Office,Planning Services,Community Development,Healthwatch UK,Third Party Payments - Voluntary Associations,02/10/2023,5820932,"37,491.30",YOUR VOICE IN HEALTH & SOCIAL CARE
Chief Executive�s Office,Planning Services,Community Development,Healthwatch UK,Third Party Payments - Voluntary Associations,18/10/2023,5827828,"1,500.00",YOUR VOICE IN HEALTH & SOCIAL CARE
Children�s Services,Children's Social Care,Youth Justice,Young Tower Hamlets,Agency Staff,06/10/2023,5832347,"3,530.00",22 DESIGN LTD
Children�s Services,Children's Social Care,Youth Justice,Young Tower Hamlets,Agency Staff,06/10/2023,5832350,819.6,22 DESIGN LTD
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,13/10/2023,5834838,280,33 Bedford Row Chambers
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,11/10/2023,5833246,"1,050.00",4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,11/10/2023,5833247,600,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,11/10/2023,5833903,555,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,11/10/2023,5833904,475,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,11/10/2023,5833911,475,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,11/10/2023,5833913,600,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,13/10/2023,5835061,"1,250.00",4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,13/10/2023,5835064,"1,250.00",4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,20/10/2023,5835066,"1,250.00",4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,20/10/2023,5836550,825,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,20/10/2023,5836552,825,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,20/10/2023,5836555,475,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,25/10/2023,5836810,700,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,20/10/2023,5836549,450,5 Pump Court CDS
Children�s Services,Education Services,Other Strategic Functions,Music Trading Account,Educational/Training Supplies - Books,09/10/2023,5824312,520,8va Limited
Children�s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,27/10/2023,5839671,"5,439.00",ABERTOTS PLAY
Children�s Services,Education Services,Other Strategic Functions,Pupil & Student Services GF,Computing - Maint Agreements - Maintenance,04/10/2023,5823973,475,Access Uk Limited
Children�s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,27/10/2023,5839689,"15,207.00",Account 3 Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,25/10/2023,5828150,"3,969.60",Action for Children
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,25/10/2023,5828914,"4,178.70",Action for Children
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,25/10/2023,5830099,"3,407.10",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,25/10/2023,5830100,"3,235.80",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,25/10/2023,5830101,"3,407.10",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,25/10/2023,5830102,"5,464.20",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,25/10/2023,5830103,"3,407.10",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,25/10/2023,5830104,"3,638.40",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,27/10/2023,5832894,"5,785.80",Aim High Fostering Limited
Children�s Services,Education Services,Other Strategic Functions,High Needs Out Of Borough Further Education Colleges,Third Party Payments - SEN Placement Funding,18/10/2023,5827469,"14,250.00",Albemarle Independent College
Children�s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,27/10/2023,5839672,"18,981.00",Allen Gardens Playgroup
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,20/10/2023,5827459,"1,537.96",Alpha Care Service Ltd
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,20/10/2023,5827459,"1,598.57",Alpha Care Service Ltd
Children�s Services,Education Services,Other Strategic Functions,Special Education Needs DSG,Third Party Payments - Individual Tuition,23/10/2023,5835358,"47,840.00",Anchor Teaching Ltd
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,04/10/2023,5830369,"1,650.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,04/10/2023,5830371,"1,170.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,04/10/2023,5830372,"1,800.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,04/10/2023,5830373,"1,170.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,04/10/2023,5830374,"2,400.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,04/10/2023,5830375,"1,800.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,04/10/2023,5830792,"1,500.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,06/10/2023,5830073,900,Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,11/10/2023,5832082,"1,800.00",Apolonia Property Services (Exodus Housing)
Children�s Services,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Other External Fees - Other External Fees,27/10/2023,5832591,"1,160.00",Architecture P L B
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,18/10/2023,5827480,"2,330.82",Ascension Supported Living
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,18/10/2023,5830149,"20,080.20",Ascension Supported Living
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,18/10/2023,5827479,"3,516.67",Ascension Supported Living
Children�s Services,Children's Social Care,Family Support Services,CNN Pool: Joint Family Support,Social Care - Homecare,27/10/2023,5839596,"12,705.00",Ashton Care Ltd
Children�s Services,Children's Social Care,Family Support Services,CNN Pool: Joint Family Support,Social Care - Homecare,27/10/2023,5839597,"6,489.00",Ashton Care Ltd
Children�s Services,Children's Social Care,Youth Justice,YJB-Core,Training Expenses - Other Internal Training,13/10/2023,5824591,"1,750.00",Association of YOT Managers
Children�s Services,Children's Social Care,Youth Justice,YJB-Core,Training Expenses - Other Internal Training,13/10/2023,5824592,"1,750.00",Association of YOT Managers
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,02/10/2023,5827913,"3,100.00",Atlantic Lodge
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/10/2023,5832914,"6,642.84",Atlantic Lodge
Children�s Services,Education Services,Other Strategic Functions,Music Trading Account,Third Party Payments - Voluntary Associations,23/10/2023,5838989,500,Auto Italia South East
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Consultants Fees,13/10/2023,5830117,"3,750.00",AV Outcomes Ltd
Children�s Services,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,27/10/2023,5839734,966,Avebury Playgroup
Children�s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,27/10/2023,5839673,"5,883.00",Avebury Playgroup
Children�s Services,Education Services,Other Strategic Functions,Children with Complex Needs,Third Party Payments - High Needs Specialist Equipment,13/10/2023,5834820,"1,472.50",BANGABANDHU PRIMARY SCHOOL
Children�s Services,Children's Social Care,Service Strategy,"CSC Learning & Development		",Training Expenses - Staff External Training (UK Based),04/10/2023,5831026,"1,200.00",BARBARA MCKAY
Children�s Services,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,27/10/2023,5839756,"18,568.20",Barkantine Community Nursery
