Directorate,Service,Division,Responsible Unit,Expense Type,Payment Date,Trans No,Net Amount,Supplier Name
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838275,795,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838278,846.82,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838291,"2,903.40",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838327,725.87,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838376,"1,276.85",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838386,"1,301.88",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838395,"1,261.58",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838400,"1,642.07",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838434,"12,989.05",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838451,725.87,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838456,915.95,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838486,"2,818.80",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838635,"1,278.90",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838662,985.07,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838673,"1,624.55",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838703,"3,230.05",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838747,345.65,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838785,985.07,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838804,"1,701.30",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838811,"5,806.80",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838815,"3,738.08",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838841,362.92,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838866,"1,332.05",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838881,"1,479.00",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Social Care - Direct Payments,25/10/2023,5838900,"1,036.93",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Client Contributions for Social Care - Non-Residential Contributions,25/10/2023,5838094,-276.38,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SE Team -PS,Client Contributions for Social Care - Non-Residential Contributions,25/10/2023,5838395,-308.35,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Support with Memory and Cognition - older people (65+),Generic Care Packages SE Team-SMC,Social Care - Direct Payments,25/10/2023,5838825,518.48,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Social Support - Support for Carer,Generic Care Packages SE Team -SC,Social Care - Direct Payments,25/10/2023,5838279,414.77,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Social Support - Support for Carer,Generic Care Packages SE Team -SC,Social Care - Direct Payments,25/10/2023,5838312,400.5,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838043,"1,797.35",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838084,"1,002.38",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838086,"2,177.57",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838092,501.17,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838100,795,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838146,"1,434.43",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838147,414.77,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838153,311.1,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838167,414.77,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838173,881.4,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838180,414.77,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838182,414.77,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838196,723.22,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838208,912.22,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838210,"1,607.23",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838214,535.75,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838219,"1,192.45",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838228,432.38,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838258,"1,520.83",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838288,725.87,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838316,"2,785.93",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838328,"1,952.87",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838378,766.15,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838446,553.03,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838447,725.87,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838452,"2,599.80",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838495,"1,419.77",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838496,985.07,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838581,"1,013.48",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838632,"1,520.83",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838634,"2,004.73",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838640,"1,296.17",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838642,"1,607.23",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838644,553.03,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838645,"1,417.15",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838646,"1,901.05",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838667,587.62,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838671,276.52,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838704,"5,637.05",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838707,267,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838711,"1,741.45",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838745,483.9,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838776,428.32,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838799,414.77,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838869,534,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838902,"1,348.03",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838903,829.55,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838913,"1,348.03",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838952,"1,637.70",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,25/10/2023,5838961,"1,076.32",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Sensory Support - older people (65+),"Generic Care Packages SW Team -SS		",Social Care - Direct Payments,25/10/2023,5838460,777.68,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Support with Memory and Cognition - older people (65+),Generic Care Packages SW Team-SMC,Social Care - Direct Payments,25/10/2023,5838107,"1,539.68",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Social Support - Support for Carer,Generic Care Packages SW Team -SC,Social Care - Direct Payments,25/10/2023,5838250,414.77,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Social Support - Support for Carer,Generic Care Packages SW Team -SC,Social Care - Direct Payments,25/10/2023,5838493,"1,859.27",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Social Support - Support for Carer,Generic Care Packages SW Team -SC,Social Care - Direct Payments,25/10/2023,5838931,362.92,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Social Support - Social Isolation,Generic Care Packages SW Team -SI,Social Care - Direct Payments,25/10/2023,5838388,"1,175.18",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Direct Payments,25/10/2023,5838277,276.52,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Direct Payments,25/10/2023,5838419,"1,437.87",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Mental Health Support - adults (18-64),Cmht For Older People,Social Care - Direct Payments,25/10/2023,5838178,"1,896.25",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Mental Health Support - adults (18-64),Cmht For Older People,Social Care - Direct Payments,25/10/2023,5838272,"1,140.65",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Mental Health Support - adults (18-64),Cmht Iod / Poplar South,Social Care - Direct Payments,25/10/2023,5838424,"2,073.85",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Mental Health Support - adults (18-64),Cmht Iod / Poplar South,Social Care - Direct Payments,25/10/2023,5838760,"1,124.45",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Mental Health Support - adults (18-64),Cmht Stepney / Wapping,Social Care - Direct Payments,25/10/2023,5838162,"2,419.50",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Mental Health Support - adults (18-64),Cmht Stepney / Wapping,Social Care - Direct Payments,25/10/2023,5838846,296.92,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Sensory Support - older people (65+),Sight and Hearing Service,Social Care - Direct Payments,25/10/2023,5838260,483.9,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,04/10/2023,5831500,"1,785.82",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,11/10/2023,5833476,"1,113.99",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,18/10/2023,5835733,"3,127.47",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838105,829.55,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838155,"1,395.00",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838206,"9,522.85",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838230,"14,053.03",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838254,691.28,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838263,"1,106.05",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838264,414.77,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838306,"7,497.55",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838315,"1,465.63",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838329,345.65,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838340,"1,113.65",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838341,"1,384.12",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838343,"2,350.37",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838345,"1,659.08",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838350,"14,481.00",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838363,"3,022.50",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838369,446.92,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838379,"1,866.47",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838399,378.57,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838435,622.58,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838466,691.28,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838485,"1,093.53",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838586,358.85,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838658,691.28,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838672,691.28,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838715,691.28,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838748,"1,607.23",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838777,"1,796.40",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838782,"1,453.03",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838814,"10,323.60",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838826,"2,158.55",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838834,"1,106.05",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838848,"1,511.70",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838880,394.29,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838884,"1,656.98",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838912,456.05,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838925,875.23,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - older people (65+),CLDS - Health and Wellbeing,Social Care - Direct Payments,25/10/2023,5838943,"8,000.15",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,04/10/2023,5831423,-444.63,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,25/10/2023,5838048,"1,382.57",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,25/10/2023,5838049,"1,382.57",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,25/10/2023,5838050,"1,797.35",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,25/10/2023,5838169,622.15,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,25/10/2023,5838183,"1,075.28",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,25/10/2023,5838213,553.03,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,25/10/2023,5838296,462.85,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,25/10/2023,5838335,491.05,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,25/10/2023,5838364,829.55,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,25/10/2023,5838421,"1,373.57",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,25/10/2023,5838660,483.9,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,25/10/2023,5838664,553.03,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,25/10/2023,5838679,"1,175.18",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,25/10/2023,5838705,"5,772.22",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,25/10/2023,5838738,"3,419.15",DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,25/10/2023,5838746,345.65,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,25/10/2023,5838757,940.07,DH TOWER HAMLETS
Health and Adult Social Care,Adult Social Care,Learning Disabilty Support - adults (18-64),CLDS Transition,Social Care - Direct Payments,25/10/2023,5838803,553.03,DH TOWER HAMLETS
