Directorate,Service,Division,Responsible Unit,Expense Type,Payment Date,Trans No,Net Amount,Supplier Name
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,18/03/2024,5887883,"4,071.43",Epic care home Ltd
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,15/03/2024,5888267,"4,692.86",Explore Independence Ltd
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/03/2024,5888551,"4,853.71",Explore Independence Ltd
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,27/03/2024,5888552,"4,536.43",Explore Independence Ltd
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,20/03/2024,5888621,"1,992.99",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/03/2024,5888628,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/03/2024,5888636,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/03/2024,5888979,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/03/2024,5889006,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/03/2024,5889011,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/03/2024,5892039,267.01,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/03/2024,5892040,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/03/2024,5892041,267.01,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/03/2024,5892042,309.15,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/03/2024,5892043,267.01,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/03/2024,5892044,309.15,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/03/2024,5892045,267.01,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/03/2024,5892047,309.15,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/03/2024,5892048,309.15,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/03/2024,5892051,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/03/2024,5892634,"4,317.68",Harvest Care Group Limited
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,28/03/2024,5892954,"4,853.71",Explore Independence Ltd
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,28/03/2024,5893734,"1,877.14",Explore Independence Ltd
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,28/03/2024,5893736,"4,536.43",Explore Independence Ltd
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,27/03/2024,5893747,"4,071.30",Harvest Care Group Limited
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,28/03/2024,5894891,463.54,HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,28/03/2024,5894892,"1,264.20",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,28/03/2024,5894893,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,28/03/2024,5894894,"1,264.20",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,28/03/2024,5894895,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,28/03/2024,5894896,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,28/03/2024,5894900,"1,306.34",HAMLETTS LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Sup Lod,27/03/2024,5885224,800,Outreach Homes Ltd
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,01/03/2024,5875562,"2,464.71",Primrose care & support
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,06/03/2024,5875571,"3,395.18",Ascension Supported Living
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,08/03/2024,5876027,"4,764.29",Go Ahead Homes Ltd
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,20/03/2024,5883444,"5,486.72",Naza Connect Care Ltd
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,20/03/2024,5883446,"6,775.10",Naza Connect Care Ltd
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/03/2024,5883702,310.59,Elliot Leigh TLC Ltd
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/03/2024,5883704,517.94,Elliot Leigh TLC Ltd
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/03/2024,5883705,310.59,Elliot Leigh TLC Ltd
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/03/2024,5883707,510.64,Elliot Leigh TLC Ltd
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/03/2024,5883709,517.65,Elliot Leigh TLC Ltd
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/03/2024,5884258,"2,634.69",Primrose care & support
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/03/2024,5884264,"2,758.33",Maia Care Services
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,08/03/2024,5884265,"3,008.33",Maia Care Services
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/03/2024,5884266,"3,069.04",Maia Care Services
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/03/2024,5884267,"2,900.00",Maia Care Services
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/03/2024,5884448,348,Pangea Support Services
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,13/03/2024,5885303,"2,671.43",Jordan Xavier LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/03/2024,5885508,275.22,Elliot Leigh TLC Ltd
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,13/03/2024,5886195,450,Harvest Care Group Limited
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/03/2024,5887008,"4,548.48",ThamesCare
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/03/2024,5887946,"4,557.15",Jordan Xavier LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/03/2024,5887947,"4,557.15",Jordan Xavier LTD
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/03/2024,5892636,"4,317.68",Harvest Care Group Limited
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/03/2024,5893005,"6,421.42",Atlantic Lodge
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/03/2024,5893748,"4,071.30",Harvest Care Group Limited
Children’s Services,Children's Social Care,Service Strategy,FSP Sect 17 - Team 1,Childrens Act Section 17 - Interpreting/Translation,27/03/2024,5857007,334.5,Thebigword Interpreting Services Limited
Children’s Services,Children's Social Care,Service Strategy,FSP Sect 17 - Team 1,Childrens Act Section 17 - Interpreting/Translation,28/03/2024,5857012,815.44,Thebigword Interpreting Services Limited
Children’s Services,Children's Social Care,Service Strategy,FSP Sect 17 - Team 1,Childrens Act Section 17 - Interpreting/Translation,27/03/2024,5883760,"1,081.50",Thebigword Interpreting Services Limited
Children’s Services,Children's Social Care,Service Strategy,FSP Sect 17 - Team 1,Childrens Act Section 17 - Interpreting/Translation,15/03/2024,5885536,639.53,Thebigword Interpreting Services Limited
Children’s Services,Children's Social Care,Service Strategy,FSP Sect 17 - Team 1,Childrens Act Section 17 - Interpreting/Translation,28/03/2024,5886251,665.46,Thebigword Interpreting Services Limited
Children’s Services,Children's Social Care,Service Strategy,FSP Sect 17 - Team 1,Childrens Act Section 17 - Maintenance/Subsistence,13/03/2024,5886986,631.7,Potton Kare Services Ltd
Children’s Services,Children's Social Care,Service Strategy,FSP Sect 17 - Team 1,Childrens Act Section 17 - Maintenance/Subsistence,15/03/2024,5887780,975,GRACEY GEM LTD
Children’s Services,Children's Social Care,Service Strategy,FSP Sect 17 - Team 1,Childrens Act Section 17 - Maintenance/Subsistence,27/03/2024,5894654,"1,131.00",GRACEY GEM LTD
Children’s Services,Children's Social Care,Service Strategy,FSP Sect 17 - Team 1,Childrens Act Section 17 - Non-Contact Taxi Costs,27/03/2024,5875196,840,Mile End Car Hire Limited
Children’s Services,Children's Social Care,Service Strategy,FSP Sect 17 - Team 1,Childrens Act Section 23 - Maintenance/Subsistence,27/03/2024,5894653,"1,173.84",Forensic Testing Service Ltd
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,08/03/2024,5882382,"2,232.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,08/03/2024,5882383,"1,860.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,08/03/2024,5882384,"1,625.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,08/03/2024,5882385,"1,240.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,08/03/2024,5882386,"2,015.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,08/03/2024,5882387,"2,015.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,08/03/2024,5882388,"2,480.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,08/03/2024,5882389,"2,170.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,08/03/2024,5882390,"2,015.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,11/03/2024,5882391,"2,759.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,11/03/2024,5882392,"2,852.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,08/03/2024,5882393,"2,356.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,01/03/2024,5882394,"2,015.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,01/03/2024,5882395,"2,790.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,01/03/2024,5882396,"1,705.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,06/03/2024,5882899,"1,595.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,06/03/2024,5882900,"1,450.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,06/03/2024,5882901,"1,740.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,06/03/2024,5882902,"1,131.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,06/03/2024,5882903,360,Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,06/03/2024,5882904,580,Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,06/03/2024,5882905,"2,320.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,06/03/2024,5882906,"1,740.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,01/03/2024,5882994,"2,635.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,01/03/2024,5882995,"2,015.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,06/03/2024,5883793,"2,635.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,06/03/2024,5883794,"2,635.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,06/03/2024,5883795,"2,015.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,06/03/2024,5883796,935,Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,06/03/2024,5883823,"2,000.00",No Recourse for Public Funds (NRPF Pre-paid)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887140,"1,395.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887141,"2,232.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887142,"1,860.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887143,"1,240.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887144,"2,015.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887145,"2,015.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887146,"2,480.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887147,"2,170.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887148,"2,015.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887149,"2,759.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887150,"2,852.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887151,"2,356.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887152,"2,015.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887153,"2,790.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887154,"1,705.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887155,"2,635.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887156,"2,635.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887158,"2,635.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887160,"2,635.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887162,"2,015.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887163,"2,015.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887164,"2,635.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,13/03/2024,5887171,"1,395.00",Finefair Management
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,25/03/2024,5893037,"1,820.00",Landmark Housing Group Ltd T/A Park Hotel
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,25/03/2024,5893038,"2,100.00",Landmark Housing Group Ltd T/A Park Hotel
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,28/03/2024,5894751,"1,705.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,28/03/2024,5894752,"1,550.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,28/03/2024,5894753,300,Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,28/03/2024,5894754,"1,209.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,28/03/2024,5894755,"1,160.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,28/03/2024,5894756,"2,480.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Food Grants,28/03/2024,5894757,"1,860.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,Eva Armsby - Projects,Childrens Act Section 17 - Contract Expenses,04/03/2024,5875563,328,Help Handz CIC
Children’s Services,Children's Social Care,Family Support Services,Eva Armsby - Projects,Childrens Act Section 17 - Contract Expenses,04/03/2024,5875872,303,Help Handz CIC
Children’s Services,Children's Social Care,Family Support Services,Eva Armsby - Projects,Childrens Act Section 17 - Contract Expenses,04/03/2024,5877494,614.8,Potton Kare Services Ltd
Children’s Services,Children's Social Care,Family Support Services,Eva Armsby - Projects,Childrens Act Section 17 - Contract Expenses,11/03/2024,5877495,480.1,Potton Kare Services Ltd
Children’s Services,Children's Social Care,Family Support Services,Eva Armsby - Projects,Childrens Act Section 17 - Contract Expenses,27/03/2024,5886189,590.8,Potton Kare Services Ltd
Children’s Services,Children's Social Care,Family Support Services,Eva Armsby - Projects,Childrens Act Section 17 - Contract Expenses,27/03/2024,5886226,454.5,Help Handz CIC
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Interpreting/Translation,27/03/2024,5883745,926.13,Thebigword Interpreting Services Limited
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Interpreting/Translation,27/03/2024,5884335,"1,452.42",Thebigword Interpreting Services Limited
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,01/03/2024,5882397,"2,635.00",Finefair Management
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,01/03/2024,5882398,"2,480.00",Finefair Management
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,01/03/2024,5882399,"3,720.00",Finefair Management
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,01/03/2024,5882400,"2,635.00",Finefair Management
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,01/03/2024,5882401,"1,105.00",Finefair Management
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,01/03/2024,5882402,780,Finefair Management
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,13/03/2024,5887157,"2,480.00",Finefair Management
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,13/03/2024,5887159,"2,280.00",Finefair Management
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,13/03/2024,5887161,"1,785.00",Finefair Management
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,13/03/2024,5887165,"2,015.00",Finefair Management
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,13/03/2024,5887166,520,Finefair Management
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,13/03/2024,5887167,"1,200.00",Finefair Management
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,13/03/2024,5887168,450,Finefair Management
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,13/03/2024,5887169,"1,330.00",Finefair Management
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,13/03/2024,5887170,"1,105.00",Finefair Management
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,20/03/2024,5887818,348,Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,18/03/2024,5887819,"1,200.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,22/03/2024,5892688,875,London & Co UK Ltd
Children’s Services,Children's Social Care,Service Strategy,Exploitation Team,Training Expenses - Staff External Training (UK Based),27/03/2024,5893807,630,YourStance
Children’s Services,Children's Social Care,Service Strategy,Exploitation Team,Computing - Purchase of Hardware,20/03/2024,5884366,881.62,INSIGHT DIRECT (UK) LTD
Children’s Services,Children's Social Care,Family Support Services,Short Breaks and Family Support,Third Party Payments - Voluntary Associations,01/03/2024,5882235,"9,486.00",QALB Centre Short Break Services
Children’s Services,Children's Social Care,Family Support Services,Short Breaks and Family Support,Third Party Payments - Voluntary Associations,13/03/2024,5886124,"14,976.00",Tower Project
Children’s Services,Children's Social Care,Family Support Services,Short Breaks and Family Support,Third Party Payments - Voluntary Associations,13/03/2024,5886125,"5,221.00",Tower Project
Children’s Services,Children's Social Care,Family Support Services,Short Breaks and Family Support,Third Party Payments - Voluntary Associations,13/03/2024,5886126,"17,820.00",Tower Project
Children’s Services,Children's Social Care,Family Support Services,Short Breaks and Family Support,Third Party Payments - Voluntary Associations,15/03/2024,5887785,"45,517.16",APASENTH
Children’s Services,Children's Social Care,Family Support Services,Short Breaks and Family Support,Third Party Payments - Voluntary Associations,22/03/2024,5892012,"2,081.54",Centre 404
Children’s Services,Children's Social Care,Youth Justice,Youth Justice Team,Training Expenses - Staff Internal Training,15/03/2024,5885673,"3,954.00",S40 FOIA
