Directorate,Service,Division,Responsible Unit,Expense Type,Payment Date,Trans No,Net Amount,Supplier Name
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,26/01/2024,5870483,908,Angelus Law
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,29/01/2024,5870845,792.64,VERSUS LAW SOLICITORS
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,31/01/2024,5870997,"1,500.00",Bond Turner Solicitors
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,31/01/2024,5870998,"5,577.76",Antony Hodari Holdings Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,31/01/2024,5871718,600,42 Bedford Row
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865568,"9,812.00",Volunteer Centre Tower Hamlets
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865569,"6,250.00",Island House Community Centre
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865570,"7,500.00",I C M FOUNDATION CIC - CORE NEWS PROJECT
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865571,"10,000.00",East London Advanced Technology Training
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865572,"6,542.00",Volunteer Centre Tower Hamlets
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865573,"4,167.00",Island House Community Centre
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865574,"5,000.00",I C M FOUNDATION CIC - CORE NEWS PROJECT
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865575,"6,667.00",East London Advanced Technology Training
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865576,"5,849.77",Beyond the Streets
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865577,"7,500.00",Real DPO
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865578,"5,167.00",Hornafrik Intagration Projects
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865579,"5,000.00",Westferry Community Organisation
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865580,"3,312.00",Hornafrik Intagration Projects
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865581,"7,500.00",Conductive Music CIC
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865582,"3,900.00",Beyond the Streets
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865583,"5,000.00",Real DPO
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865584,"3,445.00",Hornafrik Intagration Projects
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865585,"4,167.00",Working Well Trust
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865586,"2,208.00",Hornafrik Intagration Projects
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865587,"5,000.00",Conductive Music CIC
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865588,"3,333.00",Westferry Community Organisation
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865589,"9,975.77",GLOBE COMMUNITY PROJECT
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865590,"6,650.00",GLOBE COMMUNITY PROJECT
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/01/2024,5865591,"6,667.00",Osmani Trust
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870417,"4,167.00",YOUNG & TALENTED LTD
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870418,"6,250.00",YOUNG & TALENTED LTD
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870419,"6,666.00",AGE UK EAST LONDON
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870420,"9,999.23",AGE UK EAST LONDON
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870421,"4,167.00",AGE UK EAST LONDON
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870422,"6,250.00",AGE UK EAST LONDON
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870423,"4,167.00",Account 3 Ltd
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870424,"6,250.00",Account 3 Ltd
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870425,"5,000.00",East London Advanced Technology Training
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870426,"7,500.00",East London Advanced Technology Training
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870427,"6,665.00",Volunteer Centre Tower Hamlets
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870428,"9,997.00",Volunteer Centre Tower Hamlets
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870429,"4,167.00",COMMUNITY OF REFUGEES FROM VIETNAM -
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870430,"6,250.00",COMMUNITY OF REFUGEES FROM VIETNAM -
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870431,"3,167.00",Udichi Shilpi Gosthi
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870432,"4,750.00",Udichi Shilpi Gosthi
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870433,"4,167.00",EAST LONDON MOSQUE TRUST LTD
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870434,"6,250.00",WAPPING BANGLADESH ASSOCIATION
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870435,"4,167.00",WAPPING BANGLADESH ASSOCIATION
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870436,"6,250.00",EAST LONDON MOSQUE TRUST LTD
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870437,"3,333.00",Asian People's Disability Alliance Limited
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870438,"5,000.00",Asian People's Disability Alliance Limited
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870439,"6,623.00",Working Well Trust
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870440,"9,935.00",Working Well Trust
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870441,"6,250.00",Working Well Trust
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870442,"10,000.00",Osmani Trust
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870443,"4,167.00",Half Moon Young People's Theatre
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870444,"6,660.00",Magic Me
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870445,"4,167.00",Vallance Community Sports Association
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870446,"6,250.00",Half Moon Young People's Theatre
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870447,"9,989.00",Magic Me
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,26/01/2024,5870448,"6,250.00",Vallance Community Sports Association
Chief Executive’s Office,Planning Services,Community Development,Match Funding Schemes,Catering - Hospitality,17/01/2024,5865376,"1,502.00",All Seasons Foods
Chief Executive’s Office,Planning Services,Community Development,Match Funding Schemes,Events & Exhibitions,17/01/2024,5861810,350,Kois Miah Photography
Chief Executive’s Office,Planning Services,Community Development,Match Funding Schemes,Third Party Payments - Voluntary Associations,12/01/2024,5864342,"22,000.00",TOWER HAMLETS COUNCIL FOR VOLUNTARY SERV
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,05/01/2024,5855141,405,Promo2u Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,05/01/2024,5855143,330,Promo2u Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,05/01/2024,5855772,677,SLS Print LTD
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,05/01/2024,5855773,276,SLS Print LTD
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,12/01/2024,5856902,"1,118.00",Promo2u Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,08/01/2024,5856947,265.9,Printloft
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,08/01/2024,5856948,291.38,Printloft
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,08/01/2024,5856951,389,Printloft
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,12/01/2024,5858661,"1,495.00",Promo2u Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,12/01/2024,5858662,"2,929.50",Promo2u Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,17/01/2024,5859057,275,Promo2u Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,12/01/2024,5859614,305,Beta Distribution (South) Ltd t/a London Letterbox Marketing
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,17/01/2024,5860859,300,Promo2u Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,17/01/2024,5860860,265,Promo2u Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,17/01/2024,5861331,993.2,Cubiquity Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,17/01/2024,5861342,415,Good Impressions
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,17/01/2024,5861353,"1,280.00",Good Impressions
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,17/01/2024,5861354,"6,600.00",Good Impressions
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,17/01/2024,5861442,894,Medialink World LTD
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,26/01/2024,5862281,361,Augustus Martin
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,26/01/2024,5862282,255,Augustus Martin
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,29/01/2024,5862832,286.43,Cubiquity Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,12/01/2024,5864263,330,Visual Print and Design
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,17/01/2024,5864268,"1,310.00",Visual Print and Design
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/01/2024,5865828,350,Cubiquity Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/01/2024,5867235,"3,152.29",Financial Data Management Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,17/01/2024,5867236,"2,074.60",Financial Data Management Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/01/2024,5867237,"2,685.43",Financial Data Management Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/01/2024,5867238,565.21,Financial Data Management Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Other Sales and Fees - Fees Inc.(General Purp.) Income,31/01/2024,5788302,"269,917.22",Clear channel UK LTD
Children’s Services,No Service Specified,No Division Specified,Culture - CAP,Other External Fees - Other External Fees,08/01/2024,5857023,"7,700.00",Leadenhall Project Management Ltd
Children’s Services,No Service Specified,No Division Specified,Culture - CAP,Other External Fees - Other External Fees,31/01/2024,5863553,"4,400.00",Leadenhall Project Management Ltd
Children’s Services,No Service Specified,No Division Specified,Culture - CAP,Other External Fees - Other External Fees,26/01/2024,5865343,"56,661.40",Child Graddon Lewis Limited
Children’s Services,No Service Specified,No Division Specified,Culture - CAP,Other External Fees - Other External Fees,26/01/2024,5865346,"26,742.21",Child Graddon Lewis Limited
Children’s Services,No Service Specified,No Division Specified,Culture - CAP,Other External Fees - Other External Fees,26/01/2024,5865941,"1,848.00",Child Graddon Lewis Limited
Children’s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,03/01/2024,5855084,"24,836.00",JC Coster (Metalworks) Ltd
Children’s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,10/01/2024,5858350,"1,600.00",Origin Amenity solutions Ltd (Rigby Taylor Ltd)
Children’s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,17/01/2024,5859708,"22,000.00",Lubbe & Sons (Bulbs) Ltd
Children’s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,17/01/2024,5861323,"2,080.00",Origin Amenity solutions Ltd (Rigby Taylor Ltd)
Children’s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,17/01/2024,5861486,"9,875.00",Martin Arnold LTD
Children’s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,31/01/2024,5863168,"4,121.00",Origin Amenity solutions Ltd (Rigby Taylor Ltd)
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865666,"1,221.00",Nicola Bennison Childcare Services
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865673,"1,221.00",Avebury Playgroup
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865674,"10,378.50",Barkantine Community Nursery
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865675,"6,105.00",Bethnal Green Montessuri Nursery
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865676,"9,768.00",Barnardo's
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865677,"7,936.50",BRIGHT HORIZONS FAMILY SOLUTION
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865678,"9,768.00",BRIGHT HORIZONS FAMILY SOLUTION
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865679,"6,715.50",BRIGHT HORIZONS FAMILY SOLUTION
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865680,"8,547.00",BRIGHT HORIZONS FAMILY SOLUTION
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865681,"9,157.50",BUTTERCUP  NURSERY
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865682,"12,210.00",CLAIRE BEARS LTD
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865683,"55,555.50",Date Palm Nurseries Ltd
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865685,"11,599.50",BRIGHT HORIZONS FAMILY SOLUTION
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865686,"1,221.00",EXCELLENCE CHRISTIAN SCHOOL
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865687,"7,936.50",GLOBAL KIDS DAY CARE
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865688,"12,210.00",GLOBAL KIDS DAY CARE
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865689,"12,820.50",Busy Bees Nurseries Limited
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865690,"4,884.00",Busy Bees Nurseries Limited
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865691,"8,547.00",Headstart Nursery
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865692,"3,663.00",Iqra Preschool
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865693,"7,936.50",Iqra Pre School
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865694,"4,273.50",Jingle Jungle Nursery
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865695,"9,768.00",Kids Kingdom Nursery
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865697,"4,884.00",LANTERNS DAY NURSERY
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865698,"5,494.50",Lincoln Hall Playgroup
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865700,"5,494.50",Little Miracles Nursery
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865701,"9,157.50",Little St Matthias Pre School
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,12/01/2024,5865702,"10,378.50",MAGIC ROUNDABOUT NURSERIES LTD
