Authority,Supplier,Expenditure Category,Directorate,Service,Cost Centre,Cost Centre Name,Revenue / Capital,TransNo,Posted amount,Date Paid
Redcar & Cleveland Borough Council,A Wilderness Way Group Ltd,Private Contractors,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40767986,63630,2024-09-27 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40763901,1379.63,2024-09-03 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10542,Personal Care PD,Revenue,40763901,1593.58,2024-09-03 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40766383,1131.41,2024-09-10 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40766383,196.27,2024-09-10 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10542,Personal Care PD,Revenue,40766383,1518.17,2024-09-10 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40768112,1160.27,2024-09-18 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40768112,196.27,2024-09-18 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10542,Personal Care PD,Revenue,40768112,1368.08,2024-09-18 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40769186,1114.09,2024-09-24 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40769186,246.84,2024-09-24 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10542,Personal Care PD,Revenue,40769186,663.84,2024-09-24 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40764618,853,2024-09-02 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40766662,2469,2024-09-09 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40766716,750,2024-09-10 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40767751,3718,2024-09-13 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40767752,1250,2024-09-13 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40769131,1250,2024-09-23 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40769142,3385.5,2024-09-23 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40770472,3860,2024-09-30 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40770481,600,2024-09-30 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40770496,1200,2024-09-30 00:00:00
Redcar & Cleveland Borough Council,A2B Taxis,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40767899,560,2024-09-16 00:00:00
Redcar & Cleveland Borough Council,A2B Taxis,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40770788,595,2024-09-30 00:00:00
Redcar & Cleveland Borough Council,AAETO,Services - Fees and Charges,"Growth, Enterprise and Environment","Learning, Skills and Employment",10972,Adult Learning,Revenue,40769265,975,2024-09-23 00:00:00
Redcar & Cleveland Borough Council,Accord Agreement Support Ltd,Private Contractors,Adults & Communities,Service Improvement & Commissioning,10149,LD People Support,Revenue,40768469,504,2024-09-24 00:00:00
Redcar & Cleveland Borough Council,Accord Agreement Support Ltd,Private Contractors,Adults & Communities,Service Improvement & Commissioning,10149,LD People Support,Revenue,40768470,1254,2024-09-19 00:00:00
Redcar & Cleveland Borough Council,Accord Agreement Support Ltd,Private Contractors,Adults & Communities,Service Improvement & Commissioning,10149,LD People Support,Revenue,40768478,1296,2024-09-19 00:00:00
Redcar & Cleveland Borough Council,Accord Agreement Support Ltd,Private Contractors,Adults & Communities,Service Improvement & Commissioning,10149,LD People Support,Revenue,40768481,504,2024-09-19 00:00:00
Redcar & Cleveland Borough Council,Acorn Care (NE) Limited (Fostering),Boarding Out Allowance - Basic,Children & Families,Safeguarding And CF,10689,Independent Fostering Agencies,Revenue,40768007,3985.67,2024-09-26 00:00:00
Redcar & Cleveland Borough Council,Acorn Care (NE) Limited (Fostering),Boarding Out Allowance - Basic,Children & Families,Safeguarding And CF,10689,Independent Fostering Agencies,Revenue,40768026,3975.44,2024-09-26 00:00:00
Redcar & Cleveland Borough Council,Acorn Care (NE) Limited (Fostering),Boarding Out Allowance - Basic,Children & Families,Safeguarding And CF,10689,Independent Fostering Agencies,Revenue,40768029,1446.39,2024-09-26 00:00:00
Redcar & Cleveland Borough Council,Acorn Truck Sales Ltd,"Acquisition of Vehicles, Plant & Equipment","Growth, Enterprise and Environment",Fleet,C20100,Vehicles,Capital,40767552,42385,2024-09-26 00:00:00
Redcar & Cleveland Borough Council,Action for Children,Boarding Out Allowance - Basic,Children & Families,Safeguarding And CF,10689,Independent Fostering Agencies,Revenue,40766193,5314.64,2024-09-05 00:00:00
Redcar & Cleveland Borough Council,Action for Children,Boarding Out Allowance - Basic,Children & Families,Safeguarding And CF,10689,Independent Fostering Agencies,Revenue,40766195,6510.62,2024-09-05 00:00:00
Redcar & Cleveland Borough Council,Action for Children,Boarding Out Allowance - Basic,Children & Families,Safeguarding And CF,10689,Independent Fostering Agencies,Revenue,40766196,5314.64,2024-09-24 00:00:00
Redcar & Cleveland Borough Council,Action for Children,Boarding Out Allowance - Basic,Children & Families,Safeguarding And CF,10689,Independent Fostering Agencies,Revenue,40766197,6510.62,2024-09-24 00:00:00
Redcar & Cleveland Borough Council,Adapt-Able,Capital Grant Expenditure,Adults & Communities,Operation Partnerships & Provider Services,C20089,Disabled Facilities Grant,Capital,40767743,3780.23,2024-09-13 00:00:00
Redcar & Cleveland Borough Council,Adapt-Able,Capital Grant Expenditure,Adults & Communities,Operation Partnerships & Provider Services,C20083,CSDP Adaptations,Capital,40770647,850,2024-09-30 00:00:00
Redcar & Cleveland Borough Council,Adare sec Ltd,Postage,Resources,Elections,10189,District Elections,Revenue,40763558,2150.94,2024-09-11 00:00:00
Redcar & Cleveland Borough Council,Adare sec Ltd,Printing & Stationery,Resources,Elections,10209,Electoral Registration,Revenue,40763574,2624.48,2024-09-11 00:00:00
Redcar & Cleveland Borough Council,Adare sec Ltd,Printing & Stationery,Resources,Elections,10189,District Elections,Revenue,40766340,1070.7,2024-09-26 00:00:00
Redcar & Cleveland Borough Council,Adare sec Ltd,Printing & Stationery,Resources,Elections,10209,Electoral Registration,Revenue,40767496,2800,2024-09-12 00:00:00
Redcar & Cleveland Borough Council,Adare sec Ltd,Postage,Resources,Elections,10209,Electoral Registration,Revenue,40769003,42454.96,2024-09-19 00:00:00
Redcar & Cleveland Borough Council,ADT Fire & Security Plc,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40768280,753.58,2024-09-27 00:00:00
Redcar & Cleveland Borough Council,ADT Fire & Security Plc,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40768290,1270.57,2024-09-27 00:00:00
Redcar & Cleveland Borough Council,Advantage Healthcare Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40767689,994.56,2024-09-13 00:00:00
Redcar & Cleveland Borough Council,Advantage Healthcare Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40767693,2415.36,2024-09-17 00:00:00
Redcar & Cleveland Borough Council,Advantage Healthcare Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40767694,9248.4,2024-09-13 00:00:00
Redcar & Cleveland Borough Council,Advantage Healthcare Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40767710,8940.12,2024-09-17 00:00:00
Redcar & Cleveland Borough Council,Advantage Healthcare Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40767711,4315.92,2024-09-17 00:00:00
Redcar & Cleveland Borough Council,AEP - (NE) LLP,Miscellaneous Capital Costs,Children & Families,Schools Capital,C10003,Basic Needs - Schools,Capital,40766969,2520,2024-09-11 00:00:00
Redcar & Cleveland Borough Council,Aircon Group,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40768235,708,2024-09-26 00:00:00
Redcar & Cleveland Borough Council,Albany Office Furniture Solutions,Construction,Children & Families,Schools Capital,C20477,Bydales PAN,Capital,40764991,965,2024-09-26 00:00:00
Redcar & Cleveland Borough Council,Allbrite Medical Staffing Ltd,Services - Professional Fees,Adults & Communities,Adults Social Work & Safeguarding,10016,DOLS/AMHP Team,Revenue,40766659,3447.85,2024-09-11 00:00:00
Redcar & Cleveland Borough Council,Allensway Recycling Ltd,Waste Disposal Costs,"Growth, Enterprise and Environment",Waste Services,10908,Waste Disposal - HWRC Waste,Revenue,40752845,978,2024-09-16 00:00:00
Redcar & Cleveland Borough Council,Allensway Recycling Ltd,Waste Disposal Costs,"Growth, Enterprise and Environment",Waste Services,10908,Waste Disposal - HWRC Waste,Revenue,40756702,1110,2024-09-16 00:00:00
Redcar & Cleveland Borough Council,Allensway Recycling Ltd,Waste Disposal Costs,"Growth, Enterprise and Environment",Waste Services,10908,Waste Disposal - HWRC Waste,Revenue,40759615,21,2024-09-02 00:00:00
Redcar & Cleveland Borough Council,Allensway Recycling Ltd,Waste Disposal Costs,"Growth, Enterprise and Environment",Waste Services,10908,Waste Disposal - HWRC Waste,Revenue,40759615,1431,2024-09-02 00:00:00
Redcar & Cleveland Borough Council,Allensway Recycling Ltd,Waste Disposal Costs,"Growth, Enterprise and Environment",Waste Services,10908,Waste Disposal - HWRC Waste,Revenue,40762353,729,2024-09-09 00:00:00
Redcar & Cleveland Borough Council,Allensway Recycling Ltd,Waste Disposal Costs,"Growth, Enterprise and Environment",Waste Services,10908,Waste Disposal - HWRC Waste,Revenue,40762662,189,2024-09-16 00:00:00
Redcar & Cleveland Borough Council,Allensway Recycling Ltd,Waste Disposal Costs,"Growth, Enterprise and Environment",Waste Services,10908,Waste Disposal - HWRC Waste,Revenue,40762662,381,2024-09-16 00:00:00
Redcar & Cleveland Borough Council,Allied Publicity Services  APS Group,General Supplies & Services,"Growth, Enterprise and Environment",Parking,10529,Parking Processing,Revenue,40764373,928.77,2024-09-25 00:00:00
Redcar & Cleveland Borough Council,Allpay Ltd,Services - Professional Fees,Resources,Accountancy,10080,Cashiers,Revenue,40764841,2896.62,2024-09-26 00:00:00
Redcar & Cleveland Borough Council,Amber Care Group (UK) LTD,Private Contractors,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40764740,46965,2024-09-09 00:00:00
Redcar & Cleveland Borough Council,Amber Care Group (UK) LTD,Private Contractors,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40766650,45450,2024-09-27 00:00:00
Redcar & Cleveland Borough Council,Annodata Ltd T/A Kyocera Document Solutions,Photocopier Usage,"Growth, Enterprise and Environment",Property Services,10471,Business Support Reallocations,Revenue,40767955,10036,2024-09-25 00:00:00
Redcar & Cleveland Borough Council,Ar Cúram Limited,Private Contractors,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40763878,18378.35,2024-09-24 00:00:00
Redcar & Cleveland Borough Council,Ar Cúram Limited,Private Contractors,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40763886,18378.35,2024-09-24 00:00:00
Redcar & Cleveland Borough Council,Ar Cúram Limited,Private Contractors,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40763889,27356.5,2024-09-24 00:00:00
Redcar & Cleveland Borough Council,Ar Cúram Limited,Private Contractors,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40763890,10629.35,2024-09-24 00:00:00
Redcar & Cleveland Borough Council,Ar Cúram Limited,Private Contractors,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40763891,15414.1,2024-09-23 00:00:00
Redcar & Cleveland Borough Council,Ar Cúram Limited,Private Contractors,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40763893,18378.35,2024-09-24 00:00:00
Redcar & Cleveland Borough Council,Ardo medical Ltd.,General Supplies & Services,Children & Families,Early Help,11424,Family Hubs and Start for Life Programme,Revenue,40762510,2295.2,2024-09-11 00:00:00
Redcar & Cleveland Borough Council,Ardo medical Ltd.,General Supplies & Services,Children & Families,Early Help,11424,Family Hubs and Start for Life Programme,Revenue,40762510,17.5,2024-09-11 00:00:00
Redcar & Cleveland Borough Council,Arjo Uk Ltd,General Supplies & Services,Children & Families,Early Help,10473,Tuned-In!,Revenue,40717346,274,2024-09-25 00:00:00
Redcar & Cleveland Borough Council,Arjo Uk Ltd,General Supplies & Services,Children & Families,Early Help,10473,Tuned-In!,Revenue,40717346,378,2024-09-25 00:00:00
Redcar & Cleveland Borough Council,Arjo Uk Ltd,Services - Fees and Charges,Adults & Communities,Operation Partnerships & Provider Services,11282,Meadowgate ICC,Revenue,40752373,533.91,2024-09-11 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40767741,641.62,2024-09-13 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40769735,825,2024-09-25 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40769737,825,2024-09-25 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40769739,2160,2024-09-25 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Respite Care,Children & Families,Safeguarding And CF,10254,Fostering Staff,Revenue,40769740,1728,2024-09-25 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Respite Care,Children & Families,Safeguarding And CF,10254,Fostering Staff,Revenue,40769741,2322,2024-09-25 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Respite Care,Children & Families,Safeguarding And CF,10254,Fostering Staff,Revenue,40769742,2322,2024-09-25 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40769743,825,2024-09-25 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40769744,1080,2024-09-25 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40769745,2985,2024-09-25 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40769748,825,2024-09-25 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40769749,421.47,2024-09-26 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40769749,375,2024-09-26 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40769749,28.53,2024-09-26 00:00:00
Redcar & Cleveland Borough Council,Askews & Holts Library Services Ltd,Books and Publications,"Growth, Enterprise and Environment",Libraries and Customer Services,10405,Libraries General,Revenue,40767043,517.4,2024-09-25 00:00:00
Redcar & Cleveland Borough Council,Aspire Technology Solutions Ltd,Datalink,Resources,IT and Digital,10747,Telecomms,Revenue,40767515,3392.82,2024-09-12 00:00:00
Redcar & Cleveland Borough Council,Aspire Technology Solutions Ltd,Datalink,Resources,IT and Digital,10747,Telecomms,Revenue,40767535,4811.4,2024-09-12 00:00:00
Redcar & Cleveland Borough Council,Aspire Technology Solutions Ltd,Datalink,Resources,IT and Digital,10747,Telecomms,Revenue,40767611,4811.4,2024-09-27 00:00:00
Redcar & Cleveland Borough Council,Aspris Childrens Services Hurworth,Termly Course Fees,Children & Families,Education DSG Funded,10362,Independent Schools,Revenue,40768995,30596.04,2024-09-19 00:00:00
Redcar & Cleveland Borough Council,AtkinsRéalis,Professional Fees (formerly Agency),"Growth, Enterprise and Environment",Place Investment Development (West),C20427,LUF Eston Precinct,Capital,40764797,7900,2024-09-11 00:00:00
Redcar & Cleveland Borough Council,AVC Wise Ltd,Services - Professional Fees,Resources,Accountancy,11438,Salary Sacrifice Savings,Revenue,40767554,2019.24,2024-09-18 00:00:00
Redcar & Cleveland Borough Council,Avison Young,Professional Fees (formerly Agency),"Growth, Enterprise and Environment",Place Investment Development (West),C20427,LUF Eston Precinct,Capital,40761658,2000,2024-09-30 00:00:00
Redcar & Cleveland Borough Council,Avison Young,Professional Fees (formerly Agency),"Growth, Enterprise and Environment",Place Investment Development (West),C20427,LUF Eston Precinct,Capital,40764880,2500,2024-09-04 00:00:00
Redcar & Cleveland Borough Council,Avison Young,Professional Fees (formerly Agency),"Growth, Enterprise and Environment",Place Investment Development (West),C20427,LUF Eston Precinct,Capital,40764882,2500,2024-09-26 00:00:00
Redcar & Cleveland Borough Council,B J Lashbrook & Son,Fixtures and Fittings - Purchases,"Growth, Enterprise and Environment",Culture & Tourism,10107,Cliff Tramway,Revenue,40763593,2500,2024-09-10 00:00:00
Redcar & Cleveland Borough Council,B J Lashbrook & Son,Fixtures and Fittings - Purchases,"Growth, Enterprise and Environment",Culture & Tourism,10107,Cliff Tramway,Revenue,40763593,300,2024-09-10 00:00:00
Redcar & Cleveland Borough Council,B W Y Canine Ltd,Services - Professional Fees,"Growth, Enterprise and Environment",Health Protection & Healthcare Quality,10755,Tobacco And Alcohol,Revenue,40730790,697,2024-09-03 00:00:00
Redcar & Cleveland Borough Council,Badger Hill Academy Northern Education Trust,Grants & Donations,Children & Families,Education DSG Funded,10560,3 & 4 Basic Entitlement (All schools),Revenue,40769599,9157.05,2024-09-25 00:00:00
Redcar & Cleveland Borough Council,Badger Hill Academy Northern Education Trust,Grants & Donations,Children & Families,Education DSG Funded,10786,Two Year Old Basic Entitlement (Was 2 Yr Old Offer),Revenue,40769718,5512.5,2024-09-25 00:00:00
Redcar & Cleveland Borough Council,BAM Construction Ltd North East,R & M of Build,"Growth, Enterprise and Environment",Property Services,10073,Capital Works,Revenue,40762296,59707.7,2024-09-09 00:00:00
Redcar & Cleveland Borough Council,Barclay Roofing Ltd.,R & M of Build,"Growth, Enterprise and Environment",Property Services,10073,Capital Works,Revenue,40764723,31464,2024-09-26 00:00:00
Redcar & Cleveland Borough Council,Barclay Roofing Ltd.,R & M of Build,"Growth, Enterprise and Environment",Property Services,10073,Capital Works,Revenue,40764723,3759.62,2024-09-26 00:00:00
Redcar & Cleveland Borough Council,Barnardos - Middlesbrough,Boarding Out Allowance - Basic,Children & Families,Safeguarding And CF,10689,Independent Fostering Agencies,Revenue,40764492,4189.42,2024-09-26 00:00:00
Redcar & Cleveland Borough Council,Base Camp Industries Ltd,Services - Professional Fees,"Growth, Enterprise and Environment",Culture & Tourism,11273,Events,Revenue,40766895,1877.5,2024-09-17 00:00:00
Redcar & Cleveland Borough Council,Beaumont Brown Architects,R & M of Build,"Growth, Enterprise and Environment",Property Services,10073,Capital Works,Revenue,40763337,9500,2024-09-12 00:00:00
Redcar & Cleveland Borough Council,Beaumont Brown Architects,R & M of Build,"Growth, Enterprise and Environment",Property Services,10073,Capital Works,Revenue,40763339,2350,2024-09-12 00:00:00
Redcar & Cleveland Borough Council,Beaumont Brown Architects,R & M of Build,"Growth, Enterprise and Environment",Property Services,10073,Capital Works,Revenue,40763350,5500,2024-09-12 00:00:00
Redcar & Cleveland Borough Council,Belmont Primary School,Grants & Donations,Children & Families,Education DSG Funded,10560,3 & 4 Basic Entitlement (All schools),Revenue,40769601,29087.1,2024-09-25 00:00:00
Redcar & Cleveland Borough Council,Bestway Wholesale Ltd,Refreshments,Adults & Communities,Operation Partnerships & Provider Services,11282,Meadowgate ICC,Revenue,40762591,534.82,2024-09-12 00:00:00
Redcar & Cleveland Borough Council,Bestway Wholesale Ltd,Refreshments,Adults & Communities,Operation Partnerships & Provider Services,11282,Meadowgate ICC,Revenue,40763614,542,2024-09-05 00:00:00
Redcar & Cleveland Borough Council,Better Families Social Work Services,Private Contractors,Children & Families,Safeguarding And CF,11363,Supported Accommodation (Children),Revenue,40768083,1851,2024-09-17 00:00:00
Redcar & Cleveland Borough Council,Bevan Brittan LLP,Professional Fees (formerly Agency),"Growth, Enterprise and Environment",Place Investment Development (West),C20392,Eston Sports Village,Capital,40766286,1597.5,2024-09-16 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Private Contractors,Adults & Communities,Partnership Lead,10994,"BCF - Recovery, Assessment & Reablement Beds",Revenue,40764632,500.92,2024-09-02 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Private Contractors,Adults & Communities,Partnership Lead,10994,"BCF - Recovery, Assessment & Reablement Beds",Revenue,40764704,652.16,2024-09-03 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Services - Professional Fees,Resources,"Local Taxation, Support and Customer Services",10888,Emergency Out Of Hours Support Service,Revenue,40767976,989.75,2024-09-17 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Private Contractors,Adults & Communities,Partnership Lead,10994,"BCF - Recovery, Assessment & Reablement Beds",Revenue,40768491,500.92,2024-09-23 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Capital Grant Expenditure,Adults & Communities,Service Improvement & Commissioning,C20090,Community Capacity Grant,Capital,40768934,5425,2024-09-19 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Private Contractors,Adults & Communities,Service Improvement & Commissioning,10077,Carers Support,Revenue,40768935,1100,2024-09-19 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Services - Professional Fees,Resources,"Local Taxation, Support and Customer Services",10888,Emergency Out Of Hours Support Service,Revenue,40768962,989.75,2024-09-24 00:00:00
Redcar & Cleveland Borough Council,Bidvest Noonan (UK) Ltd,R & M of Build - Security,"Growth, Enterprise and Environment",Culture & Tourism,10383,Museums,Revenue,40766350,6517.56,2024-09-23 00:00:00
Redcar & Cleveland Borough Council,"Billinghurst, George & Partner",R & M of Build,"Growth, Enterprise and Environment",Property Services,10073,Capital Works,Revenue,40763344,3850,2024-09-12 00:00:00
