Authority,Supplier,Expenditure Category,Directorate,Service,Cost Centre,Cost Centre Name,Revenue / Capital,TransNo,Posted amount,Date Paid
Redcar & Cleveland Borough Council,Nicholas Postgate Trust T/A St Josephs,General Supplies & Services,Children & Families,Education DSG Funded,10518,IPS - Mainstream,Revenue,40778797,4000,2024-11-07 00:00:00
Redcar & Cleveland Borough Council,North East Learning Trust - Rye Hills Secondary School,General Supplies & Services,Children & Families,Education DSG Funded,10518,IPS - Mainstream,Revenue,40778806,9559,2024-11-07 00:00:00
Redcar & Cleveland Borough Council,North East Nursing & Care Services,Agency Staff,Adults & Communities,Residential,10375,Jervaulx RCBC LD Residential Home,Revenue,40782796,807.75,2024-11-19 00:00:00
Redcar & Cleveland Borough Council,North East Visual Impairment,Private Contractors,Adults & Communities,Adults Social Work & Safeguarding,10728,SW Adults - Safeguarding and Access Team,Revenue,40781576,645.6,2024-11-22 00:00:00
Redcar & Cleveland Borough Council,North East Wellbeing,Private Contractors,Adults & Communities,Public Health R&C,11274,Sport England Local Delivery Pilot,Revenue,40773543,10133.2,2024-11-05 00:00:00
Redcar & Cleveland Borough Council,North Tyneside Council,Services - Professional Fees,"Growth, Enterprise and Environment",Health Protection & Healthcare Quality,10332,Housing Standards,Revenue,40776512,600,2024-11-14 00:00:00
Redcar & Cleveland Borough Council,North Tyneside Council,Services - Professional Fees,"Growth, Enterprise and Environment",Health Protection & Healthcare Quality,10332,Housing Standards,Revenue,40776512,16.9,2024-11-14 00:00:00
Redcar & Cleveland Borough Council,Northern Education Trust,General Supplies & Services,Children & Families,Education DSG Funded,10518,IPS - Mainstream,Revenue,40778774,43291.66,2024-11-27 00:00:00
Redcar & Cleveland Borough Council,Northern Education Trust,General Supplies & Services,Children & Families,Education DSG Funded,10518,IPS - Mainstream,Revenue,40778816,7597.16,2024-11-27 00:00:00
Redcar & Cleveland Borough Council,Northern Gas Networks Ltd,Construction,"Growth, Enterprise and Environment",Place Investment Development (East),C20332,EC4 Saltburn Foreshore,Capital,40781600,5549.69,2024-11-13 00:00:00
Redcar & Cleveland Borough Council,Northern Power Clean Ltd,Vehicle Maintenance,"Growth, Enterprise and Environment",Fleet,10796,Vehicle Fleet And Workshops,Revenue,40780674,563.88,2024-11-13 00:00:00
Redcar & Cleveland Borough Council,Northgate Vehicle Hire Ltd,Hire of Transport,"Growth, Enterprise and Environment",Fleet,10796,Vehicle Fleet And Workshops,Revenue,40777528,726.88,2024-11-14 00:00:00
Redcar & Cleveland Borough Council,Northgate Vehicle Hire Ltd,Hire of Transport,"Growth, Enterprise and Environment",Fleet,10796,Vehicle Fleet And Workshops,Revenue,40780688,675.08,2024-11-21 00:00:00
Redcar & Cleveland Borough Council,Northgate Vehicle Hire Ltd,Hire of Transport,"Growth, Enterprise and Environment",Fleet,10796,Vehicle Fleet And Workshops,Revenue,40780716,822.92,2024-11-21 00:00:00
