Authority,Supplier,Expenditure Category,Directorate,Service,Cost Centre,Cost Centre Name,Revenue / Capital,TransNo,Posted amount,Date Paid
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40742001,2372.66,2024-05-20 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10542,Personal Care PD,Revenue,40742001,2453.31,2024-05-20 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10542,Personal Care PD,Revenue,40743643,1899.15,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40743643,2459.24,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40743645,2389.97,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10542,Personal Care PD,Revenue,40743645,2372.5,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,A&N Safety Consultants,Professional Fees (formerly Agency),"Growth, Enterprise and Environment",Place Investment Development (West),C20392,Eston Sports Village,Capital,40736964,500,2024-05-22 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40738907,1050,2024-05-07 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40738908,3700,2024-05-07 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40738910,946.5,2024-05-07 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40740097,694.5,2024-05-13 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40740106,850,2024-05-13 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40740111,2960,2024-05-13 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40742000,3700,2024-05-20 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40742024,649.5,2024-05-20 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40742048,1050,2024-05-20 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40743711,946.5,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40743723,1050,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40743727,3700,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,Abridge Construction Ltd,Capital Grant Expenditure,Adults & Communities,Operation Partnerships & Provider Services,C20089,Disabled Facilities Grant,Capital,40738322,9990,2024-05-01 00:00:00
Redcar & Cleveland Borough Council,Abridge Construction Ltd,Capital Grant Expenditure,Adults & Communities,Operation Partnerships & Provider Services,C20089,Disabled Facilities Grant,Capital,40738323,8900,2024-05-01 00:00:00
Redcar & Cleveland Borough Council,Abridge Construction Ltd,Capital Grant Expenditure,Adults & Communities,Operation Partnerships & Provider Services,C20089,Disabled Facilities Grant,Capital,40741763,9990,2024-05-16 00:00:00
Redcar & Cleveland Borough Council,Abridge Construction Ltd,Capital Grant Expenditure,Adults & Communities,Operation Partnerships & Provider Services,C20089,Disabled Facilities Grant,Capital,40743912,15000,2024-05-29 00:00:00
Redcar & Cleveland Borough Council,Adapt-Able,Capital Grant Expenditure,Adults & Communities,Operation Partnerships & Provider Services,C20089,Disabled Facilities Grant,Capital,40743156,5225.28,2024-05-23 00:00:00
Redcar & Cleveland Borough Council,Adapt-Able,Capital Grant Expenditure,Adults & Communities,Operation Partnerships & Provider Services,C20089,Disabled Facilities Grant,Capital,40743531,7186.16,2024-05-24 00:00:00
Redcar & Cleveland Borough Council,Adapt-Able,Capital Grant Expenditure,Adults & Communities,Operation Partnerships & Provider Services,C20089,Disabled Facilities Grant,Capital,40744621,5580.25,2024-05-30 00:00:00
Redcar & Cleveland Borough Council,Adare sec Ltd,Postage,Resources,Elections,10189,District Elections,Revenue,40740092,12475.76,2024-05-13 00:00:00
Redcar & Cleveland Borough Council,Adare sec Ltd,Printing & Stationery,Resources,Elections,10189,District Elections,Revenue,40740167,22349.34,2024-05-23 00:00:00
Redcar & Cleveland Borough Council,ADT Fire & Security Plc,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40738574,522.61,2024-05-23 00:00:00
Redcar & Cleveland Borough Council,ADT Fire & Security Plc,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40738575,691.73,2024-05-23 00:00:00
Redcar & Cleveland Borough Council,ADT Fire & Security Plc,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40738964,526,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,ADT Fire & Security Plc,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40738969,1077.8,2024-05-07 00:00:00
Redcar & Cleveland Borough Council,ADT Fire & Security Plc,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40738971,786.41,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,ADT Fire & Security Plc,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40739067,1891.07,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,ADT Fire & Security Plc,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40740048,723.31,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,ADT Fire & Security Plc,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40740049,1821.57,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,ADT Fire & Security Plc,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40741832,645.68,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,ADT Fire & Security Plc,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40741842,557.11,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,ADT Fire & Security Plc,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40741846,1015.73,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,ADT Fire & Security Plc,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40741857,1591.58,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,ADT Fire & Security Plc,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40741860,638.17,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,ADT Fire & Security Plc,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40741868,1097.77,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,ADT Fire & Security Plc,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40741871,826.6,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,Advantage Healthcare Ltd,Private Contractors,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40733286,1679,2024-05-01 00:00:00
Redcar & Cleveland Borough Council,Advantage Healthcare Ltd,Private Contractors,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40742086,828,2024-05-20 00:00:00
Redcar & Cleveland Borough Council,Advantage Healthcare Ltd,Private Contractors,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40742087,7758.41,2024-05-20 00:00:00
Redcar & Cleveland Borough Council,Advantage Healthcare Ltd,Private Contractors,Adults & Communities,Home Care,10456,Mental Health Personal Care,Revenue,40742283,3312,2024-05-29 00:00:00
Redcar & Cleveland Borough Council,Advantage Healthcare Ltd,Private Contractors,Adults & Communities,Home Care,10456,Mental Health Personal Care,Revenue,40743748,8383.5,2024-05-29 00:00:00
Redcar & Cleveland Borough Council,Aircon Group,R & M of Build,"Growth, Enterprise and Environment",Property Services,10073,Capital Works,Revenue,40736177,14482,2024-05-03 00:00:00
Redcar & Cleveland Borough Council,Albany Office Furniture Solutions,Fixtures and Fittings - Purchases,"Growth, Enterprise and Environment",Property Services,11359,Accommodation Strategy,Revenue,40735403,3381,2024-05-09 00:00:00
Redcar & Cleveland Borough Council,Alfa Access Services Ltd,"Acquisition of Vehicles, Plant & Equipment","Growth, Enterprise and Environment",Streetscene,C20461,Tree Safety Strategy,Capital,40736967,108539.32,2024-05-08 00:00:00
Redcar & Cleveland Borough Council,Allensway Recycling Ltd,Waste Disposal Costs,"Growth, Enterprise and Environment",Waste Services,10908,Waste Disposal - HWRC Waste,Revenue,40742858,2037,2024-05-24 00:00:00
Redcar & Cleveland Borough Council,Allensway Recycling Ltd,Waste Disposal Costs,"Growth, Enterprise and Environment",Waste Services,10908,Waste Disposal - HWRC Waste,Revenue,40742863,2181,2024-05-22 00:00:00
Redcar & Cleveland Borough Council,Allensway Recycling Ltd,Waste Disposal Costs,"Growth, Enterprise and Environment",Waste Services,10908,Waste Disposal - HWRC Waste,Revenue,40742864,927,2024-05-22 00:00:00
Redcar & Cleveland Borough Council,Allied Publicity Services  APS Group,General Supplies & Services,"Growth, Enterprise and Environment",Parking,10529,Parking Processing,Revenue,40738564,1409.04,2024-05-24 00:00:00
Redcar & Cleveland Borough Council,Allpay Ltd,Services - Professional Fees,Resources,Accountancy,10080,Cashiers,Revenue,40739091,3005.17,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,Alu-Fix Ltd,R & M of Build,"Growth, Enterprise and Environment",Property Services,10613,Repairs & Maintenance,Revenue,40736230,3206.78,2024-05-01 00:00:00
Redcar & Cleveland Borough Council,Alu-Fix Ltd,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40743600,1062,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,Amber Care Group (UK) LTD,Services - Professional Fees,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40742296,10605,2024-05-30 00:00:00
Redcar & Cleveland Borough Council,Anchor Trust,Rent - Expenditure,Adults & Communities,Day Services,10697,St Germains Day Centre,Revenue,40737527,1000,2024-05-02 00:00:00
Redcar & Cleveland Borough Council,Anchor Trust,Rent - Expenditure,Adults & Communities,Day Services,10697,St Germains Day Centre,Revenue,40737532,1250,2024-05-02 00:00:00
Redcar & Cleveland Borough Council,Anchor Trust,Rent - Expenditure,Adults & Communities,Day Services,10697,St Germains Day Centre,Revenue,40737539,1041.67,2024-05-02 00:00:00
Redcar & Cleveland Borough Council,Angel Solutions Ltd,Computer Licences,Children & Families,Directorate - Children & Families,11418,C&F Intelligence Team,Revenue,40735977,2160,2024-05-14 00:00:00
Redcar & Cleveland Borough Council,Angel Solutions Ltd,General Supplies & Services,Children & Families,Education and Skills,10580,Pupil Premium,Revenue,40738569,12500,2024-05-02 00:00:00
Redcar & Cleveland Borough Council,Arco Professional Safety Services,Services - Professional Fees,"Growth, Enterprise and Environment",Culture & Tourism,10107,Cliff Tramway,Revenue,40735875,2169,2024-05-15 00:00:00
Redcar & Cleveland Borough Council,Arco Professional Safety Services,Services - Professional Fees,"Growth, Enterprise and Environment",Culture & Tourism,10107,Cliff Tramway,Revenue,40735875,1320,2024-05-15 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40738319,2241,2024-05-01 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40738320,825,2024-05-01 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40741924,825,2024-05-17 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40741925,825,2024-05-17 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40741926,825,2024-05-17 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40741927,825,2024-05-17 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40742085,504,2024-05-20 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40742244,825,2024-05-20 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40742245,2241,2024-05-20 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Respite Care,Children & Families,Safeguarding And CF,10254,Fostering Staff,Revenue,40742246,1728,2024-05-20 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40744732,825,2024-05-31 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40744733,825,2024-05-31 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40744734,825,2024-05-31 00:00:00
Redcar & Cleveland Borough Council,Arnold Plant Hire Ltd,Hire of Transport,"Growth, Enterprise and Environment",Engineering & Highways,10816,Winter Maintenance,Revenue,40744063,1120,2024-05-30 00:00:00
Redcar & Cleveland Borough Council,Arnold Plant Hire Ltd,Hire of Transport,"Growth, Enterprise and Environment",Engineering & Highways,10816,Winter Maintenance,Revenue,40744063,350,2024-05-30 00:00:00
Redcar & Cleveland Borough Council,Arrowflow Limited,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40743606,5421.25,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,Arrowflow Limited,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40743606,2657.75,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,Askews & Holts Library Services Ltd,Books and Publications,"Growth, Enterprise and Environment",Libraries and Customer Services,10405,Libraries General,Revenue,40738805,511.64,2024-05-03 00:00:00
Redcar & Cleveland Borough Council,Askews & Holts Library Services Ltd,Books and Publications,"Growth, Enterprise and Environment",Libraries and Customer Services,10405,Libraries General,Revenue,40738806,986.07,2024-05-03 00:00:00
Redcar & Cleveland Borough Council,Astley Community High School,General Supplies & Services,Children & Families,Education and Skills,10580,Pupil Premium,Revenue,40741731,3490,2024-05-17 00:00:00
Redcar & Cleveland Borough Council,Auto Electrics (Teesside) Ltd,"Acquisition of Vehicles, Plant & Equipment","Growth, Enterprise and Environment",Fleet,C20100,Vehicles,Capital,40736171,1248.82,2024-05-21 00:00:00
Redcar & Cleveland Borough Council,AVC Wise Ltd,Services - Professional Fees,Resources,Accountancy,11438,Salary Sacrifice Savings,Revenue,40739266,2170.81,2024-05-09 00:00:00
Redcar & Cleveland Borough Council,Azets Holdings Ltd,Professional Fees (formerly Agency),"Growth, Enterprise and Environment",Place Development,C20432,Loftus MFCF Sports Project - Formerly Herlingshaw Project,Capital,40734834,7750,2024-05-08 00:00:00
Redcar & Cleveland Borough Council,Azets Holdings Ltd,Professional Fees (formerly Agency),"Growth, Enterprise and Environment",Place Development,C20432,Loftus MFCF Sports Project - Formerly Herlingshaw Project,Capital,40739075,2250,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,B W Y Canine Ltd,Services - Professional Fees,"Growth, Enterprise and Environment",Health Protection & Healthcare Quality,10755,Tobacco And Alcohol,Revenue,40733781,2180,2024-05-08 00:00:00
Redcar & Cleveland Borough Council,Bell Truck Sales Ltd,Spare Parts,"Growth, Enterprise and Environment",Fleet,10796,Vehicle Fleet And Workshops,Revenue,40737518,1239.79,2024-05-07 00:00:00
Redcar & Cleveland Borough Council,Bell Truck Sales Ltd,"Acquisition of Vehicles, Plant & Equipment","Growth, Enterprise and Environment",Fleet,C20100,Vehicles,Capital,40739164,164696,2024-05-31 00:00:00
Redcar & Cleveland Borough Council,Bell Truck Sales Ltd,"Acquisition of Vehicles, Plant & Equipment","Growth, Enterprise and Environment",Fleet,C20100,Vehicles,Capital,40742168,43048,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,Bell Truck Sales Ltd,"Acquisition of Vehicles, Plant & Equipment","Growth, Enterprise and Environment",Fleet,C20100,Vehicles,Capital,40743806,37915,2024-05-29 00:00:00
Redcar & Cleveland Borough Council,Bell Truck Sales Ltd,"Acquisition of Vehicles, Plant & Equipment","Growth, Enterprise and Environment",Fleet,C20100,Vehicles,Capital,40743812,37915,2024-05-29 00:00:00
Redcar & Cleveland Borough Council,Belmont Primary School,Grants & Donations,Children & Families,Education DSG Funded,10518,IPS - Mainstream,Revenue,40738810,1020.6,2024-05-09 00:00:00
Redcar & Cleveland Borough Council,Bestway Wholesale Ltd,Refreshments,Adults & Communities,Operation Partnerships & Provider Services,11282,Meadowgate ICC,Revenue,40735799,649.72,2024-05-02 00:00:00
Redcar & Cleveland Borough Council,Bestway Wholesale Ltd,Refreshments,Adults & Communities,Operation Partnerships & Provider Services,11282,Meadowgate ICC,Revenue,40742364,606.18,2024-05-30 00:00:00
Redcar & Cleveland Borough Council,Bevan Brittan LLP,Professional Fees (formerly Agency),"Growth, Enterprise and Environment",Place Investment Development (West),C20392,Eston Sports Village,Capital,40739834,2511,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,Beverley School,Termly Course Fees,Children & Families,Education DSG Funded,10688,Out of Borough Top Ups,Revenue,40741893,16637.36,2024-05-21 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,General Supplies & Services,"Growth, Enterprise and Environment",Health Protection & Healthcare Quality,10322,Homelessness Admin,Revenue,40735528,8790.79,2024-05-07 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Rent - Expenditure,Children & Families,Safeguarding And CF,11239,Unaccompanied Asylum Seeking Children,Revenue,40738601,7609.16,2024-05-08 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Private Contractors,Adults & Communities,Partnership Lead,10994,"BCF - Recovery, Assessment & Reablement Beds",Revenue,40740226,652.16,2024-05-14 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Private Contractors,Adults & Communities,Partnership Lead,10994,"BCF - Recovery, Assessment & Reablement Beds",Revenue,40740334,500.92,2024-05-15 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Services - Professional Fees,Resources,"Local Taxation, Support and Customer Services",10888,Emergency Out Of Hours Support Service,Revenue,40740365,989.75,2024-05-15 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Private Contractors,Adults & Communities,Operation Partnerships & Provider Services,10040,Assistive Technology,Revenue,40740460,559.72,2024-05-15 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Private Contractors,Adults & Communities,Operation Partnerships & Provider Services,10040,Assistive Technology,Revenue,40742241,46901,2024-05-20 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Private Contractors,Adults & Communities,Partnership Lead,10994,"BCF - Recovery, Assessment & Reablement Beds",Revenue,40742898,626.15,2024-05-23 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Private Contractors,Adults & Communities,Partnership Lead,10994,"BCF - Recovery, Assessment & Reablement Beds",Revenue,40742913,815.2,2024-05-23 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Rent - Expenditure,Children & Families,Safeguarding And CF,11239,Unaccompanied Asylum Seeking Children,Revenue,40743650,522.1,2024-05-28 00:00:00
Redcar & Cleveland Borough Council,Bibliographic Data Servs Ltd,Subscriptions,"Growth, Enterprise and Environment",Libraries and Customer Services,10405,Libraries General,Revenue,40739261,2290,2024-05-30 00:00:00
Redcar & Cleveland Borough Council,Bibliographic Data Servs Ltd,Subscriptions,"Growth, Enterprise and Environment",Libraries and Customer Services,10405,Libraries General,Revenue,40739261,1272.5,2024-05-30 00:00:00
Redcar & Cleveland Borough Council,Bidvest Noonan (UK) Ltd,R & M of Build - Security,"Growth, Enterprise and Environment",Culture & Tourism,10383,Museums,Revenue,40739282,6517.56,2024-05-23 00:00:00
Redcar & Cleveland Borough Council,"Billinghurst, George & Partner",R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40737451,3500,2024-05-16 00:00:00
Redcar & Cleveland Borough Council,"Billinghurst, George & Partner",R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40737451,1250,2024-05-16 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40740071,1192.59,2024-05-17 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40740072,12899.94,2024-05-13 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10540,Persnl Care Lrning Dis,Revenue,40740072,2087.77,2024-05-13 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10542,Personal Care PD,Revenue,40740072,6186.74,2024-05-13 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10456,Mental Health Personal Care,Revenue,40740072,2050.81,2024-05-13 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40742901,1192.59,2024-05-29 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10540,Persnl Care Lrning Dis,Revenue,40742910,2082.05,2024-05-22 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40742910,12645.51,2024-05-22 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10542,Personal Care PD,Revenue,40742910,5944.3,2024-05-22 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10456,Mental Health Personal Care,Revenue,40742910,2050.81,2024-05-22 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40743888,12371.99,2024-05-29 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10540,Persnl Care Lrning Dis,Revenue,40743888,2203.43,2024-05-29 00:00:00
