Transaction Date,Local Authority Department,BENEFICIARY,Purpose,Amount,Non Recoverable,Merchant Category
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,5288.12,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,5528,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,2753.72,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,2909.81,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,613.75,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,3809.11,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,1734.51,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,1659.41,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,506,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,327.58,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,817.71,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,4974.32,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,1696.71,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,3455.21,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,3814.62,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,5921.61,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,725.78,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,2759.7,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,1846,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,462,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,2900.81,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,1477.11,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,308,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,4400.72,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,308,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,3146.21,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,London Care Plc,Home Care - Private Contractors Payment,316.14,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,London Care Plc,Home Care - Private Contractors Payment,316.14,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,London Care Plc,Home Care - Private Contractors Payment,316.14,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,London Care Plc,Home Care - Private Contractors Payment,316.14,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,London Care Plc,Home Care - Private Contractors Payment,316.14,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,London Care Plc,Home Care - Private Contractors Payment,316.14,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,London Care Plc,Home Care - Private Contractors Payment,316.14,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,London Care Plc,Home Care - Private Contractors Payment,316.14,0,COMMERCIAL SUPPLIER
02-05-2023,Housing Revenue Account,Sharpe Pritchard LLP,Legal Fees,700,0,COMMERCIAL SUPPLIER
02-05-2023,Marketing,Askews and Holts Library Services Ltd,"Books, Publications And Resources",610.95,0,COMMERCIAL SUPPLIER
02-05-2023,Marketing,Askews and Holts Library Services Ltd,"Books, Publications And Resources",2798.16,0,COMMERCIAL SUPPLIER
02-05-2023,Marketing,Askews and Holts Library Services Ltd,"Books, Publications And Resources",1146.22,0,COMMERCIAL SUPPLIER
02-05-2023,Marketing,Askews and Holts Library Services Ltd,"Books, Publications And Resources",87.44,0,COMMERCIAL SUPPLIER
02-05-2023,Marketing,Askews and Holts Library Services Ltd,"Books, Publications And Resources",1117.71,0,COMMERCIAL SUPPLIER
02-05-2023,oneSource - Non Shared,Bellrock Property & Facilities Management Ltd,"Maintenance - Equipment, Furniture And Materials",20525.19,0,
02-05-2023,Environment and Sustainable Transport,Barking Panelcraft,"Purchase - Equipment, Furniture And Materials",5579.5,0,COMMERCIAL SUPPLIER
02-05-2023,oneSource - Non Shared,Class Affinity Projects Ltd,Land Line Telephone Costs,15627.23,0,COMMERCIAL SUPPLIER
02-05-2023,Dedicated Schools Budget,Personal Information - Redacted,Private Contractors Payment - Other,1016,0,COMMERCIAL SUPPLIER
02-05-2023,Dedicated Schools Budget,Personal Information - Redacted,Private Contractors Payment - Other,1016,0,COMMERCIAL SUPPLIER
02-05-2023,Environment and Sustainable Transport,Greener Solutions,Highway Services,17.5,0,VENDOR
02-05-2023,Environment and Sustainable Transport,Greener Solutions,Highway Services,127.5,0,VENDOR
02-05-2023,Environment and Sustainable Transport,Greener Solutions,Highway Services,137.2,0,VENDOR
02-05-2023,Environment and Sustainable Transport,Greener Solutions,Highway Services,45,0,VENDOR
02-05-2023,Children and Young People,Personal Information - Redacted,Legal Fees,8750,0,COMMERCIAL SUPPLIER
02-05-2023,RMS,A M Forktrucks Ltd,Purchase Of Vehicles Related Costs,810.33,0,COMMERCIAL SUPPLIER
02-05-2023,RMS,A M Forktrucks Ltd,Purchase Of Vehicles Related Costs,433.33,0,COMMERCIAL SUPPLIER
02-05-2023,Dedicated Schools Budget,Personal Information - Redacted,Ict Maintenance And Support,15577,0,COMMERCIAL SUPPLIER
02-05-2023,Children and Young People,UK Islamic Mission,Events,24811.84,0,NON COMMERCIAL SUPPLIER
02-05-2023,Housing Revenue Account,RGE Services Ltd,Cyclical/Planned Maintenance - Mechanical And Electrical,400,0,CIS
02-05-2023,Adults & Health,Rhythmic Care UK Ltd,Home Care - Private Contractors Payment,18.72,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,Rhythmic Care UK Ltd,Home Care - Private Contractors Payment,229.32,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,Rhythmic Care UK Ltd,Home Care - Private Contractors Payment,229.32,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,Rhythmic Care UK Ltd,Home Care - Private Contractors Payment,229.32,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,Rhythmic Care UK Ltd,Home Care - Private Contractors Payment,229.32,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,Rhythmic Care UK Ltd,Home Care - Private Contractors Payment,229.32,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,Rhythmic Care UK Ltd,Home Care - Private Contractors Payment,65.52,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,Rhythmic Care UK Ltd,Home Care - Private Contractors Payment,229.32,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,Rhythmic Care UK Ltd,Home Care - Private Contractors Payment,229.32,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,Rhythmic Care UK Ltd,Home Care - Private Contractors Payment,229.32,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,Rhythmic Care UK Ltd,Home Care - Private Contractors Payment,229.32,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,Rhythmic Care UK Ltd,Home Care - Private Contractors Payment,191.88,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,Rhythmic Care UK Ltd,Home Care - Private Contractors Payment,229.32,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,Rhythmic Care UK Ltd,Home Care - Private Contractors Payment,234,0,COMMERCIAL SUPPLIER
02-05-2023,Adults & Health,Rhythmic Care UK Ltd,Home Care - Private Contractors Payment,229.32,0,COMMERCIAL SUPPLIER
02-05-2023,oneSource - Non Shared,Centre Stage Engineering Ltd.,Cyclical/Planned Maintenance - Mechanical And Electrical,19627.2,0,COMMERCIAL SUPPLIER
02-05-2023,Housing Revenue Account,R. C. Cutting & Co. Limited,Responsive Repairs - Mechanical And Electrical,1925,0,COMMERCIAL SUPPLIER
02-05-2023,Housing Revenue Account,R. C. Cutting & Co. Limited,Responsive Repairs - Mechanical And Electrical,1820,0,COMMERCIAL SUPPLIER
02-05-2023,RMS,Travis Perkins Trading Company Ltd,Building Alterations And Materials,333.76,0,COMMERCIAL SUPPLIER
02-05-2023,oneSource - Non Shared,CCS Media Limited.,Ict Hardware,5625,0,COMMERCIAL SUPPLIER
02-05-2023,oneSource - Non Shared,CCS Media Limited.,Ict Hardware,5625,0,COMMERCIAL SUPPLIER
02-05-2023,oneSource,CCS Media Limited.,Ict Hardware,17.54,0,COMMERCIAL SUPPLIER
02-05-2023,oneSource,CCS Media Limited.,Ict Hardware,49.81,0,COMMERCIAL SUPPLIER
02-05-2023,oneSource,CCS Media Limited.,Ict Hardware,147,0,COMMERCIAL SUPPLIER
02-05-2023,oneSource,CCS Media Limited.,Ict Hardware,1032.6,0,COMMERCIAL SUPPLIER
02-05-2023,oneSource,CCS Media Limited.,Ict Hardware,379.5,0,COMMERCIAL SUPPLIER
02-05-2023,oneSource - Non Shared,Class Affinity Projects Ltd,Mobile Phone Costs,874.63,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,1612.02,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,717.22,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,326.73,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,750.81,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,291.8,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,617.2,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,1654.09,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,1697.96,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,1796.21,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,3363.07,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,1388.41,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,642.39,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,1446.02,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,2692.22,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,727.13,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,1125.4,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,1651.2,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,1304.9,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,1510.63,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,3145.45,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,6633.26,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,504.02,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,7098.81,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,4897.74,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,1250.97,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,4167.7,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,4440.31,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,6291.36,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,6140.16,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,5353.56,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,12277.1,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,1330.08,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,5281.06,0,COMMERCIAL SUPPLIER
02-05-2023,Inclusive Economy & Housing,Insurance Claims Accomodation Bureau Limited,Rents Payable,3951.16,0,COMMERCIAL SUPPLIER
