Transaction Date,Local Authority Department,BENEFICIARY,Purpose,Amount,Non Recoverable,Merchant Category
01-07-2023,oneSource,Personal Information - Redacted,Legal Fees,7500,0,INDIVIDUALS
01-07-2023,Marketing,Personal Information - Redacted,Events,300,0,COMMERCIAL SUPPLIER
01-07-2023,Dedicated Schools Budget,Personal Information - Redacted,Professional Services - General,1490,0,COMMERCIAL SUPPLIER
01-07-2023,Dedicated Schools Budget,Personal Information - Redacted,Professional Services - General,1500,0,COMMERCIAL SUPPLIER
01-07-2023,Dedicated Schools Budget,Personal Information - Redacted,Professional Services - General,1490,0,COMMERCIAL SUPPLIER
01-07-2023,Children and Young People,Personal Information - Redacted,Private Contractors Payment - Other,760,0,INDIVIDUALS
01-07-2023,Marketing,Rights & Equalities In Newham (Rein),Private Contractors Payment - Other,7500,0,VENDOR
01-07-2023,oneSource - Non Shared,Daisy Corporate Services Trading Ltd,Mobile Phone Costs,2829.44,0,COMMERCIAL SUPPLIER
01-07-2023,oneSource - Non Shared,Daisy Corporate Services Trading Ltd,Mobile Phone Costs,23336.35,0,COMMERCIAL SUPPLIER
01-07-2023,Housing Revenue Account,Daisy Corporate Services Trading Ltd,Land Line Telephone Costs,2767.77,0,COMMERCIAL SUPPLIER
01-07-2023,Marketing,Beckton Ward Panel,Events,833.66,0,VOLUNTARY ORGANISATION
01-07-2023,Marketing,Beckton Ward Panel,Events,833.66,0,VOLUNTARY ORGANISATION
01-07-2023,Adults & Health,Guy's And St Thomas' Nhs Foundation Trust,Professional Services - General,9953.54,0,VENDOR
01-07-2023,RMS,Travis Perkins Trading Company Ltd,Building Alterations And Materials,56.82,0,COMMERCIAL SUPPLIER
01-07-2023,RMS,Travis Perkins Trading Company Ltd,Building Alterations And Materials,2823.83,0,COMMERCIAL SUPPLIER
01-07-2023,RMS,Travis Perkins Trading Company Ltd,Building Alterations And Materials,420.32,0,COMMERCIAL SUPPLIER
01-07-2023,RMS,Travis Perkins Trading Company Ltd,Building Alterations And Materials,56.82,0,COMMERCIAL SUPPLIER
01-07-2023,RMS,Travis Perkins Trading Company Ltd,Building Alterations And Materials,187.44,0,COMMERCIAL SUPPLIER
01-07-2023,RMS,Travis Perkins Trading Company Ltd,Building Alterations And Materials,90.01,0,COMMERCIAL SUPPLIER
