Transaction Date,Local Authority Department,BENEFICIARY,Purpose,Amount,Non Recoverable,Merchant Category
01/10/2023,Adults & Health,Four Seasons 2000 Limited-Marlborough Court Care Home,Nursing Homes - Private Contractors Payment,617.44,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Four Seasons 2000 Limited-Marlborough Court Care Home,Nursing Homes - Private Contractors Payment,617.44,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Four Seasons 2000 Limited-Marlborough Court Care Home,Nursing Homes - Private Contractors Payment,617.44,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Leyton House Community Care Ltd,Supported Other Accommodation - Private Contractors Payment,502.43,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Leyton House Community Care Ltd,Supported Other Accommodation - Private Contractors Payment,502.43,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Leyton House Community Care Ltd,Supported Other Accommodation - Private Contractors Payment,502.43,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Leyton House Community Care Ltd,Supported Other Accommodation - Private Contractors Payment,502.43,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Abbeyfield Society,Residential Placements - Private Contractors Payment,602.65,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-172.8,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-172.8,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Abbeyfield Society,Residential Placements - Private Contractors Payment,602.65,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Abbeyfield Society,Residential Placements - Private Contractors Payment,602.65,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-172.8,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Abbeyfield Society,Residential Placements - Private Contractors Payment,602.65,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-172.8,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Wortley Lodge,Residential Placements - Private Contractors Payment,1365.32,0,VENDOR
01/10/2023,Adults & Health,TLC Care Homes Ltd,Residential Placements - Private Contractors Payment,913.5,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-101.25,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1753.07,0,VENDOR
01/10/2023,Adults & Health,Wortley Lodge,Residential Placements - Private Contractors Payment,1365.32,0,VENDOR
01/10/2023,Adults & Health,TLC Care Homes Ltd,Residential Placements - Private Contractors Payment,913.5,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-101.25,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1753.07,0,VENDOR
01/10/2023,Adults & Health,Saffron Care Homes,Residential Placements - Private Contractors Payment,2255.84,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Wortley Lodge,Residential Placements - Private Contractors Payment,1365.32,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1753.07,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Saffron Care Homes,Residential Placements - Private Contractors Payment,2255.84,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,TLC Care Homes Ltd,Residential Placements - Private Contractors Payment,913.5,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-101.25,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1753.07,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,TLC Care Homes Ltd,Residential Placements - Private Contractors Payment,913.5,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-101.25,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Saffron Care Homes,Residential Placements - Private Contractors Payment,2255.84,0,VENDOR
01/10/2023,Adults & Health,Wortley Lodge,Residential Placements - Private Contractors Payment,1365.32,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Saffron Care Homes,Residential Placements - Private Contractors Payment,2255.84,0,VENDOR
01/10/2023,Adults & Health,Grange Residential Care Ltd,Residential Placements - Private Contractors Payment,1198.83,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Grange Residential Care Ltd,Residential Placements - Private Contractors Payment,1198.83,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Grange Residential Care Ltd,Residential Placements - Private Contractors Payment,1198.83,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Grange Residential Care Ltd,Residential Placements - Private Contractors Payment,1198.83,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Meadow View Residential Homes,Residential Placements - Private Contractors Payment,1605,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Meadow View Residential Homes,Residential Placements - Private Contractors Payment,1605,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Meadow View Residential Homes,Residential Placements - Private Contractors Payment,1605,0,VENDOR
01/10/2023,Adults & Health,Meadow View Residential Homes,Residential Placements - Private Contractors Payment,1605,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Barchester Healthcare Homes Limited t/a Westgate House,Residential Placements - Private Contractors Payment,954,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Barchester Healthcare Homes Limited t/a Westgate House,Residential Placements - Private Contractors Payment,954,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Barchester Healthcare Homes Limited t/a Westgate House,Residential Placements - Private Contractors Payment,954,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Barchester Healthcare Homes Limited t/a Westgate House,Residential Placements - Private Contractors Payment,954,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Woodlands Nursing Home,Nursing Homes - Private Contractors Payment,639.31,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Woodlands Nursing Home,Nursing Homes - Private Contractors Payment,639.31,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Woodlands Nursing Home,Nursing Homes - Private Contractors Payment,639.31,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Woodlands Nursing Home,Nursing Homes - Private Contractors Payment,639.31,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Advance Housing & Support Ltd,Residential Placements - Private Contractors Payment,2858.26,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-170.8,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Nightingale Residential Care Home Ltd,Residential Placements - Private Contractors Payment,1200,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Nightingale Residential Care Home Ltd,Residential Placements - Private Contractors Payment,1200,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-170.8,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Advance Housing & Support Ltd,Residential Placements - Private Contractors Payment,2858.26,0,VENDOR
01/10/2023,Adults & Health,Advance Housing & Support Ltd,Residential Placements - Private Contractors Payment,2858.26,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-170.8,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Nightingale Residential Care Home Ltd,Residential Placements - Private Contractors Payment,1200,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Advance Housing & Support Ltd,Residential Placements - Private Contractors Payment,2858.26,0,VENDOR
01/10/2023,Adults & Health,Nightingale Residential Care Home Ltd,Residential Placements - Private Contractors Payment,1200,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-170.8,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-172.8,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Four Seasons 2000 Limited-Marlborough Court Care Home,Residential Placements - Private Contractors Payment,581.56,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-172.8,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Four Seasons 2000 Limited-Marlborough Court Care Home,Residential Placements - Private Contractors Payment,581.56,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-172.8,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Four Seasons 2000 Limited-Marlborough Court Care Home,Residential Placements - Private Contractors Payment,581.56,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Four Seasons 2000 Limited-Marlborough Court Care Home,Residential Placements - Private Contractors Payment,581.56,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-172.8,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Nightingale Residential Care Home Ltd,Residential Placements - Private Contractors Payment,656,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-242.63,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Nightingale Residential Care Home Ltd,Residential Placements - Private Contractors Payment,656,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-242.63,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Nightingale Residential Care Home Ltd,Residential Placements - Private Contractors Payment,656,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-242.63,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Nightingale Residential Care Home Ltd,Residential Placements - Private Contractors Payment,656,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-242.63,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1465.94,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1660.83,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1550.38,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1830.61,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1830.61,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1550.37,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1465.94,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1550.37,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1465.94,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1660.83,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1550.38,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1660.83,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1550.38,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1830.61,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1550.37,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1830.61,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1550.37,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1465.94,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1660.83,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Alpam Homes,Residential Placements - Private Contractors Payment,1550.38,0,VENDOR
01/10/2023,Adults & Health,Oakwood Lodge,Residential Placements - Private Contractors Payment,950,0,VENDOR
01/10/2023,Adults & Health,Oakwood Lodge,Residential Placements - Private Contractors Payment,950,0,VENDOR
01/10/2023,Adults & Health,Oakwood Lodge,Residential Placements - Private Contractors Payment,950,0,VENDOR
01/10/2023,Adults & Health,Oakwood Lodge,Residential Placements - Private Contractors Payment,950,0,VENDOR
01/10/2023,Adults & Health,Langley House (Parcs Healthcare Limited),Residential Placements - Private Contractors Payment,584,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-244.56,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Langley House (Parcs Healthcare Limited),Residential Placements - Private Contractors Payment,584,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-244.56,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-244.56,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Langley House (Parcs Healthcare Limited),Residential Placements - Private Contractors Payment,584,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Langley House (Parcs Healthcare Limited),Residential Placements - Private Contractors Payment,584,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-244.56,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Zero Three Care Homes LLP,Residential Placements - Private Contractors Payment,3049.58,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Pathways,Residential Placements - Private Contractors Payment,893.97,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Zero Three Care Homes LLP,Residential Placements - Private Contractors Payment,3049.58,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Pathways,Residential Placements - Private Contractors Payment,893.97,0,VENDOR
01/10/2023,Adults & Health,Zero Three Care Homes LLP,Residential Placements - Private Contractors Payment,3049.58,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Pathways,Residential Placements - Private Contractors Payment,893.97,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Pathways,Residential Placements - Private Contractors Payment,893.97,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Zero Three Care Homes LLP,Residential Placements - Private Contractors Payment,3049.58,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Runwood Homes Plc,Residential Placements - Private Contractors Payment,615,0,VENDOR
01/10/2023,Adults & Health,Runwood Homes Plc,Residential Placements - Private Contractors Payment,615,0,VENDOR
01/10/2023,Adults & Health,Runwood Homes Plc,Residential Placements - Private Contractors Payment,615,0,VENDOR
01/10/2023,Adults & Health,Runwood Homes Plc,Residential Placements - Private Contractors Payment,615,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Grange Residential Care Ltd,Residential Placements - Private Contractors Payment,1320,0,VENDOR
01/10/2023,Adults & Health,Grange Residential Care Ltd,Residential Placements - Private Contractors Payment,1320,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Grange Residential Care Ltd,Residential Placements - Private Contractors Payment,1320,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Grange Residential Care Ltd,Residential Placements - Private Contractors Payment,1320,0,VENDOR
01/10/2023,Adults & Health,Personal Information - Redacted,Residential Care Income,-120.8,0,VENDOR
01/10/2023,Adults & Health,Runwood Homes Plc,Residential Placements - Private Contractors Payment,607.58,0,VENDOR
01/10/2023,Adults & Health,Runwood Homes Plc,Residential Placements - Private Contractors Payment,607.58,0,VENDOR
01/10/2023,Adults & Health,Runwood Homes Plc,Residential Placements - Private Contractors Payment,607.58,0,VENDOR
01/10/2023,Adults & Health,Runwood Homes Plc,Residential Placements - Private Contractors Payment,607.58,0,VENDOR
01/10/2023,Adults & Health,St Mungo's,Residential Placements - Private Contractors Payment,757.36,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,St Mungo's,Residential Placements - Private Contractors Payment,757.36,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,St Mungo's,Residential Placements - Private Contractors Payment,757.36,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,St Mungo's,Residential Placements - Private Contractors Payment,757.36,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Barchester Healthcare Homes Limited t/a Westgate House,Nursing Homes - Private Contractors Payment,1000,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Barchester Healthcare Homes Limited t/a Westgate House,Nursing Homes - Private Contractors Payment,1000,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Barchester Healthcare Homes Limited t/a Westgate House,Nursing Homes - Private Contractors Payment,1000,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Barchester Healthcare Homes Limited t/a Westgate House,Nursing Homes - Private Contractors Payment,1000,0,NON COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Notting Hill Genesis Rent Account,Supported Other Accommodation - Private Contractors Payment,298,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Notting Hill Genesis Rent Account,Supported Other Accommodation - Private Contractors Payment,298,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Notting Hill Genesis Rent Account,Supported Other Accommodation - Private Contractors Payment,298,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Notting Hill Genesis Rent Account,Supported Other Accommodation - Private Contractors Payment,298,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Grange Residential Care Ltd,Residential Placements - Private Contractors Payment,1198.83,0,VENDOR
01/10/2023,Adults & Health,Notting Hill Genesis Rent Account,Supported Other Accommodation - Private Contractors Payment,354.53,0,COMMERCIAL SUPPLIER
01/10/2023,Adults & Health,Grange Residential Care Ltd,Residential Placements - Private Contractors Payment,1198.83,0,VENDOR
01/10/2023,Adults & Health,Grange Residential Care Ltd,Residential Placements - Private Contractors Payment,1198.83,0,VENDOR
01/10/2023,Adults & Health,Notting Hill Genesis Rent Account,Supported Other Accommodation - Private Contractors Payment,354.53,0,COMMERCIAL SUPPLIER
